time,open,high,low,close,EMA,VWAP,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
1777248000,78614.4,78746.5,78599.3,78746.3,,78697.36666666665,,,,,,
1777248060,78746.4,78746.4,78704.7,78713.9,,78704.05361167983,,,,,,
1777248120,78713.9,78842.7,78700.1,78772.9,,78728.1396167532,,,,,,
1777248180,78772.8,78821.4,78772.4,78797.4,,78740.46939697427,72.04486626401528,,,,,
1777248240,78797.3,78803.2,78738.2,78759.9,,78742.13757901987,48.50421144350611,,,,,
1777248300,78759.9,78799.6,78739.3,78745.7,,78743.36779706337,40.91131798138123,,,,,
1777248360,78745.7,78754,78718.9,78742.8,,78743.08878407354,39.03921454035735,,,,,
1777248420,78742.9,78766,78698.4,78765.9,78755.59999999999,78743.10875780505,60.587913022120226,,,,,
1777248480,78766,78766,78689.6,78716.5,78746.9111111111,78741.59717738022,28.3929741310602,,,,,
1777248540,78716.6,78716.6,78673.8,78676.4,78731.24197530863,78738.42982115115,17.23911334484221,,,,,
1777248600,78676.4,78696.3,78599.2,78599.2,78701.89931412894,78729.76804284783,8.076674387577384,,,,,
1777248660,78599.2,78599.3,78548.1,78562.6,78670.94391098918,78705.22222029702,5.861307280235053,,,,,
1777248720,78562.6,78593.7,78554.4,78588,78652.51193076937,78700.7858215747,26.770718054087254,,,,,
1777248780,78588.1,78588.1,78562.3,78566,78633.28705726506,78697.33683607426,20.77549618778285,,,,,
1777248840,78565.9,78572.5,78520,78542,78613.00104453949,78691.62016163785,15.203895949227729,,,,,
1777248900,78542.1,78542.1,78497,78538.2,78596.37859019738,78685.48838147803,14.293499159238223,,,,,
1777248960,78538.1,78540,78506.6,78539.9,78583.82779237574,78681.18730826625,17.604328609796767,29.664680739659133,,,,
1777249020,78539.9,78589.4,78539.9,78574.6,78581.7771718478,78678.80791209594,62.251528595257255,28.965156620462132,,,,
1777249080,78574.5,78575.5,78543.8,78553.3,78575.44891143718,78676.67054222792,41.53091162544839,28.46706377631515,,,,
1777249140,78553.2,78575.4,78516.4,78575.3,78575.4158200067,78669.83627959545,61.42405984055673,29.932259623399116,,,,
1777249200,78575.3,78604.6,78574.5,78582.8,78577.0567488941,78668.49516402702,67.14097458568136,31.939528198065116,,,,
1777249260,78582.8,78592.6,78546.1,78574.5,78576.48858247319,78667.40340476779,53.88476706296298,31.460732058125313,,,,
1777249320,78574.4,78574.5,78514.8,78514.8,78562.78000859026,78665.9027043673,17.214513723674543,30.662270600454914,,,,
1777249380,78514.9,78539.8,78506.7,78506.7,78550.31778445908,78663.7218112751,15.120345513531689,30.51093004107559,,,,
1777249440,78506.7,78522.3,78500,78505.1,78540.26938791262,78662.4400768838,14.594296522341864,30.976474479273048,,,,
1777249500,78505,78505.4,78319.1,78409.6,78511.23174615426,78600.9272420807,3.5467261184732735,30.81114725343292,,,,
1777249560,78409.6,78476.9,78386.1,78460.1,78499.86913589775,78595.71437339892,39.73292634392896,31.7370192741359,,,,
1777249620,78460,78460,78413.7,78413.7,78480.72043903159,78592.03462661918,26.190681341998754,32.12381821372275,,,,
1777249680,78413.7,78453.4,78381.8,78449.9,78473.87145258012,78588.82254110162,47.236144426781735,34.41183596211947,,,,
1777249740,78450,78474.9,78443.3,78443.4,78467.10001867343,78587.67172405678,43.867276340774424,36.524248617943485,,,,
1777249800,78443.3,78443.4,78356.7,78415.4,78455.6111256349,78583.72499416734,30.028904708899333,37.411718339307946,,,,
1777249860,78415.9,78420,78381.3,78413.9,78446.34198660492,78581.2026000541,29.286507401281398,35.05707396830967,,,,
1777249920,78414,78435.2,78400,78418.6,78440.17710069272,78580.01769810612,36.64783606294997,34.708282856702645,,,,
1777249980,78418.6,78430,78388.9,78409.9,78433.44885609433,78578.57152817986,28.430206089097638,32.35157901731271,,,,
1777250040,78410,78470.3,78405,78444.4,78435.88244362891,78576.06884536213,69.33330938975709,32.50817436046097,,,,
1777250100,78444.4,78454.8,78424.9,78444,78437.68634504471,78575.35442628646,68.6509624037729,33.56290259909025,,,,
1777250160,78443.9,78492.1,78436.7,78475.6,78446.11160170144,78574.66251560596,85.52825175966449,38.44245531594668,,,,
1777250220,78475.5,78571.3,78475.5,78563.6,78472.22013465667,78573.39426136526,95.54561259517833,44.187117250350006,,,,
1777250280,78563.7,78600,78563.7,78573.6,78494.74899362186,78573.61585091567,96.01571386679323,50.002932774953685,,,,
1777250340,78573.7,78628,78573.6,78627.9,78524.33810615033,78574.79292141346,97.85744563531738,56.739412740442546,,,,
1777250400,78628,78737.5,78627.9,78732,78570.48519367247,78580.49892753069,99.08016640055843,60.97850131591607,,,,
1777250460,78731.9,78787.2,78728.7,78774.1,78615.73292841192,78591.27360578957,99.31671482545858,66.20178942187749,,,,
1777250520,78774.1,78788,78735.4,78754.9,78646.65894432038,78594.84630679454,84.45856069223498,68.86053344083844,,,,
1777250580,78755,78779.5,78747.1,78748.3,78669.24584558253,78596.9982813038,78.41005313415985,71.32787464036598,,,,
1777250640,78748.4,78774.9,78729.6,78774.2,78692.56899100864,78599.19191921447,84.8124164893149,75.24098262468137,,,,
1777250700,78774.3,78820,78774.3,78816.1,78720.02032634005,78607.00492517992,91.16798207194765,79.6610879583004,,,,
1777250760,78816.1,78857.1,78774.8,78797,78737.1269204867,78614.77697433118,70.88504844792882,82.10660312865603,,,,
1777250820,78797.1,78857.1,78784.4,78840.1,78760.00982704521,78618.57462336008,83.39182682079384,86.03243318092004,,,,
1777250880,78840.2,78849.8,78800,78801.3,78769.18542103517,78620.8560412645,52.77753582695116,84.8498779264339,,,,
1777250940,78801.3,78803.7,78765.7,78774.8,78770.43310524958,78625.86767478463,38.35291264495392,82.6857315150897,,,,
1777251000,78774.9,78788.8,78728.7,78774.2,78771.2701929719,78628.04095964086,38.00018643619714,79.29086970627058,,,,
1777251060,78774.2,78779.2,78728.7,78772.9,78771.63237231148,78629.05651619313,36.89733320902689,75.10170689297406,,,,
1777251120,78773,78839.1,78772.9,78839.1,78786.62517846448,78630.90086867653,80.38375781155617,73.98513860331425,,,,
1777251180,78839,78887,78831.8,78886.9,78808.90847213904,78636.49246112973,88.76756264660663,73.33586124697777,,,,
1777251240,78886.9,78968.3,78886.9,78922.1,78834.06214499703,78652.11445113693,92.36977164398213,72.85654733579375,,,,
1777251300,78922.2,79269.9,78922.1,79201.5,78915.71500166436,78764.22369072639,98.4164061132638,72.792239570637,,,,
1777251360,79201.6,79277.7,79119.5,79212.9,78981.75611240561,78807.17307411044,98.4896583816998,73.7944608341702,,,,
1777251420,79212.9,79281,79180.6,79198.2,79029.85475409325,78820.27390665129,90.4013804454872,74.65098421355071,,,,
1777251480,79198.1,79338,79161.5,79222,79072.55369762809,78842.50234494466,91.99742824470725,75.16419933893587,,,,
1777251540,79222,79263.7,79178,79263.7,79115.03065371074,78852.82949590223,94.43108007193378,75.39727776750632,,,,
1777251600,79264.1,79386.6,79264.1,79379.7,79173.84606399725,78883.74458179787,97.54558827441795,77.30160204082696,,,,
1777251660,79379.7,79455,79358.9,79383.4,79220.4136053312,78926.0564785507,97.60955186355875,78.31715382959588,,,,
1777251720,79383.8,79430,79337.3,79380.1,79255.89947081315,78938.08596731025,94.3210542637977,81.28454800365635,,,,
1777251780,79380.1,79388.8,79266.6,79347.7,79276.29958841023,78950.4794054379,63.04181183412788,83.04804080288307,,,,
1777251840,79347.7,79386,79309.5,79309.5,79283.6774576524,78954.56874321232,39.7367744916028,83.17208280684062,,,,
1777251900,79309.6,79350,79300,79335.9,79295.28246706298,78962.03700204575,56.43278581399654,84.56747227862418,,,,
1777251960,79336,79366,79314.9,79359.9,79309.64191882676,78966.46470176289,68.37908454317179,83.70999561659673,,,,
1777252020,79359.9,79360,79230.8,79239.9,79294.14371464304,78974.77378656834,22.3714821635957,78.9674184392388,,,,
1777252080,79240,79249.5,79124,79157.1,79263.68955583348,78980.3686613423,13.187772873146912,73.31156138417916,,,,
1777252140,79157.2,79183.5,79089,79100,79227.3140989816,78982.17469993964,9.256919227388181,66.9430266066166,,,,
1777252200,79099.9,79143.1,79071.5,79126,79204.79985476346,78984.27376252011,24.60595090341843,61.665618929596505,,,,
1777252260,79126,79184.1,79125.9,79176,79198.39988703825,78985.89606355899,49.329490567276146,58.73191250972428,,,,
1777252320,79176.1,79194,79133.3,79133.3,79183.9332454742,78987.12138506859,34.737340766430904,54.64190626127597,,,,
1777252380,79133.4,79150,79081.3,79087.4,79162.4814131466,78987.68547877096,23.51936826943411,49.576783989668854,,,,
1777252440,79087.5,79099,79064.3,79091.5,79146.70776578068,78988.34358815383,26.691383441683996,44.51576935875928,,,,
1777252500,79091.6,79091.6,79002.4,79011,79116.55048449608,78988.89068268365,12.015124777892723,38.40188170978314,,,,
1777252560,79011,79050,78950,79001,79090.87259905251,78989.19833459384,10.898502052904746,32.44312798043364,,,,
1777252620,79001,79001,78937.3,78953.7,79060.38979926307,78988.93515624058,6.567846931996598,28.40927334456711,,,,
1777252680,78953.6,79009.9,78936.7,78961.5,79038.41428831572,78988.66495035707,14.92947109284465,26.637323101798668,,,,
