time,open,high,low,close,EMA,VWAP,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
1780272000,73653.2,73659.6,73620,73659.5,,73646.36666666667,,,,,,
1780272060,73659.5,73659.6,73626.7,73634.5,,73642.72670186326,,,,,,
1780272120,73634.5,73737.3,73634.4,73728.5,,73670.63258837783,,,,,,
1780272180,73728.5,73800,73728.4,73800,,73697.71209218446,86.8766404199475,,,,,
1780272240,73799.9,73849.8,73768,73840.2,,73730.49633143182,90.0318979266346,,,,,
1780272300,73840.2,73861.5,73772.1,73802.2,,73757.2645660899,67.14243235206618,,,,,
1780272360,73802.1,73848.3,73773.8,73773.9,,73760.4783325393,52.29121435808199,,,,,
1780272420,73773.9,73773.9,73711,73728.7,73745.9375,73759.1843060226,34.1791073016592,,,,,
1780272480,73728.8,73739.5,73696,73702,73736.17361111111,73757.57555275167,26.152704634707362,,,,,
1780272540,73702,73733.8,73702,73719.9,73732.55725308642,73756.57391395743,40.26038670045281,,,,,
1780272600,73720,73763.7,73694.8,73756.1,73737.78897462277,73755.61210815405,62.17861022441596,,,,,
1780272660,73756.1,73756.1,73729.8,73742.2,73738.76920248439,73755.35533053587,51.331286891849864,,,,,
1780272720,73742.2,73749.8,73682.8,73684.2,73726.64271304342,73752.42370970939,24.538023740818005,,,,,
1780272780,73684.2,73707.9,73684.1,73707.9,73722.47766570044,73750.70628296607,42.828807639671545,,,,,
1780272840,73707.9,73781.7,73707.8,73781.6,73735.61596221145,73750.92392209911,73.16680573596834,,,,,
1780272900,73781.7,73820.6,73781.6,73788.9,73747.45685949779,73753.38365660416,75.12777563725203,,,,,
1780272960,73788.9,73823,73771.6,73806.3,73760.53311294272,73755.10740784035,80.28026660640113,57.598997154994755,,,,
1780273020,73806.2,73806.2,73724.8,73730.4,73753.83686562211,73755.06624339872,34.08264170470244,53.82799724676296,,,,
1780273080,73730.5,73730.5,73693,73693.1,73740.33978437276,73753.19815555525,23.931103026396684,49.10651189674597,,,,
1780273140,73693,73714.9,73684.3,73698,73730.93094340104,73752.34372971977,28.14821097306394,46.321210369674375,,,,
1780273200,73698,73715.9,73683.1,73715.9,73727.59073375635,73750.991964412,44.889537433171355,45.79251916075219,,,,
