time,open,high,low,close,EMA,VWAP,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
1774828800,65978,66053.9,65978,66023.4,,66018.43333333333,,,,,,
1774828860,66023.4,66027.4,65916.4,65935,,65998.76933829402,,,,,,
1774828920,65935,65950,65859.2,65872,,65961.45260880253,,,,,,
1774828980,65871.9,65893.4,65856.8,65885.9,,65942.58978524031,8.408953418024907,,,,,
1774829040,65885.8,65885.9,65828.8,65828.9,,65927.25917916236,5.542264752789009,,,,,
1774829100,65828.8,65828.8,65762.8,65827.2,,65884.19802620263,5.459008345604374,,,,,
1774829160,65827.1,65887.1,65817.2,65841.9,,65880.90300609318,20.875960392782005,,,,,
1774829220,65841.9,65914.2,65822.1,65909.6,65890.4875,65880.94509358364,62.791865913156364,,,,,
1774829280,65909.6,65977.8,65839.8,65843.3,65880.0013888889,65881.46065463827,35.31220544414144,,,,,
1774829340,65843.4,65884.2,65806.6,65841.2,65871.37885802469,65877.71205039021,34.59293468354312,,,,,
1774829400,65841.1,65880.1,65827.6,65880.1,65873.31688957477,65877.17048862355,58.23208719763892,,,,,
1774829460,65880,65880,65842.7,65842.7,65866.51313633593,65876.20045824698,38.279876363652754,,,,,
1774829520,65842.7,65856.1,65806.5,65814,65854.84355048349,65874.14972652699,27.452698652842585,,,,,
1774829580,65813.9,65854.1,65810.4,65854.1,65854.67831704272,65873.16963181709,54.45259560089254,,,,,
1774829640,65854,65894,65812.4,65816.7,65846.23869103323,65872.04151782612,35.808383093657326,,,,,
1774829700,65816.8,65844.7,65783.7,65795.5,65834.96342635917,65867.27664058923,27.73422842980169,,,,,
1774829760,65795.5,65812.6,65754.2,65764,65819.19377605713,65860.63347594303,18.458120659724997,30.957227353446573,,,,
1774829820,65764.1,65995.2,65764,65967,65852.03960359999,65865.35752072722,80.7373244013808,36.12353956654342,,,,
1774829880,65967.1,66176,65939.3,66176,65924.03080279999,65906.47831708463,91.16194812706016,42.23923123613422,,,,
1774829940,66176,66900,66155.6,66872.9,66134.89062439998,66307.09341562256,97.6157314684504,48.82185431633751,,,,
1774830000,66872.9,67043.2,66729.4,66953.5,66316.80381897776,66470.56690172025,97.88381344815856,54.3224152488644,,,,
1774830060,66953.4,66984.7,66666.7,66706,66403.29185920492,66498.47632373111,64.48644177371105,54.443456381761166,,,,
1774830120,66706,66830.7,66659.9,66735.2,66477.04922382605,66512.37579043982,66.50868116634655,56.67177607620439,,,,
1774830180,66735.2,66743.6,66581.2,66612.6,66507.17161853137,66518.63775973568,48.953033235923364,57.697497401374406,,,,
1774830240,66612.6,66646.2,66563.8,66567.7,66520.62236996884,66520.57113658832,42.75352072317455,56.591885510341235,,,,
1774830300,66567.6,66611.7,66491.6,66540,66524.92850997577,66521.27379404184,38.268688506882015,56.59108637771476,,,,
1774830360,66540.1,66727.2,66528.2,66727.2,66569.87772998115,66524.82058289411,70.08254425041115,59.636075348969655,,,,
1774830420,66727.4,66825,66644.5,66682.8,66594.97156776312,66531.53846331748,59.22388760732023,59.976881920857345,,,,
1774830480,66682.8,66746.6,66603.8,66613.8,66599.15566381576,66533.96075004154,43.50922747585535,60.52694223387149,,,,
1774830540,66613.8,66629.6,66537.4,66537.5,66585.45440519004,66534.60582010604,30.212145324738515,60.70393629779555,,,,
1774830600,66537.4,66708.7,66530.2,66617.6,66592.59787070336,66537.63082784682,52.88595896057612,63.1630676049992,,,,
1774830660,66617.6,66660.9,66576.9,66611.8,66596.86501054706,66538.46272415807,51.08331269096471,61.04492391139805,,,,
1774830720,66611.9,66686.3,66598.7,66628.8,66603.96167486993,66539.68992126465,57.45852766505985,58.637536735540884,,,,
1774830780,66628.9,66628.9,66480.8,66480.8,66576.59241378773,66539.49668997883,21.265730334801518,53.183965225994534,,,,
1774830840,66480.9,66483.9,66426.2,66470.3,66552.97187739046,66537.8427707464,19.92978377128152,47.61582024907475,,,,
