time,open,high,low,close,EMA,VWAP,RSI,RSI-based MA,Regular Bullish,Regular Bullish Label,Regular Bearish,Regular Bearish Label
1778457600,82177.7,82350,82159.4,82252.8,,82254.06666666667,,,,,,
1778457660,82252.7,82285.3,82207.7,82207.7,,82245.35480734716,,,,,,
1778457720,82207.8,82207.8,82151,82185.7,,82239.10520610886,,,,,,
1778457780,82185.7,82185.8,82107.2,82126.7,,82232.02645540042,0,,,,,
1778457840,82126.6,82126.8,82052.1,82052.6,,82218.38020754702,0,,,,,
1778457900,82052.6,82091.9,82040,82057.5,,82206.35888128832,4.4406404188854225,,,,,
1778457960,82057.6,82061.6,81963.1,81972.9,,82176.47355239296,2.0653802922418407,,,,,
1778458020,81972.9,81985.8,81933.4,81958.6,82101.8125,82157.89046492727,1.818725448750996,,,,,
1778458080,81958.7,82026.3,81929.1,82022.1,82084.09861111111,82149.45707289616,45.31693689399962,,,,,
1778458140,82022.1,82022.1,81933.7,81945.5,82053.29891975308,82143.13365479653,25.152909828619116,,,,,
1778458200,81945.5,81975.7,81945.5,81968.3,82034.41027091906,82136.81652793575,37.557784121050496,,,,,
1778458260,81968.2,81995.8,81945,81983.9,82023.18576627038,82131.88594562022,46.635041203051394,,,,,
1778458320,81983.8,81991.8,81905.2,81905.2,81996.96670709919,82124.63673457692,22.206491877229936,,,,,
1778458380,81905.2,81905.7,81876.6,81877.6,81970.44077218826,82108.66248483701,17.409255480860068,,,,,
1778458440,81877.6,81909.9,81834.8,81841.6,81941.80948947975,82080.09495328215,12.237076730387045,,,,,
1778458500,81841.5,81841.6,81704.4,81718.2,81892.11849181759,82042.20783282045,4.841465410766602,,,,,
1778458560,81718.1,81799,81692.4,81799,81871.4254936359,82019.48253236902,40.286550101013106,18.56916127191826,,,,
1778458620,81799,81827,81631.5,81677.7,81828.37538393904,81942.31207019079,21.909370224986702,20.13411628798874,,,,
1778458680,81677.8,81742.8,81627,81648.8,81788.4697430637,81919.70120004137,18.838305776594638,21.4797095577455,,,,
1778458740,81648.7,81659,81500,81541.2,81733.52091127177,81841.45937719164,10.566547510651915,21.917274350014534,,,,
1778458800,81541.2,81607.3,81318,81449.1,81670.3162643225,81755.56251414702,6.757139475716983,22.252400005977044,,,,
1778458860,81449.2,81607.8,81436,81580.4,81650.33487225082,81745.99022173282,47.34838804284555,25.504518762698087,,,,
1778458920,81580.4,81638.9,81580.4,81586.8,81636.21601175064,81742.12333841075,48.972542246662925,25.76563343074546,,,,
1778458980,81586.9,81696,81586.8,81694.9,81649.25689802828,81740.46706458951,71.35770861094808,29.065976200911816,,,,
1778459040,81695,81745.5,81694.9,81738.3,81669.044254022,81740.26959761717,77.34331392463594,31.907799758310777,,,,
1778459100,81738.3,81780,81705.4,81726.4,81681.78997535045,81740.21831321798,71.22176219766887,33.663994115069166,,,,
1778459160,81726.5,81726.5,81699,81720.6,81690.41442527257,81739.97133045357,67.32598802543573,36.88681526851244,,,,
1778459220,81720.7,81720.7,81635,81635,81678.10010854533,81739.36154730727,30.4514700331176,37.81840202224512,,,,
1778459280,81635,81640,81583.8,81624.3,81666.1445288686,81737.82601092116,27.61552272781492,38.91686245063283,,,,
1778459340,81624.2,81640,81624.2,81636.2,81659.49018912001,81737.45112055006,37.34908389984437,41.238835199852666,,,,
1778459400,81636.1,81687.5,81617.9,81674.3,81662.78125820446,81736.5599138886,61.93276544731223,42.78499343887403,,,,
1778459460,81674.4,81784,81674.3,81762.3,81684.89653415902,81736.59603269516,83.86616740428137,47.21047895168079,,,,
1778459520,81762.2,81794.5,81750,81774.6,81704.83063767925,81737.09992281476,85.60507953680317,51.97953422026712,,,,
1778459580,81774.7,81774.7,81742,81742.1,81713.11271819497,81737.20673036421,59.98203234441519,55.50921170839307,,,,
1778459640,81742,81742.1,81704,81716.3,81713.82100304053,81737.10529083267,44.22092657128744,58.185196500933806,,,,
1778459700,81716.3,81722.3,81705.6,81719.2,81715.0163356982,81737.06492869857,46.58728074607725,58.130831694021786,,,,
1778459760,81719.2,81765,81719.2,81735.1,81719.47937220971,81737.09817011334,60.40270804783754,58.94727210839141,,,,
1778459820,81735.1,81768.8,81726.3,81726.4,81721.01728949643,81737.11544319517,49.825225979121434,57.40923763468951,,,,
1778459880,81726.4,81726.4,81690,81690.1,81714.14678071946,81736.96039322822,23.771750004824526,53.58269735470298,,,,
1778459940,81690.1,81690.1,81663.5,81670.2,81704.38082944846,81736.34550060469,16.623766551464882,49.68284052283126,,,,
1778460000,81670.2,81682.4,81632.7,81647.7,81691.78508957103,81735.90818322981,11.009348866630944,45.66022344005949,,,,
1778460060,81647.7,81647.7,81501.2,81507.1,81650.74395855525,81733.16200183232,2.642858753788275,43.67389406296454,,,,
1778460120,81507.1,81540.8,81452.1,81540.8,81626.3119677652,81728.81570266883,23.534895983715614,43.38242072410031,,,,
1778460180,81540.8,81642.9,81531.1,81602.9,81621.10930826182,81726.5840322169,52.003884047738225,44.429192163235584,,,,
1778460240,81602.9,81602.9,81548,81548.1,81604.88501753697,81726.00969915073,34.83598743395933,42.49370801942466,,,,
1778460300,81548,81590.3,81500,81570.1,81597.15501363987,81724.2461428543,45.6422634017881,39.763429162103705,,,,
1778460360,81570.1,81606.7,81566.8,81604.7,81598.83167727546,81723.39914129558,60.9278022414343,38.00076649814879,,,,
1778460420,81604.8,81604.8,81520.1,81550.6,81588.11352676981,81721.9032737342,36.713982332276736,36.33876292585319,,,,
1778460480,81550.7,81593.1,81550.6,81579,81586.08829859874,81721.06216910652,51.79821573885435,36.87999786639369,,,,
1778460540,81578.9,81579,81535.1,81535.1,81574.7575655768,81720.32225402577,33.361091934463516,35.93527009413556,,,,
1778460600,81535.2,81542.5,81450,81520.1,81562.61143989307,81717.07719588908,28.214008957986536,33.63607730200334,,,,
1778460660,81520.1,81575.5,81508.1,81521.8,81553.54223102794,81716.479306067,30.048711046705236,32.223469092545045,,,,
1778460720,81521.8,81524.8,81300,81332,81504.31062413284,81705.35176198454,5.690824606265167,30.931974421219376,,,,
1778460780,81332,81340.4,81235.2,81259.5,81449.90826321443,81690.28372561201,3.8859585557578242,30.022130992954583,,,,
1778460840,81259.4,81313.8,81243.2,81296,81415.70642694455,81680.46655988469,22.45776699933556,30.839875145290623,,,,
1778460900,81296,81296,81230,81268.1,81382.90499873465,81671.70234705173,18.384662012060332,31.964289663738633,,,,
1778460960,81268.2,81331,81264.5,81289.1,81362.05944346028,81665.27670767953,32.25647365451357,32.58725949736706,,,,
1778461020,81289.1,81370,81270,81369.9,81363.801789358,81661.64496779504,65.80242198552578,33.57286935006617,,,,
1778461080,81369.9,81417.5,81342.1,81403.6,81372.64583616733,81659.03515558755,73.8910018865581,36.36251323953751,,,,
1778461140,81403.6,81453.9,81403.6,81430.3,81385.4578725746,81656.10236106206,79.61974310496203,38.789476075478504,,,,
1778461200,81430.5,81459.3,81393,81393.1,81387.15612311357,81654.31196165214,54.588078045247265,38.33663863289372,,,,
1778461260,81393,81393,81257.8,81327,81373.788095755,81650.78620457096,29.700504010779113,37.83567589564389,,,,
1778461320,81326.9,81352.4,81242.9,81277.9,81352.47963003167,81646.51335544778,19.695411450255037,35.54261844645823,,,,
1778461380,81277.9,81387.1,81268.9,81322.4,81345.7952678024,81640.23713412567,44.919876904104406,36.36824594428972,,,,
1778461440,81322.4,81355.7,81299,81300.7,81335.77409717964,81638.8282440402,36.52738117488457,36.96205824549672,,,,
1778461500,81300.6,81375.7,81260,81375.4,81344.57985336194,81636.89650771681,67.69393416918578,39.651002754245326,,,,
1778461560,81375.7,81399.8,81333,81341.3,81343.85099705929,81635.32202457322,50.660657135006275,42.86313364915541,,,,
1778461620,81341.2,81399.9,81334,81399.9,81356.30633104611,81634.12854645503,70.07213734369175,47.590717848293544,,,,
1778461680,81399.8,81429.6,81362.7,81398.6,81365.70492414698,81631.4856949476,69.16661574338602,50.92706418715429,,,,
1778461740,81398.7,81398.7,81316.3,81336.8,81359.28160766988,81628.8603024697,35.996375967056494,52.185043755368305,,,,
1778461800,81336.7,81350,81265.8,81295.6,81345.1301392988,81626.06197894004,24.32894280387859,51.61879155175152,,,,
1778461860,81295.5,81460.7,81295.5,81460.7,81370.81233056574,81624.26720637028,74.33407499689663,52.228195338278006,,,,
1778461920,81460.6,81558.3,81449.9,81514.4,81402.72070155112,81622.55978242925,80.59149529787452,52.70680201051489,,,,
1778461980,81514.3,81516.8,81471,81471,81417.8938789842,81621.7510170084,62.20593298921321,51.46295843081855,,,,
1778462040,81471,81471.4,81444,81466.1,81428.60635032105,81621.01843686195,59.89198281018217,51.841808771171046,,,,
1778462100,81466.1,81487,81420.1,81485.7,81441.29382802748,81620.112390831,67.21029532668231,54.52107957944985,,,,
1778462160,81485.7,81535.4,81476.1,81515.8,81457.85075513249,81619.05595060975,76.91388300732768,58.608113262097895,,,,
1778462220,81515.7,81593.1,81503.3,81585,81486.10614288082,81618.63556519033,88.5742258838017,61.72628104636198,,,,
1778462280,81585,81607,81557.5,81569.3,81504.59366668508,81618.30876716385,75.58250893286416,64.51593302907482,,,,
1778462340,81569.3,81651,81569.3,81634.2,81533.39507408839,81618.3075667296,87.21252459422251,65.91011805943458,,,,
1778462400,81634.2,81640.5,81590,81620,81552.64061317986,81618.30122937233,75.42249104690492,67.67882048171306,,,,
1778462460,81619.9,81619.9,81581.1,81582.7,81559.32047691767,81618.21576876834,49.210275708795244,66.18868750779187,,,,
1778462520,81582.8,81631.4,81581,81631.4,81575.33814871374,81618.20517131806,69.77944293514457,66.23246087863177,,,,
1778462580,81631.5,81724.5,81631.5,81700.5,81603.15189344402,81618.74383594001,83.76938948184333,69.64481898683083,,,,
