time,open,high,low,close,Volume,Volume MA,Lt Blue Wave,Blue Wave,VWAP,Mny Flow,Buy,Blue Wave Crossing UP,Blue Wave Crossing Down,Zero,100%,OB 1 Solid,OS 1 Solid,Trigger 1,Trigger 2,Plot,Plot
1719787800,62817.3,62899.5,62762.2,62899.4,922.337,1023.2318000000012,74.74177204454756,78.42476953395182,-3.682997489404258,39.61111305623397,0,,,0,100,60,-60,53,-53,-93,-103
1719788100,62899.4,62946.6,62881.2,62894.9,1056.96,1049.3322000000012,72.06850921016823,74.99552119811797,-2.92701198794974,41.13761116427807,0,,,0,100,60,-60,53,-53,-93,-103
1719788400,62894.9,63058.4,62885.1,62984.6,2537.228,1161.948250000001,70.40448458369303,72.40492194613627,-2.000437362443236,42.52768891927964,0,,,0,100,60,-60,53,-53,-93,-103
1719788700,62984.5,62999.8,62899.4,62975.7,790.513,1196.064350000001,67.01464777313392,69.82921385566506,-2.814566082531144,43.98142017363917,0,,,0,100,60,-60,53,-53,-93,-103
1719789000,62975.6,62980,62822.9,62851.5,1127.693,1247.026800000001,60.636809412693886,66.01864725650695,-5.3818378438130665,43.8921527526064,0,,,0,100,60,-60,53,-53,-93,-103
1719789300,62851.6,62939.1,62825.8,62849.9,452.463,1263.755100000001,54.38413317229937,60.67853011937573,-6.294396947076358,42.972052222852696,0,,,0,100,60,-60,53,-53,-93,-103
1719789600,62849.9,62923.2,62849.8,62888.6,417.829,1271.655650000001,49.721242959173004,54.91406184805543,-5.192818888882428,40.046509191912584,0,,,0,100,60,-60,53,-53,-93,-103
1719789900,62888.6,62942.3,62873.6,62898.9,440.966,1275.9815000000012,46.554214412889685,50.21986351478736,-3.665649101897678,37.55363497671182,0,,,0,100,60,-60,53,-53,-93,-103
1719790200,62898.9,62958.5,62898.8,62922,378.159,1291.4866500000012,44.885735468760856,47.053730946941194,-2.1679954781803374,36.68522909958065,0,,,0,100,60,-60,53,-53,-93,-103
1719790500,62922,62960,62910.9,62950.1,349.856,1301.0979000000011,43.90528863109251,45.115079504247696,-1.2097908731551854,36.017078757085095,0,,,0,100,60,-60,53,-53,-93,-103
1719790800,62950,62950,62858,62861.2,364.304,1283.906050000001,38.202610507523474,42.33121153579229,-4.128601028268818,33.63277798408827,0,,,0,100,60,-60,53,-53,-93,-103
1719791100,62861.3,62871.1,62792.8,62811.9,505.896,1294.092450000001,26.54460063223359,36.217499923616536,-9.672899291382947,28.609268779724093,0,,,0,100,60,-60,53,-53,-93,-103
1719791400,62811.9,62868.3,62777.7,62845.1,487.068,1297.886150000001,17.80828788570857,27.518499675155226,-9.710211789446657,25.542078302786788,0,,,0,100,60,-60,53,-53,-93,-103
1719791700,62845.2,62854.4,62753.9,62766,578.971,1285.494200000001,6.412794652913979,16.921894390285395,-10.509099737371416,22.37617345851096,0,,,0,100,60,-60,53,-53,-93,-103
1719792000,62766.1,62809.5,62714.4,62714.5,880.89,1245.997550000001,-6.547027924632998,5.891351537996535,-12.438379462629532,20.136644766429054,0,,,0,100,60,-60,53,-53,-93,-103
1719792300,62714.4,62795.6,62635.3,62635.4,1073.053,913.524800000001,-20.14631242235479,-6.7601818980246025,-13.386130524330188,18.958114950266744,0,,,0,100,60,-60,53,-53,-93,-103
1719792600,62635.4,62664.7,62562,62621.9,1054.036,833.4047500000012,-33.47096635802247,-20.054768901670087,-13.416197456352386,18.174154224021798,0,,,0,100,60,-60,53,-53,-93,-103
1719792900,62621.9,62691.9,62611.2,62682.7,562.891,799.0282500000011,-37.58591190687276,-30.40106356241667,-7.184848344456089,17.52939352066434,0,,,0,100,60,-60,53,-53,-93,-103
1719793200,62682.8,62744,62660.5,62660.6,496.986,770.8506000000011,-37.36271293540573,-36.13986373343366,-1.2228492019720747,16.866114334638993,0,,,0,100,60,-60,53,-53,-93,-103
1719793500,62660.6,62743,62660.5,62722.7,292.518,738.5308500000011,-34.4113718870406,-36.45333224310637,2.041960356065765,16.70102389838949,0,-36.45333224310637,,0,100,60,-60,53,-53,-93,-103
1719793800,62722.7,62741.7,62677.8,62730.4,307.399,707.7839500000011,-30.67299768771674,-34.14902750338769,3.4760298156709517,17.491746651767105,0,,,0,100,60,-60,53,-53,-93,-103
1719794100,62730.5,62769.1,62701,62756.3,333.281,671.6000000000012,-23.022306362519934,-29.368891979092428,6.346585616572494,19.12209082112971,0,,,0,100,60,-60,53,-53,-93,-103
1719794400,62756.4,62838.4,62756.3,62790.9,588.667,574.1719500000011,-8.253506168137026,-20.64960340612457,12.396097237987544,18.549872328527446,0,,,0,100,60,-60,53,-53,-93,-103
1719794700,62790.8,62884,62786.7,62845.5,505.934,559.943000000001,7.606140351037926,-7.889890726539677,15.496031077577602,18.58526617618006,0,,,0,100,60,-60,53,-53,-93,-103
1719795000,62845.5,62867.7,62792,62842.4,609.313,534.024000000001,17.250727265617805,5.534453816172903,11.716273449444902,17.902498131474484,0,,,0,100,60,-60,53,-53,-93,-103
1719795300,62842.5,62935.2,62842.5,62924.6,451.833,533.9925000000011,30.574170857007886,18.47701282455454,12.097158032453347,19.328167489867692,0,,,0,100,60,-60,53,-53,-93,-103
