time,open,high,low,close,Smoothed Heiken Ashi (Open),Smoothed Heiken Ashi (High,Smoothed Heiken Ashi (Low),Smoothed Heiken Ashi (Close),Hollow Candles (Open),Hollow Candles (High,Hollow Candles (Low),Hollow Candles (Close),Bars (Open),Bars (High,Bars (Low),Bars (Close),Mny Flow
1740787200,2.1444,2.1513,2.1366,2.1512,,,,,2.1478,2.1513,2.1366,2.1458749999999998,2.1478,2.1513,2.1366,2.1458749999999998,
1740788100,2.1512,2.155,2.1389,2.1401,,,,,2.1468375,2.155,2.1389,2.1463,2.1468375,2.155,2.1389,2.1463,
1740789000,2.1401,2.1438,2.13,2.1335,,,,,2.14656875,2.14656875,2.13,2.13685,2.14656875,2.14656875,2.13,2.13685,
1740789900,2.1335,2.1366,2.1208,2.1223,,,,,2.141709375,2.141709375,2.1208,2.1283000000000003,2.141709375,2.141709375,2.1208,2.1283000000000003,
1740790800,2.1224,2.1286,2.122,2.1244,,,,,2.1350046875000004,2.1350046875000004,2.122,2.1243499999999997,2.1350046875000004,2.1350046875000004,2.122,2.1243499999999997,
1740791700,2.1244,2.1328,2.124,2.1271,,,,,2.12967734375,2.1328,2.124,2.127075,2.12967734375,2.1328,2.124,2.127075,
1740792600,2.127,2.1507,2.1247,2.1507,,,,,2.128376171875,2.1507,2.1247,2.1382749999999997,2.128376171875,2.1507,2.1247,2.1382749999999997,
1740793500,2.1507,2.1727,2.1475,2.1676,,,,,2.1333255859374995,2.1727,2.1333255859374995,2.159625,2.1333255859374995,2.1727,2.1333255859374995,2.159625,
1740794400,2.1677,2.175,2.1527,2.1747,,,,,2.14647529296875,2.175,2.14647529296875,2.167525,2.14647529296875,2.175,2.14647529296875,2.167525,
1740795300,2.1748,2.2075,2.167,2.2003,2.1412774853515626,2.15682828125,2.1333801025390624,2.1461575,2.157000146484375,2.2075,2.157000146484375,2.1874,2.157000146484375,2.2075,2.157000146484375,2.1874,
1740796200,2.2004,2.2155,2.1889,2.2016,2.146899774058949,2.1674958664772728,2.1404382790305396,2.1562379545454546,2.1722000732421876,2.2155,2.1722000732421876,2.2016,2.1722000732421876,2.2155,2.1722000732421876,2.2016,
1740797100,2.2017,2.2018,2.1818,2.1883,2.154172549070248,2.1737329816632234,2.147958591934078,2.1629946900826447,2.186900036621094,2.2018,2.1818,2.1934,2.186900036621094,2.2018,2.1818,2.1934,
1740798000,2.1883,2.1969,2.1834,2.1885,2.1607139071139385,2.1779451668153644,2.1544024843097,2.1677729282494367,2.190150018310547,2.1969,2.1834,2.189275,2.190150018310547,2.1969,2.1834,2.189275,
1740798900,2.1885,2.1895,2.1797,2.1816,2.165986380212363,2.1800846836044387,2.1590020326170274,2.1708733049313573,2.1897125091552736,2.1897125091552736,2.1797,2.184825,2.1897125091552736,2.1897125091552736,2.1797,2.184825,
1740799800,2.1817,2.196,2.1791,2.1843,2.169855902824231,2.182978377494541,2.1626562085048406,2.1734917949438377,2.187268754577637,2.196,2.1791,2.1852750000000003,2.187268754577637,2.196,2.1791,2.1852750000000003,
1740800700,2.1842,2.1919,2.1811,2.1831,2.172840625454156,2.1846004906773517,2.1660096251403242,2.175597832226776,2.1862718772888186,2.1919,2.1811,2.185075,2.1862718772888186,2.1919,2.1811,2.185075,
1740801600,2.183,2.2015,2.1814,2.2009,2.17517386421602,2.187673128736015,2.1688078751148105,2.178525499094635,2.185673438644409,2.2015,2.1814,2.1917,2.185673438644409,2.2015,2.1814,2.1917,
1740802500,2.2009,2.2016,2.1946,2.1979,2.177630746962599,2.1902052871476485,2.1724222104252457,2.1822026810774284,2.1886867193222046,2.2016,2.1886867193222046,2.19875,2.1886867193222046,2.2016,2.1886867193222046,2.19875,
1740803400,2.1978,2.2098,2.194,2.2073,2.180555767453236,2.1937679622117123,2.1762942375590377,2.1858431026997143,2.1937183596611023,2.2098,2.1937183596611023,2.2022250000000003,2.1937183596611023,2.2098,2.1937183596611023,2.2022250000000003,
