side,entry_dt,entry_px,exit_dt,exit_px,pnl,r_multiple,reason,cost
1,2024-01-08,46972.7,2024-01-12,43158.1,-104.00603948157209,-1.0056569627221728,stop,1.2218078745966876
-1,2024-08-18,58390.0,2024-08-20,60250.0,-104.03264544213931,-1.01619623655914,stop,3.264977992263847
