side,entry_dt,entry_px,exit_dt,exit_px,pnl,r_multiple,reason,cost
-1,2019-10-24,7465.18,2019-10-25,8225.792323579784,-100.54073488349924,-1.0054073488349922,stop,1.0314697669984498
1,2019-10-27,9234.75,2019-11-08,8824.150000000001,-41.85724126010923,-0.42284447245458606,stop,0.9106912542149396
-1,2019-11-16,8473.3,2020-01-06,7529.0,114.84213166661861,1.1651238812910811,stop,0.9769637847634312
1,2020-01-07,7757.74,2020-02-26,8942.5,196.21895511618928,1.9679022899181666,stop,1.388178800733968
-1,2020-02-27,8793.96,2020-03-05,9105.0,-38.41736591559407,-0.3778802702985755,stop,1.0894284493905588
-1,2020-03-09,8038.99,2020-04-02,7080.905,118.02708399443219,1.1654012630391497,stop,0.9347689019993042
1,2020-04-07,7325.73,2020-04-10,6953.905,-32.325398290058914,-0.3155198964148539,stop,0.6149646780903246
1,2020-04-24,7483.36,2020-06-15,8965.125,163.0496827103752,1.5965726748426894,stop,0.9077208908186067
1,2020-07-23,9518.25,2020-09-03,10771.720000000001,270.9243740468964,2.6112896159676837,stop,2.2021942453656616
-1,2020-09-04,10141.4,2020-09-15,10771.720000000001,-71.30377021480427,-0.6698328716143852,stop,1.172857131562877
1,2020-10-11,11294.78,2021-01-22,29840.255,2857.5094935238353,27.026128621852983,stop,3.17161989583416
1,2021-02-07,39249.53,2021-02-28,43676.07,99.05106950518447,0.7375482303697182,stop,0.9323978596766561
1,2021-03-14,61267.41,2021-03-16,53477.70168601778,-135.7482233711979,-1.003432586916639,stop,0.9963890705998825
1,2021-04-14,63645.05,2021-04-18,57553.746014266064,-134.55372458080498,-1.0047242549500943,stop,1.3323148659986248
-1,2021-05-18,43565.11,2021-07-25,35096.505,141.58258083066198,1.0679955351860564,stop,0.6589184522576128
1,2021-07-26,35370.67,2021-07-30,38474.305,100.9266866295743,0.7532927796901842,stop,1.2081659078180484
1,2021-08-21,49332.99,2021-09-07,44160.2281356552,-135.56035486777103,-1.0042685348072997,stop,1.2198613433157877
-1,2021-09-22,40727.83,2021-09-24,45120.5,-114.04645823318035,-0.8534997780609048,stop,1.1087414956143327
1,2021-10-06,51460.22,2021-11-18,56921.05,137.98089650268105,1.0415507289632968,reverse,1.37642927892889
-1,2021-11-19,56921.04,2021-11-20,55293.24,34.432297956580385,0.2572460258937747,stop,1.2073203644837884
-1,2021-11-27,53755.66,2022-02-06,42493.915,245.59020369554685,1.8301966462340797,stop,1.05146376257019
1,2022-02-08,43829.99,2022-02-11,42493.915,-41.268519520749344,-0.3020283342128111,stop,1.3123119901343745
1,2022-03-25,43973.2,2022-04-11,41251.85,-87.96919510667982,-0.6457944922060215,stop,1.3671124868513473
-1,2022-04-12,39505.6,2022-04-13,41251.85,-61.732009509661154,-0.45615297736925725,stop,1.410772426302652
-1,2022-04-27,38093.7,2022-07-19,23385.9,530.1803983613866,3.9357870741634016,reverse,1.1089766394665281
1,2022-07-20,23385.9,2022-07-21,25010.35,80.34771468814436,0.5739018997691243,stop,1.206160417735177
-1,2022-08-20,20825.0,2022-09-11,21850.0,-63.77889368188697,-0.45297454026132206,stop,1.3136879059171882
1,2022-09-13,22386.0,2022-09-13,20500.191543149023,-140.91777522980232,-1.0054353854095504,stop,1.5936814535555088
1,2022-10-27,20758.4,2022-10-28,20383.9,-37.13745855259965,-0.26767958946827464,stop,1.9859012659461948
1,2022-11-05,21137.6,2022-11-08,19761.53112806207,-139.35054575190412,-1.0071804295304754,stop,2.0561051026885093
-1,2022-11-09,18533.9,2022-12-13,17777.1,62.05167265366963,0.45308751935525043,reverse,1.506300168106391
1,2022-12-14,17777.1,2022-12-15,18458.45,80.14791038273893,0.5826151754725942,stop,2.160477493103264
1,2023-01-09,17124.6,2023-02-10,21618.6,863.823479698543,6.243454329581697,reverse,3.732529807248283
-1,2023-02-11,21618.6,2023-02-12,20300.7,130.1890063014148,0.8857696790779274,stop,2.086573684745741
1,2023-02-16,24332.7,2023-02-25,22759.27748934663,-149.34187098167124,-1.0072324112993323,stop,2.2188271353484232
-1,2023-03-09,21695.3,2023-03-13,22434.6,-67.7339341033125,-0.4615139826219125,stop,1.9913543222693022
1,2023-03-15,24682.5,2023-05-08,28769.5,274.41378340233945,1.8785491326274757,stop,1.8008042314360349
-1,2023-06-06,25714.6,2023-06-20,27363.5,-138.11982223893534,-0.9281414393845887,stop,2.204745040892103
1,2023-06-21,28290.7,2023-07-24,29163.8,66.71897738303416,0.4525730498119219,reverse,2.2325129115236724
-1,2023-07-25,29163.8,2023-07-26,28313.5,73.687321569591,0.497626216916961,stop,2.5326690660074433
