side,entry_dt,entry_px,exit_dt,exit_px,pnl,r_multiple,reason,cost
-1,2019-10-24,7465.18,2019-10-25,8225.792323579784,-100.54073488349924,-1.0054073488349922,stop,1.0314697669984498
1,2019-10-27,9234.75,2019-11-15,8473.27,-77.22856239321251,-0.7801677736154466,signal,0.8929967463944777
-1,2019-11-16,8473.3,2019-11-18,8183.26,34.78983557577106,0.3542293456262494,signal,1.0132580641357862
-1,2019-11-19,8183.3,2019-11-21,7621.9,71.06817240754066,0.7210980829591628,signal,1.0072352376142075
-1,2019-11-22,7621.89,2019-11-22,7262.72,45.80790328185238,0.4614896573590962,signal,0.9588729586017607
-1,2019-11-23,7261.89,2019-12-17,6618.96,76.64622821628159,0.7686597097877013,signal,0.8316765673308697
-1,2019-12-18,6618.96,2019-12-18,7303.456963091823,-101.01226495670893,-1.0053349082296164,stop,1.0218248529240062
1,2020-01-07,7757.74,2020-01-07,8152.49,64.78633702002615,0.6513726213822072,signal,1.3192152142983482
1,2020-01-08,8150.9,2020-01-14,8825.0,108.47240059824148,1.0836113122921516,signal,1.3748327580518422
1,2020-01-15,8825.0,2020-01-28,9398.98,84.44085598834198,0.8345540897067361,signal,1.3515731205293027
1,2020-01-29,9399.72,2020-01-30,9525.67,17.84421735241398,0.17491129142929288,signal,1.393335559253325
1,2020-01-31,9525.67,2020-02-08,9906.43,56.07094285873511,0.5486920196105397,signal,1.4496494105677549
1,2020-02-09,9906.09,2020-02-09,10167.38,39.38681493234637,0.3833498152869312,signal,1.5429558466768634
1,2020-02-10,10167.37,2020-02-11,10229.06,8.785272016774462,0.08518634576602611,signal,1.583620831794268
1,2020-02-12,10230.74,2020-02-17,9519.257459518498,-103.90045507556377,-1.0066897337024436,stop,1.4324999364704658
-1,2020-02-27,8793.96,2020-03-08,8038.46,91.92667016625452,0.8997988117327902,signal,1.0295328790914156
-1,2020-03-09,8038.99,2020-03-09,7932.15,12.946379869417264,0.12559854062630318,signal,1.0049604182383658
