signal_bar,leg1_osc,leg1_conf_bar,leg2_anchor_bar,direction,dt
169066,wt,169059,169063,bull,2025-11-03 11:00:00
169067,mfi,169067,169040,bull,2025-11-03 11:15:00
169161,wt,169158,169157,bull,2025-11-04 10:45:00
169162,mfi,169162,169146,bull,2025-11-04 11:00:00
169178,mfi,169178,169146,bull,2025-11-04 15:00:00
169205,wt,169202,169199,bull,2025-11-04 21:45:00
169206,mfi,169206,169191,bull,2025-11-04 22:00:00
169293,wt,169293,169283,bear,2025-11-05 19:45:00
169449,wt,169449,169449,bull,2025-11-07 10:45:00
169564,wt,169556,169560,bull,2025-11-08 15:30:00
169597,mfi,169597,169594,bear,2025-11-08 23:45:00
169694,mfi,169692,169679,bear,2025-11-10 00:00:00
169826,wt,169824,169784,bull,2025-11-11 09:00:00
169875,mfi,169875,169857,bull,2025-11-11 21:15:00
169962,mfi,169957,169954,bull,2025-11-12 19:00:00
170101,mfi,170095,170059,bull,2025-11-14 05:45:00
170105,wt,170102,170105,bull,2025-11-14 06:45:00
170116,wt,170114,170105,bull,2025-11-14 09:30:00
170170,mfi,170163,170132,bull,2025-11-14 23:00:00
170446,wt,170442,170446,bull,2025-11-17 20:00:00
170485,wt,170483,170477,bull,2025-11-18 05:45:00
170633,wt,170630,170630,bull,2025-11-19 18:45:00
170667,mfi,170667,170663,bear,2025-11-20 03:15:00
170677,mfi,170677,170663,bear,2025-11-20 05:45:00
171025,mfi,171018,171010,bear,2025-11-23 20:45:00
171197,wt,171197,171190,bull,2025-11-25 15:45:00
171321,mfi,171318,171305,bear,2025-11-26 22:45:00
171773,wt,171764,171763,bull,2025-12-01 15:45:00
171776,mfi,171774,171764,bull,2025-12-01 16:30:00
171886,mfi,171886,171870,bear,2025-12-02 20:00:00
171908,wt,171901,171901,bear,2025-12-03 01:30:00
171915,mfi,171909,171870,bear,2025-12-03 03:15:00
171920,wt,171916,171920,bear,2025-12-03 04:30:00
172058,wt,172049,172056,bull,2025-12-04 15:00:00
172499,wt,172493,172493,bull,2025-12-09 05:15:00
172634,wt,172627,172619,bull,2025-12-10 15:00:00
172733,wt,172733,172727,bull,2025-12-11 15:45:00
173038,wt,173030,173037,bull,2025-12-14 20:00:00
173166,mfi,173166,173119,bull,2025-12-16 04:00:00
173169,wt,173167,173166,bull,2025-12-16 04:45:00
173208,mfi,173205,173198,bear,2025-12-16 14:30:00
173219,wt,173218,173205,bear,2025-12-16 17:15:00
173733,wt,173730,173722,bear,2025-12-22 01:45:00
173894,wt,173885,173893,bull,2025-12-23 18:00:00
173940,wt,173933,173940,bull,2025-12-24 05:30:00
174487,wt,174485,174482,bull,2025-12-29 22:15:00
174493,wt,174489,174482,bull,2025-12-29 23:45:00
174752,wt,174752,174747,bear,2026-01-01 16:30:00
174853,mfi,174846,174826,bear,2026-01-02 17:45:00
174987,wt,174979,174985,bear,2026-01-04 03:15:00
175228,wt,175227,175186,bear,2026-01-06 15:30:00
175408,wt,175401,175397,bull,2026-01-08 12:30:00
175785,mfi,175779,175781,bull,2026-01-12 10:45:00
175919,wt,175915,175919,bear,2026-01-13 20:15:00
176326,mfi,176319,176316,bull,2026-01-18 02:00:00
176568,mfi,176565,176539,bull,2026-01-20 14:30:00
176573,mfi,176572,176539,bull,2026-01-20 15:45:00
176582,wt,176574,176579,bull,2026-01-20 18:00:00
176585,mfi,176583,176585,bull,2026-01-20 18:45:00
176588,mfi,176587,176585,bull,2026-01-20 19:30:00
176936,wt,176936,176934,bull,2026-01-24 10:30:00
177007,mfi,177007,176962,bull,2026-01-25 04:15:00
177015,wt,177008,177007,bull,2026-01-25 06:15:00
177022,mfi,177016,177018,bull,2026-01-25 08:00:00
177059,mfi,177050,177029,bull,2026-01-25 17:15:00
177065,wt,177060,177060,bull,2026-01-25 18:45:00
177082,mfi,177081,177072,bull,2026-01-25 23:00:00
177083,wt,177082,177081,bull,2026-01-25 23:15:00
177418,wt,177418,177412,bull,2026-01-29 11:00:00
177455,wt,177452,177440,bull,2026-01-29 20:15:00
177750,mfi,177748,177727,bull,2026-02-01 22:00:00
177817,wt,177810,177811,bear,2026-02-02 14:45:00
177911,wt,177903,177911,bull,2026-02-03 14:15:00
178066,wt,178064,178064,bull,2026-02-05 05:00:00
178069,mfi,178069,178064,bull,2026-02-05 05:45:00
178099,mfi,178096,178064,bull,2026-02-05 13:15:00
178100,wt,178100,178096,bull,2026-02-05 13:30:00
178101,mfi,178101,178064,bull,2026-02-05 13:45:00
178115,mfi,178112,178112,bull,2026-02-05 17:15:00
178117,wt,178112,178112,bull,2026-02-05 17:45:00
178125,mfi,178118,178123,bull,2026-02-05 19:45:00
178258,wt,178258,178255,bear,2026-02-07 05:00:00
178384,wt,178384,178381,bear,2026-02-08 12:30:00
178390,mfi,178387,178384,bear,2026-02-08 14:00:00
178544,wt,178544,178531,bull,2026-02-10 04:30:00
178545,mfi,178545,178532,bull,2026-02-10 04:45:00
178585,wt,178577,178580,bull,2026-02-10 14:45:00
179031,wt,179031,179029,bear,2026-02-15 06:15:00
179203,mfi,179199,179193,bear,2026-02-17 01:15:00
179206,mfi,179204,179204,bear,2026-02-17 02:00:00
179448,mfi,179448,179448,bull,2026-02-19 14:30:00
180024,mfi,180024,180024,bear,2026-02-25 14:30:00
180083,mfi,180082,180035,bear,2026-02-26 05:15:00
180211,wt,180209,180206,bull,2026-02-27 13:15:00
180220,mfi,180219,180209,bull,2026-02-27 15:30:00
180847,wt,180838,180847,bull,2026-03-06 04:15:00
180914,mfi,180913,180891,bull,2026-03-06 21:00:00
182044,mfi,182044,182036,bull,2026-03-18 15:30:00
182072,wt,182066,182072,bull,2026-03-18 22:30:00
182141,wt,182133,182141,bull,2026-03-19 15:45:00
182826,wt,182819,182817,bull,2026-03-26 19:00:00
183180,wt,183171,183180,bear,2026-03-30 11:30:00
183822,wt,183820,183806,bear,2026-04-06 04:00:00
183840,wt,183832,183840,bear,2026-04-06 08:30:00
184176,wt,184167,184176,bear,2026-04-09 20:30:00
184271,wt,184265,184268,bear,2026-04-10 20:15:00
184271,wt,184269,184268,bear,2026-04-10 20:15:00
184359,mfi,184354,184359,bear,2026-04-11 18:15:00
184442,wt,184439,184437,bull,2026-04-12 15:00:00
184445,mfi,184445,184439,bull,2026-04-12 15:45:00
184553,mfi,184550,184548,bear,2026-04-13 18:45:00
184924,wt,184923,184919,bear,2026-04-17 15:30:00
185070,wt,185069,185058,bull,2026-04-19 04:00:00
185072,mfi,185071,185035,bull,2026-04-19 04:30:00
185129,mfi,185120,185087,bull,2026-04-19 18:45:00
185138,wt,185130,185133,bull,2026-04-19 21:00:00
185143,wt,185140,185139,bull,2026-04-19 22:15:00
185150,mfi,185144,185147,bull,2026-04-20 00:00:00
185211,wt,185203,185209,bear,2026-04-20 15:15:00
185211,wt,185211,185209,bear,2026-04-20 15:15:00
185231,mfi,185225,185228,bear,2026-04-20 20:15:00
185408,wt,185408,185399,bear,2026-04-22 16:30:00
186086,mfi,186079,186081,bull,2026-04-29 18:00:00
186160,wt,186157,186156,bear,2026-04-30 12:30:00
186262,mfi,186253,186262,bear,2026-05-01 14:00:00
186316,wt,186316,186308,bear,2026-05-02 03:30:00
186483,mfi,186479,186450,bear,2026-05-03 21:15:00
186487,wt,186484,186485,bear,2026-05-03 22:15:00
186508,mfi,186505,186492,bear,2026-05-04 03:30:00
186619,wt,186615,186611,bear,2026-05-05 07:15:00
186674,wt,186674,186670,bear,2026-05-05 21:00:00
186798,wt,186789,186794,bull,2026-05-07 04:00:00
186851,mfi,186851,186847,bull,2026-05-07 17:15:00
186980,wt,186971,186980,bear,2026-05-09 01:30:00
186987,wt,186987,186980,bear,2026-05-09 03:15:00
187047,mfi,187041,187047,bear,2026-05-09 18:15:00
188142,wt,188139,188139,bear,2026-05-21 04:00:00
188176,wt,188173,188176,bull,2026-05-21 12:30:00
188285,wt,188285,188283,bull,2026-05-22 15:45:00
188678,wt,188674,188667,bull,2026-05-26 18:00:00
188808,wt,188799,188798,bull,2026-05-28 02:30:00
189076,wt,189068,189076,bear,2026-05-30 21:30:00
189095,mfi,189089,189068,bear,2026-05-31 02:15:00
189374,mfi,189373,189339,bull,2026-06-03 00:00:00
189381,wt,189375,189380,bull,2026-06-03 01:45:00
189516,wt,189516,189512,bull,2026-06-04 11:30:00
189646,wt,189645,189630,bull,2026-06-05 20:00:00
189855,mfi,189850,189855,bear,2026-06-08 00:15:00
189906,wt,189903,189902,bear,2026-06-08 13:00:00
190065,wt,190060,190060,bull,2026-06-10 04:45:00
190072,wt,190070,190066,bull,2026-06-10 06:30:00
190090,mfi,190085,190070,bull,2026-06-10 11:00:00
190222,mfi,190216,190191,bear,2026-06-11 20:00:00
190222,mfi,190222,190191,bear,2026-06-11 20:00:00
190523,mfi,190522,190521,bear,2026-06-14 23:15:00
190808,mfi,190808,190765,bull,2026-06-17 22:30:00
191035,mfi,191028,191035,bear,2026-06-20 07:15:00
