sig,e_bar,x_bar,dir,variant,entry,stop_d,gross_r,cost_r,net_r,n_swaps,t_entry,t_exit
25244,25245,25311,short,A,43722.07,599.9488529615846,2.0,0.08890912139707928,1.9110908786029208,4,1632726000,1632785400
25294,25295,25297,long,A,43106.06,365.53458989991486,-1.0,0.12441201067305774,-1.1244120106730577,1,1632771000,1632772800
25412,25413,25520,long,A,41572.93,997.0820145395555,2.0,0.0554538103122173,1.9445461896877827,6,1632877200,1632973500
25460,25461,25490,short,A,42033.19,551.632693435582,2.0,0.08457954261089938,1.9154204573891007,2,1632920400,1632946500
25671,25672,25676,short,A,47514.14,380.69370569039165,-1.0,0.12480936587546845,-1.1248093658754685,0,1633110300,1633113900
25690,25691,25796,short,A,48150.0,450.93192458459816,2.0,0.14788873079109058,1.8521112692089094,7,1633127400,1633221900
25788,25789,25795,short,A,48049.28,289.8960247399882,2.0,0.17486266134717215,1.8251373386528278,1,1633215600,1633221000
26157,26158,26163,short,A,54717.31,664.4484424593829,-1.0,0.0868792194565627,-1.0868792194565626,1,1633547700,1633552200
26402,26403,26413,short,A,54767.38,421.61162119822256,-1.0,0.12990007211933768,-1.1299000721193377,0,1633768200,1633777200
26593,26594,26615,short,A,56698.71,410.6051711792388,-1.0,0.14568043280655227,-1.1456804328065522,1,1633940100,1633959000
26642,26643,26717,short,A,57334.76,634.5020622774537,2.0,0.1102414182058452,1.889758581794155,4,1633984200,1634050800
26787,26788,26789,long,A,54939.29,604.3785867967454,-1.0,0.09090211202084873,-1.0909021120208486,0,1634114700,1634115600
26911,26912,26915,long,A,57488.09,399.33115791569435,-1.0,0.1518787946990208,-1.1518787946990208,1,1634226300,1634229000
26924,26925,27010,long,A,58071.71,1326.7246656747375,2.0,0.05821507378150696,1.941784926218493,6,1634238000,1634314500
26952,26953,26954,long,A,57279.99,499.2834937821244,2.0,0.11472438146532367,1.8852756185346764,0,1634263200,1634264100
27033,27034,27383,short,A,61431.48,1707.1019234466876,-1.0,0.07952868480511667,-1.0795286848051167,22,1634336100,1634650200
27349,27350,27383,short,A,62530.19,601.019149216314,-1.0,0.11548469127897797,-1.115484691278978,2,1634620500,1634650200
27586,27587,27673,long,A,63639.66,1875.4098898136508,-1.0,0.04326551061755492,-1.043265510617555,5,1634833800,1634911200
27619,27620,27673,long,A,62923.47,1134.2882203587214,-1.0,0.06462717432330987,-1.0646271743233098,3,1634863500,1634911200
27672,27673,27873,short,A,62485.47,1461.5921520915072,2.0,0.07331907255841011,1.92668092744159,13,1634911200,1635091200
27759,27760,27858,long,A,61700.0,1767.3130536951285,-1.0,0.04835278040940753,-1.0483527804094075,7,1634989500,1635077700
27767,27768,27858,short,A,61329.45,732.3336099678563,2.0,0.1113811620684461,1.8886188379315538,6,1634996700,1635077700
28148,28149,28197,long,A,59074.92,854.4440412389085,-1.0,0.0805462715852176,-1.0805462715852177,3,1635339600,1635382800
28199,28200,28229,long,A,58887.97,916.0702928239189,2.0,0.07135440065248812,1.9286455993475118,2,1635385500,1635411600
28535,28536,28566,long,A,60415.0,386.2457268263897,2.0,0.17362172664279732,1.8263782733572027,2,1635687900,1635714900
29287,29288,29307,short,A,66201.44,468.61088902837946,2.0,0.14904160538141117,1.8509583946185888,1,1636364700,1636381800
29505,29506,29519,short,A,68460.01,485.66281055605214,2.0,0.14096201832217248,1.8590379816778275,0,1636560900,1636572600
29773,29774,29787,long,A,63813.88,502.4414290785935,2.0,0.1339930178995431,1.866006982100457,1,1636802100,1636813800
