time,open,high,low,close,Volume,Volume MA,Lt Blue Wave,Blue Wave,VWAP,Mny Flow,Buy,Blue Wave Crossing UP,Blue Wave Crossing Down,Zero,100%,OB 1 Solid,OS 1 Solid,Trigger 1,Trigger 2,Plot,Plot
1736631900,94706.5,94988,94653,94891.5,1467.475,794.680949999983,68.69389440779001,64.34697893276392,4.346915475026094,6.865510751709815,0,,,0,100,60,-60,53,-53,-93,-103
1736632800,94891.5,94980.8,94712.3,94758,932.568,705.030249999983,68.86683803737746,66.98597817046476,1.8808598669127008,8.199047335804163,0,,,0,100,60,-60,53,-53,-93,-103
1736633700,94758,94764.4,94672.1,94672.1,389.32,648.845499999983,62.54228905248448,66.70100716588398,-4.158718113399502,9.164133363344236,0,,66.70100716588398,0,100,60,-60,53,-53,-93,-103
1736634600,94672.2,94758.7,94570,94615.9,672.553,651.464949999983,53.83636419961569,61.748497096492535,-7.912132896876848,9.425102946582852,0,,,0,100,60,-60,53,-53,-93,-103
1736635500,94615.9,94659.2,94522,94547,480.447,651.6367999999829,41.42454562264412,52.60106629158141,-11.176520668937293,8.349982276220139,0,,,0,100,60,-60,53,-53,-93,-103
1736636400,94547.1,94656.9,94525,94555.8,439.081,645.939749999983,31.464780146772604,42.241896656344124,-10.77711650957152,5.743521249924882,0,,,0,100,60,-60,53,-53,-93,-103
1736637300,94555.9,94670.8,94518,94632.8,298.249,640.9851499999829,25.850208282730584,32.91317801738242,-7.062969734651837,4.000934325373749,0,,,0,100,60,-60,53,-53,-93,-103
1736638200,94632.9,94714.4,94585.7,94586.6,331.832,640.6234499999829,23.707172285274755,27.007386904925966,-3.3002146196512108,4.511910560122792,0,,,0,100,60,-60,53,-53,-93,-103
1736639100,94586.6,94613.3,94480,94562.5,788.641,667.3184499999828,11.970086565896109,20.50915571130047,-8.53906914540436,6.1664138130672255,0,,,0,100,60,-60,53,-53,-93,-103
1736640000,94562.4,94620,94501,94579.6,572.611,682.1415999999829,4.955670245233264,13.544309698801358,-8.588639453568094,6.910645639908133,0,,,0,100,60,-60,53,-53,-93,-103
1736640900,94579.6,94589.6,94456.1,94486.1,409.908,692.7530999999829,-7.4527586329756765,3.1576660593845483,-10.610424692360224,4.880665821674933,0,,,0,100,60,-60,53,-53,-93,-103
1736641800,94486.1,94545.5,94432.1,94493.1,383.487,678.3205499999829,-17.975170297786505,-6.824086228509654,-11.151084069276852,1.765037798377836,0,,,0,100,60,-60,53,-53,-93,-103
1736642700,94493.1,94510,94384.3,94411.3,457.788,677.3575499999828,-29.955689488175928,-18.461206139646052,-11.494483348529876,-1.017670803540535,0,,,0,100,60,-60,53,-53,-93,-103
1736643600,94411.3,94453.8,94351.2,94376.8,343.835,675.5237499999828,-40.13241512486678,-29.354424970276423,-10.77799015459036,-4.1491848997304475,0,,,0,100,60,-60,53,-53,-93,-103
1736644500,94376.8,94404.5,94260,94318.4,408.075,661.8384999999828,-50.02746500653858,-40.03852320652711,-9.988941800011467,-6.470827786964626,0,,,0,100,60,-60,53,-53,-93,-103
1736645400,94318.3,94464.2,94318.3,94389.6,471.031,653.7368999999828,-50.01167469520474,-46.72385160887004,-3.287823086334697,-7.129445526675935,0,,,0,100,60,-60,53,-53,-93,-103
1736646300,94389.6,94559,94389.6,94540.1,483.685,625.0081999999827,-37.90222983599007,-45.98045651257781,8.07822667658774,-7.076601456775171,0,-45.98045651257781,,0,100,60,-60,53,-53,-93,-103
1736647200,94540.1,94553.7,94442.2,94514,348.77,587.7647999999829,-27.208125424498114,-38.37400998523099,11.165884560732877,-7.352465316049362,0,,,0,100,60,-60,53,-53,-93,-103
1736648100,94514.1,94519.2,94429.1,94503.7,255.797,530.8759499999828,-21.185170730191103,-28.76517533022644,7.580004600035338,-8.316909856365616,0,,,0,100,60,-60,53,-53,-93,-103
1736649000,94503.6,94633,94465.3,94550,525.265,523.0208999999828,-6.976265198906699,-18.456520451198653,11.480255252291954,-9.026925040075833,0,,,0,100,60,-60,53,-53,-93,-103
1736649900,94550.1,94602.6,94484,94583.1,210.627,460.1784999999828,3.9816725974942155,-8.059921110534544,12.04159370802876,-9.011701212118373,0,,,0,100,60,-60,53,-53,-93,-103
1736650800,94583,94665.7,94552.2,94576.7,322.353,429.6677499999828,16.423701796987586,4.476369731858369,11.947332065129217,-7.404040211649718,0,,,0,100,60,-60,53,-53,-93,-103
1736651700,94576.8,94576.8,94383.3,94401.4,441.052,432.25434999998276,4.442102045690774,8.282492146724193,-3.840390101033419,-8.491537789648618,0,,8.282492146724193,0,100,60,-60,53,-53,-93,-103
1736652600,94401.3,94523,94362.5,94508.4,305.108,413.8820999999828,-2.8414172518383207,6.008128863613347,-8.849546115451668,-9.137917565583546,0,,,0,100,60,-60,53,-53,-93,-103
1736653500,94508.8,94586.1,94477.8,94586,185.981,399.15879999998276,5.665369179089469,2.4220179909806414,3.2433511881088273,-7.965729822490228,0,2.4220179909806414,,0,100,60,-60,53,-53,-93,-103
1736654400,94586,94595,94525.3,94526.4,292.567,391.8330999999828,11.606664284614087,4.810205403955079,6.796458880659008,-5.790152036271753,0,,,0,100,60,-60,53,-53,-93,-103
1736655300,94526.5,94614.5,94516.6,94582.3,216.693,387.7552999999828,19.297746079245158,12.18992651431624,7.107819564928919,-2.172649266893918,0,,,0,100,60,-60,53,-53,-93,-103
1736656200,94582.4,94597.6,94515.9,94552.6,266.928,384.5100999999828,21.699914789745634,17.534775051201628,4.165139738544006,0.21855874445596885,0,,,0,100,60,-60,53,-53,-93,-103
1736657100,94552.6,94570,94451.1,94535.9,350.217,362.5888999999828,14.993530526828241,18.663730465273012,-3.670199938444771,0.24356222944970676,0,,18.663730465273012,0,100,60,-60,53,-53,-93,-103
1736658000,94536,94587.5,94526.4,94570.4,204.119,344.16429999998275,20.244219900364556,18.97922173897948,1.2649981613850763,1.5680094714404336,0,18.97922173897948,,0,100,60,-60,53,-53,-93,-103
1736658900,94570.4,94570.4,94494.7,94550.6,145.006,330.91919999998277,17.65661278448945,17.631454403894082,0.025158380595367902,1.6021417430372489,0,,,0,100,60,-60,53,-53,-93,-103
1736659800,94550.6,94554.8,94446.5,94484,217.89,322.63934999998276,2.7487290071407777,13.549853897331595,-10.801124890190817,-2.0820392474508056,0,,13.549853897331595,0,100,60,-60,53,-53,-93,-103
1736660700,94484,94528.2,94470,94517.4,156.857,307.5927999999828,-4.990439986765247,5.138300601621661,-10.128740588386908,-4.825678260173697,0,,,0,100,60,-60,53,-53,-93,-103
1736661600,94517.5,94578.8,94462,94512.5,235.532,302.1776499999828,-6.551072569894529,-2.930927849839666,-3.6201447200548635,-6.142366642976934,0,,,0,100,60,-60,53,-53,-93,-103
1736662500,94512.6,94549.9,94427.8,94451.3,220.294,292.7885999999828,-20.700107814606703,-10.74720679042216,-9.952901024184543,-7.172574950573764,0,,,0,100,60,-60,53,-53,-93,-103
1736663400,94451.3,94483.9,94373.7,94382.4,326.391,285.5565999999828,-40.252342589403426,-22.50117432463489,-17.751168264768538,-8.624954952455038,0,,,0,100,60,-60,53,-53,-93,-103
1736664300,94382.4,94422.4,94315.3,94324,549.306,288.8376499999828,-56.40477501540671,-39.11907513980562,-17.285699875601097,-10.04573351657924,0,,,0,100,60,-60,53,-53,-93,-103
1736665200,94324,94409.8,94227.2,94270.9,625.677,302.6829999999827,-67.65926424407549,-54.77212728296188,-12.887136961113605,-11.015148445106353,0,,,0,100,60,-60,53,-53,-93,-103
1736666100,94270.8,94379.9,94263.5,94343.4,294.491,304.61769999998273,-69.39300207102602,-64.48568044350274,-4.907321627523274,-11.84675056533708,0,,,0,100,60,-60,53,-53,-93,-103
1736667000,94343.3,94400,94280,94280,287.687,292.7387999999827,-69.3701285161572,-68.8074649437529,-0.5626635724042899,-14.642524258607953,0,,,0,100,60,-60,53,-53,-93,-103
1736667900,94280.1,94366.2,94239.7,94291.3,441.566,304.28574999998267,-69.49546841441396,-69.4195330005324,-0.07593541388156666,-15.965638608183868,0,,,0,100,60,-60,53,-53,-93,-103
