sig,e_bar,x_bar,dir,tag,entry,stop_d,gross_r,net_r,t_entry,t_exit
9722,9723,9818,long,prem=-0.00023,55712.36,1671.3708000000042,0.013294476605670692,-0.03103885672766253,1618756200,1618841700
9831,9832,9868,long,prem=-0.00044,55272.44,1658.1732000000047,-1.0,-1.037,1618854300,1618886700
9933,9934,9998,long,prem=-0.00038,56261.44,1687.843200000003,-1.0,-1.0406666666666666,1618946100,1619003700
10053,10054,10057,long,prem=-0.00040,54492.2,1634.7660000000033,-1.0,-1.0333333333333332,1619054100,1619056800
10425,10426,10521,long,prem=-0.00046,47998.99,1439.9697000000015,4.089815223195316,4.045481889861983,1619388900,1619474400
10552,10553,10648,long,prem=-0.00050,53904.34,1617.1301999999996,0.441522890364672,0.3971895570313387,1619503200,1619588700
10745,10746,10793,long,prem=-0.00053,54225.63,1626.7689000000028,-1.0,-1.0388333333333333,1619676900,1619719200
10873,10874,10969,long,prem=-0.00101,55881.78,1676.4533999999985,0.9371390818259554,0.8928057484926221,1619792100,1619877600
11358,11359,11454,long,prem=-0.00060,56989.91,1709.6972999999998,0.06227418151739135,0.017940848184058007,1620228600,1620314100
11822,11823,11918,short,prem=+0.00226,57866.44,1735.9932000000044,1.0751366998442133,1.03080336651088,1620646200,1620731700
12065,12066,12067,short,prem=+0.00345,48261.07,1447.8320999999996,-1.0,-1.0333333333333334,1620864900,1620865800
12068,12069,12133,long,prem=-0.00051,49664.11,1489.9233000000022,-1.0,-1.0406666666666666,1620867600,1620925200
12336,12337,12396,short,prem=+0.00219,48157.36,1444.7208000000028,-1.0,-1.0388333333333333,1621108800,1621161900
12351,12352,12428,long,prem=-0.00054,46799.58,1403.9873999999982,-1.0,-1.0425,1621122300,1621190700
12459,12460,12495,short,prem=+0.00219,44424.87,1332.746100000004,-1.0,-1.037,1621219500,1621251000
12691,12692,12692,long,prem=-0.00145,36442.63,1093.2788999999975,-1.0,-1.0333333333333334,1621428300,1621428300
12692,12693,12694,short,prem=+0.03006,35060.39,1051.8116999999984,-1.0,-1.0333333333333334,1621429200,1621430100
12787,12788,12801,long,prem=-0.00096,41871.44,1256.1431999999986,-1.0,-1.0351666666666668,1621514700,1621526400
12889,12890,12890,long,prem=-0.00122,40530.08,1215.902399999999,-1.0,-1.0333333333333334,1621606500,1621606500
13015,13016,13025,long,prem=-0.00127,37949.21,1138.476300000002,-1.0,-1.0351666666666666,1621719900,1621728000
13169,13170,13265,long,prem=-0.00138,37526.29,1125.7887000000046,-0.44624715099733664,-0.4905804843306698,1621858500,1621944000
13560,13561,13573,long,prem=-0.00145,36896.4,1106.8919999999998,-1.0,-1.0351666666666666,1622210400,1622221200
14197,14198,14293,short,prem=+0.00207,37030.0,1110.9000000000015,-0.5157889999099804,-0.5601223332433136,1622783700,1622869200
14985,14986,15081,long,prem=-0.00203,34770.8,1043.1240000000034,0.9552267994984249,0.9108934661650917,1623492900,1623578400
15161,15162,15257,long,prem=-0.00154,39219.16,1176.5748000000021,1.032386551199287,0.9880532178659537,1623651300,1623736800
15630,15631,15726,long,prem=-0.00140,34967.53,1049.0259000000005,0.6468667742140602,0.6025334408807269,1624073400,1624158900
15777,15778,15834,long,prem=-0.00136,34509.05,1035.2715000000026,-1.0,-1.0388333333333333,1624205700,1624256100
15834,15835,15930,short,prem=+0.00123,33259.85,997.7955000000002,0.538968155298354,0.4946348219650206,1624257000,1624342500
15955,15956,16051,long,prem=-0.00183,29458.36,883.7508000000016,5.145964224303946,5.101630890970613,1624365900,1624451400
16270,16271,16284,long,prem=-0.00171,32449.53,973.4858999999997,-1.0,-1.0351666666666666,1624649400,1624661100
16403,16404,16499,long,prem=-0.00149,32986.8,989.6039999999994,1.3658695801552936,1.3215362468219602,1624769100,1624854600
22652,22653,22748,short,prem=+0.00137,47052.57,1411.5771000000022,-0.20369415173992153,-0.24802748507325478,1630393200,1630478700
22797,22798,22844,short,prem=+0.00156,48539.86,1456.1958000000013,-1.0,-1.0388333333333333,1630523700,1630565100
22893,22894,22963,short,prem=+0.00144,49488.49,1484.6546999999991,-1.0,-1.0425,1630610100,1630672200
23188,23189,23284,short,prem=+0.00164,51713.74,1551.4121999999988,-0.14967653341903545,-0.1940098667523688,1630875600,1630961100
23330,23331,23426,short,prem=+0.00343,51581.39,1547.441700000003,4.204462113176854,4.160128779843521,1631003400,1631088900
23335,23336,23356,long,prem=-0.00096,50818.56,1524.5567999999985,-1.0,-1.0351666666666668,1631007900,1631025900
23541,23542,23637,long,prem=-0.00057,46894.14,1406.8242000000027,-0.6842290600346472,-0.7285623933679805,1631193300,1631278800
24029,24030,24125,long,prem=-0.00031,46850.0,1405.5,0.8700035574528644,0.8256702241195311,1631632500,1631718000
24126,24127,24222,long,prem=-0.00065,48017.3,1440.5190000000002,0.04206817126327284,-0.0022651620700604863,1631719800,1631805300
24641,24642,24642,long,prem=-0.00082,42077.21,1262.3162999999986,-1.0,-1.0333333333333334,1632183300,1632183300
24737,24738,24833,long,prem=-0.00084,41320.01,1239.6002999999982,1.8412305966689446,1.7968972633356113,1632269700,1632355200
24855,24856,24951,long,prem=-0.00072,43804.11,1314.1232999999993,0.23202541192291193,0.18769207858957856,1632375900,1632461400
24954,24955,24966,long,prem=-0.00089,44334.83,1330.0449000000008,-1.0,-1.0351666666666666,1632465000,1632474900
25310,25311,25369,long,prem=-0.00131,42656.25,1279.6875,-1.0,-1.0406666666666666,1632785400,1632837600
25426,25427,25490,long,prem=-0.00112,42242.0,1267.260000000002,-1.0,-1.0406666666666666,1632889800,1632946500
25633,25634,25729,long,prem=-0.00116,44788.23,1343.6468999999997,2.1494411961952187,2.1051078628618853,1633076100,1633161600
25944,25945,25960,short,prem=+0.00135,48100.0,1443.0,-1.0,-1.0351666666666666,1633356000,1633369500
26057,26058,26153,long,prem=-0.00112,50180.0,1505.4000000000015,3.1311146539125794,3.086781320579246,1633457700,1633543200
26213,26214,26307,short,prem=+0.00189,54340.97,1630.229100000004,-1.0,-1.0443333333333333,1633598100,1633681800
26413,26414,26509,short,prem=+0.00146,55290.97,1658.729100000004,0.24104599117481013,0.1967126578414769,1633778100,1633863600
26722,26723,26818,short,prem=+0.00121,56162.12,1684.8636000000042,-0.0793061230594542,-0.12363945639278742,1634056200,1634141700
26954,26955,27000,short,prem=+0.00123,58703.11,1761.0933000000005,-1.0,-1.0388333333333333,1634265000,1634305500
27075,27076,27171,short,prem=+0.00142,61773.43,1853.2029000000039,0.5252743776733785,0.48094104434004525,1634373900,1634459400
27186,27187,27263,short,prem=+0.00137,60871.53,1826.1459000000032,-1.0,-1.0406666666666666,1634473800,1634542200
27479,27480,27575,short,prem=+0.00279,65982.56,1979.476800000004,0.3391350684180771,0.2948017350847439,1634737500,1634823000
27582,27583,27678,short,prem=+0.00344,62458.41,1873.7523,0.8711983969279202,0.8268650635945869,1634830200,1634915700
28087,28088,28183,short,prem=+0.00201,61360.0,1840.800000000003,1.2728867883528867,1.2285534550195534,1635284700,1635370200
28227,28228,28273,short,prem=+0.00195,60283.03,1808.4909000000043,-1.0,-1.0388333333333333,1635410700,1635451200
28711,28712,28807,short,prem=+0.00206,62840.76,1885.2228000000032,-0.18846578770424113,-0.23279912103757439,1635846300,1635931800
29341,29342,29437,short,prem=+0.00202,67389.24,2021.6772000000055,0.0666921504580461,0.02235881712471289,1636413300,1636498800
29526,29527,29622,long,prem=-0.01966,64867.88,1946.0364000000045,0.07046630782446019,0.026132974491126962,1636579800,1636665300
30030,30031,30057,long,prem=-0.00005,60919.25,1827.5774999999994,-1.0,-1.037,1637033400,1637056800
30158,30159,30254,long,prem=+0.00007,60562.73,1816.8819000000003,-0.4039337944860375,-0.44826712781937084,1637148600,1637234100
30263,30264,30270,long,prem=-0.00009,59491.0,1784.7300000000032,-1.0,-1.0333333333333332,1637243100,1637248500
30270,30271,30366,short,prem=+0.00254,58845.25,1765.3574999999983,0.6034131896797102,0.5590798563463769,1637249400,1637334900
30361,30362,30457,long,prem=+0.00000,57940.68,1738.2203999999983,0.34253999090103693,0.29820665756770354,1637331300,1637416800
30493,30494,30589,long,prem=-0.00006,59633.09,1788.9927000000025,-0.2551100404154801,-0.29944337374881336,1637450100,1637535600
30592,30593,30613,long,prem=-0.00009,58648.87,1759.466100000005,-1.0,-1.0351666666666666,1637539200,1637557200
30732,30733,30828,long,prem=-0.00108,56359.51,1690.7853000000032,0.0684593129594868,0.02412597962615355,1637665200,1637750700
31126,31127,31222,long,prem=-0.00009,54917.63,1647.5289000000048,-0.35507116142241646,-0.3994044947557497,1638019800,1638105300
31408,31409,31504,long,prem=-0.00010,57609.29,1728.2787000000026,-0.24399421227606502,-0.286494212276065,1638273600,1638359100
31504,31505,31600,long,prem=-0.00020,57187.61,1715.628300000004,-0.4882176401496738,-0.5307176401496737,1638360000,1638445500
31731,31732,31764,long,prem=-0.00043,52900.01,1587.0002999999997,-1.0,-1.037,1638564300,1638593100
31764,31765,31860,short,prem=+0.00226,50273.2,1508.1960000000036,0.887112815575689,0.8427794822423558,1638594000,1638679500
31869,31870,31903,long,prem=-0.00082,49549.99,1486.4997000000003,-1.0,-1.037,1638688500,1638718200
32032,32033,32128,long,prem=-0.00106,50424.72,1512.7416000000012,0.100797122258022,0.05829712225802202,1638835200,1638920700
32266,32267,32300,long,prem=-0.00090,48986.78,1469.6034,-1.0,-1.037,1639045800,1639075500
32469,32470,32565,long,prem=-0.00108,48278.13,1448.3438999999998,0.9679192904392422,0.9235859571059089,1639228500,1639314000
32686,32687,32782,long,prem=-0.00277,46429.66,1392.8898000000045,0.3923210579903718,0.34798772465703864,1639423800,1639509300
33056,33057,33152,long,prem=-0.00116,46490.5,1394.7150000000038,0.255170411159268,0.2126704111592681,1639756800,1639842300
33241,33242,33321,long,prem=-0.00133,47189.02,1415.6705999999976,-1.0,-1.0425,1639923300,1639994400
33361,33362,33457,long,prem=-0.00103,46697.78,1400.9334000000017,1.4246216129903109,1.3802882796569775,1640031300,1640116800
33648,33649,33744,long,prem=-0.00137,51082.35,1532.470500000003,0.02937087532843337,-0.013129124671566551,1640289600,1640375100
34722,34723,34818,short,prem=+0.00045,46485.19,1394.5557000000044,0.3246195186036692,0.280286185270336,1641256200,1641341700
34780,34781,34795,long,prem=-0.00093,47303.01,1419.0903000000035,-1.0,-1.0351666666666666,1641308400,1641321000
34897,34898,34993,short,prem=+0.00211,44200.01,1326.0002999999997,0.6219531021222238,0.5776197687888904,1641413700,1641499200
34928,34929,35023,long,prem=-0.00107,42821.05,1284.6315000000031,-1.0,-1.0425,1641441600,1641526200
35042,35043,35072,long,prem=-0.00114,42276.39,1268.2917000000016,-1.0,-1.0351666666666666,1641544200,1641570300
35177,35178,35191,short,prem=+0.00075,40803.06,1224.091800000002,-1.0,-1.0351666666666666,1641665700,1641677400
35380,35381,35476,long,prem=-0.00118,41696.81,1250.904300000002,0.8611929785515985,0.8168596452182653,1641848400,1641933900
35535,35536,35631,short,prem=+0.00041,43091.68,1292.7504000000044,-0.46282716292332815,-0.5071604962566614,1641987900,1642073400
35539,35540,35635,long,prem=-0.00113,43047.12,1291.4135999999999,0.5324010835877798,0.4880677502544465,1641991500,1642077000
35643,35644,35654,long,prem=-0.00096,44141.22,1324.2366000000038,-1.0,-1.0351666666666666,1642085100,1642094100
35740,35741,35836,long,prem=-0.00128,42945.09,1288.352700000003,0.16850975668386872,0.1241764233505355,1642172400,1642257900
35929,35930,36025,long,prem=-0.00101,43099.56,1292.9867999999988,-0.38307428969885704,-0.42740762303219043,1642342500,1642428000
36332,36333,36343,long,prem=-0.00164,42823.56,1284.7068,-1.0,-1.0351666666666666,1642705200,1642714200
36430,36431,36440,long,prem=-0.00124,38218.01,1146.5403000000006,-1.0,-1.0351666666666666,1642793400,1642801500
36440,36441,36536,short,prem=+0.00061,36635.18,1099.0553999999975,1.156602296845092,1.1122689635117586,1642802400,1642887900
36536,36537,36632,long,prem=-0.00129,35364.01,1060.920299999998,-0.026646676475135907,-0.07098000980846933,1642888800,1642974300
36625,36626,36637,short,prem=+0.00057,35261.57,1057.847099999999,-1.0,-1.0333333333333334,1642968900,1642978800
36681,36682,36777,long,prem=-0.00132,33853.39,1015.6016999999993,2.639686404621029,2.5953530712876955,1643019300,1643104800
36909,36910,36914,long,prem=-0.00393,37829.32,1134.8796000000002,-1.0,-1.0351666666666666,1643224500,1643228100
37273,37274,37321,long,prem=-0.00126,37860.41,1135.8122999999978,-1.0,-1.0388333333333335,1643552100,1643594400
37762,37763,37792,short,prem=+0.00093,40333.37,1210.0011000000013,-1.0,-1.0351666666666666,1643992200,1644018300
38000,38001,38096,long,prem=-0.00129,42784.68,1283.540399999998,1.0732346251041285,1.0307346251041285,1644206400,1644291900
38143,38144,38239,short,prem=+0.00029,43245.03,1297.3508999999976,-0.4361888522218626,-0.480522185555196,1644335100,1644420600
38254,38255,38350,short,prem=+0.00128,44596.6,1337.898000000001,0.029538873666002018,-0.014794459667331276,1644435000,1644520500
38371,38372,38467,long,prem=-0.00143,42679.0,1280.3700000000026,-0.320758843146904,-0.36509217648023723,1644540300,1644625800
38644,38645,38740,short,prem=+0.00029,42421.78,1272.6534000000029,0.19632210938186154,0.1519887760485283,1644786000,1644871500
38904,38905,39000,short,prem=+0.00031,43635.8,1309.0740000000005,1.064263746740065,1.0199304134067317,1645020000,1645105500
39017,39018,39030,long,prem=-0.00176,41400.0,1242.0,-1.0,-1.0351666666666666,1645121700,1645132500
39416,39417,39512,long,prem=-0.00129,37029.0,1110.8700000000026,0.7509429546211484,0.7066096212878151,1645480800,1645566300
39663,39664,39692,short,prem=+0.00038,35431.3,1062.9389999999985,-1.0,-1.0370000000000001,1645703100,1645728300
39677,39678,39773,long,prem=-0.00131,35720.5,1071.614999999998,2.9113067659560654,2.866973432622732,1645715700,1645801200
39959,39960,40055,short,prem=+0.00039,38845.6,1165.3680000000022,0.7342744952667273,0.689941161933394,1645969500,1646055000
40067,40068,40163,long,prem=-0.00124,41074.2,1232.2260000000024,1.942825423258392,1.8984920899250586,1646066700,1646152200
40164,40165,40193,short,prem=+0.00029,43380.2,1301.4060000000027,-1.0,-1.037,1646154000,1646179200
40280,40281,40376,short,prem=+0.00051,44052.2,1321.565999999999,1.4881587450040321,1.4438254116706988,1646258400,1646343900
40449,40450,40545,short,prem=+0.00035,40589.3,1217.6790000000037,1.1820028102644444,1.1376694769311113,1646410500,1646496000
40754,40755,40850,long,prem=-0.00109,37717.1,1131.512999999999,0.7524438517277329,0.7081105183943995,1646685000,1646770500
40995,40996,41091,long,prem=-0.00106,39199.7,1175.9910000000018,-0.15807944108415276,-0.202412774417486,1646901900,1646987400
41015,41016,41022,short,prem=+0.00155,38526.9,1155.8070000000007,-1.0,-1.0333333333333332,1646919900,1646925300
41539,41540,41545,short,prem=+0.00032,39215.1,1176.4530000000013,-1.0,-1.0333333333333332,1647391500,1647396000
41612,41613,41708,long,prem=-0.00112,39915.9,1197.476999999999,0.7317885855010129,0.6874552521676796,1647457200,1647542700
42529,42530,42625,short,prem=+0.00025,44514.7,1335.440999999999,-0.12864664182094382,-0.17297997515427718,1648282500,1648368000
42676,42677,42691,short,prem=+0.00035,46114.0,1383.4199999999983,-1.0,-1.0351666666666668,1648414800,1648427400
42873,42874,42969,short,prem=+0.00026,47248.7,1417.461000000003,0.255597861246267,0.21126452791293376,1648592100,1648677600
43011,43012,43107,short,prem=+0.00041,47165.1,1414.9530000000013,1.3752400256404274,1.330906692307094,1648716300,1648801800
43071,43072,43167,long,prem=-0.00106,45419.1,1362.573000000004,0.5708318013053251,0.5264984679719918,1648770300,1648855800
43419,43420,43515,long,prem=-0.00097,45936.7,1378.1010000000024,-0.11515846806583611,-0.15949180139916935,1649083500,1649169000
43540,43541,43636,short,prem=+0.00062,45866.6,1375.9979999999996,1.457342234509059,1.4130089011757256,1649192400,1649277900
43553,43554,43609,long,prem=-0.00129,45035.5,1351.0650000000023,-1.0,-1.0388333333333333,1649204100,1649253600
43817,43818,43913,long,prem=-0.00181,42592.2,1277.7660000000033,-0.054783113653047444,-0.09911644698638067,1649441700,1649527200
43833,43834,43929,short,prem=+0.00027,42465.1,1273.9530000000013,-0.06373861516084524,-0.10807194849417853,1649456100,1649541600
43944,43945,44040,long,prem=-0.00091,42734.5,1282.0350000000035,-0.4559157901305334,-0.5002491234638666,1649556000,1649641500
44072,44073,44168,short,prem=+0.00248,41370.4,1241.112000000001,0.9517271608041848,0.9073938274708515,1649671200,1649756700
44113,44114,44209,long,prem=-0.00087,39658.3,1189.7490000000034,-0.218365386312577,-0.2626987196459102,1649708100,1649793600
44375,44376,44471,long,prem=-0.00092,40719.2,1221.576000000001,-0.45776930784494513,-0.5021026411782784,1649943900,1650029400
44704,44705,44800,long,prem=-0.00094,39649.1,1189.4729999999981,0.9554651513737611,0.912965151373761,1650240000,1650325500
45083,45084,45179,long,prem=-0.00096,40326.6,1209.7980000000025,-0.5138874423664082,-0.5582207756997414,1650581100,1650666600
45180,45181,45276,long,prem=-0.00096,39683.5,1190.5050000000047,0.08576192456142405,0.04142859122809089,1650668400,1650753900
45356,45357,45405,long,prem=-0.00093,39635.8,1189.0740000000005,-1.0,-1.0388333333333333,1650826800,1650870000
45547,45548,45643,long,prem=-0.00096,38245.5,1147.364999999998,0.6713643870956534,0.6270310537623199,1650998700,1651084200
45648,45649,45744,long,prem=-0.00104,38837.8,1165.1339999999982,0.9744801885448334,0.9319801885448333,1651089600,1651175100
45729,45730,45825,short,prem=+0.00027,39489.3,1184.6790000000037,0.4927073072114915,0.44837397387815825,1651162500,1651248000
45845,45846,45941,long,prem=-0.00099,38570.4,1157.112000000001,-0.26384654208063063,-0.3081798754139639,1651266900,1651352400
45957,45958,46053,long,prem=-0.00108,37630.3,1128.9089999999997,0.8477211183540926,0.8033877850207592,1651367700,1651454100
46042,46043,46138,short,prem=+0.00013,38275.0,1148.25,-0.29200957979534325,-0.3363429131286766,1651445100,1651530600
46159,46160,46255,short,prem=+0.00021,38522.6,1155.6779999999999,0.45549019709642435,0.41299019709642437,1651550400,1651635900
46304,46305,46400,short,prem=+0.00018,39018.4,1170.5520000000033,1.7190180359351817,1.6746847026018485,1651680900,1651766400
46397,46398,46409,long,prem=-0.00316,37091.0,1112.7300000000032,-1.0,-1.0351666666666666,1651764600,1651774500
46451,46452,46547,short,prem=+0.00029,36414.8,1092.4440000000031,0.6239221415468471,0.5795888082135139,1651813200,1651898700
46507,46508,46603,long,prem=-0.00111,35923.9,1077.7170000000042,-0.034239044201772185,-0.07857237753510535,1651863600,1651949100
46648,46649,46744,short,prem=+0.00021,34638.0,1039.1399999999994,1.2044575321900794,1.1601241988567461,1651990500,1652076000
46763,46764,46859,short,prem=+0.00031,32810.5,984.3150000000023,1.531420327842203,1.4870869945088696,1652094000,1652179500
46794,46795,46890,long,prem=-0.00469,30396.9,911.9069999999992,1.47986581965047,1.4355324863171366,1652121900,1652207400
46939,46940,46963,long,prem=-0.00123,30487.5,914.625,-1.0,-1.037,1652252400,1652273100
46940,46941,46947,short,prem=+0.00046,30435.1,913.0529999999999,-1.0,-1.0351666666666666,1652253300,1652258700
47037,47038,47133,long,prem=-0.00450,28245.8,847.3739999999998,2.554008029512354,2.5096746961790206,1652340600,1652426100
47835,47836,47931,short,prem=+0.00041,29485.7,884.5709999999999,0.10954462671735957,0.06521129338402623,1653058800,1653144300
48014,48015,48110,short,prem=+0.00051,29956.6,898.6980000000003,-0.5501291868903695,-0.5944625202237028,1653219900,1653305400
48385,48386,48481,short,prem=+0.00165,29186.5,875.5950000000012,0.1693705423169377,0.12503720898360443,1653553800,1653639300
49855,49856,49951,long,prem=-0.00141,28957.0,868.7099999999991,-1.0,-1.0443333333333333,1654878600,1654964100
49991,49992,50039,long,prem=-0.00225,27879.7,836.3909999999996,-1.0,-1.0388333333333333,1655001000,1655043300
50096,50097,50192,short,prem=+0.00029,25790.1,773.7030000000013,4.996749398671057,4.952416065337724,1655095500,1655181000
50102,50103,50109,long,prem=-0.00102,25404.2,762.1260000000002,-1.0,-1.0333333333333332,1655100900,1655106300
50201,50202,50297,short,prem=+0.00035,22621.8,678.6540000000023,1.9162931331724202,1.8719597998390871,1655190000,1655275500
50203,50204,50220,long,prem=-0.00121,22540.0,676.2000000000007,-1.0,-1.0351666666666666,1655191800,1655206200
50307,50308,50311,short,prem=+0.00034,20200.5,606.0149999999994,-1.0,-1.0333333333333334,1655285400,1655288100
50344,50345,50403,long,prem=-0.00728,21931.7,657.9510000000009,-1.0,-1.0406666666666666,1655318700,1655370900
50462,50463,50558,long,prem=-0.00132,20447.2,613.4160000000011,0.26262764583903625,0.218294312505703,1655424900,1655510400
50585,50586,50591,long,prem=-0.00131,19419.3,582.5790000000015,-1.0,-1.0351666666666666,1655535600,1655540100
50651,50652,50695,short,prem=+0.00051,19116.9,573.5070000000014,-1.0,-1.0388333333333333,1655595000,1655633700
50739,50740,50757,long,prem=-0.00204,20286.8,608.6039999999994,-1.0,-1.0351666666666668,1655674200,1655689500
50843,50844,50870,short,prem=+0.00037,20488.7,614.6610000000001,-1.0,-1.037,1655767800,1655791200
51118,51119,51214,short,prem=+0.00100,21073.3,632.1990000000005,-0.272066232309763,-0.3163995656430963,1656015300,1656100800
51281,51282,51373,short,prem=+0.00032,21142.7,634.280999999999,-1.0,-1.0425,1656162000,1656243900
51735,51736,51745,long,prem=-0.00147,19781.0,593.4300000000003,-1.0,-1.0351666666666666,1656570600,1656578700
51807,51808,51903,short,prem=+0.00281,20479.4,614.3820000000014,1.9129792213964605,1.8686458880631271,1656635400,1656720900
52017,52018,52113,short,prem=+0.00074,19234.1,577.023000000001,0.20588434083216622,0.16155100749883297,1656824400,1656909900
52483,52484,52501,long,prem=-0.00221,22424.1,672.7230000000018,-1.0,-1.0351666666666666,1657243800,1657259100
52531,52532,52539,short,prem=+0.00053,21374.5,641.2350000000006,-1.0,-1.0333333333333332,1657287000,1657293300
55799,55800,55833,long,prem=-0.00100,24622.1,738.6630000000005,-1.0,-1.037,1660228200,1660257900
55913,55914,56009,long,prem=-0.00095,24111.9,723.357,0.4586946694370819,0.4143613361037486,1660330800,1660416300
55945,55946,56041,short,prem=+0.00044,24676.1,740.2829999999994,0.12306104557311003,0.07872771223977666,1660359600,1660445100
56288,56289,56384,long,prem=-0.00105,23713.7,711.4110000000001,-0.42675752834859476,-0.4710908616819281,1660668300,1660753800
57234,57235,57330,short,prem=+0.00063,21800.0,654.0,2.5149847094801214,2.470651376146788,1661519700,1661605200
57274,57275,57370,long,prem=-0.00192,20323.4,609.7020000000011,-0.5125454730343667,-0.5568788063676999,1661555700,1661641200
57467,57468,57563,long,prem=-0.00106,19704.0,591.119999999999,0.8808702124780106,0.8365368791446771,1661729400,1661814900
57642,57643,57738,long,prem=-0.00122,20011.4,600.3420000000006,0.26401617744552247,0.2196828441121892,1661886900,1661972400
57772,57773,57868,long,prem=-0.00111,20034.7,601.0410000000011,0.2662048013363476,0.22187146800301435,1662003900,1662089400
57904,57905,58000,short,prem=+0.00018,20257.6,607.7279999999992,0.7409564805307636,0.6966231471974301,1662122700,1662208200
58289,58290,58306,long,prem=-0.00100,19841.2,595.2360000000008,-1.0,-1.0351666666666666,1662469200,1662483600
58548,58549,58569,short,prem=+0.00017,20530.3,615.9089999999997,-1.0,-1.0351666666666666,1662702300,1662720300
58806,58807,58821,short,prem=+0.00022,21662.0,649.8600000000006,-1.0,-1.0351666666666666,1662934500,1662947100
58949,58950,59045,short,prem=+0.00002,22377.7,671.331000000002,3.0354623874065005,2.991129054073167,1663063200,1663148700
58995,58996,59091,long,prem=-0.00105,20131.5,603.9449999999997,-0.30135194429956386,-0.3456852776328972,1663104600,1663190100
59128,59129,59224,short,prem=+0.00082,20114.1,603.4229999999989,0.5405826426901157,0.4962493093567823,1663224300,1663309800
59253,59254,59349,short,prem=+0.00007,19519.4,585.5820000000022,-0.6323623335416695,-0.6766956668750026,1663336800,1663422300
59454,59455,59550,short,prem=+0.00062,19710.1,591.3029999999999,0.9463845101411605,0.9020511768078272,1663517700,1663603200
59509,59510,59605,long,prem=-0.00121,18448.3,553.4490000000005,1.65037790293234,1.6060445695990067,1663567200,1663652700
59750,59751,59752,short,prem=+0.00111,18859.8,565.7940000000017,-1.0,-1.0333333333333332,1663784100,1663785000
59755,59756,59762,long,prem=-0.00116,19254.7,577.6409999999996,-1.0,-1.0351666666666668,1663788600,1663794000
59904,59905,60000,long,prem=-0.00107,19089.3,572.6790000000001,-0.11489857319719994,-0.15923190653053326,1663922700,1664008200
60020,60021,60116,short,prem=+0.00051,19146.6,574.398000000001,0.4256630420022346,0.38132970866890137,1664027100,1664112600
60162,60163,60258,short,prem=+0.00014,18823.8,564.7139999999999,-1.0,-1.0443333333333333,1664154900,1664240400
60265,60266,60361,short,prem=+0.00105,20083.9,602.5169999999998,2.4233341133943154,2.379000780060982,1664247600,1664333100
60512,60513,60602,short,prem=+0.00027,19554.0,586.619999999999,-1.0,-1.0425,1664469900,1664550000
60683,60684,60779,long,prem=-0.00250,19199.3,575.9789999999994,0.0923644785660602,0.048031145232726814,1664623800,1664709300
