time,open,high,low,close,Smoothed Heiken Ashi (Open),Smoothed Heiken Ashi (High,Smoothed Heiken Ashi (Low),Smoothed Heiken Ashi (Close),Hollow Candles (Open),Hollow Candles (High,Hollow Candles (Low),Hollow Candles (Close),Bars (Open),Bars (High,Bars (Low),Bars (Close),Mny Flow
1761955200,2.5082,2.5093,2.4983,2.4992,,,,,2.5037000000000003,2.5093,2.4983,2.50375,2.5037000000000003,2.5093,2.4983,2.50375,
1761956100,2.4991,2.5012,2.4944,2.4988,,,,,2.503725,2.503725,2.4944,2.4983750000000002,2.503725,2.503725,2.4944,2.4983750000000002,
1761957000,2.4988,2.4988,2.492,2.4964,,,,,2.50105,2.50105,2.492,2.4965,2.50105,2.50105,2.492,2.4965,
1761957900,2.4963,2.5026,2.4961,2.4991,,,,,2.498775,2.5026,2.4961,2.4985250000000003,2.498775,2.5026,2.4961,2.4985250000000003,
1761958800,2.4991,2.5046,2.4986,2.4986,,,,,2.4986500000000005,2.5046,2.4986,2.500225,2.4986500000000005,2.5046,2.4986,2.500225,
1761959700,2.4987,2.5015,2.4939,2.5013,,,,,2.4994375,2.5015,2.4939,2.49885,2.4994375,2.5015,2.4939,2.49885,
1761960600,2.5011,2.5032,2.4979,2.5003,,,,,2.49914375,2.5032,2.4979,2.5006250000000003,2.49914375,2.5032,2.4979,2.5006250000000003,
1761961500,2.5004,2.5013,2.4979,2.4979,,,,,2.499884375,2.5013,2.4979,2.4993749999999997,2.499884375,2.5013,2.4979,2.4993749999999997,
1761962400,2.4979,2.4979,2.4877,2.4934,,,,,2.4996296874999997,2.4996296874999997,2.4877,2.4942249999999997,2.4996296874999997,2.4996296874999997,2.4877,2.4942249999999997,
1761963300,2.4934,2.5024,2.4928,2.501,2.500092265625,2.5029304687500002,2.49496,2.4987850000000003,2.4969273437499995,2.5024,2.4928,2.4974,2.4969273437499995,2.5024,2.4928,2.4974,
1761964200,2.501,2.5019,2.4931,2.4988,2.499559794034091,2.5027431107954548,2.4946218181818183,2.4987695454545458,2.4971636718749997,2.5019,2.4931,2.4987000000000004,2.4971636718749997,2.5019,2.4931,2.4987000000000004,
