time,open,high,low,close,Smoothed Heiken Ashi (Open),Smoothed Heiken Ashi (High,Smoothed Heiken Ashi (Low),Smoothed Heiken Ashi (Close),Hollow Candles (Open),Hollow Candles (High,Hollow Candles (Low),Hollow Candles (Close),Bars (Open),Bars (High,Bars (Low),Bars (Close),Mny Flow
1757415600,3.0026,3.013,3.0007,3.0087,3.009660915410369,3.0141282904627733,3.0024591251971557,3.008135966600994,3.0046846123691746,3.013,3.0007,3.0062500000000005,3.0046846123691746,3.013,3.0007,3.0062500000000005,-6.653188737756555
1757416500,3.0087,3.0095,3.001,3.007,3.0088984410056816,3.0132867831059054,3.002193829706764,3.007847609037177,3.0054673061845874,3.0095,3.001,3.00655,3.0054673061845874,3.0095,3.001,3.00655,-4.6648241037143965
1757417400,3.0071,3.0084,3.0015,3.0036,3.008373025021429,3.0123982770866498,3.0020676788509886,3.007357134666781,3.0060086530922936,3.0084,3.0015,3.00515,3.0060086530922936,3.0084,3.0015,3.00515,-2.9372417433801994
1757418300,3.0036,3.017,3.002,3.0035,3.007865079844105,3.0132349539799863,3.002055373605354,3.007205837454639,3.0055793265461466,3.017,3.002,3.006525,3.0055793265461466,3.017,3.002,3.006525,-2.698645477951408
1757419200,3.0035,3.0274,2.9973,3.026,3.0075354586493717,3.015810416892716,3.0011907602225625,3.0083593215537956,3.0060521632730732,3.0274,2.9973,3.01355,3.0060521632730732,3.0274,2.9973,3.01355,0.07921102495999133
1757420100,3.026,3.0291,3.019,3.0191,3.0079473901015836,3.018226704730404,3.0027562732069213,3.0110758085440144,3.0098010816365366,3.0291,3.0098010816365366,3.0233,3.0098010816365366,3.0291,3.0098010816365366,3.0233,-0.2674298051523475
1757421000,3.0191,3.02,2.9985,3.0001,3.0095115993227988,3.018549122052149,3.0019824053511175,3.0107756615360115,3.016550540818268,3.02,2.9985,3.009425,3.016550540818268,3.02,2.9985,3.009425,-2.0536928886946813
1757421900,3,3.0092,2.9996,3.0065,3.010143630429405,3.0175379672079643,3.0015492407418236,3.0095119048931003,3.0129877704091337,3.0129877704091337,2.9996,3.003825,3.0129877704091337,3.0129877704091337,2.9996,3.003825,-2.9471288358609717
1757422800,3.0065,3.011,2.996,3.0096,3.0098277676612524,3.0163492458974255,3.000540287879674,3.0088324676398095,3.008406385204567,3.011,2.996,3.005775,3.008406385204567,3.011,2.996,3.005775,-3.6136548651985656
1757423700,3.0095,3.0095,2.9952,3.0047,3.009330117650531,3.0151039284615297,2.999569326447006,3.008085655341662,3.0070906926022833,3.0095,2.9952,3.004725,3.0070906926022833,3.0095,2.9952,3.004725,-5.4294831655962215
