time,open,high,low,close,Smoothed Heiken Ashi (Open),Smoothed Heiken Ashi (High,Smoothed Heiken Ashi (Low),Smoothed Heiken Ashi (Close),Hollow Candles (Open),Hollow Candles (High,Hollow Candles (Low),Hollow Candles (Close),Bars (Open),Bars (High,Bars (Low),Bars (Close),Mny Flow
1767783600,2.248,2.256,2.2458,2.2524,2.2541612493510077,2.260066747027474,2.2458543704718363,2.251908252868756,2.2453810180496303,2.256,2.2453810180496303,2.25055,2.2453810180496303,2.256,2.2453810180496303,2.25055,1.3704316639003953
1767784500,2.2524,2.2548,2.2474,2.252,2.253034751109882,2.2591091566588424,2.2461353940224114,2.2518612978017094,2.247965509024815,2.2548,2.2474,2.2516499999999997,2.247965509024815,2.2548,2.2474,2.2516499999999997,0.07838169569433284
1767785400,2.2521,2.2574,2.2489,2.2492,2.2524480244557954,2.2587984009026894,2.2466380496547003,2.2518683345650348,2.2498077545124073,2.2574,2.2489,2.2519,2.2498077545124073,2.2574,2.2489,2.2519,-1.3735463238107057
1767786300,2.2492,2.2515,2.2443,2.2491,2.252158179510415,2.257471418920382,2.246212949717482,2.25126045555321,2.250853877256204,2.2515,2.2443,2.248525,2.250853877256204,2.2515,2.2443,2.248525,-1.8382949038343432
1767787200,2.2491,2.2519,2.2414,2.2455,2.251709317531813,2.256458433662131,2.245337867950667,2.250481281816263,2.249689438628102,2.2519,2.2414,2.246975,2.249689438628102,2.2519,2.2414,2.246975,-4.190860200774659
1767788100,2.2454,2.2546,2.2448,2.2463,2.251095299674038,2.2561205366326527,2.2452400737778184,2.2499892305769422,2.248332219314051,2.2546,2.2448,2.247775,2.248332219314051,2.2546,2.2448,2.247775,-6.286486882117517
1767789000,2.2462,2.2503,2.2411,2.2469,2.2505422651254903,2.2550622572448975,2.2444873330909423,2.2492866431993166,2.2480536096570254,2.2503,2.2411,2.246125,2.2480536096570254,2.2503,2.2411,2.246125,-7.911994298032825
1767789900,2.2469,2.2497,2.245,2.247,2.249914454162403,2.2540873013821887,2.2445805452562255,2.2488981626176225,2.2470893048285125,2.2497,2.245,2.24715,2.2470893048285125,2.2497,2.245,2.24715,-8.46319610780984
1767790800,2.247,2.2494,2.2363,2.2375,2.249406308390013,2.2532350647672454,2.2430749915732755,2.2477439512326,2.2471196524142565,2.2494,2.2363,2.2425499999999996,2.2471196524142565,2.2494,2.2363,2.2425499999999996,-11.101503914275593
1767791700,2.2375,2.2548,2.2365,2.2509,2.248575129811307,2.253519598445928,2.2418795385599526,2.2472314146448547,2.244834826207128,2.2548,2.2365,2.244925,2.244834826207128,2.2548,2.2365,2.244925,-9.705596279161819
1767792600,2.2509,2.2523,2.2466,2.2507,2.247903272228081,2.253297853273941,2.2424250612042456,2.247757521073063,2.244879913103564,2.2523,2.244879913103564,2.2501249999999997,2.244879913103564,2.2523,2.244879913103564,2.2501249999999997,-9.73438937537426
