open_time,open,high,low,close,volume,quote_volume,trades
1547596800000,0.53550000,0.53550000,0.46680000,0.48950000,1343660.31000000,665013.64444900,3492
1547683200000,0.48950000,0.49530000,0.46390000,0.47560000,1411725.35000000,673447.20859700,3987
1547769600000,0.47620000,0.51120000,0.46010000,0.48940000,984417.59000000,474999.28624200,5662
1547856000000,0.49080000,0.50000000,0.46730000,0.48310000,735443.20000000,354090.04104600,4482
1547942400000,0.48030000,0.49200000,0.45900000,0.48340000,677499.56000000,323333.55383800,2098
1548028800000,0.48390000,0.51980000,0.46500000,0.49720000,897787.84000000,446086.78762000,3020
1548115200000,0.49600000,0.56560000,0.49560000,0.53440000,1784953.50000000,955513.88102100,4972
1548201600000,0.53420000,0.54750000,0.49010000,0.50460000,1827069.39000000,940352.29775900,4592
1548288000000,0.50460000,0.50650000,0.45180000,0.50170000,1529219.53000000,745639.12774000,3970
1548374400000,0.50310000,0.51570000,0.47120000,0.47390000,1112869.08000000,544844.84407300,3319
1548460800000,0.47360000,0.48840000,0.46240000,0.46610000,865653.89000000,410185.82163700,2529
1548547200000,0.46610000,0.46660000,0.42290000,0.43030000,2278919.65000000,1004304.90209200,4757
1548633600000,0.43100000,0.43130000,0.35040000,0.41160000,4006211.85000000,1540777.01884600,7036
1548720000000,0.41040000,0.46380000,0.40610000,0.45050000,5190825.37000000,2252399.73611900,10723
1548806400000,0.45050000,0.45140000,0.41300000,0.42490000,2092369.59000000,897815.12691100,5128
1548892800000,0.42500000,0.44100000,0.38110000,0.38320000,2029033.61000000,826552.03024600,4899
1548979200000,0.38500000,0.43000000,0.38000000,0.41470000,1899232.56000000,768342.46727100,3972
1549065600000,0.41630000,0.43300000,0.39850000,0.41360000,821033.48000000,340840.33121800,2351
1549152000000,0.41700000,0.41700000,0.38600000,0.39630000,1065170.56000000,424303.97174900,2400
1549238400000,0.39590000,0.41250000,0.38670000,0.39430000,1449384.96000000,579009.58313900,2746
1549324800000,0.39260000,0.43270000,0.39020000,0.42240000,1299107.03000000,532341.10393400,3411
1549411200000,0.42240000,0.42360000,0.39150000,0.40000000,1368546.21000000,552819.62124300,3815
1549497600000,0.40000000,0.40650000,0.39130000,0.40210000,498842.36000000,199193.78253000,1770
1549584000000,0.40210000,0.45000000,0.39850000,0.43830000,2015969.58000000,859693.29860300,5194
1549670400000,0.43710000,0.48440000,0.43100000,0.46120000,1384815.95000000,637171.04536500,4320
1549756800000,0.46480000,0.48000000,0.43250000,0.44990000,2000850.55000000,913391.61962000,5046
1549843200000,0.44950000,0.45150000,0.42000000,0.42890000,1580197.39000000,685555.87263100,4364
1549929600000,0.42770000,0.43740000,0.41760000,0.42770000,941303.58000000,400668.76040400,2718
1550016000000,0.42770000,0.44540000,0.41830000,0.44110000,935377.38000000,400576.99087000,2886
1550102400000,0.44220000,0.44420000,0.42030000,0.42590000,942053.44000000,407685.94135300,3034
1550188800000,0.42350000,0.45000000,0.42220000,0.43420000,612251.80000000,264659.84946500,2328
1550275200000,0.43660000,0.44640000,0.42510000,0.43980000,465491.58000000,203941.27210600,1988
1550361600000,0.43860000,0.47970000,0.43170000,0.46040000,1616509.72000000,740396.47100200,4667
1550448000000,0.46150000,0.48230000,0.45340000,0.47100000,1430254.78000000,671573.65859100,4250
1550534400000,0.47100000,0.47890000,0.45200000,0.45980000,1548002.44000000,724054.88301300,4036
1550620800000,0.45480000,0.47480000,0.44320000,0.46180000,1358786.28000000,625130.76704700,3853
1550707200000,0.46170000,0.47500000,0.43800000,0.44380000,1443214.98000000,655875.79071600,4183
1550793600000,0.44380000,0.46500000,0.44000000,0.44790000,700523.77000000,313850.86364700,2334
1550880000000,0.44800000,0.46400000,0.44370000,0.45850000,925529.64000000,419693.72729800,2632
1550966400000,0.45920000,0.46440000,0.39750000,0.40500000,2154193.25000000,917345.27556200,4851
1551052800000,0.40470000,0.47490000,0.40070000,0.47230000,1785356.21000000,783690.75045900,4943
1551139200000,0.47220000,0.47400000,0.43000000,0.43410000,1775526.67000000,796546.58680800,4223
1551225600000,0.43350000,0.44120000,0.41450000,0.42740000,854212.45000000,365787.41835500,2137
1551312000000,0.42740000,0.45000000,0.41660000,0.42440000,1059968.13000000,455311.55995400,2857
1551398400000,0.42360000,0.43860000,0.42030000,0.42850000,560690.81000000,239706.04807600,1648
1551484800000,0.42860000,0.43720000,0.41730000,0.42210000,331570.00000000,140599.97404400,1133
1551571200000,0.42320000,0.42920000,0.41770000,0.42050000,225429.95000000,95660.21646500,911
1551657600000,0.42030000,0.42550000,0.39290000,0.40360000,946382.19000000,387502.94829200,2834
1551744000000,0.40290000,0.43430000,0.40230000,0.42910000,1686179.90000000,703630.89773500,4232
1551830400000,0.42910000,0.43850000,0.41860000,0.42960000,716328.15000000,305884.80942500,2057
1551916800000,0.42960000,0.47660000,0.42560000,0.45210000,1498764.03000000,677393.54314200,4029
1552003200000,0.45210000,0.51070000,0.45190000,0.46110000,3248280.83000000,1570069.71184100,9622
1552089600000,0.46110000,0.48240000,0.45240000,0.47460000,1381686.43000000,643096.00279800,4288
1552176000000,0.47420000,0.54600000,0.46810000,0.49810000,2887991.86000000,1456511.39564700,10121
1552262400000,0.49820000,0.51810000,0.43820000,0.46290000,2633054.21000000,1262800.85230600,7157
1552348800000,0.46410000,0.50790000,0.45030000,0.48760000,2105182.67000000,1016416.42862800,5965
1552435200000,0.48720000,0.48800000,0.46710000,0.48050000,1263356.68000000,602730.17739900,4399
1552521600000,0.48140000,0.49940000,0.47220000,0.48710000,1720792.40000000,835254.86355900,6103
1552608000000,0.48580000,0.49600000,0.48310000,0.48580000,577893.06000000,281897.91641400,2521
1552694400000,0.48660000,0.49600000,0.46810000,0.48190000,1768514.51000000,850597.47582100,6478
1552780800000,0.48050000,0.48870000,0.47020000,0.47850000,1352126.73000000,645227.39419500,5293
1552867200000,0.47890000,0.48330000,0.46700000,0.47570000,891826.09000000,422057.33884900,2812
1552953600000,0.47600000,0.48000000,0.46480000,0.47700000,530734.59000000,250536.10219600,2023
1553040000000,0.47960000,0.48990000,0.47370000,0.48070000,696146.28000000,335078.54954900,2431
1553126400000,0.48180000,0.48420000,0.43420000,0.45480000,1043991.80000000,484257.11337400,3146
1553212800000,0.45510000,0.46550000,0.44700000,0.46460000,863577.33000000,392384.91635300,2313
1553299200000,0.46270000,0.46440000,0.45450000,0.46080000,406749.66000000,186648.71406600,1452
1553385600000,0.46060000,0.46210000,0.44850000,0.45310000,634173.75000000,287618.89552500,1878
1553472000000,0.45390000,0.49490000,0.44100000,0.47340000,2441517.99000000,1142857.56322500,6807
1553558400000,0.47290000,0.48500000,0.44800000,0.46050000,1129722.20000000,526180.14347700,3488
1553644800000,0.46030000,0.49970000,0.45560000,0.49460000,1352736.34000000,651471.14333300,4623
1553731200000,0.49670000,0.51960000,0.48460000,0.49920000,1443876.83000000,719069.64336300,5262
1553817600000,0.49840000,0.50420000,0.48870000,0.50080000,877803.92000000,434977.12253200,4435
1553904000000,0.50080000,0.50340000,0.48580000,0.49400000,675007.13000000,332877.14918600,3263
1553990400000,0.49380000,0.54100000,0.48680000,0.50840000,2047013.33000000,1057434.91615100,8464
1554076800000,0.50840000,0.56300000,0.50070000,0.55400000,2288623.96000000,1226137.81861700,7662
1554163200000,0.55330000,0.60000000,0.53260000,0.58110000,4081948.84000000,2328532.77355200,11776
1554249600000,0.58110000,0.60730000,0.51700000,0.56200000,4435492.21000000,2584274.57288000,11371
1554336000000,0.55880000,0.58390000,0.51950000,0.53960000,2088035.72000000,1155026.49636700,6468
1554422400000,0.54090000,0.57990000,0.53900000,0.57290000,1039348.68000000,579093.36482700,3943
1554508800000,0.57350000,0.59000000,0.55570000,0.56910000,1176149.98000000,672544.53199200,5323
1554595200000,0.56770000,0.59180000,0.56550000,0.57730000,956649.36000000,552493.43472700,3810
1554681600000,0.57760000,0.59120000,0.53700000,0.56340000,1559203.75000000,875383.30888900,6674
1554768000000,0.56170000,0.56370000,0.51700000,0.53000000,1284451.25000000,682600.69159200,4648
1554854400000,0.53000000,0.54520000,0.51000000,0.51970000,1259717.42000000,662636.07774300,3910
1554940800000,0.51980000,0.52100000,0.45300000,0.48210000,1891750.27000000,920572.94517200,5378
1555027200000,0.48210000,0.51340000,0.45310000,0.49200000,1247794.83000000,609014.27618700,4165
1555113600000,0.49320000,0.53990000,0.49130000,0.53580000,984745.93000000,514382.60961800,3773
1555200000000,0.53660000,0.54490000,0.50730000,0.52250000,825009.09000000,431556.81681300,2850
1555286400000,0.52590000,0.52680000,0.48000000,0.48830000,1617780.69000000,812827.26215500,4779
1555372800000,0.48840000,0.51760000,0.48830000,0.49850000,752244.29000000,377882.38365100,2558
1555459200000,0.49980000,0.50460000,0.48800000,0.49980000,625939.62000000,310958.45069500,2118
1555545600000,0.49920000,0.52260000,0.49740000,0.51930000,747995.99000000,382966.98235700,2883
1555632000000,0.51870000,0.53900000,0.50830000,0.50950000,857084.80000000,447910.43057400,3348
1555718400000,0.51050000,0.52870000,0.50500000,0.51180000,547954.68000000,281962.97387100,2102
1555804800000,0.51170000,0.51390000,0.47520000,0.49630000,755636.95000000,371111.53172600,2922
1555891200000,0.49630000,0.51700000,0.48370000,0.49570000,669329.70000000,335305.55177900,3191
1555977600000,0.49200000,0.50400000,0.47560000,0.47560000,798688.99000000,391603.52680300,2754
1556064000000,0.47560000,0.48000000,0.44000000,0.47500000,1341167.65000000,614034.70833000,3604
1556150400000,0.47450000,0.49970000,0.43500000,0.45030000,1289948.57000000,607159.88637900,4065
1556236800000,0.44990000,0.46990000,0.42640000,0.44160000,881943.93000000,389402.99867900,2196
1556323200000,0.44370000,0.46980000,0.43570000,0.44300000,330467.67000000,149494.59216300,1304
1556409600000,0.44480000,0.46000000,0.44030000,0.45100000,429353.92000000,194108.90410000,1406
1556496000000,0.45100000,0.45460000,0.42400000,0.43380000,394944.33000000,173429.73160900,1297
1556582400000,0.43340000,0.47710000,0.43200000,0.47270000,610148.80000000,281321.21696200,2136
1556668800000,0.47500000,0.48760000,0.46380000,0.47300000,397476.93000000,188524.09539700,1620
1556755200000,0.47450000,0.47570000,0.46000000,0.46300000,228270.40000000,106411.49940400,1046
1556841600000,0.46430000,0.52230000,0.46070000,0.51100000,1017233.78000000,502255.67620300,3891
1556928000000,0.51180000,0.51510000,0.47830000,0.49640000,640984.06000000,318811.50783600,2937
1557014400000,0.49640000,0.52380000,0.49020000,0.50580000,641774.32000000,328895.38840400,2643
1557100800000,0.50580000,0.58820000,0.49010000,0.57450000,1593771.02000000,868680.98960100,6084
1557187200000,0.57980000,0.61860000,0.54090000,0.54350000,2267674.30000000,1314846.89103600,8074
1557273600000,0.54330000,0.61570000,0.52120000,0.59400000,1255624.91000000,730122.02836000,4797
1557360000000,0.59400000,0.70400000,0.58730000,0.64030000,3548028.13000000,2284998.87112200,10948
1557446400000,0.64020000,0.72330000,0.63740000,0.67030000,2987660.69000000,2051444.51188000,9173
1557532800000,0.67310000,0.74840000,0.65170000,0.67520000,3014329.89000000,2076341.52590500,9763
1557619200000,0.67900000,0.69990000,0.62850000,0.65860000,1760800.08000000,1165285.92186400,6345
1557705600000,0.66070000,0.68720000,0.63360000,0.64740000,1281864.70000000,853179.42872800,5907
1557792000000,0.64740000,0.95650000,0.63320000,0.82800000,7911014.07000000,6371210.43235000,27495
1557878400000,0.82510000,0.88900000,0.77720000,0.84270000,3798325.64000000,3148626.36188800,12549
1557964800000,0.84270000,0.93890000,0.75510000,0.92800000,4555532.19000000,3883945.23425500,17837
1558051200000,0.92640000,0.98690000,0.81000000,0.89110000,5725645.69000000,5097003.16005000,21757
1558137600000,0.89500000,0.95920000,0.84570000,0.93590000,2389369.04000000,2179041.17440300,10994
1558224000000,0.93600000,1.05000000,0.92790000,0.99340000,4785605.62000000,4702849.49450900,21076
1558310400000,0.99270000,1.14300000,0.94600000,1.11700000,2936467.30000000,2982285.87569000,14240
1558396800000,1.11460000,1.25000000,1.06000000,1.17980000,5046994.20000000,5745623.48763900,21707
1558483200000,1.18550000,1.47400000,1.13010000,1.22050000,14821357.09000000,19619790.33193000,53298
1558569600000,1.22050000,1.36550000,1.14180000,1.33920000,6874618.39000000,8592874.22419200,27453
1558656000000,1.33930000,1.43470000,1.22160000,1.33140000,5097940.05000000,6795296.79050300,23885
1558742400000,1.33140000,1.33760000,1.09610000,1.11300000,6245467.50000000,7275849.63799100,23014
1558828800000,1.11300000,1.18240000,1.03400000,1.08280000,4854605.26000000,5317940.97154800,19207
1558915200000,1.08020000,1.27500000,1.08020000,1.21190000,7339191.28000000,8694289.41760400,31838
1559001600000,1.21730000,1.35000000,1.14410000,1.27880000,5580233.08000000,6953474.35903200,26790
1559088000000,1.27870000,1.28440000,1.14260000,1.17250000,4654393.37000000,5580540.15836700,20598
1559174400000,1.17220000,1.22570000,0.90090000,1.00230000,10326672.93000000,11158245.52876900,43021
1559260800000,1.00180000,1.04440000,0.93300000,1.01890000,7748553.79000000,7626141.23998200,21930
1559347200000,1.02360000,1.05980000,0.95110000,0.95600000,3797903.78000000,3799790.57302500,13119
1559433600000,0.95360000,1.05540000,0.93230000,1.01550000,3449110.82000000,3434246.09842000,13542
1559520000000,1.01550000,1.02000000,0.88530000,0.90000000,3308495.33000000,3184563.20536700,13255
1559606400000,0.89850000,0.92990000,0.83680000,0.88500000,4577420.90000000,4017639.79784500,16372
1559692800000,0.88500000,1.09910000,0.88380000,1.09600000,10134603.36000000,10260184.72595200,34337
1559779200000,1.09590000,1.27000000,1.05560000,1.10980000,11128235.33000000,12735058.33979400,39493
1559865600000,1.10990000,1.25890000,1.07100000,1.17530000,6340116.80000000,7478286.80719600,24865
1559952000000,1.17470000,1.19910000,1.11650000,1.13260000,2537076.42000000,2927714.64250700,11125
1560038400000,1.13760000,1.14860000,1.00850000,1.05950000,3544981.93000000,3806409.60086300,13128
1560124800000,1.05950000,1.21040000,1.03010000,1.20600000,3560999.95000000,4027582.25629000,13271
1560211200000,1.20430000,1.20700000,1.08760000,1.12430000,3072196.39000000,3513179.68798000,12406
1560297600000,1.12410000,1.16430000,1.08750000,1.14480000,2552375.74000000,2871799.93778200,10688
1560384000000,1.14480000,1.97000000,1.11260000,1.86800000,34048038.46000000,58331496.98997300,121167
1560470400000,1.86800000,1.89360000,1.49000000,1.63950000,33219623.47000000,54554409.95343900,115068
1560556800000,1.63640000,1.80650000,1.60220000,1.71790000,10734639.21000000,18448605.66771500,42524
1560643200000,1.71800000,1.79240000,1.60000000,1.66210000,8287172.15000000,14008833.98284300,36546
1560729600000,1.66510000,2.07760000,1.65250000,1.96310000,17066477.53000000,32443361.45851200,66077
1560816000000,1.96150000,2.01850000,1.76000000,1.81940000,13903673.74000000,25883624.64382900,49717
1560902400000,1.81580000,1.90160000,1.78690000,1.83530000,4857793.43000000,8954934.21950500,20943
1560988800000,1.83520000,1.88650000,1.68590000,1.76560000,5377028.00000000,9540141.37743600,25242
1561075200000,1.76710000,1.79000000,1.61000000,1.68830000,6940438.91000000,11648112.15107200,31270
1561161600000,1.68950000,1.94700000,1.68270000,1.84280000,8447723.54000000,15223949.29371900,46598
1561248000000,1.84290000,1.91000000,1.77020000,1.81690000,4603366.09000000,8435896.35109300,31706
1561334400000,1.81690000,1.88840000,1.79000000,1.86890000,2384487.82000000,4400730.71152800,19196
1561420800000,1.86890000,2.42730000,1.86130000,2.19280000,22004618.38000000,47774694.54352300,112726
1561507200000,2.19310000,2.50000000,2.02310000,2.28000000,16314862.03000000,36133293.91183600,97300
1561593600000,2.28210000,2.55500000,2.11230000,2.28790000,14032427.25000000,32964955.56639000,91668
