sym,base,cond,rr,n,ndays,wr,be,lift,expR,e_tr,e_te
ETHUSDT,S_volspike18_dn,h4_ttsum_top_p30,0.5,60,50,0.75,0.6913460641425354,0.05865393585746459,0.08165879356132591,0.12795648396117718,0.028747147390067267
ETHUSDT,S_volspike18_dn,h4_ttsum_top_p30,0.75,55,47,0.6909090909090909,0.5938033498598138,0.09710574104927716,0.16231254825865668,0.22126173733777638,0.09656152967040778
ETHUSDT,S_volspike18_dn,h4_ttsum_top_p30,1.0,50,45,0.66,0.5206797989709522,0.13932020102904785,0.2714808957926851,0.25627820561212533,0.28795047682162495
ETHUSDT,S_volspike18_dn,h4_ttsum_top_p30,2.0,40,40,0.475,0.35340329179386126,0.12159670820613872,0.35303717500914233,0.18347720838502776,0.5064485733833413
ETHUSDT,S_volspike18_dn,h4_ttsum_top_p90,0.25,53,44,0.9245283018867925,0.82811134654012,0.0964169553466725,0.11265822597581056,0.05942565855249145,0.16793819983848815
ETHUSDT,S_volspike18_dn,h4_ttsum_top_p90,0.5,53,44,0.7924528301886793,0.6920199834731126,0.10043284671556674,0.14291851197718963,0.11269483612738448,0.17430463689814116
ETHUSDT,S_volspike18_dn,h4_ttsum_top_p90,0.75,48,42,0.7083333333333334,0.5952851768974577,0.11304815643587562,0.18823217139174617,0.27199026099469054,0.0971907696494154
ETHUSDT,S_volspike18_dn,h4_ttsum_top_p90,1.0,45,40,0.6444444444444445,0.5222611917234877,0.12218325272095676,0.2335181363234655,0.23829986812975273,0.22851905307143794
ETHUSDT,S_volspike18_dn,h4_ttsum_top_p90,2.0,35,35,0.5142857142857142,0.3529612854907776,0.16132442879493664,0.47053748124073785,0.4114810284857175,0.5330678429813478
ETHUSDT,S_volspike18_dn,h4b_glob_top_p30,0.25,170,128,0.9058823529411765,0.8263426594660617,0.0795396934751148,0.09243720090299018,0.10286790926724183,0.0737987220226061
ETHUSDT,S_volspike18_dn,h4b_glob_top_p30,0.5,164,126,0.774390243902439,0.6910708285882858,0.08331941531415321,0.11753053083406298,0.14018076123796064,0.07613528216487074
ETHUSDT,S_volspike18_dn,h4b_glob_top_p30,0.75,151,121,0.6688741721854304,0.5942137020265834,0.07466047015884703,0.1231610227618201,0.16918018840384916,0.042836660913914866
ETHUSDT,S_volspike18_dn,h4b_glob_top_p30,1.0,141,119,0.5957446808510638,0.5219836329316098,0.07376104791945404,0.14019254321291175,0.20058782162219374,0.036823701320102216
ETHUSDT,S_volspike18_dn,h4b_glob_top_p30,2.0,111,105,0.4144144144144144,0.35109964864305554,0.06331476577135886,0.1807866974331592,0.1739778345193574,0.1924115853347723
ETHUSDT,S_volspike18_dn,h4b_glob_top_p90,0.25,148,113,0.9054054054054054,0.8267127830029111,0.0786926224024943,0.09111007823646386,0.09087100947969237,0.09157865299973598
ETHUSDT,S_volspike18_dn,h4b_glob_top_p90,0.5,144,111,0.7847222222222222,0.6913517786372783,0.09337044358494395,0.1323988027368394,0.15441842874768053,0.08835955071515722
ETHUSDT,S_volspike18_dn,h4b_glob_top_p90,0.75,131,108,0.6870229007633588,0.5943823347557736,0.09264056600758519,0.15398988265022626,0.20309177605312367,0.06325812310139399
ETHUSDT,S_volspike18_dn,h4b_glob_top_p90,1.0,126,108,0.6507936507936508,0.5214589530058603,0.1293346977877905,0.25040510092592216,0.2839984397718828,0.1877993330766319
ETHUSDT,S_volspike18_dn,h4b_glob_top_p90,2.0,96,92,0.46875,0.3518440319215123,0.11690596807848769,0.3408264385791735,0.31493841406379647,0.395107780304964
ETHUSDT,S_volspike18_dn,h1_unwind_dn_6h,0.25,167,146,0.8502994011976048,0.8221774754666926,0.02812192573091221,0.030464410238452058,0.038141417165227835,0.01746302753988019
ETHUSDT,S_volspike18_dn,h1_unwind_dn_6h,0.5,165,146,0.7515151515151515,0.6874913123446568,0.0640238391704947,0.09106268908441904,0.09853106813754775,0.07865554323809229
ETHUSDT,S_volspike18_dn,h1_unwind_dn_6h,0.75,161,144,0.6273291925465838,0.5912476780411761,0.03608151450540775,0.057233898339038275,0.0785904420394178,0.02222317096136695
ETHUSDT,S_volspike18_dn,h1_unwind_dn_6h,1.0,154,141,0.5584415584415584,0.5191512059070219,0.0392903525345365,0.07265707842470599,0.09664286436426926,0.030681953030470326
ETHUSDT,S_volspike18_dn,h1_unwind_dn_6h,2.0,129,125,0.4186046511627907,0.3504019198554921,0.06820273130729859,0.19646033213512057,0.15855991390178684,0.26041728790387136
ETHUSDT,standalone,h2_oi_top_p30,0.25,1155,496,0.8164502164502164,0.8252896984524029,-0.008839482002186427,-0.01624459761038557,-0.03245233027049783,0.01411466282012319
ETHUSDT,standalone,h2_oi_top_p30,0.5,758,438,0.6873350923482849,0.6900959381031266,-0.002760845754841701,-0.009634923669144277,-0.03200428164750673,0.03346279691465057
ETHUSDT,standalone,h2_oi_top_p30,0.75,594,403,0.5925925925925926,0.5935112526957455,-0.0009186601031528907,-0.007036502747766634,-0.03034042977623817,0.03685633068450016
ETHUSDT,standalone,h2_oi_top_p30,1.0,484,359,0.5247933884297521,0.5212839748855541,0.0035094135441979812,0.0012674802202998806,-0.02391210974360674,0.04862908991431473
ETHUSDT,standalone,h2_oi_top_p30,2.0,334,275,0.3413173652694611,0.3521885677372019,-0.010871202467740815,-0.03871998176834273,-0.10217960257800993,0.06738450422542086
ETHUSDT,standalone,h2_oi_top_p90,0.25,1249,492,0.7942353883106485,0.8243944670495154,-0.030159078738866807,-0.041850541521139366,-0.044405634110386026,-0.03757199247447794
ETHUSDT,standalone,h2_oi_top_p90,0.5,812,444,0.6724137931034483,0.6895552975267735,-0.017141504423325182,-0.030044504109730273,-0.03695364786480929,-0.019199772139732816
ETHUSDT,standalone,h2_oi_top_p90,0.75,615,402,0.5821138211382114,0.5928624175911901,-0.010748596452978654,-0.023050309611312044,-0.028878378712581084,-0.01336209084556606
ETHUSDT,standalone,h2_oi_top_p90,1.0,494,360,0.5080971659919028,0.5201472807070195,-0.012050114715116744,-0.02873776872129761,-0.06370482684909014,0.026262499792209404
ETHUSDT,standalone,h2_oi_top_p90,2.0,323,262,0.32507739938080493,0.35134064309781965,-0.026263243717014717,-0.08360007927011852,-0.16904524443860114,0.04826804965131919
ETHUSDT,standalone,h4_ttsum_top_p30,0.25,840,362,0.8214285714285714,0.8267865609889855,-0.0053579895604141115,-0.012083962440048774,-0.01944687756857385,0.00539187226259511
ETHUSDT,standalone,h4_ttsum_top_p30,0.5,547,316,0.70018281535649,0.6919154259811653,0.008267389375324674,0.006272344480337998,-0.017571819138263972,0.06006364216754126
ETHUSDT,standalone,h4_ttsum_top_p30,0.75,425,287,0.5952941176470589,0.5957220842458785,-0.00042796659881960686,-0.006765128315974821,-0.016012875955921234,0.015683033293895098
ETHUSDT,standalone,h4_ttsum_top_p30,1.0,338,251,0.5207100591715976,0.5231520246535583,-0.0024419654819606285,-0.011437122010891004,-0.026214965468297022,0.02227931694532659
ETHUSDT,standalone,h4_ttsum_top_p30,2.0,205,171,0.3170731707317073,0.3547183608111601,-0.03764519007945277,-0.12082550978695723,-0.16414827194948323,-0.031593551899963435
ETHUSDT,standalone,h4_ttsum_top_p90,0.25,851,359,0.8072855464159812,0.8270606497242448,-0.019775103308263597,-0.02984913657986516,-0.03933145507726666,-0.007436383767825261
ETHUSDT,standalone,h4_ttsum_top_p90,0.5,550,312,0.6818181818181818,0.6918978910635715,-0.0100797092453897,-0.02070180272769763,-0.049751176253331975,0.043139262346080134
ETHUSDT,standalone,h4_ttsum_top_p90,0.75,410,273,0.5926829268292683,0.5956266183653203,-0.0029436915360520066,-0.010899790244557003,-0.03891014893255829,0.05600098381190886
ETHUSDT,standalone,h4_ttsum_top_p90,1.0,317,231,0.5141955835962145,0.5234328506750722,-0.009237267078857636,-0.02476034973973535,-0.0751141473905162,0.08292697988965735
ETHUSDT,standalone,h4_ttsum_top_p90,2.0,190,160,0.3368421052631579,0.35518335922654765,-0.01834125396338976,-0.061186109809653146,-0.2041851459426754,0.25632022465519283
ETHUSDT,standalone,h4b_glob_top_p30,0.25,817,373,0.8321078431372549,0.8263033091052139,0.005804534032041064,0.002186047802342029,-0.0016553687991825504,0.010848365716536877
ETHUSDT,standalone,h4b_glob_top_p30,0.5,558,327,0.6983842010771992,0.6907025280247319,0.007681673052467364,0.005844220738791824,-0.020227709777155076,0.061965155917186036
ETHUSDT,standalone,h4b_glob_top_p30,0.75,430,302,0.6130536130536131,0.5944236350396795,0.018629978013933512,0.026999598865739462,-0.004176506683879652,0.09157867464709338
ETHUSDT,standalone,h4b_glob_top_p30,1.0,363,284,0.5469613259668509,0.5216033279962771,0.02535799797057381,0.046792869348032486,-0.009873901382376782,0.15736217809029449
ETHUSDT,standalone,h4b_glob_top_p30,2.0,235,217,0.37606837606837606,0.3519145913129213,0.024153784755454766,0.06763170811257233,-0.05875614254427623,0.3426106804876077
ETHUSDT,standalone,h4b_glob_top_p90,0.25,747,319,0.8246318607764391,0.8261226618693979,-0.0014908010929587379,-0.007828522844620421,-0.0207512482532249,0.024147709329228783
ETHUSDT,standalone,h4b_glob_top_p90,0.5,502,283,0.7111553784860558,0.6907403120645084,0.020415066421547445,0.024230773971067977,-0.01765999401819768,0.12253444285254474
ETHUSDT,standalone,h4b_glob_top_p90,0.75,381,259,0.6246719160104987,0.5942127111309315,0.030459204879567103,0.0470295365536726,0.019751175221673994,0.11091833019966933
ETHUSDT,standalone,h4b_glob_top_p90,1.0,313,237,0.5686900958466453,0.5219140308757814,0.04677606497086395,0.08710072192462358,0.025962264027473005,0.21732563724555423
ETHUSDT,standalone,h4b_glob_top_p90,2.0,196,178,0.4030612244897959,0.35232847253616534,0.050732751953630584,0.14315573542406623,0.05505814747050028,0.34284360145214915
ETHUSDT,standalone,h1_unwind_dn_6h,0.25,1703,955,0.8108108108108109,0.8247381435791441,-0.013927332768333245,-0.02210219804944871,-0.021112413928958438,-0.024003670116256787
ETHUSDT,standalone,h1_unwind_dn_6h,0.5,1210,836,0.6782464846980976,0.6896153134722308,-0.011368828774133255,-0.022170333831536947,-0.027654057769471496,-0.012004751248479025
ETHUSDT,standalone,h1_unwind_dn_6h,0.75,953,746,0.5945378151260504,0.5933679070794976,0.0011699080465528144,-0.0034810323518058056,0.0032626220470282578,-0.01669608181039053
ETHUSDT,standalone,h1_unwind_dn_6h,1.0,790,667,0.5095057034220533,0.5213630512580312,-0.011857347835977916,-0.029346646460403768,-0.028749249417797162,-0.030490738951594994
ETHUSDT,standalone,h1_unwind_dn_6h,2.0,489,456,0.33059548254620125,0.35314184432596046,-0.022546361779759216,-0.07234205326149097,-0.1058615961491905,-0.014291448260447074
SOLUSDT,S_bb_break_dn,h2_oi_top_p30,0.25,136,81,0.8602941176470589,0.812641984313279,0.04765213333377982,0.04377193936262975,0.06383469262876745,-0.004378668476100703
SOLUSDT,S_bb_break_dn,h2_oi_top_p30,0.5,124,79,0.7419354838709677,0.6776788891169772,0.06425659475399059,0.08043831244699284,0.12460900842229475,-0.02342251322466297
SOLUSDT,S_bb_break_dn,h2_oi_top_p30,0.75,98,75,0.6326530612244898,0.5829820593912135,0.04967100183327633,0.0713767610976868,0.14862588512801378,-0.13175982431539518
SOLUSDT,S_bb_break_dn,h2_oi_top_p30,1.0,94,75,0.574468085106383,0.5107603814254708,0.06370770368091228,0.11161131772640638,0.22876197599003925,-0.19478271157847957
SOLUSDT,S_bb_break_dn,h2_oi_top_p30,2.0,66,60,0.4307692307692308,0.34632383784577897,0.08444539292345182,0.2655881159296951,0.4114980697723109,-0.047076070875910106
SOLUSDT,S_bb_break_dn,h2_oi_top_p90,0.25,159,90,0.8805031446540881,0.8127384376878097,0.06776470696627834,0.07063411606021425,0.08182793192806186,0.029480381251950908
SOLUSDT,S_bb_break_dn,h2_oi_top_p90,0.5,141,89,0.7730496453900709,0.6776523515735025,0.09539729381656847,0.12896799797667882,0.17124890033404602,-0.021061010388172742
SOLUSDT,S_bb_break_dn,h2_oi_top_p90,0.75,115,84,0.6956521739130435,0.5826157256798307,0.1130364482332128,0.1836236850138001,0.2567192648491198,-0.09353038852845384
SOLUSDT,S_bb_break_dn,h2_oi_top_p90,1.0,104,82,0.6538461538461539,0.5104261216912724,0.14342003215488142,0.2725711912083476,0.366833901053687,-0.04163784160945037
SOLUSDT,S_bb_break_dn,h2_oi_top_p90,2.0,68,63,0.5223880597014925,0.34637184736664867,0.17601621233484382,0.5358760327341201,0.6260827316054228,0.2853018692027236
SOLUSDT,S_bb_break_dn,h4_ttsum_top_p30,0.25,62,42,0.8064516129032258,0.816741721195149,-0.010290108291923228,-0.02367295534564037,0.01827701419507662,-0.41520600439233224
SOLUSDT,S_bb_break_dn,h4_ttsum_top_p30,0.5,54,41,0.6666666666666666,0.6819194362359943,-0.01525276956932764,-0.03403196997765708,-0.001649667052847641,-0.2930903933761326
SOLUSDT,S_bb_break_dn,h4_ttsum_top_p30,0.75,48,39,0.6041666666666666,0.5875826567468613,0.016584009919805354,0.01794827308350172,0.12834577999204266,-0.7548342752762848
SOLUSDT,S_bb_break_dn,h4_ttsum_top_p30,1.0,43,36,0.4883720930232558,0.5155841747147396,-0.027212081691483814,-0.06617566682017482,0.09315375135366621,-1.0487070788921946
SOLUSDT,S_bb_break_dn,h4_ttsum_top_p30,2.0,34,33,0.3235294117647059,0.3480283429054138,-0.02449893114070789,-0.08452535625719136,0.12208501287888074,-1.0487070788921946
SOLUSDT,S_bb_break_dn,h4_ttsum_top_p90,0.25,63,42,0.8095238095238095,0.8160606868866296,-0.006536877362820048,-0.019208944959436834,0.004634430662592634,-0.2957921021749786
SOLUSDT,S_bb_break_dn,h4_ttsum_top_p90,0.5,56,40,0.6428571428571429,0.6815690454108828,-0.03871190255373991,-0.06957743022813863,-0.06210540356668372,-0.1457921021749786
SOLUSDT,S_bb_break_dn,h4_ttsum_top_p90,0.75,50,38,0.58,0.5861635828727588,-0.006163582872758866,-0.022550484263010633,0.014359499494774846,-0.35474033808308
SOLUSDT,S_bb_break_dn,h4_ttsum_top_p90,1.0,42,35,0.47619047619047616,0.5138991333992221,-0.037708657208745944,-0.0876049500737415,-0.0650190868292363,-0.25474033808308
SOLUSDT,S_bb_break_dn,h4_ttsum_top_p90,2.0,31,30,0.25806451612903225,0.34843976844042396,-0.09037525231139171,-0.28669983727471987,-0.2458557625110675,-0.4990890260457121
SOLUSDT,S_bb_break_dn,h4b_glob_top_p30,0.25,208,132,0.8173076923076923,0.8185121168740463,-0.0012044245663540565,-0.01430005003202721,-0.017950548324249575,-0.009017564267987764
SOLUSDT,S_bb_break_dn,h4b_glob_top_p30,0.5,180,129,0.7166666666666667,0.6835109755405533,0.033155691126113385,0.03684697599991174,0.04931063821023102,0.019397848905464747
SOLUSDT,S_bb_break_dn,h4b_glob_top_p30,0.75,157,124,0.6624203821656051,0.5865260509304273,0.07589433123517775,0.11984918102609506,0.1035055188462783,0.14298174903445104
SOLUSDT,S_bb_break_dn,h4b_glob_top_p30,1.0,139,119,0.5683453237410072,0.5151254967322239,0.05321982700878336,0.09334135524621949,0.10244685255444466,0.07943477753911189
SOLUSDT,S_bb_break_dn,h4b_glob_top_p30,2.0,99,95,0.43434343434343436,0.347849462641124,0.08649397170231038,0.24564216069902378,0.1349322181496743,0.4022562257688353
SOLUSDT,S_bb_break_dn,h4b_glob_top_p90,0.25,171,102,0.7894736842105263,0.818406758396994,-0.028933074186467622,-0.04896476397197595,-0.056370709946672495,-0.036887375151701596
SOLUSDT,S_bb_break_dn,h4b_glob_top_p90,0.5,147,100,0.6666666666666666,0.683439815818384,-0.016773149151717348,-0.03768254232817952,-0.049065280035858014,-0.02070489964554039
SOLUSDT,S_bb_break_dn,h4b_glob_top_p90,0.75,129,98,0.627906976744186,0.5862198250053113,0.04168715173887472,0.060242495989007126,0.02476514665562284,0.1162967079357543
SOLUSDT,S_bb_break_dn,h4b_glob_top_p90,1.0,114,98,0.5263157894736842,0.5144812065769501,0.011834582896734114,0.011004597309885426,-0.026557158400287006,0.07302517069179806
SOLUSDT,S_bb_break_dn,h4b_glob_top_p90,2.0,80,77,0.4,0.3474518517072167,0.052548148292783314,0.14490484670920975,-0.07594092656699361,0.49398364962966046
SOLUSDT,S_bb_break_dn,h1_unwind_dn_6h,0.25,267,176,0.7940074906367042,0.8162649024058803,-0.022257411769176172,-0.039555767353323966,-0.029911461387726036,-0.06335340545025392
SOLUSDT,S_bb_break_dn,h1_unwind_dn_6h,0.5,228,172,0.6842105263157895,0.6815495754112068,0.0026609509045827373,-0.007796796119701036,0.005925549178500975,-0.03941785267642736
SOLUSDT,S_bb_break_dn,h1_unwind_dn_6h,0.75,205,168,0.6146341463414634,0.5857910833131975,0.028843063028265892,0.03830248794611903,0.032745765608362495,0.050544641846488866
SOLUSDT,S_bb_break_dn,h1_unwind_dn_6h,1.0,182,162,0.532967032967033,0.5146373777206675,0.01832965524636543,0.02452357826082927,0.06679663689197275,-0.06360500159731734
SOLUSDT,S_bb_break_dn,h1_unwind_dn_6h,2.0,147,139,0.3877551020408163,0.34713623564677604,0.040618866394040276,0.10853405545790769,0.12372883067768956,0.07905619153153083
SOLUSDT,S_volspike18_dn,h2_oi_top_p30,0.25,107,70,0.8504672897196262,0.8121072804623541,0.03836000925727201,0.032831906253058506,0.06461146229791094,-0.029844440390956004
SOLUSDT,S_volspike18_dn,h2_oi_top_p30,0.5,106,70,0.7169811320754716,0.6778831582474493,0.03909797382802238,0.042537050912822616,0.08519975684316873,-0.040418210618405996
SOLUSDT,S_volspike18_dn,h2_oi_top_p30,0.75,93,69,0.6344086021505376,0.5819184312310312,0.052490170919506474,0.07559965773019878,0.13631708211067953,-0.05190693346881075
SOLUSDT,S_volspike18_dn,h2_oi_top_p30,1.0,89,69,0.5955056179775281,0.509945332786259,0.08556028519126913,0.15407230345791545,0.23417973687955634,-0.01166721396616906
SOLUSDT,S_volspike18_dn,h2_oi_top_p30,2.0,61,58,0.43333333333333335,0.3458373129845722,0.08749602034876114,0.27233155795297126,0.5220765969254003,-0.203373278184989
SOLUSDT,S_volspike18_dn,h2_oi_top_p90,0.25,97,65,0.8865979381443299,0.8111599127680206,0.07543802537630928,0.0802851510285201,0.08622368089898926,0.06318218500156887
SOLUSDT,S_volspike18_dn,h2_oi_top_p90,0.5,96,65,0.7708333333333334,0.6767856738441194,0.09404765948921401,0.12638418048318537,0.15670056139580388,0.04028565869134884
SOLUSDT,S_volspike18_dn,h2_oi_top_p90,0.75,86,64,0.7093023255813954,0.5810997110816457,0.12820261449974968,0.2096667349472473,0.2297412268658821,0.15126821300212792
SOLUSDT,S_volspike18_dn,h2_oi_top_p90,1.0,81,63,0.6666666666666666,0.5094217762126924,0.15724489045397427,0.29887021679601056,0.3250228143554154,0.22873370515942473
SOLUSDT,S_volspike18_dn,h2_oi_top_p90,2.0,53,49,0.5576923076923077,0.34616251229264267,0.21152979539966504,0.6430856184672362,0.7163559353933826,0.43897544988725656
SOLUSDT,S_volspike18_dn,h4b_glob_top_p30,0.25,99,79,0.8080808080808081,0.8204440648086271,-0.012363256727819016,-0.02893447183279274,-0.0931775672573217,0.024601441020981385
SOLUSDT,S_volspike18_dn,h4b_glob_top_p30,0.5,97,79,0.6907216494845361,0.6855375825611629,0.005184066923373143,-0.006236744146111929,-0.04067628677765583,0.023566706208108797
SOLUSDT,S_volspike18_dn,h4b_glob_top_p30,0.75,92,78,0.6413043478260869,0.588260173384832,0.053044174441254865,0.07848962950619864,0.01651043433765876,0.13287953547042758
SOLUSDT,S_volspike18_dn,h4b_glob_top_p30,1.0,87,77,0.5862068965517241,0.5161631858502315,0.07004371070149262,0.1255553499599963,0.07282870899475499,0.17708365817602753
SOLUSDT,S_volspike18_dn,h4b_glob_top_p30,2.0,69,68,0.42028985507246375,0.34945141512012695,0.0708384399523368,0.1976234025672774,0.1073223289576559,0.2961336646868646
SOLUSDT,S_volspike18_dn,h4b_glob_top_p90,0.25,89,70,0.8426966292134831,0.8189104521851895,0.023786177028293554,0.016889351137599182,-0.003794789983463604,0.03901657187175935
SOLUSDT,S_volspike18_dn,h4b_glob_top_p90,0.5,89,70,0.7078651685393258,0.6843929796779443,0.02347218886138147,0.021846333400452785,0.06908235769060275,-0.028685227468079746
SOLUSDT,S_volspike18_dn,h4b_glob_top_p90,0.75,85,70,0.6470588235294118,0.587109292827196,0.05994953070221576,0.09143572621120054,0.08721173689121828,0.09618771419618062
SOLUSDT,S_volspike18_dn,h4b_glob_top_p90,1.0,80,70,0.6,0.5148614758604844,0.08513852413951561,0.15655322955718837,0.1199983724200959,0.19903590136516067
SOLUSDT,S_volspike18_dn,h4b_glob_top_p90,2.0,59,58,0.4067796610169492,0.3496819471075076,0.05709771390944157,0.1576302013099377,0.11824476011164754,0.20761941513853677
SOLUSDT,S_volspike18_dn,h1_unwind_dn_6h,0.25,142,115,0.8309859154929577,0.8164446721788459,0.014541243314111885,0.005457324993951117,-0.0009547506653847037,0.013497864312800804
SOLUSDT,S_volspike18_dn,h1_unwind_dn_6h,0.5,140,115,0.6928571428571428,0.681727131065573,0.011130011791569805,0.0034278219017561356,0.006747350350541204,-0.0007483590499412218
SOLUSDT,S_volspike18_dn,h1_unwind_dn_6h,0.75,135,114,0.6148148148148148,0.5856499153451064,0.02916489946970846,0.037307570447706426,0.006304919096820891,0.07491734421763317
SOLUSDT,S_volspike18_dn,h1_unwind_dn_6h,1.0,128,113,0.546875,0.514716083685491,0.032158916314508956,0.0509271250207902,0.04696239447423437,0.05571214464594377
SOLUSDT,S_volspike18_dn,h1_unwind_dn_6h,2.0,110,107,0.34545454545454546,0.34711996126803935,-0.0016654158134938868,-0.01929704239173657,0.06390291839613461,-0.12676365840940354
SOLUSDT,standalone,h2_oi_top_p30,0.25,1130,449,0.7973451327433628,0.8167614399098555,-0.019416307166492675,-0.03903454816197677,-0.025963863514228518,-0.06432717170112597
SOLUSDT,standalone,h2_oi_top_p30,0.5,770,413,0.6675324675324675,0.6817625017456691,-0.01423003421320157,-0.03611447183984361,-0.015377537839132356,-0.07365286331558364
SOLUSDT,standalone,h2_oi_top_p30,0.75,577,370,0.5511265164644714,0.5858600252624233,-0.034733508797951895,-0.07561739046469215,-0.04203420525804872,-0.13387068802692673
SOLUSDT,standalone,h2_oi_top_p30,1.0,468,341,0.5021367521367521,0.5145119071323094,-0.012375154995557303,-0.038969947613747107,-0.006195018585940875,-0.09537331384764619
SOLUSDT,standalone,h2_oi_top_p30,2.0,315,268,0.34394904458598724,0.3468766582854375,-0.002927613699450271,-0.016704167701396346,0.03810072707735733,-0.11333385060077776
SOLUSDT,standalone,h2_oi_top_p90,0.25,1318,493,0.8080424886191199,0.8160593297866413,-0.008016841167521438,-0.024030225159889933,-0.0027087742981174202,-0.06977720445519657
SOLUSDT,standalone,h2_oi_top_p90,0.5,863,452,0.6662804171494786,0.6815351353227527,-0.015254718173274062,-0.03693882466835837,-0.007088571896026141,-0.10076409241429053
SOLUSDT,standalone,h2_oi_top_p90,0.75,651,407,0.5637480798771122,0.5855058193116972,-0.021757739434585033,-0.05230794088796379,-0.007962551402738759,-0.1403884622049475
SOLUSDT,standalone,h2_oi_top_p90,1.0,503,361,0.4870775347912525,0.5143281449317509,-0.027250610140498455,-0.06824984680507404,-0.031738792794599076,-0.13549619486956466
SOLUSDT,standalone,h2_oi_top_p90,2.0,304,251,0.3201320132013201,0.34699107034435644,-0.026859057143036325,-0.08772407583449005,-0.08776894930668931,-0.08764928671415789
SOLUSDT,standalone,h4_ttsum_top_p30,0.25,824,335,0.8118932038834952,0.8186596263636468,-0.006766422480151579,-0.02239990535295025,-0.01343246219971126,-0.03806303939394104
SOLUSDT,standalone,h4_ttsum_top_p30,0.5,533,306,0.6710526315789473,0.6839766862299647,-0.012924054651017314,-0.033210413309721326,-0.035662315727404116,-0.029061992552530762
SOLUSDT,standalone,h4_ttsum_top_p30,0.75,387,270,0.5595854922279793,0.5880542922179226,-0.02846879998994334,-0.06270167338711291,-0.03282248021833131,-0.11368435264013883
SOLUSDT,standalone,h4_ttsum_top_p30,1.0,329,250,0.4878048780487805,0.5158749373747955,-0.02807005932601503,-0.06888044048806244,-0.06304858210866143,-0.07903759383218585
SOLUSDT,standalone,h4_ttsum_top_p30,2.0,198,166,0.3096446700507614,0.3481594071547856,-0.0385147371040242,-0.12802482023736803,-0.1654199411440635,-0.0679958103608305
SOLUSDT,standalone,h4_ttsum_top_p90,0.25,838,326,0.8042959427207638,0.8181608597688879,-0.013864917048124092,-0.03077840868250992,-0.024399428350768977,-0.048263649413264116
SOLUSDT,standalone,h4_ttsum_top_p90,0.5,521,289,0.6641074856046065,0.6839265433925825,-0.01981905778797599,-0.04355928430628663,-0.0365200075916071,-0.06049035509714984
SOLUSDT,standalone,h4_ttsum_top_p90,0.75,386,256,0.572538860103627,0.5880042237668942,-0.015465363663267229,-0.041095134052818644,-0.020518394666381785,-0.08898926883159414
SOLUSDT,standalone,h4_ttsum_top_p90,1.0,313,233,0.4984025559105431,0.5160166663220823,-0.017614110411539208,-0.04972129812078499,-0.06373167499344101,-0.01606593628538307
SOLUSDT,standalone,h4_ttsum_top_p90,2.0,182,150,0.3131868131868132,0.3479018980208895,-0.034715084834076315,-0.11846511535881483,-0.19760626117645733,0.07938774918529136
SOLUSDT,standalone,h4b_glob_top_p30,0.25,889,407,0.8256467941507312,0.8189681782523307,0.006678615898400464,-0.004559282145184343,-0.009071414355271984,0.004123603851201425
SOLUSDT,standalone,h4b_glob_top_p30,0.5,602,372,0.7088186356073212,0.6841940566426722,0.02462457896464898,0.02418493776909576,0.017627689170288206,0.03633604773181499
SOLUSDT,standalone,h4b_glob_top_p30,0.75,451,331,0.6333333333333333,0.5879748744789667,0.04535845885436662,0.0665655426747814,0.04418453023140812,0.10462666563237433
SOLUSDT,standalone,h4b_glob_top_p30,1.0,350,284,0.5673352435530086,0.5163179460342974,0.0510172975187112,0.08941018006563725,0.07355988440726013,0.11690053659813505
SOLUSDT,standalone,h4b_glob_top_p30,2.0,193,181,0.4010416666666667,0.3491313279641226,0.05191033870254408,0.14220261637748685,0.088865573225154,0.23592342077372885
SOLUSDT,standalone,h4b_glob_top_p90,0.25,695,307,0.818705035971223,0.8182367175028995,0.0004683184683235142,-0.011938290369866515,-0.010636008760827074,-0.014768820259833507
SOLUSDT,standalone,h4b_glob_top_p90,0.5,464,278,0.6982758620689655,0.6837351238474928,0.014540738221472727,0.009346526597119497,-0.005195152496083322,0.03805702121703278
SOLUSDT,standalone,h4b_glob_top_p90,0.75,344,249,0.6191860465116279,0.5874476810886833,0.031738365422944614,0.0427996839013235,0.0062077650012871775,0.11110459918139126
SOLUSDT,standalone,h4b_glob_top_p90,1.0,267,215,0.550561797752809,0.515624511281937,0.03493728647087202,0.05733071643902642,0.03605442064313773,0.098480475340965
SOLUSDT,standalone,h4b_glob_top_p90,2.0,144,130,0.3958333333333333,0.34872865356077115,0.047104679772562164,0.1293337846670074,0.0742621157065428,0.221119899601115
SOLUSDT,standalone,h1_unwind_dn_6h,0.25,1595,885,0.8025078369905956,0.8176560226331372,-0.015148185642541612,-0.03173171946943023,-0.038833914802768564,-0.017419923202249412
SOLUSDT,standalone,h1_unwind_dn_6h,0.5,1125,777,0.6657777777777778,0.683217058780834,-0.01743928100305625,-0.039172365629719604,-0.042603251078741175,-0.03255182886481076
SOLUSDT,standalone,h1_unwind_dn_6h,0.75,873,683,0.5756880733944955,0.5874483021562182,-0.01176022876172278,-0.0327677440016387,-0.047447037501495135,-0.0059744704290852005
SOLUSDT,standalone,h1_unwind_dn_6h,1.0,728,624,0.5061898211829436,0.5157304747506444,-0.00954065356770073,-0.03103457591016772,-0.04659291364982968,-0.001824258019498019
