sym,base,cond,rr,n,ndays,wr,be,lift,expR,e_tr,e_te
ETHUSDT,S_bb_break_dn,h4_ttsum_top_p30,2.0,52,51,0.36538461538461536,0.3508255180968567,0.014559097287758671,0.036260848388119854,0.004858588834877617,0.08261656487147749
ETHUSDT,S_bb_break_dn,h4_ttsum_top_p90,0.25,98,55,0.826530612244898,0.8255127479529316,0.001017864291966375,-0.002916972922708544,-0.003989379626082843,-0.001361983202815814
ETHUSDT,S_bb_break_dn,h4_ttsum_top_p90,0.5,84,53,0.6547619047619048,0.6897035105582724,-0.034941605796367625,-0.05669841902822359,-0.10024704709502115,0.01060400616591807
ETHUSDT,S_bb_break_dn,h4_ttsum_top_p90,0.75,72,52,0.5694444444444444,0.5933084504551662,-0.023864006010721805,-0.04650623057142601,-0.05554112193171064,-0.030521422780153233
ETHUSDT,S_bb_break_dn,h4_ttsum_top_p90,1.0,65,52,0.5076923076923077,0.5207195435841305,-0.013027235891822864,-0.03199817901137887,-0.1266806326396083,0.1100255014309652
ETHUSDT,S_bb_break_dn,h4_ttsum_top_p90,2.0,49,47,0.32653061224489793,0.3513623234813174,-0.024831711236419474,-0.08194262354861268,-0.311371399956773,0.3499233085138066
ETHUSDT,S_bb_break_dn,h4b_glob_top_p30,0.25,288,158,0.8780487804878049,0.8255170441575965,0.052531736330208356,0.06043730927003484,0.06903829365609808,0.04296373046466421
ETHUSDT,S_bb_break_dn,h4b_glob_top_p30,0.5,251,152,0.724,0.6893973312847916,0.03460266871520834,0.04590733265924623,0.04508100444877609,0.047550151839585685
ETHUSDT,S_bb_break_dn,h4b_glob_top_p30,0.75,207,145,0.6504854368932039,0.5926860525905181,0.05779938430268583,0.09502905377049486,0.10074261418118273,0.08408476904016324
ETHUSDT,S_bb_break_dn,h4b_glob_top_p30,1.0,179,141,0.5898876404494382,0.5207242957896527,0.06916334465978546,0.13161826467291357,0.12554890557568452,0.1422629867819
ETHUSDT,S_bb_break_dn,h4b_glob_top_p30,2.0,130,120,0.43410852713178294,0.35168257633587885,0.08242595079590409,0.2382757009068611,0.1009406113050953,0.49768642571019656
ETHUSDT,S_bb_break_dn,h4b_glob_top_p90,0.25,251,135,0.8565737051792829,0.8248764617316754,0.03169724344760749,0.033679764627947584,0.039987347330503846,0.01915572551021935
ETHUSDT,S_bb_break_dn,h4b_glob_top_p90,0.5,221,130,0.7239819004524887,0.6890192184021946,0.03496268205029407,0.04586573619493702,0.032646453675976315,0.07691102089855688
