cond,side,rr,n,ndays,nsyms,wr,be,lift_pts,expR,ci_lo,ci_hi,p_neg,n_tr,wr_tr,e_tr,n_te,wr_te,e_te,hold_h,top3_frac
h4_tt_count_top_pct30d,-1,0.75,850,429,2,0.6191037735849056,0.597046648722429,2.2057124862476685,0.03161739866504625,-0.047972398592601245,0.1018261876197743,0.24625,526,0.6064638783269962,0.008937172570688844,324,0.639751552795031,0.068437765719466,18.760882352941177,0.02588235294117647
h4_tt_count_top_pct30d,-1,1.0,713,411,2,0.5485232067510548,0.5241342715325952,2.438893521845964,0.04170180835583832,-0.05742678203474622,0.12991849251851573,0.2075,435,0.5287356321839081,0.001147593202359254,278,0.5797101449275363,0.1051589435780088,23.56100981767181,0.025245441795231416
h4_tt_count_top_pct30d,-1,2.0,424,307,2,0.3933649289099526,0.35515990130732805,3.8205027602624564,0.10505197679833024,-0.05303994335305833,0.24562928816646368,0.1175,256,0.359375,0.0009258539155158133,168,0.4457831325301205,0.26372035452452364,47.944575471698116,0.030660377358490566
h4_tt_count_bot_pct30d,1,0.25,1496,513,2,0.8282085561497327,0.8312728882880359,-0.30643321383032607,-0.010081036720001088,-0.03902951278475984,0.014714412913136283,0.7825,823,0.8566221142162819,0.026444783055193904,673,0.7934621099554234,-0.054747826727408924,6.90625,0.022727272727272728
h4_tt_count_bot_pct30d,1,0.5,995,471,2,0.7125628140703517,0.6955696663225908,1.699314774776095,0.01886377696847556,-0.028333527008004077,0.0667278078475607,0.2125,535,0.7495327102803738,0.07475630194637056,460,0.6695652173913044,-0.046141659690597955,13.021105527638191,0.02814070351758794
h4_tt_count_bot_pct30d,1,0.75,752,424,2,0.6263297872340425,0.5988603391530413,2.746944808100127,0.04126587118092806,-0.03371137539057567,0.10736141281175574,0.1325,408,0.6691176470588235,0.11598575992850899,344,0.5755813953488372,-0.04735539221736558,19.013962765957448,0.02925531914893617
h4_tt_count_bot_pct30d,1,1.0,618,383,2,0.5598705501618123,0.5262991973339975,3.357135282781476,0.06017531738117906,-0.039207585465197294,0.15650972584790826,0.1175,336,0.5982142857142857,0.13684577468092,282,0.5141843971631206,-0.031176716848299552,24.932038834951456,0.02912621359223301
h4_tt_count_bot_pct30d,1,2.0,360,271,2,0.42777777777777776,0.3590188377841541,6.875893999362365,0.2002888852268435,0.011498127004383253,0.3808744172029669,0.02,198,0.4797979797979798,0.3536301275027489,162,0.36419753086419754,0.012871811334070178,58.6,0.030555555555555555
h4_tt_count_top_pct90d,-1,0.25,1450,468,2,0.8371290545203589,0.8292071150458773,0.792193947448161,0.0038771275037308875,-0.0265729439160016,0.03425298921715089,0.40125,847,0.8311688311688312,-0.004848335013253924,603,0.845514950166113,0.016133291271369588,7.305689655172414,0.02482758620689655
h4_tt_count_top_pct90d,-1,0.5,963,420,2,0.7224532224532224,0.6936080419761087,2.8845180477113708,0.036638690958994476,-0.018617187842451755,0.09215575867886085,0.10875,556,0.7014388489208633,0.003032570262298114,407,0.7512315270935961,0.08254778950288437,13.613966770508826,0.03115264797507788
h4_tt_count_top_pct90d,-1,0.75,714,380,2,0.6213183730715287,0.5967205686731177,2.459780439841097,0.03607796129268578,-0.040778826401889005,0.1208134265732923,0.18125,412,0.6019417475728155,-0.0003611848801880798,302,0.6478405315614618,0.0857896441510435,19.899159663865547,0.02661064425770308
h4_tt_count_top_pct90d,-1,1.0,596,348,2,0.5630252100840336,0.5239918760574169,3.9033334026616684,0.07098387449131736,-0.020243571736043426,0.17140594787312619,0.06625,342,0.5467836257309941,0.03552500664645725,254,0.5849802371541502,0.11872770442416054,25.301174496644297,0.028523489932885907
h4_tt_count_top_pct90d,-1,2.0,340,257,2,0.3952802359882006,0.355306501452584,3.997373453561659,0.11175812845495812,-0.08736803269678078,0.28100540107545985,0.13375,192,0.3541666666666667,-0.015876760727961375,148,0.4489795918367347,0.2773385252327996,51.29044117647059,0.03235294117647059
h4_tt_count_bot_pct90d,1,0.25,1217,401,2,0.8225143796220213,0.8306435035720929,-0.8129123950071593,-0.014923506937282824,-0.046374852124164284,0.01678610970494105,0.81625,607,0.8434925864909391,0.01278911197160175,610,0.8016393442622951,-0.04249983427776304,6.823130649137223,0.027937551355792935
h4_tt_count_bot_pct90d,1,0.5,801,361,2,0.704119850187266,0.6952270474726472,0.8892802714618786,0.008373049966273477,-0.04568128200457554,0.06423228151971189,0.40125,379,0.7255936675461742,0.04168494623391641,422,0.6848341232227488,-0.021544506160353704,13.039637952559302,0.03495630461922597
h4_tt_count_bot_pct90d,1,0.75,616,338,2,0.612012987012987,0.5976526051429927,1.4360381869994332,0.019602989950505165,-0.05654233702872576,0.09807779865586379,0.33125,301,0.6411960132890365,0.07151635789887574,315,0.5841269841269842,-0.030003117200160075,18.111607142857142,0.03409090909090909
h4_tt_count_bot_pct90d,1,1.0,511,310,2,0.5557729941291585,0.5251987052777388,3.057428885141966,0.055722775401377066,-0.04480632142052815,0.16011780910987108,0.13625,250,0.588,0.1212273452136278,261,0.524904214559387,-0.007021065414955059,23.176125244618394,0.033268101761252444
h4_tt_count_bot_pct90d,1,2.0,285,216,2,0.42105263157894735,0.3579597586284549,6.309287295049243,0.18540622502254714,-0.006551487836989807,0.35832008163774715,0.03125,141,0.48226950354609927,0.36743270007490064,144,0.3611111111111111,0.007171968200450913,52.84298245614035,0.03508771929824561
h4_tt_sum_top_pct30d,-1,0.25,1588,553,2,0.8173803526448362,0.8305992180549918,-1.32188654101556,-0.022331906989061134,-0.05317519821528338,0.0047392477723475325,0.94,1068,0.8080524344569289,-0.03325935088289504,520,0.8365384615384616,0.00011138162365926625,7.133501259445844,0.021410579345088162
h4_tt_sum_top_pct30d,-1,0.5,1051,498,2,0.69267364414843,0.6953218116685279,-0.2648167520097888,-0.01035990880646376,-0.06689537750650847,0.04887600235080478,0.6125,704,0.6690340909090909,-0.04504869534802259,347,0.7406340057636888,0.060017341122232004,13.899143672692674,0.024738344433872503
h4_tt_sum_top_pct30d,-1,0.75,809,451,2,0.588380716934487,0.599184251967975,-1.0803535033487965,-0.025128731332432805,-0.10273195087806997,0.06002247739720443,0.73125,550,0.5763636363636364,-0.044807974132426126,259,0.6138996138996139,0.016661166505390828,20.42923362175525,0.02595797280593325
h4_tt_sum_top_pct30d,-1,1.0,656,404,2,0.5091463414634146,0.526244308997169,-1.7097967533754366,-0.040862635815652595,-0.15473843727197717,0.07598154897459006,0.76,441,0.4897959183673469,-0.07815371305814009,215,0.5488372093023256,0.03562743424917064,26.49923780487805,0.027439024390243903
h4_tt_sum_top_pct30d,-1,2.0,417,300,2,0.3237410071942446,0.35734331889686916,-3.3602311702624563,-0.10702319119887627,-0.28817294345120026,0.08514716682742735,0.86375,277,0.2888086642599278,-0.20999298476359893,140,0.39285714285714285,0.09670990035418216,50.628896882494004,0.0407673860911271
h4_tt_sum_bot_pct30d,1,0.25,1527,565,2,0.8094302554027505,0.8274699287052953,-1.8039673302544856,-0.029594470229341308,-0.05812283390644619,-9.519313282081918e-06,0.975,750,0.82,-0.016159626457714456,777,0.7992277992277992,-0.042562466147900054,6.643418467583497,0.020301244269810084
h4_tt_sum_bot_pct30d,1,0.5,994,502,2,0.6750503018108652,0.6929113043520885,-1.7861002541223248,-0.03433193308964259,-0.09011534255132195,0.01737444628951665,0.8725,480,0.6916666666666667,-0.008632788463526834,514,0.6595330739299611,-0.058331134296910225,13.525653923541247,0.025150905432595575
h4_tt_sum_bot_pct30d,1,0.75,769,458,2,0.5747724317295189,0.596684271511507,-2.1911839781988185,-0.046146761923252004,-0.12855551242398927,0.03334314939601461,0.88375,375,0.5973333333333334,-0.006259866444419562,394,0.5532994923857868,-0.08411017767087173,19.887191157347203,0.02340702210663199
h4_tt_sum_bot_pct30d,1,1.0,642,414,2,0.5093457943925234,0.5239673270977292,-1.462153270520583,-0.037507020499437244,-0.13836798331357272,0.05524117348759168,0.7625,314,0.5477707006369427,0.03934375802528845,328,0.4725609756097561,-0.11107758286761975,25.648753894080997,0.0264797507788162
h4_tt_sum_bot_pct30d,1,2.0,437,325,2,0.36613272311212813,0.3547601951838822,1.1372527928245946,0.02597948333850759,-0.1431239244536631,0.20634221600473954,0.38125,215,0.4,0.12612639667108225,222,0.3333333333333333,-0.07100964443853547,46.73169336384439,0.032036613272311214
h4_tt_sum_top_pct90d,-1,0.25,1537,518,2,0.8151041666666666,0.8303987393584873,-1.5294572691820663,-0.024084352858901342,-0.050965755540834094,0.004521682439409642,0.95125,997,0.8034102306920762,-0.036542128299070914,540,0.8367346938775511,-0.0010836082036252994,6.82010409889395,0.02147039687703318
h4_tt_sum_top_pct90d,-1,0.5,998,456,2,0.6970912738214644,0.6950741769766121,0.20170968448522952,-0.0022410909514064903,-0.06072752518480504,0.04632926492362508,0.5675,642,0.6728971962616822,-0.03648431021616859,356,0.7408450704225352,0.05951213030695662,13.219438877755511,0.027054108216432865
h4_tt_sum_top_pct90d,-1,0.75,719,406,2,0.5947075208913649,0.598980076447862,-0.4272555556497082,-0.013104328273704344,-0.10553364515780783,0.049203878533394134,0.67375,468,0.5705128205128205,-0.05277695853444238,251,0.64,0.06086695045946455,20.867176634214186,0.025034770514603615
h4_tt_sum_top_pct90d,-1,1.0,586,359,2,0.5247863247863248,0.5265173784619285,-0.17310536756036665,-0.009490034241833653,-0.10931258642076228,0.09865226845141924,0.57125,376,0.5,-0.05649225850818932,210,0.569377990430622,0.0746663292064984,26.839590443686006,0.027303754266211604
h4_tt_sum_top_pct90d,-1,2.0,343,256,2,0.347953216374269,0.3584256024496311,-1.0472386075362106,-0.036793887330375856,-0.22050074573663497,0.1613957864748179,0.655,223,0.3004484304932735,-0.17471619697902915,120,0.4369747899159664,0.21951173810003816,55.94387755102041,0.04081632653061224
h4_tt_sum_bot_pct90d,1,0.25,1512,467,2,0.8108465608465608,0.8270842952301264,-1.6237734383565572,-0.02694509229891539,-0.05483771346323633,0.00040606020656276225,0.9675,671,0.8256333830104322,-0.009890995877738284,841,0.7990487514863258,-0.04055186839714348,6.760085978835979,0.023148148148148147
h4_tt_sum_bot_pct90d,1,0.5,913,410,2,0.6714129244249726,0.6925325812505901,-2.111965682561756,-0.03877426129376736,-0.10040303523319638,0.019940924646047093,0.90125,400,0.6925,-0.008956505964811208,513,0.6549707602339181,-0.06202397305123804,13.94934282584885,0.03066812705366922
h4_tt_sum_bot_pct90d,1,0.75,694,372,2,0.5806916426512968,0.595862236917046,-1.5170594265749182,-0.03357238581484272,-0.11260863740733633,0.04620624984236596,0.8025,308,0.6006493506493507,-0.0004719842766157105,386,0.5647668393782384,-0.059984105176951324,20.021974063400577,0.025936599423631124
h4_tt_sum_bot_pct90d,1,1.0,551,324,2,0.5117967332123412,0.5236061965184573,-1.1809463306116097,-0.031206687916114573,-0.13614843445747707,0.07048484494698204,0.7,246,0.5528455284552846,0.04829920975907956,305,0.4786885245901639,-0.09533275620495968,26.63520871143376,0.030852994555353903
h4_tt_sum_bot_pct90d,1,2.0,323,227,2,0.37770897832817335,0.35476089743968964,2.294808088848371,0.061379479268094006,-0.13155519991968606,0.2651383694627227,0.25625,154,0.42207792207792205,0.18933668422173855,169,0.33727810650887574,-0.05522057731688386,51.913312693498455,0.043343653250773995
h4b_global_top_pct30d,-1,0.25,1829,606,2,0.8341543513957307,0.8294165306133221,0.4737820782408586,-6.163944487977081e-05,-0.027700061753641328,0.025553035810714695,0.5225,1270,0.8259842519685039,-0.009889745720323839,559,0.8527827648114902,0.02226697409682678,7.176189174412247,0.018589393110989613
h4b_global_top_pct30d,-1,0.5,1251,549,2,0.7101681345076061,0.6933646047744796,1.6803529733126488,0.01845625623686285,-0.03173760923212302,0.06432042999315285,0.25375,863,0.6964078794901506,-0.0019686726728129866,388,0.7409326424870466,0.06388593059008514,13.012589928057555,0.025579536370903277
h4b_global_top_pct30d,-1,0.75,949,498,2,0.6209081309398099,0.5967934980863914,2.4114632853418527,0.03524481689123023,-0.03475695990990853,0.10196499406072139,0.18125,653,0.6110260336906586,0.018148764374216794,296,0.6428571428571429,0.07296009491018218,18.928345626975766,0.023182297154899896
h4b_global_top_pct30d,-1,1.0,782,457,2,0.5602564102564103,0.5239874276189682,3.626898263744205,0.06596426920513315,-0.01924709825680108,0.14956590204851747,0.08375,530,0.5509433962264151,0.046412301082468875,252,0.58,0.1070854720028001,24.69277493606138,0.021739130434782608
h4b_global_top_pct30d,-1,2.0,484,344,2,0.3941908713692946,0.3550569901369704,3.9133881232324197,0.10994065000267597,-0.03945187764919025,0.2609684373128664,0.07,323,0.3684210526315789,0.030344808084765397,161,0.44654088050314467,0.2696267179497884,48.56559917355372,0.026859504132231406
h4b_global_bot_pct30d,1,0.25,1648,562,2,0.8367718446601942,0.8286623617625395,0.8109482897654674,0.0031866442291056726,-0.023946694093334317,0.02991323763353781,0.4175,1055,0.8578199052132701,0.03174800321406147,593,0.7993254637436762,-0.04762656610669259,6.897906553398058,0.02063106796116505
h4b_global_bot_pct30d,1,0.5,1089,510,2,0.7309458218549127,0.6934216770646228,3.752414479028998,0.0488894271869884,0.00409925537831652,0.09485159676435646,0.01125,675,0.7614814814814815,0.09691708110528843,414,0.6811594202898551,-0.029416530288500796,13.491735537190083,0.024793388429752067
h4b_global_bot_pct30d,1,0.75,818,459,2,0.6430317848410758,0.5969657043308448,4.606608051023098,0.07320262026632306,0.007839176085229332,0.13369442169698348,0.015,508,0.6811023622047244,0.14177268526114803,310,0.5806451612903226,-0.03916380882197072,19.530867970660147,0.02567237163814181
h4b_global_bot_pct30d,1,1.0,674,413,2,0.5830860534124629,0.5244197590556489,5.8666294356814035,0.10937635993613813,0.016360176997773763,0.19852793835706767,0.01125,418,0.6148325358851675,0.17475908750918193,256,0.53125,0.0026186250707775326,25.395029673590503,0.028189910979228485
h4b_global_bot_pct30d,1,2.0,391,301,2,0.43478260869565216,0.357570120967855,7.721248772779715,0.22433769464499223,0.03322746489859125,0.42033434882697535,0.00875,245,0.47346938775510206,0.34134844212488014,146,0.3698630136986301,0.027984043052029693,59.758951406649615,0.03324808184143223
h4b_global_top_pct90d,-1,0.25,1517,522,2,0.8265171503957783,0.8292626646619812,-0.2745514266202842,-0.00914587084734289,-0.03750140095379631,0.01821973078306855,0.7475,1007,0.8192651439920556,-0.01806314480363137,510,0.8408644400785854,0.00846137400360319,7.5201054713249835,0.023071852340145024
h4b_global_top_pct90d,-1,0.5,1021,472,2,0.7088235294117647,0.6934576144625026,1.5365914949262094,0.016741105413383132,-0.0397772681029991,0.0694016140772853,0.25875,667,0.6896551724137931,-0.01233396428892771,354,0.7450424929178471,0.07152379324231344,13.770812928501469,0.029382957884427033
h4b_global_top_pct90d,-1,0.75,766,424,2,0.6183006535947713,0.5967378499417207,2.156280365305052,0.031342485835709186,-0.0410734835370988,0.1089973610711938,0.18,504,0.6091269841269841,0.014978564341706463,262,0.6360153256704981,0.06282117451119534,19.755221932114882,0.02741514360313316
h4b_global_top_pct90d,-1,1.0,631,382,2,0.5603174603174603,0.5240236141840104,3.629384613344988,0.06589182353585948,-0.03198777860615,0.16487711424232432,0.09875,403,0.5409429280397022,0.025872915595251577,228,0.5947136563876652,0.13662699853614452,25.643819334389857,0.030110935023771792
h4b_global_top_pct90d,-1,2.0,382,297,2,0.3937007874015748,0.3542716929892062,3.9429094412368637,0.10939894661841726,-0.04041976655209476,0.2880439372193229,0.09875,244,0.3729508196721312,0.04543707377511709,138,0.4306569343065693,0.22249095367468716,48.03730366492147,0.03664921465968586
h4b_global_bot_pct90d,1,0.25,1549,504,2,0.8360232408005165,0.8275667198434332,0.8456520957083269,0.004786434308195264,-0.022038249843541333,0.030881755295389692,0.3675,990,0.8525252525252526,0.027846791426166747,559,0.8067978533094812,-0.036053911929357085,6.583763718528083,0.02194964493221433
h4b_global_bot_pct90d,1,0.5,1002,455,2,0.7265469061876247,0.6925670760040257,3.397983018359907,0.04479718683325008,-0.00013496683975914274,0.08929135169211465,0.02625,620,0.7483870967741936,0.08011898885732986,382,0.6910994764397905,-0.012531392368135934,12.90244510978044,0.027944111776447105
h4b_global_bot_pct90d,1,0.75,763,416,2,0.63564875491481,0.5960258731106808,3.9622881804129206,0.06289758033983847,-0.004296765929530336,0.12400166059046497,0.03625,472,0.6610169491525424,0.10940810981679562,291,0.5945017182130584,-0.012542178811789585,18.402359108781127,0.027522935779816515
h4b_global_bot_pct90d,1,1.0,627,378,2,0.5885167464114832,0.5235151313964905,6.500161501499269,0.12347720580889568,0.02823952965835143,0.20915571402844577,0.005,392,0.6173469387755102,0.18362316377874635,235,0.5404255319148936,0.023148629110251173,23.55342902711324,0.030303030303030304
h4b_global_bot_pct90d,1,2.0,345,255,2,0.4666666666666667,0.3567145459572119,10.995212070945476,0.3242463609076847,0.14448096085959833,0.4859666130356473,0.0,228,0.5,0.4271532541796042,117,0.4017094017094017,0.12370985094189285,55.709420289855075,0.03768115942028986
h5_taker_top_pct30d,1,0.25,1617,1024,2,0.8095238095238095,0.8314998245588049,-2.1976015034995355,-0.0337853074722208,-0.06101540757148183,-0.00860101148137584,0.99625,1033,0.8170377541142304,-0.02348203541558411,584,0.7962328767123288,-0.05201010205185385,7.91852195423624,0.010513296227581941
h5_taker_top_pct30d,1,0.5,1365,951,2,0.6813186813186813,0.6962633776843395,-1.4944696365658205,-0.029108462475221576,-0.06708245826549769,0.008378573109428996,0.935,854,0.6768149882903981,-0.03569332898515035,511,0.6888454011741683,-0.01810361707506667,15.28901098901099,0.008791208791208791
h5_taker_top_pct30d,1,0.75,1210,893,2,0.5847808105872622,0.5994699430762419,-1.468913248897974,-0.032649783329821463,-0.08363292080135991,0.025032404725287543,0.88,759,0.5744400527009222,-0.050875320106808564,451,0.6022222222222222,-0.001977538510013907,22.050413223140495,0.009917355371900827
h5_taker_top_pct30d,1,1.0,1078,828,2,0.510677808727948,0.5270070680000043,-1.6329259272056307,-0.039481980556246785,-0.10751942438562592,0.03867430980151421,0.85875,673,0.5022288261515602,-0.056991265357946366,405,0.5247524752475248,-0.010386304824039816,29.317949907235622,0.011131725417439703
h5_taker_top_pct30d,1,2.0,772,635,2,0.3424124513618677,0.3575316348551705,-1.5119183493302768,-0.05324134837436603,-0.1619800636168651,0.06623341942656703,0.81125,485,0.334020618556701,-0.07840200389901951,287,0.35664335664335667,-0.010722470571380139,56.748704663212436,0.012953367875647668
h5_taker_bot_pct30d,-1,0.25,1506,1010,2,0.8160690571049137,0.831549446242596,-1.5480389137682238,-0.026036598134287933,-0.05301057794988562,-0.0026799358327993126,0.98125,963,0.814122533748702,-0.028160363319133748,543,0.8195211786372008,-0.022270141646246456,8.379482071713147,0.008632138114209827
h5_taker_bot_pct30d,-1,0.5,1303,950,2,0.6792018419033001,0.6959654275695514,-1.6763585666251246,-0.03219141343773511,-0.07672736478824119,0.010752678761464528,0.9275,833,0.6842737094837935,-0.024134563646365466,470,0.6702127659574468,-0.046470894025417875,15.860130468150421,0.00920951650038373
h5_taker_bot_pct30d,-1,0.75,1159,883,2,0.5815358067299397,0.5989064488558121,-1.737064212587247,-0.03793829871722631,-0.09747417761127654,0.016688412636201442,0.92625,746,0.6005361930294906,-0.0037682302595563734,413,0.5472154963680388,-0.09965953617345334,22.359792924935288,0.009490940465918895
h5_taker_bot_pct30d,-1,1.0,1056,831,2,0.5018939393939394,0.5266852380461088,-2.4791298652169336,-0.05718256274660342,-0.13356224736905686,0.02263342897722759,0.92,677,0.5125553914327917,-0.03520576377520967,379,0.48284960422163586,-0.0964392722548714,29.043323863636363,0.010416666666666666
h5_taker_bot_pct30d,-1,2.0,772,640,2,0.3203631647211414,0.3571264198024385,-3.6763255081297075,-0.11711797961024195,-0.2331725076946882,-0.0066205992007552375,0.98375,496,0.3165322580645161,-0.12953978402265662,276,0.32727272727272727,-0.09479473689807648,54.57577720207254,0.011658031088082901
h5_taker_top_pct90d,1,0.25,1584,1007,2,0.8131313131313131,0.8326266983158085,-1.949538518449534,-0.030864998387318196,-0.06061025702924794,-0.0064090865203631445,0.995,1001,0.8211788211788211,-0.02034258073442657,583,0.7993138936535163,-0.048931790961151016,8.014204545454545,0.010101010101010102
h5_taker_top_pct90d,1,0.5,1340,935,2,0.6835820895522388,0.6973065786989657,-1.372448914672697,-0.027458627618772158,-0.06920066972742936,0.0157837729655766,0.9025,834,0.6822541966426858,-0.029750731538701395,506,0.6857707509881423,-0.02368073301556863,15.356529850746268,0.008955223880597015
h5_taker_top_pct90d,1,0.75,1184,879,2,0.588334742180896,0.6004989444362172,-1.2164202255321221,-0.028392285621026147,-0.08283419530245546,0.02585076961662702,0.87,736,0.5842391304347826,-0.036235275730897215,448,0.5950782997762863,-0.015507373297666539,22.19045608108108,0.010135135135135136
h5_taker_top_pct90d,1,1.0,1044,810,2,0.5129434324065196,0.5279496795339731,-1.5006247127453465,-0.037072081501166025,-0.10669772592024214,0.03114475277214628,0.85375,647,0.508500772797527,-0.04684980913338211,397,0.5202020202020202,-0.02113709465470802,29.535680076628353,0.01053639846743295
h5_taker_top_pct90d,1,2.0,743,614,2,0.3504043126684636,0.3584600164819174,-0.8055703813453774,-0.03200946395595356,-0.14511731879044784,0.09107854634512828,0.68,458,0.3471615720524017,-0.04257783450695567,285,0.35563380281690143,-0.015025907070483565,57.35262449528937,0.013458950201884253
h5_taker_bot_pct90d,-1,0.25,1491,1003,2,0.8202548625083836,0.8326993326884609,-1.2444470180077216,-0.022149330653296828,-0.04782532620943044,0.001572240977270591,0.96375,953,0.8237145855194123,-0.017460064657962477,538,0.8141263940520446,-0.03045578138480918,8.231052984574111,0.011401743796109993
h5_taker_bot_pct90d,-1,0.5,1287,941,2,0.6845376845376845,0.6969194970573357,-1.2381812519651203,-0.025408754111589202,-0.0700563014225063,0.017046841319246928,0.87625,820,0.6951219512195121,-0.009077665995312704,467,0.6659528907922913,-0.054084326392845584,15.468337218337219,0.010878010878010878
h5_taker_bot_pct90d,-1,0.75,1148,873,2,0.587979094076655,0.5998000641307862,-1.1820970054131186,-0.027967461140133862,-0.08375067242410414,0.02679376559547918,0.8575,734,0.611716621253406,0.014188390733176556,414,0.5458937198067633,-0.10270754634547166,21.84494773519164,0.009581881533101045
h5_taker_bot_pct90d,-1,1.0,1042,818,2,0.5047984644913628,0.5274590484804935,-2.2660583989130734,-0.052577566988848794,-0.12477180789659109,0.021565834309034304,0.91875,660,0.5242424242424243,-0.01332138591052399,382,0.4712041884816754,-0.12040238246448852,28.56573896353167,0.009596928982725527
h5_taker_bot_pct90d,-1,2.0,741,610,2,0.32070365358592695,0.35841895213098834,-3.7715298545061393,-0.1172252110467209,-0.22918725956121122,0.00781994701176123,0.96,467,0.31759656652360513,-0.1271732991649254,274,0.326007326007326,-0.10026989297664243,56.52935222672065,0.012145748987854251
h5_taker_avg6h_top,1,0.25,1490,905,2,0.8,0.8331579608646512,-3.315796086465117,-0.04811784722265725,-0.0791572556297912,-0.02440900441414374,1.0,983,0.8016276703967447,-0.04550015610820525,507,0.796844181459566,-0.05319317338736403,8.211409395973154,0.010067114093959731
h5_taker_avg6h_top,1,0.5,1226,842,2,0.6688417618270799,0.697016097835685,-2.8174336008605083,-0.0489611483550948,-0.09088116487703564,-0.007837414013180666,0.99375,794,0.6612090680100756,-0.05986295931772769,432,0.6828703703703703,-0.02892402357655191,14.852365415986949,0.012234910277324634
h5_taker_avg6h_top,1,0.75,1048,780,2,0.5830152671755725,0.6000532614866401,-1.7037994311067561,-0.03707624921246514,-0.09586055986251406,0.013029122389576054,0.93625,671,0.5722801788375559,-0.05563130806702522,377,0.6021220159151194,-0.004051197511112837,21.786736641221374,0.012404580152671756
h5_taker_avg6h_top,1,1.0,933,719,2,0.49732047159699894,0.5279030752136094,-3.0582603616610413,-0.06833065702579735,-0.12995009914222985,0.00453718579618932,0.965,586,0.4812286689419795,-0.10099303121130558,347,0.5244956772334294,-0.013171719640472195,29.2548231511254,0.011789924973204717
h5_taker_avg6h_top,1,2.0,685,564,2,0.33187134502923976,0.35770421514060935,-2.583287011136959,-0.08605682607423605,-0.2046076450267961,0.026805795163920922,0.94,445,0.32134831460674157,-0.11599688308380136,240,0.3514644351464435,-0.03054297036900038,53.12408759124087,0.014598540145985401
h5_taker_avg6h_bot,-1,0.25,1684,984,2,0.8141330166270784,0.8293955721680257,-1.5262555540947353,-0.02531000905341224,-0.054662085817100005,0.0009500219982328604,0.96625,1086,0.8204419889502762,-0.016616688752384107,598,0.802675585284281,-0.04109754391447671,7.521971496437055,0.011876484560570071
h5_taker_avg6h_bot,-1,0.5,1444,920,2,0.6842105263157895,0.6946365047348476,-1.0425978419058124,-0.022488785189801297,-0.06488172927172164,0.019815135819738202,0.86125,934,0.6927194860813705,-0.009048012744746784,510,0.6686274509803921,-0.047103846883293284,15.182998614958448,0.0110803324099723
h5_taker_avg6h_bot,-1,0.75,1251,863,2,0.5739408473221422,0.5984173616995998,-2.447651437745757,-0.05038569752965597,-0.11034963913948911,0.004517362272985478,0.9675,809,0.5822002472187886,-0.03504560264502012,442,0.5588235294117647,-0.07846293002212294,22.810751398880896,0.011990407673860911
h5_taker_avg6h_bot,-1,1.0,1141,813,2,0.4925503943908852,0.526187744007956,-3.3637349617070766,-0.07510228432866765,-0.14660168704268806,-0.009568939541441192,0.9925,744,0.5040322580645161,-0.051150136138406646,397,0.47103274559193953,-0.1199899373602903,29.318141980718668,0.012269938650306749
h5_taker_avg6h_bot,-1,2.0,800,628,2,0.3075,0.357506352095255,-5.0006352095255,-0.15779200171925725,-0.271742757911771,-0.05174654339881638,0.9975,506,0.30237154150197626,-0.17332679661658684,294,0.3163265306122449,-0.1310552458755539,57.9384375,0.01375
h5_taker_avg24h_top,1,0.25,1344,575,2,0.7952345495160089,0.834344279568214,-3.9109730052205083,-0.056356198173958046,-0.08740445888988302,-0.02864047257682548,1.0,908,0.7984581497797357,-0.0510062684991218,436,0.7885057471264367,-0.06749779483623171,6.958333333333333,0.019345238095238096
h5_taker_avg24h_top,1,0.5,970,540,2,0.672858617131063,0.6978398553147027,-2.498123818363973,-0.04492335118722108,-0.09463883254450181,-0.002955471196177948,0.9825,639,0.6713615023474179,-0.045963069806757566,331,0.6757575757575758,-0.04291616025705851,13.12757731958763,0.020618556701030927
h5_taker_avg24h_top,1,0.75,780,495,2,0.5655526992287918,0.6012009317293098,-3.5648232500517962,-0.06974355332776594,-0.13684854765815066,-0.007718367776231154,0.985,510,0.5764705882352941,-0.04953093624099045,270,0.5447761194029851,-0.10792294115834188,19.255128205128205,0.020512820512820513
h5_taker_avg24h_top,1,1.0,694,474,2,0.4985549132947977,0.5279303840170887,-2.937547072229102,-0.06605409635828391,-0.1497185743986479,0.011882749449349245,0.95,451,0.5144124168514412,-0.032983434561439005,243,0.46887966804979253,-0.12743215590716064,24.303314121037463,0.021613832853025938
h5_taker_avg24h_top,1,2.0,508,389,2,0.33201581027667987,0.3583929780902237,-2.6377167813543823,-0.08635271092599435,-0.2153366025416704,0.026434024617157107,0.93125,325,0.3507692307692308,-0.029797916490126423,183,0.2983425414364641,-0.1867915535033554,47.759350393700785,0.023622047244094488
h5_taker_avg24h_bot,-1,0.25,1439,637,2,0.8193189715079917,0.8273695480325232,-0.805057652453145,-0.015708036285303255,-0.045355609232353565,0.01411333707067111,0.86,930,0.8139784946236559,-0.02153452019454776,509,0.8290766208251473,-0.005062397708491088,7.36275191104934,0.019457956914523976
h5_taker_avg24h_bot,-1,0.5,1059,590,2,0.6685552407932012,0.6925074769657235,-2.395223617252229,-0.04233420219109459,-0.0921438220670911,0.0015917348586594305,0.96875,684,0.6652046783625731,-0.046620799062316365,375,0.6746666666666666,-0.034515449497986114,15.430830972615675,0.019830028328611898
