cond,side,rr,n,ndays,nsyms,wr,be,lift_pts,expR,ci_lo,ci_hi,p_neg,n_tr,wr_tr,e_tr,n_te,wr_te,e_te,hold_h,top3_frac
h1_unwind_dn_24h,-1,0.25,3436,1272,2,0.7968568102444703,0.8281339151762868,-3.1277104931816457,-0.045680465431467504,-0.06519633832505561,-0.02575027652661923,1.0,2310,0.796969696969697,-0.04432645121499009,1126,0.7966252220248667,-0.04845823882406328,8.03936263096624,0.00960419091967404
h1_unwind_dn_24h,-1,0.5,2432,1155,2,0.6611842105263158,0.6928380961857007,-3.1653885659384873,-0.05464069693843008,-0.09050081890976139,-0.018266615914156733,1.0,1629,0.6574585635359116,-0.05906297105726502,803,0.6687422166874222,-0.045669483315040164,14.854440789473685,0.011513157894736841
h1_unwind_dn_24h,-1,0.75,1912,1062,2,0.5685146443514645,0.5965144643958682,-2.799982004440371,-0.05671705485189294,-0.10967585171623001,-0.00938721868277962,0.98875,1279,0.5691946833463644,-0.05423084401192753,633,0.5671406003159558,-0.06174053615412952,21.490978033472803,0.011506276150627616
h1_unwind_dn_24h,-1,1.0,1592,976,2,0.49748743718592964,0.5242774264164087,-2.678998923047909,-0.06149853275421912,-0.11822240347452234,-0.0012415648454397684,0.9775,1069,0.49579045837231056,-0.06369135203155667,523,0.5009560229445507,-0.057016460464594146,28.133951005025125,0.01193467336683417
h1_unwind_dn_24h,-1,2.0,1008,715,2,0.3250497017892644,0.3555852899247361,-3.053558813547169,-0.0985814369263672,-0.19820347142826378,0.010991538124353823,0.965,668,0.31634182908545727,-0.12423095579591305,340,0.3421828908554572,-0.04818767632384775,55.74603174603175,0.015873015873015872
h1_build_long_72h,1,0.25,3501,1101,2,0.8074835761211082,0.8307058097569933,-2.322223363588505,-0.03470001044768088,-0.0549283470424319,-0.01679932135651884,1.0,2369,0.8130012663571127,-0.026134420369331373,1132,0.7959363957597173,-0.05262570205157663,7.1348186232505,0.009997143673236219
h1_build_long_72h,1,0.5,2328,993,2,0.6756872852233677,0.6957903085060417,-2.0103023282673993,-0.035981565432011184,-0.07068520126284332,-0.003293797713540387,0.98375,1540,0.6805194805194805,-0.02696920262105284,788,0.666243654822335,-0.05359455874276735,13.605992268041238,0.012027491408934709
h1_build_long_72h,1,0.75,1796,921,2,0.5824053452115813,0.5988591892690064,-1.6453844057425115,-0.03514041373827514,-0.08451580987378614,0.009990987271289853,0.91625,1194,0.5954773869346733,-0.010567745166355141,602,0.5564784053156147,-0.08387756701879419,19.544961024498885,0.012806236080178173
h1_build_long_72h,1,1.0,1463,851,2,0.507177033492823,0.5265818882578449,-1.9404854765021962,-0.04510958524597748,-0.1088684246425722,0.0190977127933139,0.89875,975,0.517948717948718,-0.021841366304936705,488,0.48565573770491804,-0.0915983423515405,25.741626794258373,0.012987012987012988
h1_build_long_72h,1,2.0,879,630,2,0.34851936218678814,0.3571692607638346,-0.8649898577046455,-0.03302441116271775,-0.15178141236627454,0.08429148703282431,0.6875,588,0.36394557823129253,0.01488547223782944,291,0.31724137931034485,-0.1298320106112461,51.14817974971559,0.013651877133105802
