rule,rr,n,wr,be,expR,ci_lo,ci_hi,R_per_month,tpm,n_tr,e_tr,wr_tr,n_te,e_te,wr_te,hold_h,nights,costR,stop_frac,slip_headroom_bps,lose_streak,years,atr_mult
L_volspike18_up,1.5,342,0.4678362573099415,0.4326620969890701,0.07882250176634595,-0.06424992313702065,0.22143458347837017,0.4571476758710358,5.799710306406685,250,0.13796666259308332,0.488,92,-0.08189532656717956,0.41304347826086957,14.851120857699806,0.5526315789473685,0.09076814150850789,0.014405882021198078,5.200000000000001,8,2021:+0.082(22)  2022:+0.303(29)  2023:+0.054(107)  2024:+0.197(92)  2025:-0.183(64)  2026:+0.148(28),1.0
L_volspike18_up,2.0,317,0.41324921135646686,0.36296960635177156,0.14173541082795008,-0.033613062477069605,0.31720714571097836,0.7619348256691295,5.37575487465181,233,0.22394718378510034,0.43776824034334766,84,-0.08630438796985967,0.34523809523809523,19.217139852786538,0.7539432176656151,0.09801222324145056,0.014362710273300787,9.200000000000001,8,2021:+0.042(19)  2022:+0.249(27)  2023:+0.209(101)  2024:+0.274(86)  2025:-0.143(61)  2026:+0.063(23),1.0
L_uptrend_at_200,0.25,484,0.7975206611570248,0.8502784003436753,-0.07542321192284192,-0.12198970125277722,-0.028750168090228262,-0.6168232941053307,8.178162642242576,320,-0.06119496462148187,0.803125,164,-0.10318564568159323,0.7865853658536586,4.032369146005509,0.09504132231404959,0.0723240383691229,0.015076385162301056,0.0,4,2021:-0.012(23)  2022:-0.012(88)  2023:-0.082(98)  2024:-0.091(111)  2025:-0.113(113)  2026:-0.082(51),1.0
L_uptrend_at_200,0.33,441,0.7505668934240363,0.8006031843700657,-0.07604548673818082,-0.13701543910497455,-0.01610229340143668,-0.566659814483935,7.451590341382182,294,-0.0397478933171558,0.7721088435374149,147,-0.1486406735802309,0.7074829931972789,5.061413454270596,0.1383219954648526,0.0742994549921491,0.014955672355421362,0.0,4,2021:+0.003(19)  2022:+0.010(79)  2023:-0.054(91)  2024:-0.073(105)  2025:-0.150(99)  2026:-0.145(48),1.0
L_uptrend_at_200,0.5,345,0.6550724637681159,0.7121072661373858,-0.09636948031668624,-0.18074438352221336,-0.011929232203251759,-0.5617835183956567,5.82947543713572,227,-0.05236160948045498,0.6784140969162996,118,-0.1810286894677413,0.6101694915254238,8.015700483091788,0.25507246376811593,0.07897817596886016,0.015075156634559498,0.0,4,2021:-0.017(16)  2022:+0.048(64)  2023:-0.100(66)  2024:-0.101(81)  2025:-0.164(82)  2026:-0.221(36),1.0
L_uptrend_at_200,0.75,273,0.5421245421245421,0.6130111272252164,-0.13453304898992816,-0.22479169772102472,-0.04097829440774323,-0.6205860566595514,4.612889258950874,178,-0.09993495862340251,0.5561797752808989,95,-0.19935894462404988,0.5157894736842106,11.335164835164836,0.38095238095238093,0.08325099770787686,0.014985352385457628,0.0,5,2021:+0.025(13)  2022:-0.023(49)  2023:-0.160(54)  2024:-0.135(62)  2025:-0.175(68)  2026:-0.259(27),1.0
L_uptrend_at_200,1.0,246,0.483739837398374,0.5377519157347304,-0.11921625835950521,-0.24283835972230375,-0.0025560927966016512,-0.49554257812821606,4.156669442131557,163,-0.06967074078832555,0.5030674846625767,83,-0.2165164916619423,0.4457831325301205,13.890243902439025,0.4715447154471545,0.08669593315625314,0.015042579106504894,0.0,7,2021:-0.146(11)  2022:+0.007(43)  2023:-0.062(50)  2024:-0.118(59)  2025:-0.189(61)  2026:-0.294(22),1.0
L_uptrend_at_200,1.5,203,0.3694581280788177,0.43335793850368914,-0.17190478261144235,-0.3158562611089541,-0.020753623081352018,-0.5896501034063492,3.4300971412711627,134,-0.11425562221831033,0.3880597014925373,69,-0.283861123085061,0.3333333333333333,19.752052545155994,0.7192118226600985,0.09555010280848669,0.015104121751297597,0.0,10,2021:-0.055(10)  2022:-0.117(34)  2023:-0.075(41)  2024:-0.157(49)  2025:-0.301(49)  2026:-0.242(20),1.0
L_uptrend_at_200,2.0,180,0.31666666666666665,0.36359989281592037,-0.15332407174252682,-0.3286257853177948,0.020822590514825285,-0.46632986616244965,3.041465445462115,118,-0.07312796180025283,0.3389830508474576,62,-0.30595537776169346,0.27419354838709675,25.5037037037037,0.9722222222222222,0.10332407174252684,0.015265594931688768,0.0,10,2021:-0.315(8)  2022:-0.117(28)  2023:+0.068(38)  2024:-0.123(44)  2025:-0.263(45)  2026:-0.420(17),1.0
S_bb_break_dn,0.25,641,0.859594383775351,0.8301231831746578,0.029352544631278954,-0.0019273823624431695,0.060384788962565134,0.31005757914678345,10.563226563204909,461,0.03080574286359037,0.8590021691973969,180,0.02563074249185916,0.8611111111111112,6.09009360374415,0.19500780031201248,0.04514043508790981,0.026491327808813702,3.4000000000000004,3,2021:+0.099(61)  2022:+0.052(155)  2023:+0.022(119)  2024:-0.021(126)  2025:+0.006(117)  2026:+0.063(63),1.5
S_bb_break_dn,0.33,609,0.80623973727422,0.7812871289130214,0.025603108647064585,-0.011247359855251975,0.06368244024392057,0.2569499615491856,10.035889199675177,438,0.024437900894855032,0.8036529680365296,171,0.02858767587202239,0.8128654970760234,8.08839627805145,0.2742200328407225,0.04669574192764807,0.02651649518910707,3.0000000000000004,3,2021:-0.021(58)  2022:+0.074(146)  2023:+0.028(111)  2024:-0.016(123)  2025:+0.010(110)  2026:+0.061(61),1.5
S_bb_break_dn,0.5,533,0.724202626641651,0.694056158894108,0.03726202961008664,-0.023297843003465178,0.09679646301880734,0.32728965694276435,8.783462961292068,385,0.033167762913350766,0.7194805194805195,148,0.04791265581443336,0.7364864864864865,11.65603502188868,0.3902439024390244,0.0490419103523899,0.026655525219322736,4.2,6,2021:-0.197(52)  2022:+0.136(129)  2023:+0.112(97)  2024:-0.050(107)  2025:+0.004(96)  2026:+0.129(52),1.5
S_bb_break_dn,0.75,441,0.6145124716553289,0.5967849828324027,0.022407900182283728,-0.05348669395807278,0.10210560423288509,0.1628464576538757,7.267368041144094,316,0.02959332007696576,0.6170886075949367,125,0.004243158688527567,0.608,16.54232804232804,0.5827664399092971,0.052988925214541654,0.026848847045437652,2.6000000000000005,6,2021:-0.106(49)  2022:+0.206(108)  2023:+0.030(73)  2024:-0.114(86)  2025:-0.111(81)  2026:+0.216(44),1.5
S_bb_break_dn,1.0,396,0.5404040404040404,0.524491926118811,0.023502148495658307,-0.07217729950789481,0.11857288021497246,0.15337031768418524,6.525799873680411,282,0.016562046697286944,0.5354609929078015,114,0.040669768733734867,0.5526315789473685,21.32260101010101,0.7702020202020202,0.057305932312422495,0.026235196935246115,2.8000000000000003,6,2021:-0.209(41)  2022:+0.259(92)  2023:+0.011(68)  2024:-0.140(81)  2025:-0.039(76)  2026:+0.201(38),1.5
S_bb_break_dn,1.5,318,0.4339622641509434,0.4232078689044079,0.017474416133652134,-0.1069691567670232,0.1369854040241323,0.09157319329809363,5.2404150500766935,228,0.011121739092862175,0.4298245614035088,90,0.03356786463698665,0.4444444444444444,33.24423480083857,1.2735849056603774,0.06743124424370633,0.026487437673147148,2.0,6,2021:-0.003(36)  2022:+0.269(70)  2023:-0.107(56)  2024:-0.155(66)  2025:-0.104(59)  2026:+0.296(31),1.5
S_bb_break_dn,2.0,281,0.3807829181494662,0.35506708779778035,0.0673545225538972,-0.09927690590186487,0.2339273104449574,0.3118973229078321,4.6306812234954435,197,0.02410274952148605,0.36548223350253806,84,0.16879022835609955,0.4166666666666667,41.12811387900356,1.612099644128114,0.07499423189450138,0.02616590129200314,7.6000000000000005,8,2021:-0.111(32)  2022:+0.409(59)  2023:-0.076(47)  2024:-0.208(59)  2025:+0.042(56)  2026:+0.423(28),1.5
S_dntrend_rsi60,0.25,225,0.84,0.8331563988216596,0.0018605161886252632,-0.053093173053987044,0.05648274782261992,0.006929132885206323,3.7243066884176184,156,0.010767132462211114,0.8461538461538461,69,-0.01827618147339493,0.8260869565217391,6.137407407407408,0.18222222222222223,0.04813948381137474,0.02391360090562457,0.2,3,2021:+0.051(30)  2022:+0.035(65)  2023:-0.036(35)  2024:-0.034(26)  2025:+0.007(46)  2026:-0.069(23),1.5
S_dntrend_rsi60,0.33,191,0.8010471204188482,0.7842248765726699,0.015494212796669229,-0.05333621237642992,0.084105848415278,0.04898974329829426,3.1618091181002446,136,0.037401796805121415,0.8161764705882353,55,-0.038677267660594365,0.7636363636363637,8.55017452006981,0.28272251308900526,0.04989845736039884,0.024206959217535386,1.6,3,2021:+0.092(26)  2022:+0.049(56)  2023:-0.009(30)  2024:+0.008(24)  2025:-0.060(36)  2026:+0.002(19),1.5
S_dntrend_rsi60,0.5,152,0.7039473684210527,0.6984569124731675,0.0014286217849248048,-0.09992503371122514,0.10063766798821873,0.003594704013903497,2.5162041149279433,104,0.014803736788016737,0.7115384615384616,48,-0.027550794055107686,0.6875,14.705043859649122,0.5263157894736842,0.05449243084665414,0.02439234352609673,0.2,3,2021:+0.011(20)  2022:+0.054(45)  2023:-0.059(19)  2024:-0.000(20)  2025:-0.065(30)  2026:+0.035(18),1.5
S_dntrend_rsi60,0.75,126,0.626984126984127,0.6015350240059274,0.03758911218221236,-0.07312132850925475,0.1509966333048579,0.07840339948961002,2.0858007794797424,83,0.0391635541480407,0.6265060240963856,43,0.034550073038869186,0.627906976744186,20.84854497354498,0.753968253968254,0.059633110040009894,0.024237502360817308,4.0,4,2021:+0.092(17)  2022:+0.078(34)  2023:-0.040(15)  2024:-0.022(17)  2025:+0.006(26)  2026:+0.079(17),1.5
S_dntrend_rsi60,1.0,116,0.5603448275862069,0.5281598154292602,0.05725615098037126,-0.07704691754298154,0.1981355677020883,0.10995672191319623,1.9204350978970268,76,0.07063739856667291,0.5657894736842105,40,0.031831780566398175,0.55,26.28735632183908,0.9741379310344828,0.06343350419204252,0.02462851663573003,6.2,4,2021:+0.135(17)  2022:+0.192(32)  2023:-0.271(12)  2024:+0.013(15)  2025:+0.081(26)  2026:-0.059(14),1.5
S_dntrend_rsi60,1.5,102,0.43137254901960786,0.4277821897183493,0.0035805086391442384,-0.21716110036746636,0.22955554749903206,0.006047352491481139,1.688964641885766,66,-0.01370515564882152,0.42424242424242425,36,0.03527089316708145,0.4444444444444444,41.13316993464051,1.6176470588235294,0.07485086390987539,0.024603151108469126,0.4,8,2021:+0.096(13)  2022:+0.179(28)  2023:-0.271(12)  2024:-0.301(13)  2025:+0.065(24)  2026:-0.025(12),1.5
S_dntrend_rsi60,2.0,98,0.37755102040816324,0.3593043640194777,0.04893848693148935,-0.25937440807434475,0.36499432607665244,0.07941398683684378,1.622730734360834,64,-0.005693756834397101,0.359375,34,0.1517756516672756,0.4117647058823529,53.0,2.0714285714285716,0.08371457429300046,0.02484453170286893,5.4,9,2021:+0.321(13)  2022:+0.141(27)  2023:-0.298(11)  2024:-0.391(13)  2025:+0.137(22)  2026:+0.180(12),1.5
S_dntrend_at_200,0.25,394,0.8375634517766497,0.8341292123079638,-0.003150688303480047,-0.048384788548933765,0.04358149267837067,-0.021004635392676742,6.66668148971651,260,0.015302625483202093,0.85,134,-0.03895562550152001,0.8134328358208955,8.07339255499154,0.2563451776649746,0.05010500302429222,0.02410070480513426,0.0,3,2021:+0.114(47)  2022:+0.016(59)  2023:+0.001(70)  2024:-0.028(84)  2025:-0.027(96)  2026:-0.070(38),1.5
S_dntrend_at_200,0.33,334,0.7934131736526946,0.7859412283783141,0.0024330994981229975,-0.054801939983228326,0.056543999087400355,0.013750542119753524,5.651450806003335,217,0.029378266890500885,0.8110599078341014,117,-0.04754212549457786,0.7606837606837606,10.363522954091817,0.3592814371257485,0.05280642145996084,0.023832163719552206,0.4,4,2021:+0.136(33)  2022:+0.040(54)  2023:+0.010(59)  2024:-0.012(71)  2025:-0.037(86)  2026:-0.077(31),1.5
S_dntrend_at_200,0.5,266,0.7330827067669173,0.6992052468964293,0.043041693273759805,-0.0425513600072129,0.12383293623661291,0.19372446476118071,4.5008560311284045,173,0.07434468613559032,0.7514450867052023,93,-0.01518860527566683,0.6989247311827957,14.983709273182958,0.5300751879699248,0.05658236687661613,0.023869871513720137,4.6000000000000005,6,2021:+0.256(29)  2022:+0.135(47)  2023:-0.000(46)  2024:-0.017(51)  2025:+0.011(70)  2026:-0.094(23),1.5
S_dntrend_at_200,0.75,217,0.6682027649769585,0.602356922988599,0.10741534824200571,0.0011010809958913593,0.20710526867029577,0.3944024093972229,3.671750972762646,137,0.15543063473009774,0.6934306569343066,80,0.02518917013114815,0.625,21.695084485407065,0.7880184331797235,0.061939490467671686,0.023907961490162617,11.200000000000001,6,2021:+0.357(20)  2022:+0.207(39)  2023:+0.081(36)  2024:+0.075(42)  2025:+0.091(59)  2026:-0.161(21),1.5
S_dntrend_at_200,1.0,191,0.6178010471204188,0.5291840271330979,0.1696284806503173,0.03276332330815374,0.3012274386595827,0.5482083222013178,3.231817676486937,119,0.23249871521605822,0.6470588235294118,72,0.06571795407638446,0.5694444444444444,27.609511343804535,1.031413612565445,0.06597361359052038,0.024254822677936005,18.0,6,2021:+0.534(19)  2022:+0.318(35)  2023:+0.050(28)  2024:+0.135(37)  2025:+0.153(54)  2026:-0.196(18),1.5
S_dntrend_at_200,1.5,150,0.5133333333333333,0.4292167022399608,0.2013736920558977,0.009837224567987503,0.386404844316518,0.511101877669388,2.538076709282935,92,0.22407602643583452,0.5217391304347826,58,0.1653630926946187,0.5,46.97388888888889,1.8133333333333332,0.0819596412774356,0.024734710328746416,21.8,7,2021:+0.816(12)  2022:+0.274(28)  2023:+0.009(22)  2024:+0.099(30)  2025:+0.259(41)  2026:-0.061(17),1.5
S_dntrend_at_200,2.0,136,0.45588235294117646,0.36142731886697127,0.27342991752271223,0.02529306454884557,0.5257779068797526,0.6292140687922317,2.301189549749861,86,0.30352261754205895,0.46511627906976744,50,0.22167047348943592,0.44,62.313112745098046,2.463235294117647,0.09421714130081715,0.02529150642707923,inf,8,2021:+1.115(11)  2022:+0.483(27)  2023:-0.046(22)  2024:+0.070(26)  2025:+0.313(34)  2026:+0.027(16),1.5
S_volspike25_dn,0.25,178,0.8820224719101124,0.8327079643602741,0.05183751870580088,-0.003694887881001685,0.1048067488871668,0.15412782020523963,2.9732869946954454,113,0.05998577664749055,0.8849557522123894,65,0.03767208566870958,0.8769230769230769,7.7748127340823965,0.3089887640449438,0.05069057118183957,0.025791745897906712,5.6000000000000005,2,2021:+0.013(12)  2022:+0.145(37)  2023:+0.098(30)  2024:-0.049(34)  2025:+0.033(47)  2026:+0.049(18),1.5
S_volspike25_dn,0.33,178,0.8370786516853933,0.7836848047734808,0.06111566638038509,-9.509199180187721e-05,0.1252727075185036,0.18171441602094465,2.9732869946954454,113,0.07029169058061639,0.8407079646017699,65,0.045163501232290716,0.8307692307692308,9.84316479400749,0.38202247191011235,0.05219894036118794,0.025791745897906712,6.600000000000001,2,2021:-0.144(12)  2022:+0.148(37)  2023:+0.168(30)  2024:-0.025(34)  2025:+0.017(47)  2026:+0.118(18),1.5
S_volspike25_dn,0.5,178,0.7359550561797753,0.6971906149375315,0.04757820083327322,-0.07487493154198908,0.17272079224301523,0.14146364576857928,2.9732869946954454,113,0.10423333261417136,0.7699115044247787,65,-0.05091456672428823,0.676923076923077,14.164325842696629,0.5617977528089888,0.05635438343638972,0.025791745897906712,5.200000000000001,5,2021:-0.283(12)  2022:+0.176(37)  2023:+0.324(30)  2024:-0.031(34)  2025:-0.140(47)  2026:+0.181(18),1.5
S_volspike25_dn,0.75,176,0.625,0.5998910050263336,0.031761758262650486,-0.09735233115890396,0.1586055919853981,0.09337573487469593,2.9398792756539236,111,0.06208699148551973,0.6396396396396397,65,-0.020024409241018566,0.6,18.90340909090909,0.7727272727272727,0.06198824173734951,0.025825793586488233,3.4000000000000004,5,2021:-0.160(12)  2022:+0.266(36)  2023:-0.003(29)  2024:-0.020(34)  2025:-0.139(47)  2026:+0.290(18),1.5
S_volspike25_dn,1.0,172,0.5523255813953488,0.5263580076282067,0.04031751042343228,-0.10694103914455537,0.18393254412171758,0.1158347812184503,2.8730638375708795,108,0.07082798217167022,0.5648148148148148,64,-0.011168910651719221,0.53125,22.489341085271317,0.9186046511627907,0.06433365236726539,0.02578537696693645,4.4,7,2021:-0.037(12)  2022:+0.248(34)  2023:+0.013(29)  2024:-0.021(33)  2025:-0.137(47)  2026:+0.336(17),1.5
S_volspike25_dn,1.5,158,0.47770700636942676,0.424346082622428,0.11951536755177368,-0.07883952670100967,0.29842988741292764,0.31542612980479595,2.6392098042802266,100,0.15586214489772643,0.49,58,0.05684851005875163,0.45614035087719296,32.51951476793249,1.360759493670886,0.0740430280232413,0.025965240837219065,13.000000000000002,8,2021:+0.092(11)  2022:+0.388(33)  2023:+0.041(26)  2024:+0.023(30)  2025:-0.128(42)  2026:+0.542(16),1.5
S_volspike25_dn,2.0,138,0.41605839416058393,0.3575958981157739,0.16043133506014182,-0.08509958941125144,0.4221975110770282,0.36981550273303765,2.305132613865008,87,0.15655130558267158,0.41379310344827586,51,0.16705020887464997,0.42,46.35084541062802,1.963768115942029,0.08654132074313615,0.025854426010407834,17.400000000000002,8,2021:-0.153(10)  2022:+0.596(29)  2023:-0.144(21)  2024:+0.032(27)  2025:-0.138(38)  2026:+1.058(13),1.5
S_volspike18_dn,0.25,436,0.8623853211009175,0.8310307504922353,0.030938081915419427,-0.01581231593621076,0.07489755152521876,0.2235600397940146,7.226047186932849,298,0.0369667644230941,0.8657718120805369,138,0.01791962258725238,0.855072463768116,6.584480122324158,0.26605504587155965,0.047043569460727366,0.026632356782843994,3.6,4,2021:+0.084(36)  2022:+0.066(121)  2023:+0.100(62)  2024:-0.079(79)  2025:+0.056(96)  2026:-0.069(42),1.5
S_volspike18_dn,0.33,434,0.8110599078341014,0.782338072410476,0.029456047819804033,-0.02275433686822816,0.07883307829538319,0.21187441170899363,7.192900181488203,297,0.04058393242101138,0.8181818181818182,137,0.005332093611347249,0.7956204379562044,8.818164362519202,0.35944700460829493,0.04925362959955082,0.02665349780358329,3.4000000000000004,4,2021:+0.080(36)  2022:+0.045(120)  2023:+0.127(62)  2024:-0.051(79)  2025:+0.042(96)  2026:-0.081(41),1.5
S_volspike18_dn,0.5,424,0.7264150943396226,0.6957501514887908,0.03677249263230552,-0.03272978465481395,0.10653448379640712,0.25840637886120277,7.0271651542649725,290,0.0562022433331178,0.7379310344827587,134,-0.005276967839601661,0.7014925373134329,13.039504716981131,0.5306603773584906,0.052850148877128446,0.026712300716516646,4.2,4,2021:-0.046(35)  2022:+0.058(117)  2023:+0.252(62)  2024:-0.060(76)  2025:+0.028(94)  2026:-0.084(40),1.5
S_volspike18_dn,0.75,385,0.625974025974026,0.5989012055349651,0.037325944001764165,-0.05379121477398558,0.13095048105199703,0.23816932929270868,6.380798548094374,260,0.07494281053496286,0.6461538461538462,125,-0.04091713838728918,0.584,19.165584415584416,0.7844155844155845,0.05812860145278131,0.02687781775240547,4.2,5,2021:-0.028(33)  2022:+0.185(105)  2023:+0.163(53)  2024:-0.111(69)  2025:-0.058(87)  2026:-0.002(38),1.5
S_volspike18_dn,1.0,348,0.5632183908045977,0.5262829337449054,0.06382046333071721,-0.04221704325227313,0.16781369460780113,0.3680895607175429,5.7675789473684205,235,0.09684609518546601,0.5787234042553191,113,-0.004861160438008175,0.5309734513274337,24.364224137931036,1.0114942528735633,0.06261631827847818,0.026742583991584717,7.400000000000001,5,2021:+0.028(30)  2022:+0.222(91)  2023:+0.184(50)  2024:-0.116(64)  2025:+0.008(80)  2026:-0.037(33),1.5
S_volspike18_dn,1.5,287,0.4808362369337979,0.42498392628019416,0.12857878512425258,-0.020807436033993862,0.27124990666445103,0.6115972425981698,4.756595281306715,191,0.2101608076723471,0.5130890052356021,96,-0.033735447237060574,0.4166666666666667,38.791811846689896,1.5958188153310104,0.07351180721024222,0.027184028460915055,14.800000000000002,7,2021:+0.340(27)  2022:+0.273(69)  2023:+0.348(41)  2024:-0.040(54)  2025:-0.039(70)  2026:-0.020(26),1.5
S_volspike18_dn,2.0,237,0.4008438818565401,0.3581009923229688,0.11677818793912198,-0.0532256063132871,0.29103770174225746,0.45869539692492683,3.9279201451905625,155,0.1322560097498227,0.4064516129032258,82,0.08752132963840721,0.3902439024390244,54.12552742616034,2.2658227848101267,0.08575345763049824,0.027359756975225545,13.600000000000001,9,2021:+0.222(21)  2022:+0.296(59)  2023:+0.115(31)  2024:-0.118(44)  2025:-0.015(59)  2026:+0.352(23),1.5
L_uptrend_run3,0.25,648,0.8055555555555556,0.8365556326268548,-0.04377865606807959,-0.08531650721504397,-0.002960324088394174,-0.49274707240034127,11.255417974322397,482,-0.040277054206275247,0.8049792531120332,166,-0.053945957859583775,0.8072289156626506,7.3594393004115215,0.2345679012345679,0.05072310051252404,0.022262702134060917,0.0,4,2021:-0.112(65)  2022:-0.088(67)  2023:-0.023(160)  2024:-0.014(190)  2025:-0.063(116)  2026:-0.033(50),1.5
L_uptrend_run3,0.33,611,0.7708674304418985,0.7875772571766738,-0.027362327665035373,-0.07465158309775437,0.017567189034889002,-0.29038947461886816,10.612747503566334,453,-0.026686567932265513,0.7682119205298014,158,-0.02929979069633125,0.7784810126582279,9.31001091107474,0.2978723404255319,0.052616010152760434,0.0220932147170552,0.0,4,2021:-0.088(59)  2022:-0.059(61)  2023:-0.011(154)  2024:-0.009(179)  2025:-0.036(111)  2026:-0.012(47),1.5
L_uptrend_run3,0.5,544,0.6985294117647058,0.7003374350060093,-0.00795958022948893,-0.06734592814245115,0.050416260735613845,-0.07521001681540074,9.448992867332382,403,-0.012990525743348953,0.6923076923076923,141,0.006419647019345028,0.7163120567375887,13.122549019607844,0.44485294117647056,0.055753697876547756,0.022223559206730553,0.0,5,2021:-0.143(52)  2022:-0.055(53)  2023:+0.023(140)  2024:+0.012(158)  2025:+0.021(99)  2026:-0.028(42),1.5
L_uptrend_run3,0.75,468,0.6089743589743589,0.6023490786363146,0.006421973316939992,-0.07052933351657473,0.08801276539238777,0.05220862741978035,8.129686132775348,353,0.0015278403883490586,0.603399433427762,115,0.02144483352383213,0.6260869565217392,18.40829772079772,0.6324786324786325,0.059283154888188215,0.022476794779739392,0.8,6,2021:-0.067(45)  2022:-0.117(47)  2023:+0.066(121)  2024:+0.007(140)  2025:+0.004(81)  2026:+0.062(34),1.5
L_uptrend_run3,1.0,404,0.5396039603960396,0.53041998402626,0.012221804221872672,-0.08951254898807039,0.11938894270024795,0.08577181762654187,7.017934182994103,306,0.018537388528253675,0.5392156862745098,98,-0.007498285551112826,0.5408163265306123,25.93069306930693,0.9579207920792079,0.06698611657020652,0.02266537015353489,1.4000000000000001,8,2021:+0.032(41)  2022:-0.322(41)  2023:+0.086(104)  2024:+0.072(120)  2025:-0.020(69)  2026:+0.022(29),1.5
L_uptrend_run3,1.5,322,0.4472049689440994,0.4287997278189777,0.040454899328191816,-0.10926059868132142,0.18892782578645304,0.2262845601943035,5.593501997336884,240,0.03407501671758945,0.44166666666666665,82,0.0591277264811744,0.4634146341463415,39.03985507246377,1.4751552795031055,0.07755752303205662,0.022744348836136793,4.2,11,2021:-0.073(28)  2022:-0.418(35)  2023:+0.199(84)  2024:+0.088(93)  2025:+0.017(58)  2026:+0.161(24),1.5
L_uptrend_run3,2.0,277,0.37545126353790614,0.36087699940186524,0.038156385647881146,-0.1309628949408436,0.21640061871151436,0.18386326222496774,4.818676064387085,213,0.06230276737788082,0.38028169014084506,64,-0.04220579104727408,0.359375,50.19675090252708,1.9530685920577617,0.08819740496583728,0.022709810322753737,4.0,11,2021:+0.107(23)  2022:-0.409(32)  2023:+0.135(76)  2024:+0.166(82)  2025:-0.033(44)  2026:-0.063(20),1.5
L_bb_break_up,0.25,677,0.8242245199409158,0.8360873146133259,-0.021304876122715928,-0.061346926100651074,0.017786963547166194,-0.23874297474268358,11.206025013594346,487,0.007831916689813711,0.8439425051334702,190,-0.09598707664746295,0.7736842105263158,6.259108813392418,0.19793205317577547,0.05158552604886067,0.02214553312800951,0.0,3,2021:-0.047(71)  2022:-0.032(110)  2023:+0.024(157)  2024:+0.046(149)  2025:-0.116(129)  2026:-0.054(61),1.5
L_bb_break_up,0.33,637,0.8021978021978022,0.7869408041528775,0.013729992783875274,-0.03195699089106684,0.05731710291553622,0.14476802853579177,10.543926046764547,458,0.049097679822943205,0.8253275109170306,179,-0.07676386567362817,0.7430167597765364,7.834641548927262,0.25745682888540034,0.05319308413920166,0.02206091373789601,1.4000000000000001,3,2021:-0.026(66)  2022:+0.003(99)  2023:+0.066(150)  2024:+0.098(143)  2025:-0.087(122)  2026:-0.055(57),1.5
L_bb_break_up,0.5,549,0.7085610200364298,0.7000767904414262,0.00650999696727814,-0.0544806328478353,0.06810311158971542,0.05915834960222222,9.08730831973899,390,0.04827841571433221,0.7333333333333333,159,-0.09594084146889219,0.6477987421383647,11.343199757134181,0.3843351548269581,0.056331533087366666,0.021793146388332824,0.8,5,2021:-0.114(52)  2022:-0.013(84)  2023:+0.094(131)  2024:+0.109(123)  2025:-0.117(107)  2026:-0.052(52),1.5
L_bb_break_up,0.75,462,0.6082251082251082,0.6023091198238003,0.0032522726467195803,-0.08480288219038679,0.08848069728684016,0.02487091944924336,7.647243066884176,330,0.07361329682853392,0.6454545454545455,132,-0.17265028780781627,0.5151515151515151,16.18596681096681,0.5670995670995671,0.06114166674721981,0.02190097641313067,0.4,6,2021:-0.109(45)  2022:+0.036(74)  2023:+0.136(112)  2024:+0.114(99)  2025:-0.171(91)  2026:-0.176(41),1.5
L_bb_break_up,1.0,401,0.5361596009975063,0.5298548263965976,0.005643625998966754,-0.09730771103666912,0.11064068267499903,0.037459805404474036,6.6375421424687335,282,0.05968994388651824,0.5602836879432624,119,-0.12243252227237371,0.4789915966386555,21.954904405652538,0.8104738154613467,0.06667557599604572,0.021859730322856992,0.6000000000000001,7,2021:-0.121(39)  2022:-0.074(61)  2023:+0.154(98)  2024:+0.130(84)  2025:-0.133(80)  2026:-0.101(39),1.5
L_bb_break_up,1.5,330,0.45454545454545453,0.4284972562769613,0.058139412988862514,-0.09008780822491541,0.21431792976969571,0.3176910415352974,5.46429737080689,234,0.12517795430156178,0.47863247863247865,96,-0.10526703146084194,0.3958333333333333,34.30681818181818,1.3181818181818181,0.07822422337477383,0.021884084473793506,5.6000000000000005,10,2021:-0.068(33)  2022:-0.048(49)  2023:+0.321(82)  2024:+0.109(70)  2025:-0.088(67)  2026:-0.145(29),1.5
L_bb_break_up,2.0,284,0.397887323943662,0.3600139803007138,0.10660653824614615,-0.0824562049482375,0.2988036272651371,0.5013286992981343,4.702607434270172,202,0.24201453052739036,0.4405940594059406,82,-0.22695949151984576,0.2926829268292683,43.704812206572775,1.7253521126760563,0.0870554335848398,0.022021905471945786,10.400000000000002,11,2021:+0.182(29)  2022:+0.063(42)  2023:+0.374(72)  2024:+0.238(59)  2025:-0.210(57)  2026:-0.265(25),1.5
L_volspike18_up,0.25,374,0.820855614973262,0.8378048536993858,-0.02787222584817129,-0.07812809123666338,0.020683747439392188,-0.17675964766617228,6.341784421130814,273,-0.008973518759463523,0.8315018315018315,101,-0.07895486976121308,0.7920792079207921,5.74554367201426,0.22459893048128343,0.05394174456474884,0.021421576674575785,0.0,3,2021:-0.067(22)  2022:+0.057(33)  2023:-0.064(117)  2024:+0.046(101)  2025:-0.123(67)  2026:+0.008(34),1.5
L_volspike18_up,0.33,373,0.7801608579088471,0.7882449877971401,-0.017508072873304564,-0.07499091396603744,0.03920007297594731,-0.11073554565346475,6.3248277782935665,273,0.007842957771068053,0.7948717948717948,100,-0.0867163865324418,0.74,7.113941018766756,0.2734584450402145,0.055122013892071324,0.021435156632386074,0.0,3,2021:-0.005(22)  2022:+0.127(33)  2023:-0.070(117)  2024:+0.062(101)  2025:-0.104(67)  2026:-0.052(33),1.5
