rr,name,side,n,wr,be,expR,n_tr,wr_tr,e_tr,n_te,wr_te,e_te,se,hold,nights,costR,tf
0.5,rsi>70,1,804,0.7524875621890548,0.6981839435121807,0.07687421109017006,640,0.7703125,0.10774885211324894,164,0.6829268292682927,-0.043612192902332966,0.015220192749702441,12.48165422885572,0.4079601990049751,0.051857132193412044,4H
0.5,rsi<30,1,570,0.6,0.690944014483447,-0.14599330840181782,386,0.5958549222797928,-0.14693442044369073,184,0.6086956521739131,-0.14401901900962782,0.02051956704170308,15.01549707602339,0.48596491228070177,0.04599330840181779,4H
0.5,bb_break_up,1,775,0.7083870967741935,0.6997849905264658,0.005695088617796735,553,0.7359855334538878,0.05379864151683994,222,0.6396396396396397,-0.11413042828837842,0.016326302463401846,12.082365591397851,0.3870967741935484,0.05688555654349359,4H
0.5,div_bull,1,131,0.6564885496183206,0.6954173762115294,-0.06778691814415234,85,0.6823529411764706,-0.025518357129262474,46,0.6086956521739131,-0.14589186784557934,0.04149048762851023,16.089058524173026,0.4961832061068702,0.05251974257163327,4H
0.5,d1_trend,1,6228,0.6708413615928067,0.7026259838702509,-0.05634694603485199,4625,0.6726486486486486,-0.044662015696555354,1603,0.6656269494697442,-0.09006048490860244,0.005954403242839899,17.495263326910724,0.6088631984585742,0.06260898842406203,4H
0.5,all,-1,11128,0.6706845371952865,0.6990243295563529,-0.05190177073658547,7907,0.6730744909573796,-0.04168948502528709,3221,0.664797507788162,-0.07697117251219436,0.004457295281173358,17.277618020608674,0.5967828900071891,0.057759352478362225,4H
0.5,trend,-1,5715,0.6924964936886395,0.6964790057149481,-0.016466899835663826,3916,0.6971399387129724,-0.005206338424510938,1799,0.6823266219239373,-0.04097849432486597,0.006110040192146512,17.729512977544474,0.610323709536308,0.05481916048701846,4H
0.5,trend+50,-1,5046,0.6846077457795432,0.6954983030600648,-0.026199209803503015,3470,0.6904899135446686,-0.015322160722241912,1576,0.6715654952076677,-0.050148042488766975,0.006548573079230388,16.34568635222619,0.562029330162505,0.052692109054888615,4H
0.5,trend+d1,-1,3818,0.6861045442605727,0.6944326306515816,-0.022807396424191852,2637,0.6882821387940842,-0.014903618044144988,1181,0.6811965811965812,-0.04045537575372918,0.007521357360870777,17.938056574122577,0.6207438449449973,0.05140435022788272,4H
0.5,trend+macd,-1,1772,0.6970039570378745,0.6956105818868821,-0.008427018075838835,1223,0.6999182338511856,0.00045098200758320094,549,0.6904761904761905,-0.02820442081176805,0.010926276430056777,16.962377727614747,0.5818284424379232,0.053885466589653104,4H
0.5,volspike1.8+bar,-1,447,0.7293064876957495,0.6966340563139891,0.038940199933113685,300,0.74,0.05920413160264592,147,0.7074829931972789,-0.0024147626577683723,0.021015522903551725,14.176174496644295,0.5727069351230425,0.05501953161051047,4H
0.5,volspike2.5+bar,-1,180,0.7388888888888889,0.697456891347436,0.051450946328445116,113,0.7699115044247787,0.10423333261417136,67,0.6865671641791045,-0.037570093228078326,0.032739043864188966,14.493055555555555,0.5722222222222222,0.05688238700488822,4H
0.5,trend+run3,-1,658,0.7021276595744681,0.6940163519321486,0.0023651173732826864,430,0.7093023255813954,0.016655341240666876,228,0.6885964912280702,-0.024585743429240164,0.01782831024673175,15.830547112462007,0.5562310030395137,0.050826371988419446,4H
0.5,trend+pullback_ema20,-1,1883,0.6956289978678039,0.6964883737637718,-0.010778716139858851,1272,0.7028301886792453,0.004042278196541069,611,0.6804635761589404,-0.04163355213969636,0.0106236574516962,16.262303062488936,0.5613382899628253,0.05414018950652722,4H
0.5,trend+rsi<40,-1,406,0.7364532019704434,0.6981954478257711,0.051474417496930505,300,0.7366666666666667,0.05290317127434083,106,0.7358490566037735,0.047430774730674856,0.02186444373176052,13.38115763546798,0.45320197044334976,0.053205385458734517,4H
0.5,trend+bb_lo,-1,181,0.6574585635359116,0.6989273492139767,-0.06935710658600747,119,0.6302521008403361,-0.10863153753215629,62,0.7096774193548387,0.006024462488052394,0.0352737362401286,12.629373848987106,0.43646408839779005,0.05554495188987488,4H
0.5,trend+hammer,-1,369,0.7262872628726287,0.6967220077179926,0.035178750115996825,267,0.7228464419475655,0.03271218720301539,102,0.7352941176470589,0.041635341270565916,0.023210715837868306,16.709123757904248,0.5555555555555556,0.05425214419294626,4H
0.5,trend+bull_engulf,-1,576,0.6956521739130435,0.6971703948783575,-0.012800106086734929,402,0.6865671641791045,-0.022792413874026595,174,0.7167630057803468,0.010285570525283743,0.019188775108430277,17.19994212962963,0.5868055555555556,0.056226724326927754,4H
0.5,trend+marubozu,-1,94,0.7021276595744681,0.6952292146823656,0.0031209106725837757,57,0.5789473684210527,-0.1785499519810404,37,0.8918918918918919,0.28299223962546427,0.0471692752093568,13.00531914893617,0.48936170212765956,0.050070578689118336,4H
0.5,trend+lowvol,-1,1824,0.6977509599561162,0.7135889288396716,-0.032012677547152306,1342,0.7123695976154992,-0.0030962913703175146,482,0.656964656964657,-0.11252261582373382,0.010755716637816262,18.41703216374269,0.6288377192982456,0.07863773480074926,4H
0.5,trend+hivol,-1,1950,0.694202154951257,0.6899848919118905,0.0022992350291731337,1138,0.70298769771529,0.019301086681392923,812,0.6818742293464858,-0.021528483173075767,0.010436485390319578,18.642991452991453,0.6441025641025641,0.03872309698297757,4H
0.5,trend+near_ema200,-1,760,0.7447368421052631,0.7031675888962877,0.05095538690977536,516,0.7558139534883721,0.07489440307806652,244,0.7213114754098361,0.00033025435715959675,0.015815709966107462,20.638596491228068,0.6907894736842105,0.06614987624811937,4H
0.5,trend+far_ema200,-1,2071,0.6660194174757281,0.6914199524042726,-0.04674408593722137,1432,0.6717877094972067,-0.03577380143217477,639,0.6528662420382165,-0.07132851068092519,0.010391313423739947,16.333413809753743,0.5659101883148238,0.04490109686068432,4H
0.5,rsi>70,-1,570,0.7157894736842105,0.6907390637344183,0.02822809246330937,386,0.7305699481865285,0.05578089908179505,184,0.6847826086956522,-0.029572904029818183,0.018891885524719543,14.762573099415203,0.4666666666666667,0.045456118063006416,4H
0.5,rsi<30,-1,804,0.6032338308457711,0.6983437314186757,-0.14697077409548787,640,0.6046875,-0.14062787018946227,164,0.5975609756097561,-0.17172356982631928,0.01725369583916966,12.510986733001658,0.4191542288557214,0.05182152036414456,4H
0.5,bb_break_up,-1,728,0.7362637362637363,0.6955209702855741,0.05191218141119933,520,0.7326923076923076,0.05207285719853884,208,0.7451923076923077,0.05151049194285055,0.016331870974101447,13.816163003663005,0.45467032967032966,0.052483422984405066,4H
0.5,div_bull,-1,149,0.6912751677852349,0.7023249411727931,-0.027504195323269528,118,0.6864406779661016,-0.0239378673764758,31,0.7096774193548387,-0.04107925008848431,0.0378458379604822,21.114653243847872,0.6845637583892618,0.06441694700112185,4H
0.5,d1_trend,-1,4900,0.6684393536510533,0.6955835222383464,-0.0506307517416417,3282,0.6721511273613651,-0.03961507459071684,1618,0.6608587429993777,-0.07297528351502576,0.00673290482573719,17.361751700680273,0.6022448979591837,0.05291303125643592,4H
0.75,all,1,11128,0.563978059527021,0.6023197564282181,-0.07707961533216515,7907,0.5660806879979765,-0.0665475460884492,3221,0.5588052271313005,-0.10293403057900215,0.004702332728601158,23.99048945602684,0.8695183321351546,0.06403597277739911,4H
0.75,trend,1,5413,0.6076113061149085,0.6052526994144588,-0.004081909301575293,3991,0.6133801052367828,0.016766084978824064,1422,0.5914205344585092,-0.06259410703228825,0.006636699476132264,23.38381365847651,0.8405690005542213,0.06740169500266527,4H
0.75,trend+50,1,4770,0.6023060796645703,0.6054370126605427,-0.013611662768908654,3567,0.6125595738716008,0.01570920640858857,1203,0.57190357439734,-0.10055059905829568,0.007086371395300373,23.541264849755418,0.8488469601677149,0.06764730218190657,4H
0.75,trend+d1,1,4331,0.6028630801200646,0.6057088368605228,-0.013460793119683923,3346,0.6090854751942618,0.008693768747215464,985,0.581725888324873,-0.08871882764419696,0.007435075513971331,23.978757792657586,0.8596167166936043,0.06847118332979707,4H
0.75,trend+macd,1,1727,0.6068326577880718,0.6047858249154711,-0.0035293595489414424,1232,0.6152597402597403,0.0214047906016392,495,0.5858585858585859,-0.06558768881260879,0.011753765507588412,21.72143408608377,0.7718587145338738,0.0654865106780671,4H
0.75,volspike1.8+bar,1,376,0.625,0.6045337174034376,0.027444928555458926,273,0.6666666666666666,0.11011677857361894,103,0.5145631067961165,-0.19167560595869332,0.024966733185530037,16.760416666666664,0.675531914893617,0.06630507144454105,4H
0.75,volspike2.5+bar,1,162,0.6419753086419753,0.6028738206980473,0.06247561966471169,122,0.6639344262295082,0.10546752614271404,40,0.575,-0.0686496950931954,0.03766674956857608,13.929012345679013,0.5370370370370371,0.0609811704587451,4H
0.75,trend+run3,1,704,0.6392045454545454,0.6027583011075378,0.05830112959938332,524,0.6259541984732825,0.040017300506491583,180,0.6777777777777778,0.11152738762535706,0.018099397847718322,17.98319128787879,0.6264204545454546,0.06030682494607122,4H
0.75,trend+pullback_ema20,1,1649,0.6100667070952093,0.6056074313963273,-0.001254530305642834,1208,0.6067880794701986,0.004816305037248213,441,0.6190476190476191,-0.017883938682541747,0.012010843089549599,22.95603395997574,0.8295936931473621,0.06887126772225899,4H
0.75,trend+rsi<40,1,334,0.592814371257485,0.6009705304304588,-0.020403938791199484,260,0.6115384615384616,0.01994254737496048,74,0.527027027027027,-0.1621618631587886,0.026883285799052282,17.47380239520958,0.5958083832335329,0.05782908849179829,4H
0.75,trend+bb_lo,1,171,0.543859649122807,0.6027749710124548,-0.1088535963399911,141,0.5531914893617021,-0.08707625306333817,30,0.5,-0.21120710974026,0.0380885649352077,18.39668615984405,0.6491228070175439,0.060607982304903385,4H
0.75,trend+hammer,1,448,0.5803571428571429,0.6054998702065827,-0.05349106660315521,345,0.5971014492753624,-0.010839071430482485,103,0.5242718446601942,-0.1963545455795832,0.02331570638577122,24.856770833333332,0.9129464285714286,0.0691160666031552,4H
0.75,trend+bull_engulf,1,526,0.564638783269962,0.6069596356426235,-0.0824530439210531,380,0.5815789473684211,-0.039512321084041464,146,0.5205479452054794,-0.19421656911327517,0.021618091445631156,25.022496831432193,0.9296577946768061,0.07057091464348655,4H
0.75,trend+marubozu,1,122,0.5409836065573771,0.607254012814299,-0.12879096548506405,82,0.5975609756097561,-0.010012512098493838,40,0.425,-0.3722867949275331,0.04511554782649588,25.90300546448087,1.0,0.0755122769604739,4H
0.75,trend+lowvol,1,2354,0.6036533559898046,0.6131313443184264,-0.02613309793370461,1504,0.6123670212765957,0.007240196997568559,850,0.5882352941176471,-0.08518419861209853,0.01008157007300004,23.51582412914189,0.8474936278674596,0.08252647091586263,4H
0.75,trend+hivol,1,1403,0.6272273699215966,0.5988375178378483,0.04669589356140192,1275,0.6384313725490196,0.06733670809593183,128,0.515625,-0.15890596996614229,0.012909388593502104,24.716856735566644,0.880256593014968,0.0509520038013921,4H
0.75,trend+near_ema200,1,667,0.6221889055472264,0.6061098641505487,0.019939684262738167,430,0.6139534883720931,0.013911681853493842,237,0.6371308016877637,0.03087656627107177,0.01877308159960383,23.865067466266865,0.8740629685157422,0.068890900444908,4H
0.75,trend+far_ema200,1,2629,0.602130087485736,0.6037834235572086,-0.00672722989214261,2042,0.6092066601371204,0.009960867700766934,587,0.5775127768313458,-0.06478020311994721,0.00954597781088862,20.804995562317735,0.7166222898440472,0.060454882992180645,4H
0.75,rsi>70,1,804,0.6766169154228856,0.6012130371992083,0.12759774519372605,640,0.69375,0.16178840300345074,164,0.6097560975609756,-0.005829212112516686,0.01649688894183794,18.490257048092868,0.6343283582089553,0.05648185679632371,4H
0.75,rsi<30,1,570,0.5052631578947369,0.5942340002295993,-0.16592082236061018,386,0.4844559585492228,-0.19719337547088345,184,0.5489130434782609,-0.10031644464014568,0.020941535122309052,20.174122807017543,0.7052631578947368,0.05013134867639965,4H
0.75,bb_break_up,1,775,0.6129032258064516,0.602646045853181,0.010220279504093719,553,0.6401446654611211,0.06479087721918915,222,0.545045045045045,-0.12571458777720254,0.017496648954825143,17.689569892473116,0.6051612903225806,0.062360365657196604,4H
0.75,div_bull,1,131,0.5725190839694656,0.5991033140698745,-0.0561687475649742,85,0.6,-0.00321880940885449,46,0.5217391304347826,-0.15401102459258673,0.04322327815547508,23.177480916030536,0.7786259541984732,0.0580771445115391,4H
0.75,d1_trend,1,6228,0.571290944123314,0.6053449043652244,-0.06845100085826188,4625,0.5738378378378378,-0.054842420917979674,1603,0.5639426076107299,-0.10771468284441606,0.006270984057886934,23.62691340184115,0.850674373795761,0.06821015307406149,4H
0.75,all,-1,11128,0.5752451200863542,0.6024081464965189,-0.057716972541464864,7907,0.574301252055141,-0.051958540854115526,3221,0.577570093457944,-0.07185293011733301,0.004688153870590055,24.210280373831775,0.8771567217828901,0.06422606398848965,4H
0.75,trend,-1,5715,0.6127279102384292,0.5999723595085864,0.011115260000168868,3916,0.6167007150153218,0.021995187306546593,1799,0.6040268456375839,-0.012567783541673922,0.00644988799077098,24.597973170020417,0.8923884514435696,0.06070156758031962,4H
0.75,trend+50,-1,5046,0.6029791459781529,0.5990981178361162,-0.0038654714601673657,3470,0.6092219020172911,0.008616955973216678,1576,0.5891373801916933,-0.03134898871514362,0.006895377832328557,23.156972519487386,0.8446294094332144,0.05859856096125569,4H
0.75,trend+d1,-1,3818,0.6028368794326241,0.5980965453697902,-0.0027876165614363155,2637,0.6033371255214258,0.0022147799411324468,1181,0.6017094017094017,-0.013957235170474236,0.007930360413833113,25.10819364414179,0.9125196437925616,0.05711793862075841,4H
0.75,trend+macd,-1,1772,0.6133408705483324,0.5990650033101653,0.014006936010732059,1223,0.6230580539656582,0.0353058260534743,549,0.5915750915750916,-0.03344031812820011,0.011578469889746194,23.465528592927008,0.8532731376975169,0.05924496622768718,4H
0.75,volspike1.8+bar,-1,447,0.6286353467561522,0.5999242725080464,0.03890736416156872,300,0.6466666666666666,0.07425674036753428,147,0.5918367346938775,-0.033234219932238546,0.02285314205825873,20.217188665175243,0.8322147651006712,0.061204492661697495,4H
0.75,volspike2.5+bar,-1,180,0.6277777777777778,0.6001070543697765,0.036260098404188965,113,0.6371681415929203,0.057842068341794096,67,0.6119402985074627,-0.0001393434308764124,0.03603029893993332,19.09027777777778,0.7777777777777778,0.06235101270692213,4H
0.75,trend+run3,-1,658,0.6382978723404256,0.5969880075037431,0.061818237240836585,430,0.6581395348837209,0.10028386055390343,228,0.6008771929824561,-0.010726578656614,0.018731574472748754,21.156281661600808,0.7689969604863222,0.055203039354908084,4H
0.75,trend+pullback_ema20,-1,1883,0.6178038379530917,0.6005370441028662,0.01995687297848877,1272,0.6242138364779874,0.03430684717053072,611,0.6043046357615894,-0.009917377712636214,0.011218945666960415,23.958576739245885,0.8890069038767924,0.06097762216194485,4H
0.75,trend+rsi<40,-1,406,0.625615763546798,0.6026776919639897,0.032426415018403126,300,0.6066666666666667,-0.00036188078787048996,106,0.6792452830188679,0.1252234786210643,0.024018705761848894,21.579638752052542,0.8054187192118226,0.06240117118849343,4H
0.75,trend+bb_lo,-1,181,0.6077348066298343,0.6017446871424961,0.0020393451001337296,119,0.5798319327731093,-0.04596213638520903,62,0.6612903225806451,0.09417122085425934,0.03629172861643874,17.61233885819521,0.6519337016574586,0.06149656650207621,4H
0.75,trend+hammer,-1,369,0.6395663956639567,0.5997095586396444,0.059716543649184016,267,0.6367041198501873,0.05700297820669597,102,0.6470588235294118,0.06681970024863806,0.02499437449994067,22.69241192411924,0.7859078590785907,0.05952464876274011,4H
0.75,trend+bull_engulf,-1,576,0.6052173913043478,0.6008647515645217,-0.00400408813700885,402,0.6044776119402985,-0.0019826561449282788,174,0.6069364161849711,-0.008674293084229477,0.020384533803292602,24.379774305555557,0.8871527777777778,0.06305570637720168,4H
0.75,trend+marubozu,-1,94,0.574468085106383,0.5986411105364652,-0.050944671960619234,57,0.5087719298245614,-0.1627875020182676,37,0.6756756756756757,0.12135374191197426,0.05099588054916773,20.512411347517727,0.7446808510638298,0.05626382089678942,4H
0.75,trend+lowvol,-1,1824,0.6187602852441031,0.615487812116453,-0.0034646642620311126,1342,0.6356184798807749,0.03167510122171009,482,0.5717255717255717,-0.10130193662547653,0.011375407129211465,23.677860014619885,0.8607456140350878,0.08627393204194388,4H
0.75,trend+hivol,-1,1950,0.6136480246280144,0.5944057111897214,0.029647896421647384,1138,0.624780316344464,0.05276172293726334,812,0.5980271270036991,-0.002745619064523779,0.011029233194700517,27.747435897435896,1.0097435897435898,0.043938538154605904,4H
0.75,trend+near_ema200,-1,760,0.6815789473684211,0.6068965266492039,0.11802174151570752,516,0.6821705426356589,0.12427835123547028,244,0.680327868852459,0.10479055046899614,0.01689865635707296,28.391666666666662,1.0236842105263158,0.07474141637902931,4H
0.75,trend+far_ema200,-1,2071,0.5844660194174758,0.5953520469715601,-0.02804930397344238,1432,0.5872905027932961,-0.021004886727959374,639,0.5780254777070064,-0.04383585404469693,0.010857986447364394,23.885079671656204,0.8676967648478996,0.04986638249709845,4H
0.75,rsi>70,-1,570,0.6333333333333333,0.5942499704178352,0.05797697313105134,386,0.6632124352331606,0.11568578579965796,184,0.5706521739130435,-0.06308607953243861,0.020184335693983278,20.807309941520465,0.7070175438596491,0.050356360202281986,4H
0.75,rsi<30,-1,804,0.4664179104477612,0.6025065583470236,-0.24253372345694646,640,0.45625,-0.25517037289110933,164,0.5060975609756098,-0.19321996956753043,0.01759382252726867,20.709577114427862,0.7400497512437811,0.058765066740528546,4H
0.75,bb_break_up,-1,728,0.635989010989011,0.5982552536143899,0.05600694837377973,520,0.6365384615384615,0.06271172257912186,208,0.6346153846153846,0.03924501286042435,0.01783266961558052,18.668383699633697,0.6456043956043956,0.05697382085698951,4H
0.75,div_bull,-1,149,0.5838926174496645,0.6045522105391479,-0.047747711272936894,118,0.576271186440678,-0.04861859262345705,31,0.6129032258064516,-0.04443274355160223,0.04038090690577891,26.56040268456376,0.8926174496644296,0.06955979180984966,4H
0.75,d1_trend,-1,4900,0.5825322151769278,0.5990739514885676,-0.03941489124597425,3282,0.5859232175502742,-0.02831147443652017,1618,0.5756067205973865,-0.061937396789007775,0.007052797896070204,24.144795918367347,0.8793877551020408,0.058431864638319495,4H
1.0,all,1,11128,0.49033012503373213,0.5297622098537357,-0.08870073932731162,7907,0.49323384342987225,-0.07589335969471542,3221,0.48317757009345796,-0.12014064952754085,0.004741273055987268,30.44212796549245,1.1393781452192666,0.06954337325771318,4H
1.0,trend,1,5413,0.5379641603547016,0.5324949713760903,0.0027332156850345263,3991,0.5462290152843898,0.030783495924945288,1422,0.5147679324894515,-0.07599299278014399,0.006776344714282482,29.465915388878624,1.0992056161093664,0.07319510502436877,4H
1.0,trend+50,1,4770,0.5322851153039833,0.5325694413986795,-0.008672507162625069,3567,0.5463975329408467,0.03140470246351977,1203,0.49044056525353286,-0.12750493171495983,0.007224429660989481,29.47361984626136,1.0991614255765199,0.07324273777059152,4H
1.0,trend+d1,1,4331,0.532440544908797,0.5329065311433632,-0.009475820851619911,3346,0.5439330543933054,0.02554324874002686,985,0.4934010152284264,-0.12843400039847278,0.007581582927553771,30.091356884476255,1.1177557146155623,0.07435691066921399,4H
1.0,trend+macd,1,1727,0.5361899247249565,0.5322695904293888,0.0008073938648082767,1232,0.547077922077922,0.03357778014177398,495,0.509090909090909,-0.08075445642452857,0.012000055234103774,28.034211542173324,1.043427909669948,0.07157245558510486,4H
1.0,volspike1.8+bar,1,376,0.5558510638297872,0.5321101777124608,0.03980643141019754,273,0.5787545787545788,0.09462300593498146,103,0.49514563106796117,-0.10548410106811328,0.025624158453699936,23.329787234042552,0.9441489361702128,0.07189569624937693,4H
1.0,volspike2.5+bar,1,162,0.5987654320987654,0.5300582031448053,0.1322082112684914,122,0.6147540983606558,0.16831254357493436,40,0.55,0.022089997733840384,0.03850969009226281,19.01491769547325,0.7530864197530864,0.06532265292903948,4H
1.0,trend+run3,1,704,0.5582386363636364,0.5312811265975653,0.04820530075332537,524,0.5458015267175572,0.029599127948058433,180,0.5944444444444444,0.1023699371419913,0.01871619153613238,25.685132575757574,0.96875,0.06827197197394737,4H
1.0,trend+pullback_ema20,1,1649,0.5403274711946634,0.532368709330886,0.006809666398426537,1208,0.5463576158940397,0.03130064633998418,441,0.5238095238095238,-0.06027673670679258,0.012272766497153725,28.43015969274308,1.0460885385081868,0.07384527599090032,4H
1.0,trend+rsi<40,1,334,0.5359281437125748,0.5280781516107041,0.00900604785819441,260,0.55,0.045509946310405176,74,0.4864864864864865,-0.11925089264957314,0.02728806019141129,22.661676646706585,0.8023952095808383,0.06285023956695529,4H
1.0,trend+bb_lo,1,171,0.49122807017543857,0.5297858159369782,-0.08301233135091092,141,0.5035460992907801,-0.05320185762960417,30,0.43333333333333335,-0.2231215578410527,0.038230070926991044,23.864035087719294,0.8596491228070176,0.06546847170178814,4H
1.0,trend+hammer,1,448,0.5022321428571429,0.5325841485392641,-0.0698662794468164,345,0.5159420289855072,-0.02915990365039099,103,0.4563106796116505,-0.20621287798824137,0.02362254416271334,30.88299851190476,1.1651785714285714,0.07433056516110212,4H
1.0,trend+bull_engulf,1,526,0.5038022813688213,0.5337963326348591,-0.06805051592351444,380,0.5184210526315789,-0.024955659147515397,146,0.4657534246575342,-0.18021521164186804,0.02180040563059643,30.63941698352345,1.167300380228137,0.07565507866115702,4H
1.0,trend+marubozu,1,122,0.5,0.533274346942789,-0.0790462625327055,82,0.5487804878048781,0.03837654966898301,40,0.4,-0.319763027546167,0.045267873021259265,30.269125683060114,1.1721311475409837,0.0790462625327055,4H
1.0,trend+lowvol,1,2354,0.532285471537808,0.5391949655810723,-0.02349583254126288,1504,0.5372340425531915,0.00581192898736697,850,0.5235294117647059,-0.07535333058721497,0.010283939362192861,28.033630699518554,1.0437553101104502,0.08806677561687885,4H
1.0,trend+hivol,1,1403,0.5516749821810406,0.527292871664152,0.04587238110886377,1275,0.5701960784313725,0.0842452367771701,128,0.3671875,-0.3363572358996564,0.013277285578857748,33.62734616298408,1.2501781895937276,0.05747758325321748,4H
1.0,trend+near_ema200,1,667,0.5727136431784108,0.53342566114678,0.07058190582956711,430,0.5651162790697675,0.06470649854063783,237,0.5864978902953587,0.08124192749302526,0.019154259221395745,30.42866066966517,1.1454272863568216,0.07484538052725448,4H
1.0,trend+far_ema200,1,2629,0.5321414986686953,0.5312843770627445,-0.001895020450979551,2042,0.5411361410381978,0.02057854901109914,587,0.5008517887563884,-0.0800739452236622,0.009731404696994914,27.129960694814248,0.9809813617344998,0.06617801778837021,4H
1.0,rsi>70,1,804,0.6156716417910447,0.5299628955995561,0.16728405748973232,640,0.6265625,0.1939838516569216,164,0.573170731707317,0.0630897387885057,0.0171552782329653,26.801616915422887,0.9987562189054726,0.06405922609235723,4H
1.0,rsi<30,1,570,0.43859649122807015,0.521855202600985,-0.1774972063979632,386,0.4274611398963731,-0.19512435340226575,184,0.46195652173913043,-0.1405185175737198,0.020784171149441838,26.224853801169594,0.9438596491228071,0.05469018885410352,4H
1.0,bb_break_up,1,775,0.535483870967742,0.5304805812514966,0.0025912977106779616,553,0.5623869801084991,0.06355072389769177,222,0.46846846846846846,-0.14925808373715374,0.017915244721209693,24.047956989247314,0.8838709677419355,0.06837644422480592,4H
1.0,div_bull,1,131,0.48091603053435117,0.5272978811370106,-0.1019983735316758,85,0.49411764705882355,-0.07145424341589254,46,0.45652173913043476,-0.1584386139630144,0.04365337111834183,31.233460559796438,1.1068702290076335,0.06383043460037809,4H
1.0,d1_trend,1,6228,0.4987154784842646,0.5325530764902308,-0.0765814240380661,4625,0.5057297297297297,-0.052985918457323845,1603,0.4784778540237056,-0.14465953589766245,0.006335695102740259,29.794342753157785,1.1075786769428388,0.07401238100659532,4H
1.0,all,-1,11128,0.5096698749662679,0.5297622098537357,-0.050386007188114694,7907,0.5067661565701277,-0.04882873341420448,3221,0.516822429906542,-0.05420884597430164,0.004741273055987268,30.44212796549245,1.1393781452192666,0.06954337325771318,4H
1.0,trend,-1,5715,0.5548737727910238,0.5276199688518453,0.043133790989950606,3916,0.5607763023493361,0.058491898022836726,1799,0.5419463087248322,0.009702803140711024,0.006580349069344103,31.366754155730533,1.1774278215223097,0.0660846113936875,4H
1.0,trend+50,-1,5046,0.5433962264150943,0.5267762078734572,0.022388978742846066,3470,0.5521613832853026,0.04104057603306443,1576,0.5239616613418531,-0.018677672651226097,0.007019857881315611,29.853745541022594,1.1248513674197385,0.06385421777370007,4H
1.0,trend+d1,-1,3818,0.5432098765432098,0.5260112141836091,0.023158445340041283,2637,0.5445582100872203,0.029420498978642854,1181,0.5401709401709401,0.009176196868413523,0.00807329353143677,32.484939759036145,1.2236773179675222,0.0625364655092232,4H
1.0,trend+macd,-1,1772,0.5539853024307518,0.5267792592852154,0.04347639165178762,1223,0.5592804578904333,0.05752452178634798,549,0.5421245421245421,0.012181558947657704,0.011818430077540602,30.247507524454473,1.1382618510158014,0.06434097334058195,4H
1.0,volspike1.8+bar,-1,447,0.5704697986577181,0.5269045336811055,0.07545426558869053,300,0.58,0.0973624500618244,147,0.5510204081632653,0.030743685031274504,0.02341312694561919,24.906413124533934,1.0402684563758389,0.0654853317267457,4H
1.0,volspike2.5+bar,-1,180,0.5611111111111111,0.526553864727619,0.05697018331916565,113,0.5663716814159292,0.07289632522910815,67,0.5522388059701493,0.030109675321800033,0.036988393982945324,22.566666666666666,0.9277777777777778,0.06525203890305653,4H
1.0,trend+run3,-1,658,0.560790273556231,0.5249311856202952,0.0606193164364547,430,0.5744186046511628,0.08979997433400468,228,0.5350877192982456,0.005585619524408676,0.019347429109113076,27.989741641337385,1.0638297872340425,0.06096123067600731,4H
1.0,trend+pullback_ema20,-1,1883,0.5676972281449894,0.5281308892761307,0.06851941477577607,1272,0.5809748427672956,0.0980415444996495,611,0.5397350993377483,0.007059269098579674,0.011437628331308087,30.80527526995928,1.1699415825809878,0.06645119295095601,4H
1.0,trend+rsi<40,-1,406,0.5689655172413793,0.5294625913575213,0.07011750275063627,300,0.55,0.03217962804235166,106,0.6226415094339622,0.17748884626464942,0.024577401482351668,26.42405582922824,1.0073891625615763,0.06781353173212235,4H
1.0,trend+bb_lo,-1,181,0.5580110497237569,0.5283795184167418,0.049152740142368034,119,0.5462184873949579,0.025276397231506157,62,0.5806451612903226,0.09497991443902223,0.036913720375880046,21.87891344383057,0.8232044198895028,0.06686935930514577,4H
1.0,trend+hammer,-1,369,0.5880758807588076,0.5270020890784405,0.11160054162546497,267,0.5767790262172284,0.09158477576804806,102,0.6176470588235294,0.1639947522522327,0.02562194600631595,28.221996386630536,1.021680216802168,0.06455121989215021,4H
1.0,trend+bull_engulf,-1,576,0.56,0.5280364496423426,0.05216319742284569,402,0.5522388059701493,0.039478762503763976,174,0.5780346820809249,0.081468616029,0.020700766631466447,30.079716435185187,1.125,0.06765230970623602,4H
1.0,trend+marubozu,-1,94,0.5106382978723404,0.5255032230539803,-0.03839132250962569,57,0.45614035087719296,-0.1441807426768128,37,0.5945945945945946,0.12458156801820307,0.05155938804854268,24.820035460992905,0.925531914893617,0.05966791825430651,4H
1.0,trend+lowvol,-1,1824,0.5677454744925946,0.5413718103893919,0.0432662494512712,1342,0.587183308494784,0.08719180297883271,482,0.5135135135135135,-0.07903269833708468,0.011602545512167413,28.29769736842105,1.0553728070175439,0.09217459727600998,4H
1.0,trend+hivol,-1,1950,0.5525910723447922,0.5230148828270107,0.055621106862704,1138,0.5579964850615114,0.0693329976076733,812,0.5450061652281134,0.03640419594179875,0.011262850914772258,37.43333333333333,1.4164102564102563,0.04924737899560056,4H
1.0,trend+near_ema200,-1,760,0.656578947368421,0.5335796915282013,0.2334799520380606,516,0.6608527131782945,0.24666763043703052,244,0.6475409836065574,0.20559125509597662,0.01722463937598959,33.87203947368421,1.2552631578947369,0.07967794269878152,4H
