variant,stop,rr,n,wr,be,expR,e_tr,e_te,lo,hi,p,tpm,level,tf
MFI+RSI,atr,0.75,1373,0.6001456664238893,0.589287643394529,0.003784141342645874,-0.017334689342707373,0.05759077456165957,-0.06501290332815807,0.06631611823358018,0.4855,22.136716101694915,secondary,4H
MFI+RSI,atr,1.0,1349,0.5322461082283173,0.5170757178897544,0.014738922774162956,-0.008663004641749926,0.07376310523831925,-0.06445031620367356,0.0921749262586337,0.3655,21.74976694915254,secondary,4H
MFI+RSI,atr,2.0,1262,0.34523809523809523,0.35015745859060887,-0.02870047800070376,-0.10880511027388752,0.17357490628688874,-0.1463449645102791,0.08562753853062909,0.67925,20.347076271186438,secondary,4H
MFI+RSI,spec,0.25,1415,0.8162544169611308,0.8177391902651685,-0.01788480134862326,-0.01654716166154689,-0.021326859028246537,-0.053286264469361355,0.013459711365240138,0.8695,22.801799894123874,secondary,4H
MFI+RSI,spec,0.5,1361,0.698016164584864,0.6846709483099879,0.004154962873856573,-0.004732422408450702,0.026849121636510653,-0.04943029985834068,0.054955744186319884,0.452,21.931625198517732,secondary,4H
MFI+RSI,spec,0.75,1324,0.5978835978835979,0.5896358874146352,-0.0007448752409336383,-0.01572312414643662,0.037730249306086205,-0.06957604166514948,0.0657094068541815,0.50825,21.346694915254236,secondary,4H
MFI+RSI,spec,1.0,1277,0.5192156862745098,0.5188160090291424,-0.012711875599172485,-0.056290888863347883,0.10003045927809028,-0.0955998578046696,0.06683381623803811,0.638,20.588919491525424,secondary,4H
MFI+RSI,spec,2.0,1172,0.34995700773860705,0.35255999877705796,-0.01843563919542511,-0.10869273073273149,0.21381126707739986,-0.13698022457546646,0.1026143786809323,0.61075,18.896016949152543,secondary,4H
MFI_only,atr,0.25,2625,0.8125714285714286,0.8198770686988828,-0.02423241741551197,-0.030004660465454393,-0.009962149875376535,-0.053559060975388345,0.005386996288948759,0.94275,42.25914499779639,secondary,4H
MFI_only,atr,0.5,2572,0.6811819595645412,0.6852565717205338,-0.021799031031032264,-0.043037384832099256,0.03088013340381995,-0.06574504156265497,0.021198538932988578,0.83875,41.405912736888496,secondary,4H
MFI_only,atr,0.75,2509,0.5751295336787565,0.5894889182723582,-0.04122353656541617,-0.06244924241668901,0.011209534873551044,-0.09541597509149606,0.013227126988436798,0.925,40.39881512827294,secondary,4H
MFI_only,atr,1.0,2452,0.5101957585644372,0.517326796152631,-0.030692443436176907,-0.0477011136846528,0.011121537160569888,-0.09468749726493679,0.03450322401124305,0.817,39.481026183549325,secondary,4H
MFI_only,atr,2.0,2222,0.3424966200991438,0.3496989214774608,-0.03726614479740675,-0.09138252716942638,0.09389729044325096,-0.13234583857413412,0.06504472389584828,0.76225,35.77766728378736,secondary,4H
MFI_only,spec,0.25,2585,0.8108317214700194,0.8184842702522198,-0.026796989345165098,-0.03542139836266065,-0.005656248415763432,-0.057456987780728,0.0023006014752757526,0.9635,41.61519612163949,secondary,4H
MFI_only,spec,0.5,2488,0.6764469453376206,0.685187235938839,-0.030232153207229658,-0.04169820003115947,-0.002021531744737536,-0.07326284292272292,0.013058912287960056,0.91675,40.053620096959015,secondary,4H
MFI_only,spec,0.75,2385,0.5817953020134228,0.5900071545651955,-0.030824930523335296,-0.0463016934147215,0.007980776432272777,-0.08479554757565676,0.022276731433430768,0.86225,38.402221634488235,secondary,4H
MFI_only,spec,1.0,2285,0.5078878177037687,0.5187882563162707,-0.03739690367369578,-0.07065199175988095,0.04536003309039861,-0.10563019496002819,0.032552694160920256,0.84275,36.79206559111346,secondary,4H
MFI_only,spec,2.0,1982,0.3385786802030457,0.35214982292391855,-0.05299785136289394,-0.12202860372407516,0.12229095195424843,-0.15211682391727505,0.055541563326461194,0.82325,31.913292779687914,secondary,4H
