feature,n_win,n_loss,mean_win,mean_loss,med_win,med_loss,mw_p,cliffs_d
x_trig_wt2,267,244,48.68402141598108,52.906578975719896,51.54012743595448,55.036651846794484,0.007188241583544772,-0.13759440044207039
x_mfi_div_delta,267,244,5.854107683155009,4.646254480314664,4.124395625796783,3.020254621929467,0.012664713019024283,0.12761711794682884
x_trig_wt1,267,244,45.549811486004124,49.35248200004477,48.93043482660323,52.023864673100505,0.021215657487435712,-0.1179468287591331
x_h1_mfi,267,244,9.997706341554844,12.05577812728089,8.537856213464579,13.969944874139701,0.053699683501449755,-0.09875974703751456
x_h1_wt2,267,244,45.53915582504088,49.81501269235342,48.26549945758752,53.79267746722651,0.07401846398464673,-0.09145330631792226
x_mfi_div_price,113,110,0.8585035887752769,1.0736911914363252,0.5785557986870928,0.8330331074457888,0.08028325801530647,-0.13563958165728074
x_trig_mfi,267,244,14.520322399828354,17.158272980669324,14.616792800557267,16.627749102671565,0.08086093543907942,-0.08936575182661022
x_mfi_pivot_osc,267,244,15.196527875391023,17.805148578587783,14.986663878207242,17.650722527184236,0.09453669570744443,-0.08558973414379567
x_wt_anchor_osc,267,244,71.27914827255749,73.52830104264747,72.2947493547286,74.48798354397267,0.09881096782868373,-0.08449990790200779
h1_wt2_wave_age,267,244,6.707865168539326,6.020491803278689,5.0,5.0,0.17415743335041978,0.06911954319395841
x_h1_wt2_wave,267,244,7.456927774216921,13.327318537025814,12.84461878310288,17.073330904800386,0.20118893769422175,-0.06543562350340759
x_h4_wt2,267,244,15.801646446057058,19.406914288973134,16.621676035141903,26.045207152230354,0.2060953388443736,-0.06472953889605204
x_h4_mfi_wave,267,244,-0.4563917372718737,-2.41400940443793,-1.2816344427400082,-3.4451025310973433,0.26806421916302625,0.056701663903726995
x_wt_div_delta,267,244,15.373429626111788,16.6348793699473,11.688884989313962,13.01410391421243,0.2732839571305964,-0.05608767728863506
atr_pct,267,244,0.0059168998339540445,0.006328214922338595,0.005469445399988124,0.005702087010491791,0.3037833979227791,-0.05264935224412104
x_mfi_anchor_osc,267,244,21.05063555854603,22.451403058902446,20.07611390163612,21.189844014728784,0.34758470158106547,-0.04809050162706452
x_wt_pivot_osc,267,244,55.90571864644571,56.89342167270017,57.56809990479146,58.700682303004754,0.41072234753531967,-0.0421194817952969
h4_wt2_wave_aligned,267,244,0.27340823970037453,0.24180327868852458,0.0,0.0,0.4155924020299906,0.03160496101184984
mfi_anchor_age,267,244,16.314606741573034,16.55327868852459,12.0,12.0,0.6640311480544425,0.02222631546632292
gap_bars,267,244,3.067415730337079,3.1762295081967213,2.0,3.0,0.6682107508705448,-0.021673727512740215
h4_wt2_wave_age,267,244,6.1610486891385765,6.327868852459017,5.0,5.0,0.7074763305463281,0.01909498372935481
x_wt_div_price,154,134,0.959692774016769,1.0488109049097818,0.6184072490944673,0.5323313981386072,0.7760969708601548,-0.01948051948051943
wt_anchor_age,267,244,27.40074906367041,28.028688524590162,20.0,21.5,0.8343659358757958,-0.01071406643335171
x_h1_mfi_wave,267,244,3.3715375666004017,3.1896009013894493,3.516682194010451,3.175057353220617,0.8678073936323975,-0.008534413949775943
x_h4_wt2_wave,267,244,-7.658434698728106,-6.901557141334285,-13.9065496178383,-9.652210799419107,0.8898026537769479,-0.0071068950696875355
x_h4_mfi,267,244,4.657558066041823,4.729640246082486,3.726450554993715,3.4267133993930043,0.9287878773952153,-0.0045895499478111335
h1_wt2_wave_aligned,267,244,0.23220973782771537,0.22950819672131148,0.0,0.0,0.9426806437055595,0.0027015411064039707
