feature,bucket,n,winrate,avg_netR
x_trig_wt2,"(-59.842999999999996, 15.242]",342,0.47953216374269003,-0.12319312561137953
x_trig_wt2,"(15.242, 34.66]",341,0.5161290322580645,-0.05369141555365865
x_trig_wt2,"(34.66, 47.886]",341,0.4662756598240469,-0.15328618034366628
x_trig_wt2,"(47.886, 59.945]",341,0.5131964809384164,-0.05733897299074062
x_trig_wt2,"(59.945, 108.671]",341,0.501466275659824,-0.0826055227016823
x_trig_mfi,"(-5.611000000000001, 3.612]",342,0.4678362573099415,-0.1508654727937424
x_trig_mfi,"(3.612, 8.055]",341,0.49853372434017595,-0.08847813891700541
x_trig_mfi,"(8.055, 14.404]",341,0.5513196480938416,0.018404532284159243
x_trig_mfi,"(14.404, 21.84]",341,0.5043988269794721,-0.07633220519707207
x_trig_mfi,"(21.84, 53.133]",341,0.45454545454545453,-0.17276278199921938
x_mfi_pivot_osc,"(2.5140000000000002, 6.2]",342,0.4853801169590643,-0.11551495916043555
x_mfi_pivot_osc,"(6.2, 10.953]",341,0.4868035190615836,-0.11255630083002251
x_mfi_pivot_osc,"(10.953, 17.395]",341,0.5542521994134897,0.024521093216416674
x_mfi_pivot_osc,"(17.395, 24.676]",341,0.47214076246334313,-0.14252219338354258
x_mfi_pivot_osc,"(24.676, 56.729]",341,0.4780058651026393,-0.1240653736607016
x_mfi_anchor_osc,"(2.744, 10.194]",342,0.4824561403508772,-0.12429837521901782
x_mfi_anchor_osc,"(10.194, 16.114]",341,0.49560117302052786,-0.09499938791994189
x_mfi_anchor_osc,"(16.114, 21.739]",341,0.5219941348973607,-0.039823425811110445
x_mfi_anchor_osc,"(21.739, 29.024]",341,0.49266862170087977,-0.09812544937493042
x_mfi_anchor_osc,"(29.024, 60.867]",341,0.4838709677419355,-0.11286533767493143
x_h1_wt2,"(-71.43700000000001, 8.317]",342,0.5058479532163743,-0.07510314395582093
x_h1_wt2,"(8.317, 31.983]",341,0.501466275659824,-0.08471978544588613
x_h1_wt2,"(31.983, 47.1]",341,0.46920821114369504,-0.14308531026866805
x_h1_wt2,"(47.1, 61.16]",341,0.5483870967741935,0.012866852771128715
x_h1_wt2,"(61.16, 100.4]",341,0.45161290322580644,-0.18021485664104683
x_h4_wt2,"(-92.02600000000001, -26.74]",342,0.5116959064327485,-0.06278444269914087
x_h4_wt2,"(-26.74, 7.978]",341,0.4897360703812317,-0.10716987129590784
x_h4_wt2,"(7.978, 36.235]",341,0.4780058651026393,-0.13102106636036256
x_h4_wt2,"(36.235, 58.474]",341,0.4780058651026393,-0.1278687037288778
x_h4_wt2,"(58.474, 104.085]",341,0.5190615835777126,-0.04144828467963087
x_h1_mfi,"(-38.858999999999995, -5.309]",342,0.49415204678362573,-0.09551905593452462
x_h1_mfi,"(-5.309, 5.35]",341,0.5102639296187683,-0.06512086713985987
x_h1_mfi,"(5.35, 14.464]",341,0.5102639296187683,-0.06968564082916329
x_h1_mfi,"(14.464, 23.884]",341,0.436950146627566,-0.20925764447030565
x_h1_mfi,"(23.884, 58.829]",341,0.5249266862170088,-0.030613164456824916
x_h4_mfi,"(-54.647999999999996, -12.832]",342,0.5467836257309941,0.009887373223240355
x_h4_mfi,"(-12.832, -1.752]",341,0.4398826979472141,-0.20731088824960167
x_h4_mfi,"(-1.752, 9.101]",341,0.4868035190615836,-0.11353454985350074
x_h4_mfi,"(9.101, 20.647]",341,0.5219941348973607,-0.04155270214864459
x_h4_mfi,"(20.647, 54.087]",341,0.4809384164222874,-0.11799471556509768
x_h1_wt2_wave,"(-103.054, -32.983]",342,0.4502923976608187,-0.18671510219043932
x_h1_wt2_wave,"(-32.983, 13.543]",341,0.4868035190615836,-0.1119132964403867
x_h1_wt2_wave,"(13.543, 45.92]",341,0.49560117302052786,-0.09291522990166287
x_h1_wt2_wave,"(45.92, 68.738]",341,0.530791788856305,-0.022134619511684706
x_h1_wt2_wave,"(68.738, 104.37]",341,0.5131964809384164,-0.05625068770071025
x_h4_wt2_wave,"(-104.086, -60.509]",343,0.5102040816326531,-0.0645793334308388
x_h4_wt2_wave,"(-60.509, -35.245]",340,0.5088235294117647,-0.06625541743355004
x_h4_wt2_wave,"(-35.245, 8.958]",341,0.49560117302052786,-0.09562420129830863
x_h4_wt2_wave,"(8.958, 47.678]",341,0.4780058651026393,-0.12961124735300467
x_h4_wt2_wave,"(47.678, 104.085]",341,0.4838709677419355,-0.11422182084138786
