feature,bucket,n,winrate,avg_netR
x_trig_wt2,"(-28.749000000000002, 28.655]",145,0.5172413793103449,-0.04525494540661059
x_trig_wt2,"(28.655, 41.336]",144,0.5,-0.08022552359028673
x_trig_wt2,"(41.336, 49.444]",144,0.5486111111111112,0.011439518144282904
x_trig_wt2,"(49.444, 59.76]",144,0.5,-0.07825014707958486
x_trig_wt2,"(59.76, 89.768]",144,0.5069444444444444,-0.06802732533109619
x_trig_mfi,"(-8.11, 4.854]",145,0.5655172413793104,0.05086333348512154
x_trig_mfi,"(4.854, 10.766]",144,0.4930555555555556,-0.09534322010622878
x_trig_mfi,"(10.766, 17.29]",144,0.5625,0.042224181089670736
x_trig_mfi,"(17.29, 24.709]",144,0.5,-0.08467420042429846
x_trig_mfi,"(24.709, 51.059]",144,0.4513888888888889,-0.17405600535541968
x_wt_pivot_osc,"(15.757, 45.371]",145,0.5103448275862069,-0.06218802284297125
x_wt_pivot_osc,"(45.371, 53.272]",144,0.5416666666666666,-0.0015351681888918747
x_wt_pivot_osc,"(53.272, 61.967]",144,0.5486111111111112,0.014412433388666114
x_wt_pivot_osc,"(61.967, 69.197]",144,0.4513888888888889,-0.17453172187151514
x_wt_pivot_osc,"(69.197, 101.142]",144,0.5208333333333334,-0.036358352933053
x_wt_anchor_osc,"(27.276, 61.448]",145,0.5448275862068965,0.0056764069431781685
x_wt_anchor_osc,"(61.448, 69.568]",144,0.5138888888888888,-0.05931353752421371
x_wt_anchor_osc,"(69.568, 76.787]",144,0.5277777777777778,-0.020146078729395223
x_wt_anchor_osc,"(76.787, 84.744]",144,0.5555555555555556,0.0293191233613872
x_wt_anchor_osc,"(84.744, 113.495]",144,0.4305555555555556,-0.21620802726112545
x_mfi_pivot_osc,"(2.5220000000000002, 6.938]",145,0.5310344827586206,-0.023317797805034533
x_mfi_pivot_osc,"(6.938, 12.764]",144,0.5138888888888888,-0.05396168870304959
x_mfi_pivot_osc,"(12.764, 19.677]",144,0.5833333333333334,0.08503597129148924
x_mfi_pivot_osc,"(19.677, 27.43]",144,0.4930555555555556,-0.09438317048284697
x_mfi_pivot_osc,"(27.43, 56.729]",144,0.4513888888888889,-0.1738440788666423
x_mfi_anchor_osc,"(3.327, 11.307]",145,0.5448275862068965,0.0023348252148730495
x_mfi_anchor_osc,"(11.307, 18.034]",144,0.5277777777777778,-0.027443225416653443
x_mfi_anchor_osc,"(18.034, 24.105]",144,0.4861111111111111,-0.10515163396024468
x_mfi_anchor_osc,"(24.105, 31.364]",144,0.5069444444444444,-0.0685212668250959
x_mfi_anchor_osc,"(31.364, 60.867]",144,0.5069444444444444,-0.061867606794379165
x_h1_wt2,"(-36.082, 28.975]",145,0.4689655172413793,-0.14829236796664913
x_h1_wt2,"(28.975, 45.437]",144,0.5625,0.04555946896645873
x_h1_wt2,"(45.437, 56.207]",144,0.5972222222222222,0.11528872887904557
x_h1_wt2,"(56.207, 68.474]",144,0.5138888888888888,-0.05370160751763617
x_h1_wt2,"(68.474, 97.725]",144,0.4305555555555556,-0.21845710796784756
x_h4_wt2,"(-92.02600000000001, -22.686]",145,0.5241379310344828,-0.037267089968880604
x_h4_wt2,"(-22.686, 9.271]",144,0.5069444444444444,-0.06952989059719913
x_h4_wt2,"(9.271, 36.765]",144,0.4861111111111111,-0.11098267526630713
x_h4_wt2,"(36.765, 59.6]",144,0.4930555555555556,-0.09415214301179914
x_h4_wt2,"(59.6, 100.25]",144,0.5625,0.051557904362573036
x_h1_mfi,"(-38.858999999999995, -2.227]",145,0.5517241379310345,0.021388886715964114
x_h1_mfi,"(-2.227, 7.58]",144,0.5347222222222222,-0.013942992472735179
x_h1_mfi,"(7.58, 16.18]",144,0.4444444444444444,-0.1975258791306672
x_h1_mfi,"(16.18, 25.737]",144,0.4861111111111111,-0.10724538419914015
x_h1_mfi,"(25.737, 52.053]",144,0.5555555555555556,0.036544141433542836
x_h4_mfi,"(-49.308, -12.882]",145,0.503448275862069,-0.07617681536145429
x_h4_mfi,"(-12.882, -1.159]",144,0.4722222222222222,-0.13943037822738397
x_h4_mfi,"(-1.159, 9.189]",144,0.5,-0.08300899567541056
x_h4_mfi,"(9.189, 20.439]",144,0.6180555555555556,0.15431016785803797
x_h4_mfi,"(20.439, 51.556]",144,0.4791666666666667,-0.11579766664906477
x_h1_wt2_wave,"(-95.01, -32.983]",145,0.496551724137931,-0.09152654163555585
x_h1_wt2_wave,"(-32.983, 7.798]",144,0.5277777777777778,-0.026754780945598175
x_h1_wt2_wave,"(7.798, 39.243]",144,0.5208333333333334,-0.042623332077978644
x_h1_wt2_wave,"(39.243, 61.953]",144,0.5069444444444444,-0.06421548137439739
x_h1_wt2_wave,"(61.953, 104.37]",144,0.5208333333333334,-0.0348769567003977
x_h4_wt2_wave,"(-102.87, -63.058]",145,0.4827586206896552,-0.11703794684041953
x_h4_wt2_wave,"(-63.058, -37.054]",144,0.4930555555555556,-0.0976213017175265
x_h4_wt2_wave,"(-37.054, 5.585]",145,0.5655172413793104,0.05038856231072546
x_h4_wt2_wave,"(5.585, 45.166]",144,0.4930555555555556,-0.09482514454339225
x_h4_wt2_wave,"(45.166, 102.869]",143,0.5384615384615384,-0.0010815306079945252
