feature,n_win,n_loss,mean_win,mean_loss,med_win,med_loss,mw_p,cliffs_d
x_h4_mfi_wave,1090,1033,-1.3387097668631915,-3.1417572211670244,-0.9757605343667894,-3.9485927192683317,0.014588392011715173,0.06124674724903856
x_hd_wt2,1090,1033,0.5407304472123371,-3.9507067195179912,-0.017385533430221756,-8.767014506911119,0.020715573081364257,0.05800420970363329
hd_mfi_wave_aligned,1090,1033,0.4651376146788991,0.5121006776379478,0.0,1.0,0.03052848988591119,-0.04696306295904862
x_trig_mfi,1090,1033,13.864534719963824,15.092223516274107,13.7884832409053,15.07384375259324,0.04420054799300552,-0.050457827473200934
x_wt_anchor_osc,1090,1033,70.1282199320325,71.44706727719061,70.93735156579466,72.14916745202939,0.06899006615825747,-0.04560068207856338
x_h4_mfi,1090,1033,2.2474486753583442,0.9447392768428077,2.3123291671744277,-0.03806157335626237,0.07876102444683342,0.04408199152730541
x_h4_wt2_wave,1090,1033,-4.259495227581058,-8.217333141373901,-5.996719288542782,-15.020141543085847,0.08478614140916314,0.04322051209179634
hd_trend_aligned,1090,1033,0.4779816513761468,0.5130687318489835,0.0,1.0,0.10614883922225071,-0.03508708047283671
x_hd_wt2_wave,1090,1033,1.944610936549254,-1.3957808488743437,5.681954106370786,-6.5663190528004725,0.12592433015813095,0.03837580042097044
x_h1_mfi_wave,1089,1033,0.7777438432288973,-0.33960458311336356,1.6750080600615396,0.5988086112212534,0.17500216811965885,0.034018793941349657
x_h4_wt2,1090,1033,9.48288773592474,6.975277911060528,14.677808303459862,10.657106684500924,0.1841244029310405,0.03330550547527911
atr_pct,1090,1033,0.00527253923191635,0.0053955938031033015,0.0046867669780554806,0.004763649327249625,0.2237711080812983,-0.030507029494569182
h1_wt2_wave_aligned,1090,1033,0.22844036697247708,0.20716360116166505,0.0,0.0,0.23552054542742662,0.02127676581081195
x_trig_wt1,1090,1033,34.026271511476935,35.13647826281995,35.73310340526301,37.11390415804667,0.325424607485321,-0.02465962681066103
x_wt_div_price,1090,1033,0.673083432057679,0.7433380424734809,0.4151347356692078,0.43126117597559693,0.3693664178208892,-0.022510368837535655
x_h1_wt2,1090,1033,40.18031074623122,40.52926934796322,44.989356118302524,46.27824814470477,0.40665156473554565,-0.020808724921623112
x_trig_wt2,1090,1033,45.1300605996939,45.86864901910398,46.169435359724986,47.11315078548905,0.4156425097118913,-0.02041262200591487
x_hd_mfi,1090,1033,0.2983937647239063,-0.2926076610478937,0.7149564032402493,-1.041891311723171,0.44459604940029707,0.019170137747897442
x_wt_div_delta,1090,1033,13.908726101913848,14.868612587654539,11.10304461879969,11.315868224287954,0.4662605458145461,-0.018270469017824587
hd_wt2_wave_aligned,1090,1033,0.5146788990825688,0.5275895450145208,1.0,1.0,0.551844213986705,-0.012910645931952014
wt_anchor_age,1090,1033,24.859633027522936,25.313649564375606,17.0,18.0,0.6294492773193964,-0.012093572652912554
h1_wt2_wave_age,1090,1033,6.705504587155963,6.587608906098741,6.0,6.0,0.7135580542038014,0.009159213833405788
x_h1_mfi,1089,1033,8.070948359554778,7.6422442026977215,8.187770108329143,8.25094066652399,0.749257631280764,0.00801733785980896
x_wt_pivot_osc,1090,1033,56.21949383011864,56.578454689536066,56.665111386378676,56.64110222171892,0.783411106405487,-0.006893611730330318
h4_wt2_wave_aligned,1090,1033,0.37889908256880733,0.3736689254598258,0.0,0.0,0.8037328261811171,0.00523015710898167
x_hd_mfi_wave,1090,1033,0.0669224511952856,-0.06958183163089689,0.26399093434663046,-0.5564283312383331,0.8519334026780072,0.004681297015018071
h4_trend_aligned,1090,1033,0.44678899082568807,0.45014520813165537,0.0,0.0,0.8765558174431923,-0.003356217305967246
x_h1_wt2_wave,1090,1033,-0.39132198830935844,-0.6982338613747822,-4.047838605154036,-5.456245232053099,0.892490245497148,0.003389965984884169
h4_wt2_wave_age,1090,1033,6.475229357798165,6.4249757986447245,5.0,5.0,0.8994166698494389,0.0031537252324662646
gap_bars,1090,1033,0.0,0.0,0.0,0.0,1.0,0.0
