feature,n_win,n_loss,mean_win,mean_loss,med_win,med_loss,mw_p,cliffs_d
h4_wt2_wave_aligned,845,861,0.2556213017751479,0.29965156794425085,0.0,0.0,0.042432930325342705,-0.044030266169102994
x_h1_wt2_wave,845,861,23.266216598100243,19.54799456558103,36.83255167379304,28.918590595155592,0.1244294048984851,0.0429691634194449
atr_pct,845,861,0.005233003269706605,0.005443012424170607,0.004609257298017594,0.0048446936175353655,0.14637687185880832,-0.040620167824670594
x_h4_wt2_wave,845,861,-9.72846285738301,-6.377857871102667,-19.45889070771856,-9.577978035387694,0.19063956128214066,-0.03659979795064228
h1_wt2_wave_aligned,845,861,0.47218934911242605,0.4413472706155633,0.0,0.0,0.2011695829979232,0.030842078496862824
h4_wt2_wave_age,845,861,6.281656804733728,6.1033681765389085,5.0,5.0,0.4136737711996934,0.022728491021174024
h1_wt2_wave_age,845,861,6.498224852071006,6.276422764227642,5.0,5.0,0.437253785291695,0.02160691091272704
x_trig_wt1,845,861,29.93125510161137,29.495698177251644,34.52521964809725,33.765994678227024,0.528379090106691,0.0176332735432172
x_mfi_div_delta,845,861,4.25091199932462,4.209182569005407,2.910903870596223,2.7099968591668357,0.5931014762022635,0.014944780047969619
x_h1_wt2,845,861,34.73552395810441,35.313922888054705,40.651619480538066,40.126196311936106,0.6149021949256792,-0.014070607316385875
x_trig_wt2,845,861,37.29057141318957,36.862951396690136,41.830695118194846,41.15897076963436,0.6256545821384814,0.013644516834010245
x_mfi_div_price,845,861,0.6737830772237355,0.7317644030143792,0.4276983523426014,0.42047450510608214,0.6608053625821679,-0.012272780377846071
x_trig_mfi,845,861,12.940431055787554,13.35182267677423,11.354489215658168,11.257160817422424,0.7275641987374843,-0.009743727192132456
x_mfi_pivot_osc,845,861,15.763336113240902,16.178570554693913,13.91538475618444,13.820436395033678,0.7425250646300513,-0.009188435079617085
x_h1_mfi_wave,844,861,4.279082827498393,4.715700543357288,4.250292768595688,4.673559501078753,0.7445745197835905,-0.009115378899218873
x_h4_mfi,845,861,3.2997147837250735,3.888056779040128,3.511438371943685,2.901159635352154,0.7531756611970134,-0.008795332247489851
x_mfi_anchor_osc,845,861,20.014248112565518,20.38775312369932,18.780805108642763,18.92363489387659,0.7958513722684161,-0.007236665773251105
mfi_anchor_age,845,861,16.912426035502957,17.384436701509873,11.0,11.0,0.8369939073541532,0.005743974599509372
x_h1_mfi,845,861,9.395279605713235,9.454250655327908,9.866873743496082,9.908578611290874,0.8657397975190159,-0.004729604354369865
x_h4_wt2,845,861,17.41009263713791,17.4520699277377,23.149068559760618,23.67272926539839,0.9124910782671283,0.003074723900239773
x_h4_mfi_wave,845,861,-1.5510484673850025,-1.2206748754908026,-1.3424323120578219,-2.1229589985003985,0.9587639840611033,0.0014473331546502877
gap_bars,845,861,0.0,0.0,0.0,0.0,1.0,0.0
