feature,side,bin,lo,hi,n,exp_r,lift,wr,n_test,exp_r_test
tbi_ma96,long,9,0.00711019022383889,inf,13965,0.09969081688588009,0.2212984928974856,0.38088077336197634,7004,-0.08430387680885022
atr_pct,long,8,0.006008108447837021,0.007703045775300532,14024,0.016467460672303636,0.13807513668390914,0.3163148887621221,2012,-0.2519651390117266
atr_rank,long,9,0.9125,inf,14172,0.008660081750191395,0.1302677577617969,0.26848715777589616,5560,-0.0972391328724501
since_lo480,long,0,-inf,31.0,13934,0.0005121431000854852,0.122119819111691,0.30113391703746234,5861,-0.17529967062695043
dq_cum24,long,9,0.6713984031382848,inf,14009,-0.00734528314399349,0.11426239286761201,0.3563423513455636,8752,-0.18523928164628942
tbi_ma24,long,9,0.013945220758141363,inf,14009,-0.008386819309776016,0.11322085670182949,0.3561282032978799,8766,-0.18534383565506327
to_lo480,long,0,-inf,3.45672942223962,13976,-0.01798676189382516,0.10362091411778035,0.30817115054378935,6074,-0.12940083347004538
vol_of_vol,long,9,1.3812374177956919,inf,13974,-0.024656905751482674,0.09695077026012283,0.2771575783598111,5422,-0.09004502013222306
avg_trade_usd,short,9,5173.181538479941,inf,14023,-0.026693684819392938,0.12689619038943087,0.3313128431861941,11448,-0.19956148964028952
dow,long,0,-inf,1.0,20064,-0.0276438168174508,0.0939638591941547,0.34609250398724084,7296,-0.21362688775734612
persist96,long,9,0.22594679082987545,inf,14014,-0.029901275705242137,0.09170640030636337,0.3101898101898102,4468,-0.2440901189873043
pos480,short,4,0.4382128710202654,0.5288420328654713,13976,-0.03012097572245252,0.12346889948637128,0.34652261018889524,5168,-0.24022224857981125
disp24,short,0,-inf,-3.2963628413717787,14022,-0.03183018859021018,0.12175968661861362,0.31514762516046213,6499,-0.0744238137049235
to_hi24,short,9,4.566856232648308,inf,14022,-0.03350743115486243,0.12008244405396137,0.31792896876337184,6163,-0.1086798412828426
atr_pct,short,9,0.007702783125940048,inf,14024,-0.03852775707746258,0.11506211813136122,0.2765259555048488,1303,-0.09785677245286226
disp96,long,2,-4.665535957898997,-2.8508038110691407,14014,-0.03891944940386352,0.08268822660774199,0.3318110460967604,4925,-0.08358811567808552
to_hi96,long,5,4.653215313478709,5.53831792863092,14014,-0.04090383133483109,0.08070384467677441,0.3410874839446268,4419,-0.1845691736424973
dow,long,2,2.0,3.0,19964,-0.045936768986097755,0.07567090702550774,0.32924263674614307,7391,-0.1538149622782215
disp6,long,9,1.7053649111109979,inf,14023,-0.04871845041720913,0.07288922559439637,0.3289595664265849,5764,-0.1469184391582691
disp24,long,9,3.6054817903511855,inf,14022,-0.04931410838237615,0.07229356762922937,0.3172158037369847,5649,-0.16282828545413694
kyle,long,9,5.761359356223326e-07,inf,14022,-0.05497743904309668,0.06663023696850882,0.2958921694480103,681,-0.12503657569403764
to_lo24,long,9,4.9041290698097795,inf,14022,-0.05628510536254059,0.06532257064906491,0.30780202538867496,5376,-0.19784100277408653
pos480,long,9,0.8871294139788791,inf,13976,-0.05644434320692254,0.06516333280468296,0.32140812821980536,5277,-0.14317733700468252
to_hi480,long,0,-inf,2.8324332393508143,13976,-0.057755569976856234,0.06385210603474928,0.30931597023468804,5310,-0.12345688529313618
vol_of_vol,long,8,0.6364125834059737,1.3812374177956919,13973,-0.058181788894348635,0.06342588711725687,0.30508838474200245,5643,-0.16715859021959242
atr_pct,short,4,0.003398781155784518,0.003875609250379341,14023,-0.059043343370935385,0.09454653183788841,0.3364472652071597,4895,0.007655611408552723
since_lo96,long,0,-inf,7.0,13351,-0.05917605543886223,0.06243162057274328,0.29915362145157665,5766,-0.13821475468510117
range_rank,long,9,0.90625,inf,13872,-0.06127948408484165,0.060328191926763856,0.2859717416378316,5229,-0.08619667291622304
atr_pct,long,7,0.005087822999213454,0.006008108447837021,14023,-0.06282686432919744,0.05878081168240806,0.3020751622334736,2468,-0.0762327528777661
tbi_ma8,long,9,0.026271524253034157,inf,14018,-0.06456315833336573,0.05704451767823977,0.34598373519760306,8928,-0.18026735140857714
accel,long,9,1.5789280465042665,inf,14022,-0.06552502868883571,0.056082647322769796,0.31735843674226216,5639,-0.16057648807818115
to_hi480,long,2,4.785237759774016,6.733328500765979,13975,-0.06566016164063593,0.05594751437096958,0.32028622540250445,4567,-0.2008595459599748
vol_of_vol,short,9,1.381202827237071,inf,13974,-0.06681005663192091,0.0867798185769029,0.2765850865893803,5422,-0.059611291873312156
disp96,long,3,-2.8508038110691407,-1.2877072014547528,14014,-0.06873342295702588,0.05287425305457963,0.3321678321678322,4681,-0.11280370664310568
avg_trade_usd,long,5,3636.4663395965376,3932.5676750729867,14022,-0.07110361246857458,0.05050406354303093,0.32256454143488805,3673,-0.18032139905121222
flow_eff,long,8,0.0712354205897693,0.13422220726245193,14022,-0.07128296318956472,0.05032471282204079,0.30380830124090713,3022,-0.1305115549107549
to_hi480,long,6,13.041991745753942,15.772650375525775,13976,-0.07180406813366826,0.04980360787793725,0.3282054951345163,5187,-0.10059228235417013
pos480,long,8,0.8152938669174167,0.8871294139788791,13976,-0.07238113255051176,0.049226543461093744,0.3291356611333715,4411,-0.03016646050626081
range_per_trade,short,9,2.025687310071443e-07,inf,14023,-0.07251617165957311,0.0810737035492507,0.31555302003850816,307,-0.09212188092639378
to_lo480,short,1,3.4564407086234383,5.758336747603367,13976,-0.07286740384105594,0.08072247136776786,0.3167572982255295,4953,-0.11830185174139332
trade_intensity,long,9,1.8637643085006568,inf,14015,-0.07444148838953771,0.0471661876220678,0.30424545130217623,5896,-0.1388576282223799
range_z,short,9,1.2016312204428243,inf,13966,-0.07465616514152969,0.07893371006729412,0.3121867392238293,5849,-0.08702581722481109
persist24,long,9,0.40174855534352605,inf,14022,-0.07466954465809447,0.046938131353511034,0.2972471829981458,5153,-0.14494641571089045
hour,long,1,2.0,4.0,11687,-0.07548105060974536,0.04612662540186015,0.334131941473432,4296,-0.12883514940783136
to_hi96,long,6,5.53831792863092,6.550488908114363,14015,-0.0774368189788921,0.04417085703271341,0.32493756689261505,4490,-0.1934786604524773
pos480,short,5,0.5288420328654713,0.6337510430611366,13976,-0.07784636962890165,0.07574350557992215,0.3362907842014883,5835,-0.162269812858235
pos480,short,0,-inf,0.15614205618617863,13976,-0.07793194272324161,0.0756579324855822,0.31883228391528334,6217,-0.07624592506677581
absorb_z,long,5,0.025583700912901224,0.08953123519792659,12951,-0.07938261134880774,0.04222506466279777,0.32082464674542505,4890,-0.1484652171119275
to_lo96,long,5,5.194385981174207,6.199225363206412,14015,-0.08020140976617421,0.0414062662454313,0.3302889760970389,4666,-0.21641600672003572
kyle,short,9,5.761636056299596e-07,inf,14023,-0.08163489220808177,0.07195498300074203,0.2871710760892819,681,-0.025307762601709135
range_rank,long,8,0.8083333333333333,0.90625,13648,-0.08184270321791047,0.039764972793695036,0.2952080890973036,5185,-0.10800902327174916
pos480,long,0,-inf,0.15614852634877366,13976,-0.08190321329995934,0.03970446271164617,0.3065970234688037,6218,-0.1574277530543783
pos96,long,4,0.43412634045237425,0.5242413122454227,14014,-0.08210523601977082,0.039502439991834684,0.33487940630797774,4447,-0.11659678530997956
trade_intensity,short,9,1.863797282853465,inf,14015,-0.08234615137732948,0.07124372383149433,0.30267570460221194,5895,-0.07610943493518542
persist96,short,7,0.13718539135467533,0.17302603695059685,14013,-0.08309562036448429,0.07049425484433952,0.3189895097409548,5647,-0.15772231165726816
pos24,long,9,0.8624114876420289,inf,14022,-0.08327870326040979,0.03832897275119572,0.318642133789759,6270,-0.22536247709559695
since_hi96,long,9,94.0,inf,14778,-0.08330776960842665,0.03829990640317886,0.3166192989579104,5907,-0.15768701479064892
atr_pct,short,5,0.003875609250379341,0.00442848470188517,14024,-0.08337409028896561,0.07021578491985819,0.32059326868225896,4065,-0.008376756964460259
range_per_trade,long,9,2.0256763938840897e-07,inf,14022,-0.0835134436689308,0.0380942323426747,0.31250891456282986,307,-0.13812219468379894
pos480,long,7,0.7329188843484639,0.8152938669174167,13975,-0.08451420851320833,0.037093467498397176,0.3261538461538461,3872,-0.11255188143662567
kyle,long,7,4.045517301045886e-07,4.647009271988024e-07,14022,-0.08452452636452204,0.037083149647083466,0.30223933818285553,2815,-0.12111695827294583
pos480,long,6,0.6338065395713752,0.7329188843484639,13976,-0.08465182640572687,0.03695584960587864,0.33192615912993706,5146,-0.4021972514864318
to_lo480,short,4,10.498686673315737,13.048085239821656,13976,-0.08465875025678796,0.06893112495203585,0.3268460217515741,5486,-0.11129080329738536
atr_pct,long,6,0.004428287679597805,0.005087822999213454,14023,-0.08480755014210484,0.03680012586950067,0.3069243385866077,3106,-0.11795648994517509
atr_pct,short,3,0.0029090471249235378,0.003398781155784518,14024,-0.08481236271416573,0.06877751249465808,0.3322875071306332,6427,-0.10477355380930892
flow_eff,long,7,0.04534435859675996,0.0712354205897693,14022,-0.08486403022042924,0.03674364579117627,0.3081586079018685,3515,-0.1793299565416335
to_hi480,long,5,10.758985201199213,13.041991745753942,13976,-0.08495119209733894,0.03665648391426657,0.3189753863766457,4614,-0.10179844970723062
since_hi480,short,9,466.0,inf,14189,-0.08577878417518577,0.06781109103363804,0.33032630911269295,5952,0.012853092336186965
kyle,long,8,4.647009271988024e-07,5.761359356223326e-07,14022,-0.08681734765294999,0.03479032835865552,0.29903009556411353,1993,-0.10410825512276643
to_lo480,long,9,29.734557893929498,inf,13976,-0.08705744170165476,0.034550234309950745,0.3668431597023469,5066,-0.1338520510287716
atr_pct,short,6,0.00442848470188517,0.005087801913067775,14024,-0.08723906749646147,0.06635080771236233,0.31096691386195097,3104,-0.04259550426521795
since_hi480,long,7,382.0,431.0,14030,-0.08742649615822451,0.034181179853381,0.32302209550962224,5220,-0.13416494313232666
body_frac,long,9,0.6956555235479698,inf,14022,-0.0879382301658104,0.03366944584579511,0.3243474540008558,6087,-0.18323635731570784
gap,long,4,0.00026341380684960096,0.0011252574368738808,14023,-0.08822389273001112,0.03338378328159439,0.3079940098409755,9722,-0.15318568595894966
minofday,long,1,135.0,285.0,14610,-0.08832797217447513,0.03327970383713037,0.3321697467488022,5370,-0.1328805266960272
flow_eff,short,9,0.13419719745635664,inf,14022,-0.08852370471612486,0.06506617049269894,0.28833262016830696,2894,-0.024662122819598495
persist96,short,8,0.17302603695059685,0.22594582212700767,14014,-0.08860943523061607,0.06498043997820774,0.3128300271157414,5188,-0.045856004646316485
