feature,side,bin,lo,hi,n,exp_r,lift,wr,n_test,exp_r_test
atr_pct,short,9,0.007703177950556308,inf,14018,-0.024796770797006106,0.16196129326294745,0.5134826651448138,1303,-0.0776142725141134
atr_pct,long,8,0.006008485037490183,0.007703242151588259,14017,-0.04833574944488257,0.13620115694725332,0.5208675180138403,2012,-0.2004831586210575
kyle,short,9,5.761188310932053e-07,inf,14016,-0.07202706451183521,0.11473099954811833,0.4977882420091324,680,-0.03792030365625596
vol_of_vol,short,9,1.3811892990951102,inf,13967,-0.07315030091302192,0.11360776314693162,0.516646380754636,5421,-0.13745140463304045
to_lo480,short,0,-inf,3.45693841204793,13970,-0.07500663962572153,0.11175142443423201,0.5189692197566214,6071,-0.1185978312421947
disp24,short,0,-inf,-3.2957975406006557,14015,-0.07597195679319367,0.11078610726675987,0.5328576525151624,6496,-0.1453951689098576
kyle,long,9,5.761241221640505e-07,inf,14016,-0.07924166660250431,0.1052952397896316,0.5006421232876712,681,-0.15735788579469928
tbi_ma96,long,9,0.007108117667567117,inf,13959,-0.0849169225443066,0.0996199838478293,0.5481768034959524,7006,-0.268808606417544
disp24,long,9,3.604810763481634,inf,14015,-0.08500955352146486,0.09952735287067105,0.5382090617195862,5645,-0.2299373376614854
since_lo480,short,0,-inf,31.0,13927,-0.08508482658121792,0.10167323747873562,0.512242406835643,5860,-0.08902610704865524
atr_rank,short,9,0.9125,inf,14165,-0.08905953976436959,0.09769852429558396,0.4986233674549947,5559,-0.08737672128467382
to_hi24,short,9,4.566159921154816,inf,14015,-0.09018249074469314,0.0965755733152604,0.5313592579379236,6162,-0.14408188185881976
flow_eff,short,9,0.13415171908156034,inf,14016,-0.09105496360663769,0.09570310045331586,0.5031392694063926,2896,-0.1297267722582129
to_hi480,long,0,-inf,2.8325712639019724,13969,-0.09249749929314512,0.09203940709899079,0.522156203020975,5306,-0.20162767640059664
atr_pct,long,9,0.007703242151588259,inf,14017,-0.09496741222222414,0.08956949416991176,0.4841264179210958,1303,-0.04720844456232578
range_per_trade,short,9,2.0258508328249888e-07,inf,14016,-0.0953622667384894,0.09139579732146415,0.5038527397260274,305,-0.2515061696473042
persist96,long,9,0.2259273339515485,inf,14008,-0.09562931146140963,0.08890759493072628,0.5200599657338664,4469,-0.22517729181329518
pos480,long,9,0.8871186677235331,inf,13969,-0.0974698101465043,0.08706709624563161,0.5275968215333954,5271,-0.24030276493299027
pos96,short,1,0.170453552644743,0.25867974247971603,14008,-0.09964570836745316,0.08711235569250038,0.5361222158766419,4941,-0.20215046103414586
to_lo96,short,0,-inf,1.6459463942726245,14008,-0.10059997967113814,0.0861580843888154,0.5185608223872074,6707,-0.13698511710441738
atr_rank,long,9,0.9125,inf,14165,-0.10257503021478104,0.08196187617735487,0.49424638192728554,5558,-0.15705694432072417
atr_pct,long,7,0.005088161963122361,0.006008485037490183,14017,-0.10357452392803754,0.08096238246409837,0.5013198259256617,2467,-0.12227358360804218
avg_trade_usd,short,9,5173.004160554368,inf,14016,-0.10364405794450235,0.0831140061154512,0.5185502283105022,11439,-0.24788320143229164
gap,short,2,-0.00024043538195379533,0.0,8259,-0.10450849304500222,0.08224957101495133,0.49957621988134154,1837,-0.037818670376521056
kyle,short,8,4.6466145567354087e-07,5.761188310932053e-07,14016,-0.10475911202797528,0.08199895203197827,0.5006421232876712,1995,-0.10762785323412734
to_lo24,long,9,4.9039307166175625,inf,14015,-0.10825965714597661,0.07627724924615929,0.5252943275062433,5371,-0.24545717006912265
