feature,side,bin,lo,hi,n,exp_r,lift,wr,n_test,exp_r_test
tbi_ma96,long,9,0.007109148193479173,inf,13962,0.01862189553632949,0.20313984843759672,0.39614668385618107,7007,-0.22696384204065098
atr_pct,long,8,0.006008227013634723,0.007703110709869426,14020,-0.01167264610114421,0.17284530680012303,0.3534950071326676,2012,-0.2557906446497953
atr_rank,long,9,0.9125,inf,14168,-0.04579227632659351,0.13872567657467372,0.32707509881422925,5559,-0.16804648550106935
persist96,long,9,0.22594448995659983,inf,14011,-0.06384213793741123,0.12067581496385602,0.3495824709157091,4467,-0.26085933982438986
atr_pct,short,9,0.007703045775300532,inf,14021,-0.07373042089894359,0.1264881736104011,0.3158119962912774,1303,-0.09376585117792936
to_hi480,long,0,-inf,2.8324287672857342,13973,-0.07556352615935054,0.1089544267419167,0.3490302726687182,5310,-0.19359096159844838
kyle,long,9,5.761371380259954e-07,inf,14019,-0.0756145333723141,0.10890341952895315,0.3296954133675726,681,-0.14761191644006127
pos480,long,9,0.88712951312945,inf,13973,-0.07603257725321702,0.10848537564805022,0.3557575323838832,5277,-0.24449285432959195
atr_pct,long,7,0.005087910630645287,0.006008227013634723,14021,-0.07700127128132726,0.10751668161993998,0.3380643320733186,2468,-0.132837162148955
disp24,short,0,-inf,-3.296364234776283,14019,-0.0821585776831181,0.1180600168262266,0.34560239674727156,6499,-0.17443046295544726
pos480,short,0,-inf,0.15615349019839658,13973,-0.08634574029393917,0.11387285421540554,0.3490302726687182,6217,-0.14994699661169975
disp24,long,9,3.6053494967583943,inf,14019,-0.08666648545856233,0.09785146744270491,0.3538768813752764,5648,-0.26131491114001487
disp96,long,2,-4.665580623336621,-2.8506999323716844,14011,-0.08825556164228023,0.09626239125898702,0.3582899150667333,4925,-0.20510393017154163
avg_trade_usd,short,9,5173.058292378791,inf,14020,-0.08845361041604044,0.11176498409330426,0.34693295292439374,11441,-0.2737339668996476
pos96,short,1,0.1704139664065597,0.2586538461538462,14011,-0.09182811631460051,0.10839047819474419,0.357005210191992,4943,-0.2153203697415591
to_lo24,long,9,4.90414682235282,inf,14019,-0.09277720783858626,0.09174074506268098,0.3492403167130323,5375,-0.28738261800861303
to_hi24,short,9,4.566890010891426,inf,14019,-0.09337458158995776,0.10684401291938694,0.34588772380340965,6163,-0.20705852510404535
to_lo480,short,0,-inf,3.45672942223962,13973,-0.0946309667636267,0.105587627745718,0.3357904530165319,6073,-0.11391971962897444
vol_of_vol,short,9,1.3811494826842816,inf,13971,-0.09593878862815722,0.10427980588118749,0.32460095912962567,5422,-0.17739843382918857
since_lo480,long,0,-inf,31.0,13930,-0.0980308173215064,0.08648713557976084,0.32519741564967697,5861,-0.24280937707319208
kyle,short,9,5.761467572552986e-07,inf,14020,-0.10263160163431297,0.09758699287503174,0.31704707560627676,681,-0.029051951895181692
range_per_trade,short,9,2.025687310071443e-07,inf,14020,-0.10595659539907579,0.09426199911026892,0.331169757489301,307,-0.20685194274907975
atr_rank,short,9,0.9125,inf,14168,-0.10663936434541606,0.09357923016392865,0.31408808582721626,5560,-0.06777313099638968
vol_of_vol,long,9,1.3812408132306995,inf,13971,-0.10698809503508475,0.0775298578661825,0.31558227757497676,5421,-0.16301675608622693
disp96,long,3,-2.8506999323716844,-1.287714306460211,14011,-0.1070872375959556,0.07743071530531163,0.36171579473271004,4681,-0.2263796329571087
atr_pct,short,5,0.0038756334767853728,0.004428502063239854,14021,-0.10722712788569393,0.09299146662365078,0.3437700591969189,4064,-0.10814963521829532
since_lo480,short,0,-inf,31.0,13931,-0.10724958696141071,0.092969007547934,0.32696863111047303,5860,-0.04378412609610075
flow_eff,long,8,0.07122363477788664,0.13416304529260428,14019,-0.10763800779996806,0.07687994510129918,0.3321206933447464,3023,-0.18249952168203937
flow_eff,short,9,0.13419145950396957,inf,14019,-0.10938377775667353,0.09083481675267117,0.3234895498965689,2894,-0.08196807960329663
disp96,long,9,8.336193972766779,inf,14011,-0.10978345609906415,0.0747344968022031,0.3501534508600385,5047,-0.299958784752868
to_lo96,short,2,2.5435267209393846,3.394527332740302,14012,-0.11081666877830698,0.08940192573103772,0.35341136168998,4770,-0.22651557676286366
atr_pct,short,7,0.005087978480585472,0.006008108447837021,14020,-0.11082493176469717,0.08939366274464754,0.3268188302425107,2468,-0.08327314920859724
atr_pct,long,9,0.007703110709869426,inf,14021,-0.11091074248883018,0.07360721041243706,0.30468582840025676,1303,-0.05378268900788049
pos96,long,8,0.7852145834708162,0.8664694995116965,14011,-0.1110585612651378,0.07345939163612944,0.3539361929912212,5019,-0.254022256555639
dq_cum24,long,9,0.6713989647234374,inf,14006,-0.11200320298872604,0.0725147499125412,0.36577181208053694,8750,-0.3008358206825777
atr_rank,long,8,0.8083333333333333,0.9125,13943,-0.11252916918859651,0.07198878371267073,0.3254679767625332,5083,-0.171690315175362
tbi_ma24,long,9,0.013945336174285275,inf,14006,-0.11279923619816312,0.07171871670310412,0.36562901613594173,8764,-0.3003476452328968
flow_eff,long,9,0.13416304529260428,inf,14019,-0.11289032752939133,0.0716276253718759,0.3237035451886725,2897,-0.1943541189464742
range_z,short,9,1.2012099854815996,inf,13963,-0.11371437175841893,0.08650422275092577,0.34090095251736735,5847,-0.18521952733927768
since_hi480,long,0,-inf,24.0,13946,-0.11389257368851109,0.07062537921275615,0.33070414455757924,5027,-0.21930299182297294
persist96,short,7,0.1371805502129038,0.17301532068008757,14011,-0.11486579646046446,0.08535279804888024,0.34451502390978517,5649,-0.2215640011940955
to_lo96,short,1,1.6449539512389675,2.5435267209393846,14011,-0.11560623191605446,0.08461236259329025,0.3455856113054029,5109,-0.25525583540621893
range_per_trade,long,9,2.0257754187832645e-07,inf,14019,-0.11668718245689297,0.06783077044437427,0.3303373992438833,306,-0.23591015524312353
disp6,long,9,1.7053573947959162,inf,14020,-0.11687844091989401,0.06763951198137323,0.3485021398002853,5763,-0.2308659606561557
kyle,long,8,4.646763638676932e-07,5.761371380259954e-07,14019,-0.11702413433884556,0.06749381856242168,0.32669947927812254,1995,-0.135237680275916
to_lo480,short,1,3.45672942223962,5.758062637871411,13973,-0.11731180641369805,0.08290678809564665,0.33922564946682887,4952,-0.16612493989889748
since_hi480,long,7,382.0,431.0,14028,-0.11790541285651887,0.06661254004474837,0.35457656116338754,5220,-0.23153118494232294
dow,long,0,-inf,1.0,20062,-0.11805132338913657,0.06646662951213067,0.3478715980460572,7296,-0.25807676987898875
