feature,side,bin,lo,hi,n,exp_r,lift,wr,n_test,exp_r_test
pos480,long,8,0.8485056542124645,0.9121278446261167,3457,-0.1290734736242613,0.03846478389328517,0.35117153601388484,816,-0.21957462564346053
dq_cum24,short,1,-0.6181846653428081,-0.44740475046223144,3501,-0.12951817380672592,0.0553402691737781,0.34333047700656955,1230,-0.10405400656602613
disp6,long,3,-0.5800784433837209,-0.2545470175123008,3504,-0.1296132623961913,0.037924995121355165,0.3481735159817352,1201,-0.22196037262468335
vol_per_trade_z,short,8,0.8872707945349163,1.3943094212414708,3486,-0.12983982244807604,0.05501862053242798,0.34050487664945495,1180,-0.2922103121675513
kyle_z,short,6,0.065265194085833,0.3483409589405492,3486,-0.12987319948723533,0.05498524349326869,0.3419391853126793,1239,-0.21503747692450179
pos480,long,1,0.15720251592183546,0.24998267450977849,3457,-0.12989812113819826,0.03764013637934821,0.3494359271044258,1283,-0.07892861509472122
rpt_z,long,4,-0.3480095155101118,-0.10267890418950931,3486,-0.1300514355872634,0.037486821930283076,0.3473895582329317,1266,-0.18299333852736713
dn_wick,long,2,0.10449389179754535,0.15679442508710803,3506,-0.13009422642131788,0.0374440310962286,0.3468339988590987,1331,-0.24639451631226802
vol_of_vol,short,1,-0.9973208051003113,-0.7844736401501188,3455,-0.1301462950017683,0.05471214797873572,0.3536903039073806,1305,-0.23949268265956986
to_lo96,long,2,2.4390984893716388,3.3858857314716357,3495,-0.13027500884570212,0.03726324867184436,0.34449213161659514,1392,-0.1461006963563323
since_hi24,long,9,24.0,inf,4327,-0.13044757593228712,0.037090681585259355,0.3461982898081812,1726,-0.2579250276817613
lo_pos,long,6,0.5423728813559322,0.6949152542372882,3866,-0.13063276903793009,0.03690548847961639,0.34661148473874803,1445,-0.22603027461163633
close_loc,long,0,-inf,0.12756849315069818,3505,-0.13067523268674724,0.03686302483079923,0.35406562054208274,1555,-0.21425336601215214
ats_z96,long,1,-1.3171373442078413,-0.9180069413378932,3486,-0.1306987989636894,0.03683945855385706,0.3482501434308663,1396,-0.22833082556195658
to_lo480,short,3,8.392212860215505,10.630130844913717,3457,-0.13074308514171923,0.054115357838784794,0.34075788255713046,1257,-0.2824200486539611
persist96,short,6,0.1222412085365729,0.15150004282865992,3495,-0.1307515630201975,0.054106879960306525,0.3453505007153076,1193,-0.07769792686168205
tbi_ma8,short,1,-0.018818661270048855,-0.013168222731794297,3504,-0.13080502798709734,0.054053414993406684,0.3453196347031963,1185,-0.18654148679955276
disp6,short,6,0.30897542536760264,0.6372663604710782,3504,-0.1309776131071354,0.05388082987336862,0.3464611872146119,1161,-0.2620558253366576
dow,long,4,4.0,5.0,5015,-0.13105788135494947,0.036480376162597,0.33798604187437686,1848,-0.1765491239598232
wick_skew,long,6,0.06885006475791743,0.1572975603820633,3505,-0.13108715167980659,0.03645110583773989,0.3486447931526391,1329,-0.22807154466415203
atr_pct,long,6,0.009090220729099612,0.010249493245290285,3505,-0.13120963754002424,0.036328619977522236,0.33238231098430815,677,-0.16849607696126856
disp6,short,8,1.0520877959579347,1.749491596183005,3505,-0.13154713447119024,0.05331130850931379,0.3360912981455064,1469,-0.23391155485107062
accel,long,9,1.596055826130647,inf,3503,-0.13169115950408267,0.03584709801346381,0.34770196974022266,1449,-0.3075977835749215
extreme_late,long,8,0.9491525423728814,0.9830508474576272,2509,-0.1323496941835143,0.03518856333403217,0.34555599840573936,1025,-0.16809293081132465
hour,long,8,19.0,21.0,2920,-0.1323634910328839,0.035174766484662584,0.3410958904109589,1074,-0.2687701697311338
minofday,long,8,1140.0,1260.0,2920,-0.1323634910328839,0.035174766484662584,0.3410958904109589,1074,-0.2687701697311338
range_per_trade,long,8,8.003186456174393e-08,9.80293835338688e-08,3505,-0.13242298848108316,0.03511526903646331,0.336376604850214,326,-0.333314904327002
hi_pos,short,6,0.559322033898305,0.6949152542372882,3269,-0.13278643286789998,0.05207201011260404,0.3450596512695014,1221,-0.16435966383998005
