feature,side,bin,lo,hi,n,exp_r,lift,wr,n_test,exp_r_test
tbi_ma96,long,9,0.004727168356526261,inf,3488,0.25426478506795636,0.3007691294044056,0.34461009174311924,1931,0.024387680164038188
since_lo480,long,5,297.0,355.0,3470,0.2073527240108247,0.2538570683472739,0.3590778097982709,1168,-0.016274262538564246
tbi_ma24,long,9,0.008454144984582494,inf,3502,0.20231905015298754,0.24882339448943677,0.3520845231296402,1958,0.015976887383592844
dq_cum24,long,9,0.4084559613299067,inf,3502,0.20061447417498376,0.247118818511433,0.3515134209023415,1953,0.014264966989144073
disp96,long,9,8.812381329835077,inf,3497,0.1701596820589534,0.21666402639540264,0.3328567343437232,986,0.11315334643951493
since_lo480,short,9,472.0,inf,3620,0.16292995482616518,0.22730835475176084,0.3441988950276243,910,0.15733279188834742
pos480,long,8,0.8484942251869253,0.9121278446261167,3458,0.14080538504793857,0.1873097293843878,0.32793522267206476,816,0.06214122942524857
pos480,long,4,0.42947586435616136,0.5297904486632068,3458,0.13965490413436615,0.18615924847081539,0.33458646616541354,1134,-0.15021984586633313
persist96,short,6,0.12223758801131208,0.15150161250779248,3497,0.11957325436985299,0.18395165429544863,0.33028309979982845,1193,-0.024252714196617522
disp96,short,7,3.7580507358397117,6.059425205901015,3496,0.11914273780532197,0.18352113773091763,0.3240846681922197,1304,0.0302636874471559
tbi_ma8,long,9,0.014431134992252912,inf,3505,0.11132043619603506,0.15782478053248428,0.3326676176890157,2201,-0.020561764811078895
persist96,long,9,0.24158803569182166,inf,3497,0.1099687679291733,0.15647311226562252,0.2788104089219331,1060,-0.06047191827580961
avg_trade_usd,short,9,5170.707825945769,inf,3507,0.0991212226508449,0.16349962257644057,0.3239235814086113,3131,-0.11460047652636941
persist96,short,7,0.15150161250779248,0.18865137663763273,3496,0.09780226386373572,0.16218066378933138,0.31521739130434784,1387,-0.02618235301767948
tbi_ma96,short,2,-0.006637789393795786,-0.005084937042126928,3487,0.096227258670287,0.16060565859588266,0.3277889303125896,1003,-0.024326692117302418
disp96,short,8,6.059425205901015,8.812360625043981,3497,0.09611322889415433,0.16049162881975,0.3325707749499571,1100,0.03814602056272225
pos96,long,9,0.8846869829229302,inf,3497,0.09609859845727524,0.14260294279372446,0.3271375464684015,1395,-0.011611711287996469
since_hi480,long,9,463.0,inf,3492,0.09119194431811778,0.137696288654567,0.31557846506300113,1940,-0.21637058162848744
to_hi480,long,3,5.788681426549066,7.824172416409834,3458,0.08946760742319193,0.13597195175964116,0.29786003470213995,1321,0.10775307930619993
since_hi96,long,0,-inf,5.0,3155,0.08677723625019483,0.13328158058664405,0.31410459587955625,1171,-0.1169020171035485
since_hi480,long,8,419.0,463.0,3439,0.08557849991101771,0.13208284424746694,0.3216051177667927,1699,-0.03503934593523087
vol_of_vol,short,1,-0.9974322076246496,-0.7844894735301243,3456,0.08378515150496052,0.14816355143055618,0.33391203703703703,1306,-0.09126643251638218
to_lo96,long,9,11.42223944595839,inf,3497,0.08251850959256571,0.12902285392901494,0.3411495567629397,1252,0.20822338479399277
disp24,long,9,3.967692734331246,inf,3504,0.08173861422223493,0.12824295855868414,0.2979452054794521,1211,-0.054816127961398106
persist24,long,9,0.44683243782501825,inf,3504,0.08000753601324392,0.12651188034969316,0.2833904109589041,1199,-0.2511849820155562
atr_pct,short,4,0.007316054609001781,0.008167933663866292,3506,0.07727888143198358,0.14165728135757924,0.30889903023388476,1120,-0.050722728123536405
atr_rank,long,6,0.5583333333333333,0.6729166666666667,3456,0.06720887857032232,0.11371322290677155,0.27980324074074076,1164,-0.049145765481826385
pos480,short,6,0.6479965327882,0.7656026991099815,3459,0.0655363289156181,0.12991472884121374,0.3203237930037583,1671,-0.06002145396746024
since_hi96,long,1,5.0,14.0,3771,0.06370810915842937,0.1102124534948786,0.2871917263325378,1376,-0.0733759139389089
disp96,short,0,-inf,-7.425466260029259,3497,0.05823586557104162,0.12261426549663729,0.3156991707177581,1604,0.0995893856321579
to_lo24,long,9,5.192083803071839,inf,3504,0.05653135151175049,0.10303569584819972,0.2845319634703196,1196,-0.09964157594984857
pos480,long,3,0.3298907838183666,0.42947586435616136,3458,0.055306986797382135,0.10181133113383137,0.2909196067090804,1805,-0.2217141063151593
to_lo96,short,6,6.466677963256988,7.8225429261540524,3496,0.05141845601452445,0.11579685594012011,0.2963386727688787,1367,-0.14465891159215127
disp6,long,9,1.7504109233368257,inf,3506,0.05053119327304337,0.0970355376094926,0.2997718197375927,1362,-0.023718109310292855
pos480,long,7,0.7656027926285855,0.8484942251869253,3458,0.05003774823434371,0.09654209257079294,0.3042220936957779,1067,-0.05480711598649647
to_hi96,long,0,-inf,1.262713339685805,3497,0.048855932371102896,0.09536027670755212,0.30254503860451815,1365,-0.12332790680304229
since_lo480,long,6,355.0,406.0,3431,0.048137294150152866,0.09464163848660209,0.3007869425823375,1229,-0.10405613621692446
to_hi480,long,0,-inf,2.2203358152072457,3459,0.04689988841807699,0.09340423275452622,0.2992194275802255,1054,-0.12547862703488183
to_hi24,long,7,3.0679378182041206,3.747608343951706,3504,0.04678327677860932,0.09328762111505855,0.2962328767123288,1231,-0.1045158585945292
dow,long,4,4.0,5.0,5016,0.04593213060220379,0.09243647493865301,0.26834130781499205,1848,0.008706778372245202
pos480,short,2,0.24998283384103165,0.32990373043735005,3458,0.045255092818430806,0.10963349274402646,0.27385772122614227,1553,-0.22214377986807013
atr_pct,long,7,0.010249316622247874,0.012094521575944865,3506,0.04384544044861967,0.09034978478506889,0.2695379349686252,603,-0.176447039112274
since_lo480,long,7,406.0,447.0,3468,0.039075976625585096,0.08558032096203433,0.3255478662053056,1441,-0.08957269760439886
since_hi480,short,1,16.0,47.0,3495,0.03904085858206326,0.10341925850765893,0.282689556509299,1035,-0.09240591917676347
disp96,long,1,-7.4257056800948416,-4.833783294287331,3496,0.03519366070862917,0.0816980050450784,0.283466819221968,1338,-0.13159276611988746
to_hi480,short,9,26.50986602446271,inf,3459,0.033588413884915146,0.09796681381051081,0.3232148019658861,1422,-0.17021462023994263
disp96,long,5,0.3262363077069926,1.9185586554442269,3497,0.032451980641392646,0.07895632497784187,0.29739776951672864,1481,-0.017045548670475866
absorb_z,short,6,0.10212565176721522,0.155054140759419,3383,0.03240139523099307,0.09677979515658873,0.2902749039314218,1537,-0.05979684572611891
trade_intensity,long,7,1.094002001790664,1.3705201887370602,3496,0.0318675346599826,0.07837187899643183,0.27717391304347827,1196,-0.015367408563439346
to_hi96,long,8,7.947646469204478,10.230501978132606,3497,0.03117323103720487,0.07767757537365409,0.30140120102945384,1687,0.01563607912871086
atr_pct,short,3,0.006396923289682869,0.007316054609001781,3506,0.0305932020762113,0.09497160200180696,0.3120365088419852,1657,-0.053520319057119785
since_hi24,long,0,-inf,2.0,2818,0.029642848984040893,0.07614719332049012,0.3030518097941803,1118,-0.10447807877840251
to_hi480,long,1,2.2203358152072457,3.930572630505982,3458,0.029234641880058105,0.07573898621650733,0.291497975708502,969,0.05921279520752642
to_lo96,long,8,9.337052828954288,11.42223944595839,3497,0.027533511702041977,0.0740378560384912,0.2876751501286817,941,-0.26952598493283286
to_hi96,short,9,10.230356126877915,inf,3497,0.026390363749323582,0.09076876367491923,0.3191306834429511,1487,0.16836003369309144
since_hi480,short,0,-inf,16.0,3420,0.02512842063101573,0.08950682055661138,0.28830409356725145,1093,-0.10431373614076665
ats_rank480,long,7,0.7208333333333333,0.8229166666666666,3370,0.024962426797614387,0.0714667711340636,0.29614243323442135,1233,0.012458281176689377
to_hi96,long,3,2.855139547209417,3.7001787070528684,3497,0.023972056376567488,0.07047640071301671,0.2939662567915356,1193,-0.053879316083881974
vol_of_vol,long,8,0.6218081299357084,1.3853777634258337,3456,0.022668053504082852,0.06917239784053208,0.2595486111111111,1434,-0.13964183369779973
since_hi480,long,0,-inf,16.0,3420,0.02257204080709517,0.06907638514354439,0.2687134502923977,1093,-0.12011019430733269
tbi,long,9,0.04729522390774932,inf,3507,0.02224867866394078,0.06875302300039,0.3128029654975763,2212,-0.02886658182453875
atr_pct,long,8,0.012094521575944865,0.015125034472612911,3506,0.021707318014357425,0.06821166235080665,0.2253280091272105,430,-0.35048303291712996
dq,long,9,0.09469505467041175,inf,3507,0.02161530663741298,0.0681196509738622,0.3125178214998574,2209,-0.02877853490661724
since_hi480,short,3,92.0,147.0,3444,0.02100032402508027,0.08537872395067593,0.3060394889663182,1157,0.021441158211414957
to_lo480,short,5,12.951503617570971,15.313275314144825,3458,0.02015607713724897,0.08453447706284463,0.3021978021978022,1185,0.04259801793672952
to_lo96,short,7,7.8225429261540524,9.337047202581,3497,0.020020183909071728,0.08439858383466739,0.3076923076923077,1200,0.1059150536104898
