feature,side,bin,lo,hi,n,exp_r,lift,wr,n_test,exp_r_test
tbi_ma96,long,9,0.004727405578237936,inf,3487,0.1452310910637809,0.24259205009384016,0.385144823630628,1931,-0.01257823177829606
tbi_ma24,long,9,0.008454288618737558,inf,3502,0.1338922299650673,0.23125318899512656,0.38606510565391206,1958,-0.07949695203505104
dq_cum24,long,9,0.40846796091060394,inf,3502,0.13325655771452066,0.23061751674457992,0.3857795545402627,1953,-0.0813115414133731
pos480,long,8,0.8484991643317612,0.9121279040944632,3458,0.0875884522849836,0.18494941131504286,0.3782533256217467,816,0.03494812405064234
vol_of_vol,short,1,-0.9974420805042385,-0.7845299291462965,3456,0.08418441760914906,0.19219655556991033,0.3883101851851852,1306,-0.1608002609434347
disp96,long,9,8.812422739417269,inf,3497,0.0739398107066171,0.17130076973667635,0.3788961967400629,986,0.14906608494921098
since_lo480,long,5,297.0,355.0,3470,0.07287429099798814,0.1702352500280474,0.3786743515850144,1168,0.005422011062561672
since_hi480,long,6,280.0,356.0,3466,0.06953775582317698,0.16689871485323624,0.36930178880553954,1187,-0.09618913122784035
persist96,short,7,0.15149972282980753,0.18863374766082386,3497,0.06373235842259135,0.1717444963833526,0.36259651129539605,1387,-0.04509381125990702
persist96,short,6,0.12223646454896053,0.15149972282980753,3496,0.05712078652385833,0.16513292448461958,0.3624141876430206,1193,0.010161850608424816
pos480,long,4,0.42947997662816345,0.5297904486632068,3458,0.05356196090760216,0.1509229199376614,0.36697513013302485,1134,-0.3362454545420361
to_hi480,long,1,2.220288638285104,3.9303285040876506,3458,0.05189074810399526,0.1492517071340545,0.36292654713707345,969,0.03536328288445594
pos480,short,3,0.3298778371993831,0.42946763981215713,3458,0.039463070306296845,0.1474752082670581,0.35106998264893,1805,0.04125683276796998
disp96,short,0,-inf,-7.425945100160424,3497,0.03886300495056211,0.14687514291132336,0.36259651129539605,1604,0.07163728023232431
pos480,long,7,0.7656029796657938,0.8484991643317612,3458,0.03501983469303453,0.1323807937230938,0.3568536726431463,1067,-0.1047291711589
to_hi96,long,7,6.547531709480768,7.9477587789530855,3497,0.026362558294435054,0.12372351732449431,0.3614526737203317,1398,-0.038634117629745314
since_lo480,short,9,472.0,inf,3620,0.02435266872115633,0.13236480668191758,0.3541436464088398,910,0.024247689422239573
since_lo480,long,6,355.0,406.0,3431,0.021427183389392555,0.11878814241945182,0.35907898571844943,1229,-0.18969964309161058
tbi_ma96,short,2,-0.006638030264792322,-0.005085233294720743,3487,0.01922709544310955,0.1272392334038708,0.35560653857183827,1003,-0.07133857251742946
persist96,long,9,0.24159117288003162,inf,3497,0.013437780900023377,0.11079873993008263,0.33743208464398056,1060,0.03278007873507027
disp6,short,0,-inf,-1.6834829805323752,3506,0.013404293629654822,0.12141643159041608,0.3439817455790074,1542,0.016477361845317822
to_lo480,short,0,-inf,3.6754726002109233,3459,0.010791305728031452,0.11880344368879271,0.34142815842729113,1520,0.11678415103629051
to_hi480,short,5,10.436381472271139,13.058930488400964,3458,0.005819267966978431,0.11383140592773969,0.34644303065355697,1202,0.15245092593320017
since_hi480,long,8,419.0,463.0,3439,0.003881342347756449,0.1012423013778157,0.3498109915673161,1699,-0.16743210389889435
to_hi96,short,9,10.230647829387294,inf,3497,0.003181751692806203,0.11119388965356745,0.35659136402630826,1487,0.1371918229947186
