feature,side,bin,lo,hi,n,exp_r,lift,wr,n_test,exp_r_test
to_hi24,short,9,4.790134118284894,inf,875,0.10344940596633267,0.17375831403369443,0.5851428571428572,386,0.07307039697440319
pos480,long,7,0.796112505193789,0.8739881025689143,828,0.09925162359667074,0.18099296206905258,0.5905797101449275,365,0.036713820147504767
dq_cum24,long,9,0.2675339650052798,inf,875,0.09901555591767427,0.1807568943900561,0.584,529,0.010956928174049727
tbi_ma24,long,9,0.005514033581752368,inf,875,0.09402356130903854,0.17576489978142038,0.5817142857142857,530,0.008855473784081863
disp24,short,0,-inf,-3.577461783881696,874,0.08404264498089022,0.154351553048252,0.5709382151029748,405,-0.03571229101010245
tbi_ma8,long,9,0.00884038084554492,inf,876,0.07971547189767766,0.1614568103700595,0.5810502283105022,527,-0.024860046990678713
disp96,short,1,-7.316418299668853,-4.6414997717812,867,0.06967186544866279,0.13998077351602456,0.566320645905421,306,-0.34636259948333786
since_hi480,short,6,280.0,355.0,826,0.0678691145649324,0.13817802263229417,0.5774818401937046,268,-0.22214114150837863
pos480,short,1,0.14801776353696755,0.2171383053410379,828,0.0672696734504484,0.13757858151781016,0.5748792270531401,455,-0.09704648060801394
dq_cum24,short,5,-0.10654500091574812,-0.03202331147178632,874,0.0669801771697823,0.13728908523714406,0.5732265446224256,229,-0.14171195666661957
tbi_ma24,short,5,-0.002282175875109503,-0.0007328653022908441,874,0.060382054194205594,0.13069096226156734,0.5697940503432495,226,-0.13785707570209427
tbi_ma8,short,2,-0.009703235316404617,-0.006834991048846032,876,0.060001896560940876,0.13031080462830263,0.565068493150685,283,-0.03959795846247196
since_hi96,long,7,73.0,84.0,811,0.05746665039840908,0.13920798887079092,0.5696670776818742,353,-0.12672405937715386
to_hi96,long,4,3.3604410362712,4.358958469130034,867,0.04806600476501756,0.1298073432373994,0.5651672433679354,353,-0.013887959116623397
vol_of_vol,short,4,-0.4435321718973473,-0.29998734266072047,826,0.047409379861933075,0.11771828792929484,0.562953995157385,239,-0.1730026859093718
disp24,long,9,4.243089271256354,inf,875,0.0459133137095157,0.12765465218189753,0.5634285714285714,246,0.09795949979882185
since_lo480,long,6,366.0,410.0,830,0.04366737710854406,0.1254087155809259,0.5602409638554217,247,-0.03906619356661639
