label,risk,heat,fills,total,cagr,maxDD,mean_mo,med_mo,worst_mo,pos_mo,ge10,n_mo,breach,breach_dt,survived
IS_k16,0.0035,0.03,97,0.26120542349775566,12308.060892799225,0.05927565672966131,0.26120542349775566,0.26120542349775566,0.26120542349775566,1.0,1.0,1,daily_loss,2021-01-11 16:34:00+00:00,False
IS_k16,0.0035,0.06,136,0.46633493752699917,5575663.7345383,0.05927975525979478,0.46633493752699917,0.46633493752699917,0.46633493752699917,1.0,1.0,1,daily_loss,2021-01-11 16:34:00+00:00,False
IS_k16,0.005,0.01,196,0.4294545658973765,4.832993891901956,0.04414269979659562,0.13039663973727134,0.15686647163490508,0.0056983693970869,1.0,0.6666666666666666,3,daily_loss,2021-03-16 17:27:00+00:00,False
IS_k16,0.005,0.02,136,0.2330981010426938,26.866467056271766,0.07564393631082046,0.2330981010426938,0.2330981010426938,0.2330981010426938,1.0,1.0,1,daily_loss,2021-01-25 00:14:00+00:00,False
IS_k16,0.005,0.03,75,0.285237095975305,26478.12624663239,0.06478640742342065,0.285237095975305,0.285237095975305,0.285237095975305,1.0,1.0,1,daily_loss,2021-01-11 14:06:00+00:00,False
IS_k16,0.005,0.06,113,0.5436433952902986,44860580.6724326,0.06955686065975097,0.5436433952902986,0.5436433952902986,0.5436433952902986,1.0,1.0,1,daily_loss,2021-01-11 14:06:00+00:00,False
IS_k16,0.0075,0.01,326,0.8131239365681957,1.997232342407023,0.10081732805637342,0.09455448809280194,0.11195004048569634,-0.08931663311893567,0.7142857142857143,0.5714285714285714,7,daily_loss,2021-07-18 21:49:00+00:00,False
IS_k16,0.0075,0.02,35,0.16265783891321428,452.1659306635664,0.059681902048983076,0.16265783891321428,0.16265783891321428,0.16265783891321428,1.0,1.0,1,daily_loss,2021-01-11 16:34:00+00:00,False
IS_k16,0.0075,0.03,56,0.33885289502447646,139071.73104465814,0.07450759490565756,0.33885289502447646,0.33885289502447646,0.33885289502447646,1.0,1.0,1,daily_loss,2021-01-11 14:05:00+00:00,False
IS_k16,0.0075,0.06,89,0.6121082348076361,261064489.56275377,0.08876369415894084,0.6121082348076361,0.6121082348076361,0.6121082348076361,1.0,1.0,1,daily_loss,2021-01-11 14:03:00+00:00,False
IS_k16,0.01,0.01,21,0.08604560174478082,27.499275161116888,0.04983713646373764,0.08604560174478082,0.08604560174478082,0.08604560174478082,1.0,0.0,1,daily_loss,2021-01-11 16:34:00+00:00,False
