label,risk,heat,fills,total,cagr,maxDD,mean_mo,med_mo,worst_mo,pos_mo,ge10,n_mo,breach,breach_dt,survived
WF_k24,0.005,0.02,38,0.07452963240688959,189.76727217704558,0.03238063469836564,0.07452963240688959,0.07452963240688959,0.07452963240688959,1.0,0.0,1,daily_loss,2023-01-06 22:56:00+00:00,False
WF_k24,0.0075,0.01,135,0.03091901224320126,0.16218126952058842,0.1121614577595526,0.010237428553352782,0.005817298249451541,0.002783482104558699,1.0,0.0,3,daily_loss,2023-03-17 13:39:00+00:00,False
WF_k24,0.0075,0.02,21,0.0749616120960015,195.45152127974745,0.03244033857918593,0.0749616120960015,0.0749616120960015,0.0749616120960015,1.0,0.0,1,daily_loss,2023-01-06 22:47:00+00:00,False
WF_k24,0.0075,0.03,35,0.11461648521209011,2769.224710276131,0.037971841488936224,0.11461648521209011,0.11461648521209011,0.11461648521209011,1.0,1.0,1,daily_loss,2023-01-06 19:37:00+00:00,False
WF_k24,0.01,0.01,39,0.06859257189357626,2.842789213214904,0.08665138636204507,0.06859257189357626,0.06859257189357626,0.06859257189357626,1.0,0.0,1,daily_loss,2023-01-20 02:32:00+00:00,False
WF_k24,0.01,0.03,27,0.16025158065311107,51943.06423802492,0.032124415267332986,0.16025158065311107,0.16025158065311107,0.16025158065311107,1.0,1.0,1,daily_loss,2023-01-06 19:37:00+00:00,False
WF_k40,0.001,0.01,320,-0.0600817841106992,-0.7155849339668366,0.07804704280618273,-0.0600817841106992,-0.0600817841106992,-0.0600817841106992,0.0,0.0,1,static_dd,2023-01-20 02:32:00+00:00,False
WF_k40,0.001,0.02,481,-0.052199044452646226,-0.7058993313074173,0.08605610836077796,-0.052199044452646226,-0.052199044452646226,-0.052199044452646226,0.0,0.0,1,daily_loss,2023-01-17 23:55:00+00:00,False
WF_k40,0.001,0.03,209,0.0058363933303753335,0.5297574352723458,0.04744443847214992,0.0058363933303753335,0.0058363933303753335,0.0058363933303753335,1.0,0.0,1,daily_loss,2023-01-06 18:32:00+00:00,False
WF_k40,0.001,0.06,228,0.008726794495168111,0.8865066463528921,0.04744443847214992,0.008726794495168111,0.008726794495168111,0.008726794495168111,1.0,0.0,1,daily_loss,2023-01-06 18:32:00+00:00,False
WF_k40,0.002,0.01,357,-0.061688599399467914,-0.3903215639051464,0.14923392778847036,-0.031293483522659704,-0.031293483522659704,-0.040288730330365397,0.0,0.0,2,static_dd,2023-02-17 19:51:00+00:00,False
WF_k40,0.002,0.02,95,0.002437622583476573,0.19464808214421558,0.03561492075792171,0.002437622583476573,0.002437622583476573,0.002437622583476573,1.0,0.0,1,daily_loss,2023-01-06 18:33:00+00:00,False
WF_k40,0.0035,0.01,352,-0.06334075033425213,-0.21448691483009352,0.15081031745722154,-0.016208802932390104,-0.015519792647135155,-0.02365001746652695,0.0,0.0,4,static_dd,2023-04-10 19:11:00+00:00,False
WF_k40,0.0035,0.02,49,0.05538386149916841,50.301880836018924,0.030090253099600384,0.05538386149916841,0.05538386149916841,0.05538386149916841,1.0,0.0,1,daily_loss,2023-01-06 18:32:00+00:00,False
WF_k40,0.005,0.01,60,0.10875414424676699,9.556132462574643,0.05152387451933441,0.10875414424676699,0.10875414424676699,0.10875414424676699,1.0,1.0,1,daily_loss,2023-01-17 23:48:00+00:00,False
WF_k40,0.005,0.02,37,0.07273011500082927,167.78313185970637,0.03367292689457648,0.07273011500082927,0.07273011500082927,0.07273011500082927,1.0,0.0,1,daily_loss,2023-01-06 22:47:00+00:00,False
WF_k40,0.0075,0.01,35,0.013642992151823963,0.33795477311251854,0.08448065543240865,0.013642992151823963,0.013642992151823963,0.013642992151823963,1.0,0.0,1,daily_loss,2023-01-18 14:15:00+00:00,False
WF_k40,0.0075,0.02,24,0.10106748940016441,1132.7264842613024,0.03243822508423784,0.10106748940016441,0.10106748940016441,0.10106748940016441,1.0,1.0,1,daily_loss,2023-01-06 22:50:00+00:00,False
WF_k40,0.0075,0.03,35,0.12786581034326416,6566.580359528186,0.03559096816174384,0.12786581034326416,0.12786581034326416,0.12786581034326416,1.0,1.0,1,daily_loss,2023-01-06 18:32:00+00:00,False
WF_k40,0.01,0.01,28,0.09720526584613776,8.572160177376425,0.041392860080233365,0.09720526584613776,0.09720526584613776,0.09720526584613776,1.0,0.0,1,daily_loss,2023-01-16 19:06:00+00:00,False
WF_k40,0.01,0.02,23,0.18047006359607343,183490.57995985303,0.03229326853642341,0.18047006359607343,0.18047006359607343,0.18047006359607343,1.0,1.0,1,daily_loss,2023-01-06 22:50:00+00:00,False
