feature,side,bin,lo,hi,n,exp_r,lift,wr,n_test,exp_r_test
tbi_ma24,long,9,0.00692183234339158,inf,1751,0.272919117993019,0.3106439017439241,0.41519131924614505,974,0.04823893132134364
dq_cum24,long,9,0.33616119186482746,inf,1751,0.2686422272029777,0.3063670109538828,0.413478012564249,969,0.045065294937487586
pos480,short,3,0.2975712123327311,0.4068332629793128,1705,0.25475744033548803,0.31187387897466046,0.4228739002932551,1003,0.10001235099023119
to_lo480,short,3,8.471379178099781,10.565716008645266,1705,0.24326759070761844,0.30038402934679087,0.41759530791788857,798,0.016859908563563147
to_lo480,long,5,12.90623263651896,15.857010524851296,1706,0.2292297960513392,0.2669545798022443,0.4144196951934349,734,-0.23173499812772055
since_lo480,long,5,296.0,364.0,1709,0.22309528029682904,0.26082006404773417,0.4148624926857812,647,-0.2982731167198184
since_lo480,long,3,159.0,230.0,1716,0.2215223668042467,0.2592471505551518,0.4224941724941725,746,0.04777856753902641
tbi_ma8,long,9,0.01111286667124569,inf,1753,0.21683976766815044,0.25456455141905554,0.41015402167712495,1050,0.09675029923176812
pos480,long,6,0.6879568173934583,0.7961653124451977,1704,0.20669374916467448,0.24441853291557958,0.4137323943661972,528,-0.13015784436225214
pos480,short,2,0.23731596076688327,0.2975712123327311,1705,0.2048806576160748,0.26199709625524725,0.3994134897360704,603,-0.020777168341065477
vol_of_vol,short,0,-inf,-0.96951626930655,1703,0.20385013763940021,0.26096657627857267,0.4151497357604228,881,0.04993957324098896
pos480,long,5,0.536645555798209,0.6879568173934583,1706,0.19546173593075122,0.23318651968165632,0.4144196951934349,836,0.1331812067934731
disp24,long,9,4.104291538144277,inf,1751,0.19328097998416127,0.23100576373506637,0.3923472301541976,552,0.08264637222762201
tbi_ma96,short,0,-inf,-0.008151864468255261,1744,0.18259249703480954,0.239708935673982,0.3956422018348624,1257,-0.00830049607207112
to_hi480,long,4,7.486104337550979,9.968693581325594,1705,0.14177367731881677,0.17949846106972187,0.3912023460410557,620,-0.09313395874155107
to_lo480,long,6,15.857010524851296,19.050303560196394,1705,0.13899496799862207,0.17671975174952717,0.3906158357771261,566,-0.13192691680021124
since_lo480,short,6,364.0,414.0,1680,0.13810769941862783,0.19522413805780028,0.38392857142857145,539,-0.3643813675230604
avg_trade_usd,short,9,5188.583198181984,inf,1754,0.13522093031429253,0.19233736895346498,0.3882554161915621,1635,-0.14151105017457735
pos480,long,8,0.8651820122987349,0.9231688438662723,1705,0.1303826781906875,0.1681074619415926,0.3841642228739003,414,-0.016034684460462505
since_lo480,short,4,230.0,296.0,1706,0.12726107184958066,0.18437751048875312,0.3874560375146542,686,0.2782881514209037
vol_of_vol,short,1,-0.96951626930655,-0.7582962255987207,1703,0.12581935124543486,0.18293578988460732,0.39166177334116264,664,0.0032010922921603038
persist24,long,9,0.45694835893804586,inf,1751,0.12146184727408074,0.15918663102498584,0.35750999428897773,566,-0.1412459277511669
tbi_ma96,long,1,-0.008152002790681399,-0.005824679410351112,1743,0.12126209413398288,0.15898687788488797,0.3895582329317269,742,-0.3051459644899512
atr_rank,long,9,0.9083333333333333,inf,1715,0.11842089331751084,0.15614567706841592,0.3212827988338192,617,-0.3005709169530169
since_hi96,long,0,-inf,5.0,1742,0.11699396925555924,0.15471875300646434,0.3760045924225029,596,-0.001744740177519235
since_lo480,short,1,34.0,94.0,1703,0.11277460844941466,0.1698910470885871,0.364063417498532,682,-0.1946132150822454
to_lo24,long,9,5.315029663924354,inf,1751,0.11263641987166012,0.15036120362256522,0.36778983438035406,553,0.02927466562228361
to_hi96,long,0,-inf,1.141743596328704,1744,0.11236901347839559,0.1500937972293007,0.37786697247706424,574,-0.017616110915021774
disp6,long,9,1.8446341286029415,inf,1753,0.10941996471462935,0.14714474846553444,0.3730747290359384,681,-0.09162676664612976
since_lo480,long,8,453.0,474.0,1632,0.10659194096835255,0.14431672471925766,0.3866421568627451,562,0.17001240007280424
to_lo480,short,4,10.565716008645266,12.904017078177482,1705,0.10486782182489832,0.16198426046407077,0.3712609970674487,765,-0.07485427358740297
kyle_z,short,0,-inf,-1.1374714531876808,1744,0.1020602377744039,0.15917667641357636,0.3830275229357798,679,-0.04065924714536744
to_hi96,short,9,9.927635568509913,inf,1744,0.10135523835911582,0.1584716769982883,0.37270642201834864,699,0.14562886425143293
atr_rank,short,1,0.058333333333333334,0.15,1712,0.09794561390376398,0.15506205254293642,0.3901869158878505,660,-0.2332655450009497
