feature,side,bin,lo,hi,n,exp_r,lift,wr,n_test,exp_r_test
tbi_ma96,long,9,0.005847326841692914,inf,6973,0.10964122619407622,0.23430267936844784,0.38835508389502366,3573,-0.10574617521783311
dq_cum24,long,9,0.5179077918445182,inf,7001,0.028311531913915305,0.1529729850882869,0.36951864019425795,4018,-0.09544950974788441
tbi_ma24,long,9,0.010736165172924157,inf,7001,0.02676585970278052,0.15142731287715214,0.3690901299814312,4035,-0.098562573909684
disp24,short,0,-inf,-3.3783280115802308,7009,-0.022452699508538135,0.1328970686602441,0.3250107005278927,3296,-0.03583028571283889
avg_trade_usd,short,9,5172.272955829447,inf,7011,-0.031611024169586055,0.12373874399919615,0.33889602053915274,5967,-0.19940064150951656
atr_pct,long,8,0.00849337940941769,0.010832617593855117,7011,-0.03229510143330426,0.09236635174106735,0.31607473969476535,871,-0.25843336272303075
disp96,long,9,8.47778446823766,inf,7001,-0.03305479298536688,0.09160666018900473,0.3455220682759606,2422,-0.13526321917904274
to_lo480,long,0,-inf,3.551196255262854,6963,-0.03566842139166065,0.08899303178271095,0.318110010053138,3029,-0.14832852166051833
pos480,short,1,0.15684788265406205,0.25134759861724487,6963,-0.0362334095253226,0.11911635864345961,0.34855665661352864,2574,0.013715018976379311
since_hi480,long,8,428.0,465.0,6856,-0.03709661140532124,0.08756484176905036,0.34947491248541424,2960,-0.19714565813111848
atr_rank,long,9,0.9083333333333333,inf,7078,-0.03826498216842841,0.08639647100594319,0.27719694829047753,3008,-0.1363164528897736
to_lo480,short,0,-inf,3.5510784220621052,6963,-0.03893047678288929,0.11641929138589292,0.3252908229211547,3028,-0.0357019080484314
tbi_ma8,long,9,0.019270928648260688,inf,7008,-0.03931514026058696,0.08534631291378464,0.3541666666666667,4450,-0.1884119433396646
to_hi96,long,3,2.9751907753027336,3.797343881322647,7000,-0.040829986031581195,0.08383146714279041,0.3445714285714286,2312,-0.09893084737188598
to_hi24,short,9,4.648743833470317,inf,7009,-0.04147010131763747,0.11387966685114474,0.3198744471393922,3138,-0.07473386134312648
pos480,long,7,0.7403017477529021,0.8276569903236572,6962,-0.04276766198807207,0.08189379118629954,0.3510485492674519,2286,-0.16002745207268956
dow,long,0,-inf,1.0,10032,-0.04278080937333228,0.08188064380103932,0.35047846889952156,3648,-0.20500015332641236
atr_rank,long,8,0.7958333333333333,0.9083333333333333,6930,-0.04349813069606119,0.08116332247831042,0.30303030303030304,2561,-0.12002146902172685
since_hi480,long,5,246.0,313.0,6934,-0.04562771612134849,0.0790337370530231,0.3540524949524084,2513,-0.2982466326278191
vol_of_vol,long,9,1.3118723580175422,inf,6961,-0.04644034966821899,0.0782211035061526,0.28602212325815257,3079,-0.17182288151249825
to_lo96,short,2,2.4870779283818765,3.381355031542792,7001,-0.046810213874219395,0.10853955429456282,0.34523639480074275,2440,-0.117909226874939
since_lo480,long,0,-inf,35.0,6873,-0.04764984077682423,0.07701161239754738,0.3003055434308162,3345,-0.22133255300781102
vol_of_vol,long,8,0.620294048146687,1.3118723580175422,6960,-0.049703889281866344,0.07495756389250527,0.32068965517241377,2932,-0.16144681003013864
disp24,long,9,3.769771307235863,inf,7009,-0.050813485856876936,0.07384796731749467,0.3311456698530461,2662,-0.14238924663570782
