feature,side,bin,lo,hi,n,exp_r,lift,wr,n_test,exp_r_test
persist96,long,8,0.18864550031202978,0.24157870517675684,3496,-0.021935273677968936,0.05470182502611472,0.5280320366132724,1100,-0.04558703480823272
pos480,short,3,0.3298950993580277,0.4294717520841592,3458,-0.02224104967184922,0.07024289213809551,0.5240023134759977,1805,-0.049497917822563284
disp96,long,8,6.059231054126832,8.812259787323299,3496,-0.02341223793124813,0.053224860772835524,0.5271739130434783,1100,-0.0783072320690709
atr_rank,short,9,0.9127083333333379,inf,3458,-0.02506678479217273,0.06741715701777201,0.5014459224985541,1538,-0.006450132011298455
to_hi96,long,1,1.2628837056931554,2.0540763833425153,3496,-0.0251068194996352,0.051530279204448456,0.5245995423340961,1205,-0.05477874320822676
to_lo24,long,5,2.337871034437379,2.7914807113882643,3503,-0.02547274444931108,0.05116435425477257,0.5312589209249214,1255,-0.12357642360365377
disp96,short,4,-1.2291624003956825,0.32595998432668083,3496,-0.02558658862506569,0.06689735318487905,0.5266018306636155,1431,-0.12431028814933298
pos96,short,0,-inf,0.15526098587921128,3497,-0.025594705364361085,0.06688923644558364,0.5210180154418073,1517,-0.07629222022231776
pos480,short,0,-inf,0.15719628017411952,3458,-0.026036849547529273,0.06644709226241546,0.5240023134759977,1385,-0.0004201806345797237
range_per_trade,short,9,9.802237330722748e-08,inf,3506,-0.02645746088400008,0.06602648092594465,0.5077010838562465,45,0.07221095124187805
to_lo480,long,8,22.069215175107843,29.05961524463106,3458,-0.027098991311498687,0.04953810739258496,0.5341237709658763,1207,-0.11233491334785566
persist96,short,6,0.1222412085365729,0.15150286218807263,3496,-0.02718843155873331,0.06529551025121143,0.5254576659038902,1193,-0.043688114867466925
since_lo480,long,5,297.0,355.0,3470,-0.02724565246357077,0.04939144624051288,0.5305475504322766,1168,-0.026131539753797735
disp96,short,1,-7.426423940291588,-4.834122764050597,3496,-0.027253289145259457,0.06523065266468528,0.5205949656750573,1338,-0.05216675707005745
pos24,long,7,0.7015350101330949,0.7853343211255969,3503,-0.027316312135398486,0.04932078656868517,0.5304025121324579,1331,-0.10804592194211551
accel,short,0,-inf,-1.5948466722011192,3504,-0.027433859717109085,0.06505008209283565,0.5245433789954338,1475,-0.07808940526905699
disp6,long,9,1.7503833742913975,inf,3506,-0.027477007161396918,0.04916009154268673,0.5299486594409584,1362,-0.09263795484819413
to_hi24,short,8,3.7475774383001337,4.732522399748711,3504,-0.027929698581907945,0.0645542432280368,0.5248287671232876,1334,-0.21660532670494692
since_lo96,long,9,94.0,inf,4234,-0.02843116402563711,0.04820593467844654,0.5266887104393009,1493,-0.09776852100537085
tbi_ma24,short,2,-0.00937502087601858,-0.006667167564706792,3501,-0.028977787128029755,0.06350615468191498,0.525849757212225,1073,0.0029316054074332663
atr_rank,long,7,0.6729166666666667,0.7958333333333333,3493,-0.02918625712915995,0.0474508415749237,0.5184655024334383,1169,-0.10305980301164792
to_lo24,short,2,1.2268758260535517,1.5876620660501664,3504,-0.02928422898689298,0.06319971282305176,0.531107305936073,1097,-0.19808465164592215
since_lo480,long,2,90.0,161.0,3475,-0.029653413093014863,0.04698368561106879,0.5292086330935252,1437,0.00633606992180591
to_hi480,long,3,5.788720051854162,7.824084173065477,3458,-0.030011920517808065,0.04662517818627559,0.5277617119722383,1321,-0.09316681144758449
vol_of_vol,long,4,-0.4689926654072825,-0.30243465266710984,3455,-0.030814879065937967,0.045822219638145686,0.5264833574529667,946,-0.06302709661251109
to_hi24,long,3,1.4065503168146938,1.742894283044307,3503,-0.03141491748971728,0.04522218121436637,0.5298315729374822,1119,-0.08735282320455047
dn_wick,short,9,0.5995754233922119,inf,3506,-0.03198676027827473,0.060497181531670004,0.5282373074729035,1204,-0.12075442756461222
to_hi96,short,9,10.230939531896672,inf,3497,-0.032058813791846,0.06042512801809874,0.5341721475550472,1487,-0.03608164368628881
updn_ratio,long,2,0.45,0.4666666666666667,2907,-0.03218942135487656,0.04444767734920709,0.5242518059855521,1003,-0.08585517312325369
pos96,long,9,0.8846750563014569,inf,3497,-0.03333434591393998,0.04330275279014367,0.5224478124106376,1396,-0.032334399690185624
close_loc,long,1,0.12754868363673152,0.2242490117726961,3506,-0.033377404546509414,0.04325969415757424,0.5239589275527667,1313,-0.1026927875632191
to_hi480,short,5,10.436381472271139,13.05892642728981,3458,-0.03340265450110366,0.059081287308841074,0.5211104684788895,1202,0.0029105365410843995
tbi_ma24,short,7,0.0020347098732218976,0.0047259478124308165,3501,-0.03351983457996328,0.05896410722998146,0.5218508997429306,1125,-0.15315815541913683
to_lo480,short,2,6.187768349158728,8.391934021636711,3458,-0.033618346838304974,0.05886559497163976,0.5208212839791787,1365,-0.05234654351559274
kyle,long,9,5.851994940059667e-07,inf,3506,-0.03396799570172889,0.04266910300235476,0.5,139,-0.055141518342900556
dq_cum24,short,7,0.10034887914538465,0.22989882962895875,3501,-0.03405365094831344,0.0584302908616313,0.5215652670665524,1123,-0.15439853068601694
since_lo480,long,0,-inf,35.0,3442,-0.034560828894245305,0.04207626980983835,0.5127832655432888,1586,-0.18747010415059912
atr_rank,long,6,0.5583333333333333,0.6729166666666667,3456,-0.034852696603411934,0.04178440210067172,0.5205439814814815,1164,-0.11195833041157972
pos96,short,4,0.4354589347887745,0.531584886784167,3496,-0.035278957869598566,0.05720498394034617,0.5245995423340961,1221,-0.2032238454160371
range_z,long,8,0.5279635508319275,1.2160179863600726,3487,-0.035318393547241256,0.0413187051568424,0.515055921995985,1397,-0.0762011570407041
to_lo24,short,3,1.5876620660501664,1.94469337940717,3503,-0.036105232938251276,0.05637870887169346,0.5269768769626035,1140,-0.17774649847534602
to_lo24,short,1,0.827840074492022,1.2268758260535517,3503,-0.03611956804874007,0.056364373761204664,0.5249785897801884,1249,-0.13204853264859545
since_hi96,long,1,5.0,14.0,3771,-0.036215334451568756,0.0404217642525149,0.5125961283479183,1376,-0.10567002999701373
avg_trade_usd,long,0,-inf,2527.6724227543054,3506,-0.03624068521094068,0.04039641349314297,0.5353679406731318,1608,-0.12091172111091414
since_hi480,long,1,16.0,47.0,3495,-0.03698442970597994,0.03965266899810371,0.5201716738197425,1035,-0.04672572866966693
persist24,short,7,0.281507686704159,0.3503416783814374,3504,-0.03845320883072034,0.054030732979224394,0.5188356164383562,1349,-0.13901258027339888
vol_per_trade_z,long,5,-0.05999545697988574,0.21820298859104706,3487,-0.03860010823734898,0.03803699046673467,0.5216518497275595,1301,-0.10724522121541401
tbi_ma96,short,6,-0.0009750282643225718,0.0005139727421631557,3486,-0.038703859052577304,0.05378008275736743,0.5269650028686174,1054,-0.24977774747597545
kyle,long,8,4.6745641277079266e-07,5.851994940059667e-07,3506,-0.039006433171418116,0.03763066553266554,0.5059897318881916,451,-0.02001065802972464
atr_pct,long,7,0.010249311073295382,0.01209467368322986,3506,-0.03900851648241369,0.03762858222166996,0.5071306332002282,603,-0.2509825353020369
persist96,long,3,0.05426807897852991,0.07499455407643561,3496,-0.03961686145020247,0.037020237253881184,0.5240274599542334,1321,-0.1122950179493973
tbi_ma96,short,0,-inf,-0.009092647196742083,3487,-0.03967041522813696,0.052813526581807775,0.5141955835962145,2120,-0.013662071035262277
pos24,long,8,0.7853343211255969,0.8671486883707433,3504,-0.03975981838666034,0.036877280317423315,0.5225456621004566,1249,-0.08166039778652529
pos24,long,6,0.6138201987520263,0.7015350101330949,3503,-0.03985510624536488,0.03678199245871877,0.5246931201827005,1204,-0.06594897967829043
flow_eff,long,9,0.4774840660680811,inf,3506,-0.040268765004916135,0.03636833369916752,0.5059897318881916,700,-0.08734240989012992
range_per_trade,long,4,5.1952925754032596e-08,5.699910875808247e-08,3506,-0.04041224283747303,0.036224855866610624,0.5228180262407301,1340,-0.10242957354103273
efficiency,long,7,0.15272424026135883,0.18728294350306854,3506,-0.04050621063289889,0.036130888071184766,0.5228180262407301,1330,-0.10256368340825628
wick_skew,long,8,0.26827995758219486,0.42123129386923064,3506,-0.04070256293806694,0.03593453576601671,0.5248146035367941,1280,-0.05138919023316205
avg_trade_usd,long,6,4047.6735243894605,4342.049107701712,3505,-0.0413852155907644,0.035251883113319255,0.5141226818830242,928,-0.11802011269201083
vol_per_trade_z,long,0,-inf,-1.3281914629032372,3487,-0.04163185526452153,0.03500524343956212,0.5230857470605105,1025,-0.06315084951236936
rpt_rank,long,7,0.6958333333333333,0.7979166666666667,3394,-0.04248135328634715,0.034155745417736506,0.5212139068945197,1263,-0.08502258882680698
kyle,short,9,5.851994940059667e-07,inf,3506,-0.04268962957852423,0.04979431223142051,0.49229891614375354,139,-0.04735330404009382
rpt_rank,long,4,0.3875,0.49166666666666664,3442,-0.04273165131531987,0.03390544738876378,0.5206275421266705,1351,-0.0701647592747963
vol_per_trade_z,long,1,-1.3281914629032372,-0.9211781561351056,3487,-0.0427432115824621,0.03389388712162155,0.5227989675939203,1384,-0.11112877377430455
since_lo96,short,4,43.0,57.0,3643,-0.04285806571918963,0.049625876090755104,0.5207246774636288,1338,-0.21258588007392157
to_hi96,long,0,-inf,1.2628837056931554,3497,-0.04307084325962557,0.033566255444458085,0.5161567057477838,1365,-0.09526577184738924
dq,long,7,0.03539876713441858,0.059866209902457335,3506,-0.043536268795555944,0.03310082990852771,0.517969195664575,1088,-0.04908142919167724
dn_wick,long,3,0.15679598616262683,0.209767655199687,3505,-0.04359811072187814,0.03303898798220551,0.5189728958630527,1246,-0.08753383955568997
tbi_ma8,short,0,-inf,-0.01881843291634543,3505,-0.043602418921243,0.048881522888701734,0.5255349500713267,2390,-0.109471959673526
since_hi480,long,9,463.0,inf,3492,-0.04394136579520142,0.03269573290888223,0.5189003436426117,1940,-0.19379365073726654
disp96,long,2,-4.834122764050597,-3.0090458137023144,3496,-0.04411688479390943,0.03252021391017422,0.5185926773455377,1087,-0.06624914568915347
persist24,long,9,0.4468113475016744,inf,3504,-0.0441339139631035,0.03250318474098016,0.5085616438356164,1199,-0.17470267659861574
vol_of_vol,long,3,-0.6295576061096902,-0.4689926654072825,3456,-0.0446451103835694,0.03199198832051425,0.5231481481481481,1156,-0.15687354232694625
efficiency,long,6,0.12519092447190217,0.15272424026135883,3505,-0.0449354669104049,0.031701631793678756,0.5192582025677603,1274,-0.11832616847330817
lo_pos,long,9,0.9491525423728814,inf,3621,-0.04499014693398503,0.03164695177009862,0.52002209334438,1372,-0.11040137183775549
to_lo480,short,3,8.391934021636711,10.630130844913717,3458,-0.04513098343067749,0.04735295837926724,0.5156159629843841,1257,-0.1781732428106688
atr_pct,short,4,0.00731595416114364,0.008167571581567333,3505,-0.045435403394193455,0.04704853841575128,0.512981455064194,1120,-0.08499176617177102
hi_pos,long,1,0.01694915254237288,0.06779661016949153,3176,-0.04545575967402877,0.031181339030054885,0.5173173803526449,1098,-0.09539159928312577
dow,long,4,4.0,5.0,5016,-0.0454978297411584,0.03113926896292525,0.511164274322169,1848,-0.01443501927226864
flow_eff,long,8,0.2591524804410624,0.4774840660680811,3506,-0.04601573626440525,0.030621362439678404,0.5062749572162007,671,-0.12266873234073293
to_hi96,long,7,6.547636807737297,7.94786074620019,3496,-0.046017427326682216,0.030619671377401438,0.5200228832951945,1398,-0.049010737160105136
to_hi96,long,3,2.8551461322109923,3.7001975314526265,3497,-0.046124470964553604,0.03051262773953005,0.5164426651415499,1193,-0.04396469673144151
since_hi480,short,7,356.0,419.0,3462,-0.046157373269895476,0.04632656854004926,0.5187752744078568,1544,-0.17842607831770238
lo_pos,long,3,0.15254237288135594,0.2711864406779661,3669,-0.0462498893889548,0.030387209315128852,0.5189424911420005,1237,-0.12156206562096519
tbi,long,7,0.017648038045180718,0.02987765117185882,3506,-0.04645959839074863,0.03017750031333502,0.5165430690245294,1087,-0.05147047271833042
rpt_rank,long,8,0.7979166666666667,0.9020833333333333,3368,-0.04648170765862353,0.030155391045460125,0.5198931116389549,1326,-0.11194966820800265
gap,long,4,0.0001556829197818829,0.0005444706268430196,3506,-0.04653084736309674,0.030106251340986913,0.513405590416429,2199,-0.07715841815473676
absorb,long,6,0.02230870240549339,0.048931638257179264,3504,-0.04667137487435015,0.029965723829733504,0.5156963470319634,969,-0.06881436267998238
to_lo24,long,0,-inf,0.827840074492022,3504,-0.046717946860898675,0.029919151843184978,0.5128424657534246,1737,-0.10644882229241362
since_lo96,short,0,-inf,6.0,3064,-0.04671967833992362,0.04576426347002112,0.5065274151436031,1316,-0.029630511062169598
tbi_ma24,long,4,-0.004386527098122857,-0.0022937733203875336,3501,-0.04710455555474204,0.02953254314934161,0.5184233076263924,1000,-0.0425238339371994
up_wick,long,9,0.5815639251776091,inf,3506,-0.04714036224148913,0.02949673646259452,0.5211066742726754,1272,-0.08691125679747436
tbi_ma24,short,1,-0.012937925425561794,-0.00937502087601858,3501,-0.047265660225498496,0.04521828158444624,0.5158526135389888,1229,-0.025031043985111634
dn_wick,long,0,-inf,0.04766701925243474,3506,-0.04752296633848661,0.029114132365597047,0.5265259555048488,1568,-0.10147554149324113
close_loc,short,6,0.6112541704479642,0.7054296557421015,3505,-0.047782992125371064,0.04470094968457367,0.5158345221112696,1214,-0.1437226037224868
accel,long,9,1.596065609178245,inf,3504,-0.048109889281251275,0.028527209422832378,0.5188356164383562,1451,-0.14808818664233986
to_lo480,long,7,17.993401986212874,22.069215175107843,3458,-0.04816760721849357,0.02846949148559008,0.5213996529786004,1367,-0.20397048542119592
tbi_ma8,long,3,-0.009017418601262506,-0.005504043799500987,3505,-0.04859514033867898,0.02804195836540467,0.517546362339515,961,-0.10252509481566137
disp24,long,2,-2.2414411109090997,-1.3422658319616105,3504,-0.04862442273820885,0.028012675965874805,0.5171232876712328,1245,-0.07246331771025939
absorb_z,long,3,-0.10245370534506239,-0.03142246035699296,3383,-0.048886076793281316,0.027751021910802337,0.5152231746970145,1326,-0.08733612769039169
absorb_z,long,4,-0.03142246035699296,0.04282344679383983,3383,-0.048888581014811625,0.02774851768927203,0.5167011528229383,1313,-0.07971395415656077
vol_of_vol,long,2,-0.7843945584498624,-0.6295576061096902,3455,-0.0489167501529379,0.027720348551145753,0.5195369030390738,1056,-0.05101574793247077
vol_of_vol,long,5,-0.30243465266710984,-0.09346793925475119,3456,-0.048929346011683396,0.027707752692400257,0.5170717592592593,1124,-0.07739008432033433
disp6,long,1,-1.683511564095863,-0.9934783363380847,3505,-0.049427857791154946,0.027209240912928707,0.5126961483594864,1369,-0.12510280558906225
disp96,long,3,-3.0090458137023144,-1.2291624003956825,3496,-0.04952890467715098,0.027108194026932673,0.5180205949656751,1295,-0.04402181651455067
extreme_late,long,9,0.9830508474576272,inf,4614,-0.04965645172070704,0.026980646983376613,0.5171218032076289,1574,-0.14170674604601305
vol_of_vol,short,9,1.3854004759080636,inf,3456,-0.04978598563391274,0.042697956176032,0.49508101851851855,1546,-0.09910412278858981
ats_z96,long,1,-1.3169834884341334,-0.9176991885237411,3487,-0.0499605552371798,0.026676543466903853,0.5170633782621165,1398,-0.08113472431953961
gap,short,2,-0.00014035361811962462,0.0,2112,-0.049992220847244626,0.04249172096270011,0.4990530303030303,722,0.021922577718138977
since_lo480,long,7,406.0,447.0,3468,-0.05004128922697293,0.026595809477110724,0.5167243367935409,1441,-0.12592465284236276
to_hi24,long,2,1.0695692026966934,1.4065503168146938,3504,-0.05008261181177439,0.026554486892309263,0.521689497716895,1249,-0.06521398379381582
wick_skew,short,1,-0.445341877303924,-0.2899940102573931,3506,-0.05029815170557242,0.04218579010437232,0.5182544209925841,1269,-0.10867171470158767
dq_cum24,short,1,-0.6182010785611506,-0.44740475046223144,3501,-0.05039663910112001,0.04208730270882473,0.5144244501570979,1230,-0.02453751077237931
to_lo96,long,8,9.33704157620771,11.420847525303955,3496,-0.0504612894064898,0.026175809297593854,0.5177345537757437,941,-0.08698255455129035
avg_trade_usd,long,5,3754.7972006560703,4047.6735243894605,3506,-0.050581808265474246,0.026055290438609408,0.5125499144324016,854,-0.15167895402769813
tbi_ma8,long,8,0.008540376451014622,0.014429968322520798,3504,-0.05097030342531148,0.02566679527877217,0.516837899543379,1228,-0.09962859136109763
flow_eff,long,6,0.11176733654077298,0.16727683884853617,3506,-0.05104497212851467,0.02559212657556898,0.5114090131203651,986,-0.12136910106515025
tbi,long,9,0.04727719554701333,inf,3506,-0.05107592004246561,0.025561178661618042,0.5285225328009128,2212,-0.09470118871339617
range_per_trade,long,2,4.173347665870556e-08,4.6919743034555483e-08,3506,-0.05122107122415961,0.025416027479924046,0.5205362236166572,1890,-0.05171103271265414
ats_z96,long,5,-0.0655573944957823,0.22197714064899585,3487,-0.051234862124001156,0.025402236580082498,0.5162030398623458,1336,-0.08452053597253535
dq,long,9,0.094692496043802,inf,3506,-0.05137435389319347,0.025262744810890185,0.5282373074729035,2210,-0.09465560301933133
to_lo96,short,3,3.3850517787431493,4.3697006517345995,3497,-0.05143533139464299,0.041048610415301744,0.5132971118101229,1366,-0.08024463787437855
absorb_z,long,2,-0.19088776081266484,-0.10245370534506239,3383,-0.05155867712545416,0.025078421578629495,0.5137451965710907,1263,-0.11803364773393367
atr_pct,long,6,0.009089982062590797,0.010249311073295382,3506,-0.051626614132548244,0.02501048457153541,0.5054192812321734,677,-0.1277727111343169
dq_z96,long,0,-inf,-1.2853995099012647,3487,-0.05177713311694429,0.024859965587139363,0.5184972755950674,1266,-0.13947839462627823
tbi_z96,long,0,-inf,-1.284734597379641,3487,-0.05179214222709286,0.024844956476990795,0.5184972755950674,1265,-0.1387038981554348
rpt_z,long,4,-0.34750319186302736,-0.10238943341746227,3487,-0.051840304573220114,0.02479679413086354,0.5159162603957557,1265,-0.06812646098598772
hi_pos,long,5,0.423728813559322,0.559322033898305,3475,-0.052099540623069075,0.024537558081014578,0.5153956834532374,1206,-0.050032096502454965
pos24,long,0,-inf,0.16885106090320068,3504,-0.05225079850297844,0.024386300201105215,0.5082762557077626,1840,-0.10141636745158573
gap,long,2,-0.00014035361811962462,0.0,2112,-0.052470822894813356,0.024166275809270298,0.4990530303030303,722,-0.14543439902781774
tbi_ma96,long,7,0.0005139727421631557,0.002327303336602634,3487,-0.05251477453321574,0.02412232417086791,0.517923716661887,1250,0.002314045167417487
tbi_ma96,short,5,-0.0023371495983311235,-0.0009750282643225718,3487,-0.05253431788301231,0.03994962392693242,0.515055921995985,987,-0.20735845510847029
accel,long,2,-1.0369045145840763,-0.6569274478060144,3504,-0.05271453463289924,0.023922564071184413,0.514554794520548,1197,-0.12016025026553241
close_loc,long,0,-inf,0.12754868363673152,3506,-0.052841854075434694,0.02379524462864896,0.5205362236166572,1555,-0.09415570982828148
dq_cum24,long,4,-0.20779682245533027,-0.10744105755340438,3501,-0.05287646207723113,0.023760636626852523,0.5155669808626107,999,-0.04577256631734387
flow_eff,long,7,0.16727683884853617,0.2591524804410624,3505,-0.05298380549020869,0.023653293213874965,0.5055634807417975,783,-0.06556334053678033
wick_skew,long,9,0.42123129386923064,inf,3506,-0.05312170015756741,0.023515398546516242,0.5191100969766115,1314,-0.06821620648892629
persist6,long,6,0.4381464161846145,0.5340408933803142,3505,-0.05331000079919026,0.023327097904893394,0.5169757489300999,1356,-0.09304692794123932
body_frac,long,2,-0.47418587791251765,-0.319402291677422,3506,-0.05341778875353802,0.023219309950545636,0.5145464917284654,1208,-0.10953966364416863
persist6,short,9,0.789222913887391,inf,3506,-0.05367132089496003,0.038812620914984705,0.5059897318881916,1414,-0.0846306954894988
since_hi96,long,0,-inf,5.0,3154,-0.05380332285072568,0.022833775853357975,0.5110970196575777,1171,-0.09633579056412887
efficiency,long,4,0.07929706819036454,0.10096868035763551,3506,-0.05394942866584854,0.022687670038235117,0.5142612664004563,1283,-0.09961445316238654
to_hi96,long,2,2.0540763833425153,2.8551461322109923,3496,-0.053955569769061885,0.022681528935021768,0.5143020594965675,1158,-0.20093860117394594
up_wick,long,2,0.09829612082697817,0.14703789816320756,3506,-0.054031975767845374,0.02260512293623828,0.513405590416429,1271,-0.12740601243505328
rpt_rank,short,0,-inf,0.09166666666666666,3388,-0.05406866233064964,0.03841527947929509,0.5100354191263282,1186,-0.048641177127686626
absorb_z,short,7,0.15505170715228742,0.24581065623553078,3383,-0.05418535631609171,0.038298585493853024,0.5093112621933196,1360,-0.15478923561666064
persist24,long,3,0.10048504050212383,0.13778304850601575,3503,-0.05436000570774398,0.022277092996339676,0.5175563802455039,1272,-0.08414937283866807
tbi_ma8,short,7,0.004512005489972333,0.008540376451014622,3504,-0.0544191510040155,0.038064790805929234,0.5091324200913242,984,-0.14361526609224246
to_hi96,long,5,4.543525932125451,5.4808116833192715,3496,-0.05443918994077759,0.022197908763306066,0.5131578947368421,1052,-0.0782350408230338
range_per_trade,short,8,8.003314175457509e-08,9.802237330722748e-08,3506,-0.054721454291464494,0.03776248751848024,0.5037079292641187,326,-0.11362106971356296
atr_rank,long,8,0.7958333333333333,0.9127083333333379,3476,-0.0547797862416537,0.021857312462429952,0.4974108170310702,1332,-0.08213370463049281
hi_pos,long,4,0.2711864406779661,0.423728813559322,3996,-0.0548441772130353,0.021792921491048355,0.5142642642642643,1471,-0.08104114079317154
kyle_z,long,3,-0.6166140931928931,-0.3931373119670784,3486,-0.054847322275493576,0.021789776428590077,0.5160642570281124,1130,-0.14830335839365166
kyle,long,6,3.604793423877703e-07,4.0541936020398104e-07,3505,-0.05490080320831784,0.021736295495765813,0.505848787446505,844,-0.08978456555802929
hi_pos,short,8,0.8305084745762712,0.9491525423728814,3535,-0.05531372307883079,0.037170218731113945,0.5114568599717114,1448,-0.14582698126650145
persist24,long,4,0.13778304850601575,0.180776828043532,3503,-0.055456027241838034,0.02118107146224562,0.5147016842706251,1394,-0.088884663253412
dq_z96,long,8,0.8559866340548344,1.3026031427319462,3487,-0.05547920313747674,0.02115789556660691,0.515055921995985,1338,-0.11772839822550474
