feature,thr,dir,n,frac,exp_r,lift,wr,monthly_R,pos_months,worst_month_R
trade_intensity,0.7362144358866309,1,3391,1.0,0.14260003495630444,0.0,0.3512238277794161,7.326616947527703,0.4696969696969697,-38.75049466928266
sess_eu,1.0,-1,3391,1.0,0.14260003495630444,0.0,0.3512238277794161,7.326616947527703,0.4696969696969697,-38.75049466928266
sess_eu,0.0,1,3391,1.0,0.14260003495630444,0.0,0.3512238277794161,7.326616947527703,0.4696969696969697,-38.75049466928266
trade_intensity,0.7844630685880122,1,3391,1.0,0.14260003495630444,0.0,0.3512238277794161,7.326616947527703,0.4696969696969697,-38.75049466928266
updn_ratio,0.5333333333333333,-1,2732,0.805662046593925,0.14258175560481423,-1.8279351490207985e-05,0.34773060029282576,5.90202055018716,0.5151515151515151,-36.66790874473848
updn_ratio,0.4625,1,2794,0.8239457387201415,0.1425235530784949,-7.648187780953664e-05,0.3507516105941303,6.0334970803229515,0.4696969696969697,-38.410625802454916
tbi_ma96,0.002250636222054244,-1,3223,0.9504570923031554,0.1424739613145113,-0.00012607364179315073,0.3515358361774744,6.957478444191968,0.48484848484848486,-38.75049466928266
tbi,0.021778479552564064,-1,3035,0.8950162194043055,0.14245359508461464,-0.00014643987168980188,0.34794069192751237,6.550706986087962,0.4696969696969697,-37.675629427554
efficiency,0.029567585531454662,1,2828,0.8339722795635506,0.14244492116263568,-0.0001551137936687541,0.3546676096181047,6.103549046180814,0.4696969696969697,-32.600395624760736
accel,0.16760484940808956,-1,1785,0.5263933942789738,0.14240127458674182,-0.00019876036956262277,0.33837535014005604,3.8513071990505168,0.5,-21.915201148977253
to_hi24,1.1865839827434939,1,2093,0.6172220583898556,0.1423826369301944,-0.00021739802611003833,0.3358815097945533,4.515255440831771,0.5,-30.74463116612018
kyle,2.843547507471621e-07,1,3268,0.9637275140076673,0.14235543271514264,-0.0002446022411617954,0.35006119951040393,7.048750819895244,0.48484848484848486,-37.72244557268737
gap,0.0045936491172944285,-1,3274,0.9654969035682689,0.14235310836982848,-0.00024692658647595955,0.3509468540012217,7.061576921254825,0.4696969696969697,-39.66998099891648
vol_per_trade_z,-1.4013827311090183,1,3204,0.9448540253612504,0.14228882000426304,-0.00031121495204139427,0.3523720349563046,6.907475443843315,0.4696969696969697,-37.34128572740935
ats_rank480,0.07291666666666667,1,3142,0.9265703332350339,0.14220417476685532,-0.00039586018944912094,0.3542329726288988,6.9813362049603045,0.453125,-38.75049466928266
close_loc,0.7597612072489444,-1,2455,0.7239752285461516,0.14211953284401538,-0.0004805021122890607,0.34541751527494907,5.286415956546329,0.4696969696969697,-27.752677651542324
rv_vs_range,0.5094352422818629,-1,1213,0.35771158950162196,0.142116270918031,-0.0004837640382734376,0.35696619950535863,2.611924797326843,0.5454545454545454,-15.454049114742002
persist6,0.07412005602826247,1,3258,0.9607785314066647,0.14210939457756736,-0.0004906403787370839,0.3532842234499693,7.015036477783552,0.4696969696969697,-37.329158174754596
absorb,0.0729049686092649,-1,3316,0.9778826304924801,0.1420233526371224,-0.0005766823191820369,0.3513268998793727,7.135597535525726,0.4696969696969697,-38.75049466928266
pos24,0.5245257696525296,-1,1657,0.4886464169861398,0.14202310396137224,-0.0005769309949321955,0.33433916716958356,3.5656406555150584,0.42424242424242425,-23.50755509608366
absorb,-0.19812298566939757,1,3295,0.9716897670303746,0.14202127186989297,-0.0005787630864114712,0.3520485584218513,7.090304406231777,0.48484848484848486,-38.75049466928266
dq,0.04367655210284969,-1,3034,0.8947213211442052,0.14192651475913717,-0.0006735201971672655,0.34772577455504283,6.52431887544276,0.4696969696969697,-37.675629427554
lo_pos,0.9748953974895398,-1,3230,0.9525213801238572,0.1418900770556146,-0.0007099579006898393,0.35170278637770896,6.9440143771156855,0.4696969696969697,-35.6828108291038
since_lo480,448.0,-1,2654,0.7826599823061043,0.14187729453492304,-0.0007227404213814015,0.3496608892238131,5.88347405774509,0.515625,-34.330944947188584
accel,0.6843376135541845,-1,2086,0.6151577705691537,0.14186794779638967,-0.0007320871599147682,0.34036433365292423,4.483886956110134,0.45454545454545453,-22.935444755946477
efficiency,0.005048992850130948,1,3301,0.9734591565909761,0.1418674373199675,-0.0007325976363369291,0.35140866404119964,7.095521372624435,0.48484848484848486,-38.75049466928266
updn_ratio,0.5404255319148936,-1,2903,0.8560896490710704,0.14186242575270677,-0.0007376092035976667,0.3489493627282122,6.239797302425877,0.5,-38.71336673204522
accel,0.001979468299623428,1,1710,0.5042760247714538,0.14184987585792408,-0.0007501590983803597,0.36432748538011694,3.6752013290462147,0.48484848484848486,-25.694809279793102
persist6,0.386402084298785,1,2583,0.7617222058389855,0.14181337065514363,-0.000786664301160811,0.35423925667828104,5.5500596424581214,0.48484848484848486,-27.971651155766587
since_lo480,47.0,-1,609,0.17959304040106164,0.14176001380161846,-0.0008400211546859826,0.32676518883415434,1.3924491678255753,0.20967741935483872,-22.554617710936178
extreme_late,0.13807531380753138,1,3272,0.9649071070480684,0.14175447570573177,-0.0008455592505726695,0.3517726161369193,7.027585522865975,0.48484848484848486,-36.69643247269434
since_lo480,276.0,1,1719,0.5069301091123563,0.14170144159110742,-0.0008985933651970146,0.35602094240837695,3.806012157736151,0.4375,-33.6437966818505
persist96,0.04567121102986865,1,2919,0.8608080212326747,0.14169322092441206,-0.0009068140318923834,0.35217540253511476,6.266704725429678,0.5,-28.289235071891724
wick_skew,0.09314559686888613,-1,2233,0.6585078148038926,0.14164600462536245,-0.0009540303309419906,0.35020152261531573,4.792356489824761,0.5,-24.264130315818328
pos24,0.6201117995537472,-1,1758,0.5184311412562665,0.14159233133071913,-0.0010077036255853045,0.33390216154721275,3.771504825445519,0.45454545454545453,-23.50755509608366
absorb_z,-0.8985248430949702,1,2871,0.846652904747862,0.14158085751158486,-0.0010191774447195767,0.35144548937652387,6.158767301753941,0.5757575757575758,-35.585193610065346
efficiency,0.05158461902571623,1,2400,0.707755824240637,0.14157970470113804,-0.0010203302551664017,0.3545833333333333,5.1483528982232,0.5,-27.46046568882856
pos480,0.48663814105674136,-1,1664,0.49071070480684165,0.1415550622316291,-0.0010449727246753526,0.34134615384615385,3.738851167514774,0.38095238095238093,-28.972720406728516
ats_rank480,0.16666666666666666,1,3014,0.8888233559422,0.14152946525695884,-0.0010705696993456026,0.3553417385534174,6.665153254444904,0.484375,-38.75049466928266
disp6,-0.8800276810817232,1,2024,0.5968740784429372,0.14152811285479833,-0.001071922101506112,0.36116600790513836,4.340195460880481,0.4696969696969697,-27.238828448054832
kyle_z,-1.3567889924313887,1,3361,0.991153052196992,0.14150398075709072,-0.001096054199213714,0.35049092531984527,7.205983020069424,0.4696969696969697,-38.75049466928266
persist6,0.11112479575369268,1,3189,0.9404305514597464,0.14143157331461903,-0.0011684616416854088,0.3530887425525243,6.833716474247274,0.48484848484848486,-37.20047795602198
efficiency,0.057536655149662164,1,2266,0.6682394573872014,0.14125158397796703,-0.0013484509783374121,0.35481023830538394,4.849637716576868,0.5303030303030303,-26.43597209690213
since_hi24,1.0,-1,1199,0.35358301386021823,0.14122451511615156,-0.0013755198401528834,0.3761467889908257,2.60504913268101,0.4461538461538462,-21.19038894731729
efficiency,0.12599379979660819,-1,2438,0.7189619581244471,0.1412136984081404,-0.00138633654816403,0.3445447087776866,5.216348435137066,0.45454545454545453,-26.777315343384725
accel,2.145836689953447,-1,2895,0.8537304629902683,0.1412126867024494,-0.0013873482538550308,0.34818652849740933,6.194101939448349,0.4696969696969697,-30.507321347242396
persist6,0.8144568487843862,1,998,0.2943084635800649,0.1411802102078142,-0.0014198247484902282,0.35370741482965934,2.134815905869676,0.42424242424242425,-14.063922261811504
kyle_z,0.17665884802156107,1,2655,0.7829548805662047,0.14112421428180044,-0.001475820674503997,0.34764595103578155,5.6770422563360645,0.4696969696969697,-26.423258189231788
to_hi24,3.0997520019108538,-1,1972,0.5815393689177234,0.1410821891312595,-0.001517845825044939,0.3620689655172414,4.215364802527936,0.4696969696969697,-28.273633080787214
atr_pct,0.018619224934568322,-1,1029,0.3034503096431731,0.14101621363719427,-0.001583821319110168,0.3770651117589893,2.30326482274084,0.3492063492063492,-17.730252975913086
absorb,-0.3871231323337312,1,3344,0.9861397817752875,0.14099638904971482,-0.0016036459065896236,0.35167464114832536,7.143817045185549,0.48484848484848486,-38.75049466928266
up_wick,0.30068928009769424,-1,2370,0.698908876437629,0.1409855116944508,-0.0016145232618536287,0.3527426160337553,5.062661556300734,0.48484848484848486,-25.415317640645355
to_hi24,2.831318030912091,-1,1891,0.5576526098496019,0.1409730365314273,-0.0016269984248771518,0.36329984135378107,4.039091092135288,0.45454545454545453,-27.249347245262577
disp96,-0.05712548564930848,-1,1638,0.48304335004423476,0.14097171247971774,-0.0016283224765867021,0.3363858363858364,3.4986615915420862,0.3939393939393939,-28.66956268303134
persist96,0.03614604370330445,1,3014,0.8888233559422,0.14094268102366792,-0.0016573539326365239,0.35202388852023886,6.436382433414168,0.4696969696969697,-30.33881505840777
pos96,0.3327986905473144,1,2052,0.6051312297257446,0.14091358755654204,-0.0016864473997623974,0.35282651072124754,4.381131540394306,0.5,-31.33684015095769
avg_trade_usd,1012.1037036521446,1,2088,0.6157475670893542,0.14081903244210117,-0.001781002514203267,0.35009578544061304,4.455002117259201,0.45454545454545453,-24.96241282083082
since_lo24,6.0,1,2076,0.612208787968151,0.14070295249256204,-0.0018970824637424,0.355009633911368,4.425747414766041,0.4393939393939394,-29.29691158602263
accel,0.3331920017558868,1,1504,0.4435269831907992,0.1406692060363818,-0.0019308289199226336,0.3663563829787234,3.205552816344216,0.5303030303030303,-25.277886085585777
to_lo24,3.1439676285756297,-1,1788,0.5272780890592745,0.14064238215306799,-0.0019576528032364537,0.3400447427293065,3.8101299892376606,0.45454545454545453,-26.61567235741232
pos24,0.15620533153544933,1,2582,0.7614273075788853,0.1406337026950523,-0.001966332261252146,0.3493415956622773,5.501760914524621,0.5,-29.503111638582173
wick_skew,-0.2965159165375265,-1,675,0.19905632556767916,0.14062072226687136,-0.001979312689433077,0.3362962962962963,1.4381664777293661,0.5151515151515151,-9.137288013945739
since_hi480,350.0,1,1151,0.33942789737540546,0.1406017333907379,-0.001998301565566546,0.35534317984361424,2.568771351313323,0.3968253968253968,-24.134401463552173
disp6,-1.7770418968595156,1,2409,0.7104099085815394,0.14056892824705067,-0.0020311067092537716,0.35657949356579494,5.130765881017352,0.48484848484848486,-29.28791119915841
dn_wick,0.6896934389884064,-1,3247,0.9575346505455617,0.14055011961040315,-0.002049915345901293,0.35170927009547276,6.914639975378471,0.5,-38.75049466928266
to_hi24,1.9517742919693917,-1,1590,0.468888233559422,0.14050736622821322,-0.002092668728091218,0.370440251572327,3.437026343120907,0.4307692307692308,-24.05151415290508
hi_pos,0.9832635983263598,-1,3233,0.9534060749041581,0.14040618566923568,-0.0021938492870687554,0.34921125889266935,6.877775731343017,0.4696969696969697,-37.327296359460874
rv_vs_range,0.7441056272532993,-1,2891,0.8525508699498673,0.14029709141575722,-0.00230294354054722,0.35212729159460393,6.145437746711426,0.48484848484848486,-34.63708229715439
lo_pos,0.07112970711297072,1,2614,0.7708640519020937,0.1402905873142675,-0.0023094476420369436,0.3454475899005356,5.556357503628714,0.5,-27.458064998680147
absorb,0.14648539725499546,-1,3357,0.989973459156591,0.14028652086442567,-0.002313514091878771,0.35031277926720283,7.135482583967833,0.4696969696969697,-38.75049466928266
up_wick,0.2700000000000046,1,1165,0.3435564730168092,0.14027137555353333,-0.002328659402771105,0.34763948497854075,2.4760023109070652,0.4696969696969697,-15.39017064246354
flow_eff,-0.4498344470928277,1,2714,0.8003538779121203,0.14026863285500604,-0.0023314021012983965,0.34893146647015477,5.768016205583127,0.5,-31.594070900982903
efficiency,0.009667381569205763,1,3220,0.9495723975228546,0.14014058943076463,-0.0024594455255398107,0.35093167701863354,6.837162090410032,0.5151515151515151,-37.72726167122753
disp6,-0.30439793242850993,-1,1574,0.46416986139781774,0.14011286062904943,-0.0024871743272550095,0.3360864040660737,3.3414794337897544,0.3939393939393939,-22.079575432156574
body_frac,0.42657905705757254,-1,2242,0.6611618991447951,0.14010889354745285,-0.0024911414088515937,0.3407671721677074,4.759456656566505,0.4393939393939394,-26.934122821947337
to_hi24,2.5946549430649988,1,1569,0.4626953700973164,0.14003537503493868,-0.0025646599213657584,0.33397068196303376,3.3290227792396787,0.36363636363636365,-20.392917654641675
rpt_rank,0.035416666666666666,1,2890,0.8522559716897671,0.14001763575794654,-0.0025823991983578987,0.3508650519031142,6.322671364694773,0.46875,-28.487016019784775
ats_rank480,0.03125,1,3221,0.9498672957829549,0.1400158052643578,-0.0025842296919466323,0.35237503880782367,7.046732949320258,0.453125,-38.75049466928266
disp6,0.01872092857325784,-1,1662,0.4901209082866411,0.14001086331525675,-0.0025891716410476884,0.33393501805054154,3.5257281034841927,0.4090909090909091,-21.91048895511684
disp6,0.17978003400255305,-1,1720,0.5072250073724565,0.1399954450254417,-0.0026045899308627385,0.33313953488372094,3.648366143087268,0.4090909090909091,-21.91048895511684
since_lo96,95.0,-1,3180,0.937776467118844,0.13992718344452335,-0.0026728515117810936,0.34874213836477985,6.741946111417943,0.45454545454545453,-33.602642312349204
close_loc,0.8023422290875147,-1,2624,0.7738130345030965,0.13989562986254234,-0.0027044050937621023,0.34527439024390244,5.561911102413805,0.48484848484848486,-28.061195334872576
m1_jump,0.1653884800908858,1,3141,0.9262754349749337,0.13986464601218776,-0.002735388944116679,0.3524355300859599,6.65628565339821,0.4393939393939394,-36.703072637322045
to_hi24,2.1539699906609027,1,1721,0.5075199056325568,0.13984611105109343,-0.0027539239052110087,0.3335270191748983,3.6465932896807853,0.4393939393939394,-24.539577091402737
persist96,0.06567139783063071,1,2712,0.7997640813919198,0.13983811124869247,-0.0027619237076119685,0.3528761061946903,5.746075116764454,0.4393939393939394,-28.92996305387821
lo_pos,0.2719665271966527,1,1961,0.5782954880566205,0.13983122073614557,-0.0027688142201588717,0.3421723610402856,4.1546821797512345,0.5151515151515151,-25.99521976246305
kyle,7.076163105566127e-07,1,2401,0.7080507225007372,0.13975096580384527,-0.002849069152459166,0.34860474802165764,5.083970740833827,0.48484848484848486,-27.48798087929028
pos24,0.4746063290361762,1,1804,0.5319964612208788,0.13963052375317292,-0.0029695112031315196,0.36363636363636365,3.8165676492533933,0.4393939393939394,-27.142924023405733
absorb_z,-0.3887121027717414,1,2835,0.8360365673842525,0.13961160564257455,-0.00298842931372989,0.3509700176366843,5.996953060556044,0.5757575757575758,-35.585193610065346
wick_skew,-0.4472422073064443,1,3043,0.8973754054851076,0.13960059971787805,-0.0029994352384263845,0.3532697995399277,6.436433711234894,0.5,-38.75049466928266
since_hi480,246.0,-1,1665,0.4910056030669419,0.1395888054651825,-0.003011229491121925,0.34894894894894896,3.6314900171801385,0.421875,-38.75049466928266
to_lo96,3.908243761732087,-1,1553,0.45797699793571217,0.13953596387676448,-0.0030640710795399595,0.3399871216999356,3.2833235136456853,0.4090909090909091,-22.130983642363923
vol_per_trade_z,-0.23972235647409934,1,2761,0.8142140961368328,0.13948798609995036,-0.003112048856354077,0.3545816733067729,5.83524741851459,0.48484848484848486,-34.28028698878925
vol_per_trade_z,-1.1692455327326792,1,3143,0.9268652314951342,0.13946561695063078,-0.003134418005673656,0.3518930957683742,6.641521728421705,0.4696969696969697,-37.34128572740935
to_hi24,0.6068659492190683,1,2615,0.771158950162194,0.13946143009655793,-0.0031386048597465133,0.3430210325047801,5.525630904583317,0.48484848484848486,-32.55785730829938
pos24,0.10167929974942036,1,2862,0.8439988204069596,0.1393706804508434,-0.0032293545054610517,0.3494060097833683,6.043619506822936,0.4696969696969697,-33.614396814210416
tbi_z8,1.6521133891958597,-1,3251,0.9587142435859628,0.13935179985476143,-0.003248235101543012,0.3497385419870809,6.864131838300445,0.4696969696969697,-38.75049466928266
absorb_z,0.28313828798277596,-1,2412,0.7112946033618401,0.1393330242790764,-0.0032670106772280383,0.3490878938640133,5.091988705471702,0.5151515151515151,-29.020455914704502
dq_cum24,-1.1069518778441703,1,3212,0.9472132114420525,0.1393129673020328,-0.0032870676542716415,0.349626400996264,6.779897742032262,0.4696969696969697,-38.75049466928266
tbi_ma24,-0.02318091646650429,1,3213,0.9475081097021527,0.1392664608961963,-0.0033335740601081465,0.3495175848117025,6.77974452817392,0.4696969696969697,-38.75049466928266
persist96,0.055382633479629795,1,2805,0.8271896195812445,0.13924299967013654,-0.003357035286167903,0.3522281639928699,5.917827485980803,0.48484848484848486,-26.97262360970999
efficiency,0.03466090217732579,1,2720,0.8021232674727219,0.1391983433213592,-0.0034016916349452475,0.3536764705882353,5.736658997486317,0.4696969696969697,-32.600395624760736
accel,-0.32566106164518016,-1,1458,0.42996166322618695,0.13919277479460843,-0.003407260161696013,0.3333333333333333,3.0748949340990763,0.5,-19.458905229524685
lo_pos,0.21338912133891214,1,2108,0.6216455322913594,0.13908602866131708,-0.003514006294987354,0.3410815939278937,4.442323460879642,0.5151515151515151,-23.331983269618043
persist6,0.22405486527779245,1,2974,0.8770274255381894,0.13908231084943262,-0.003517724106871817,0.35205110961667785,6.267133219185039,0.4696969696969697,-33.09976326962315
flow_eff,-0.9837107284578752,1,2833,0.835446770864052,0.13898326374609812,-0.0036167712102063154,0.34874691140134134,5.965751305949939,0.48484848484848486,-33.63318997807635
efficiency,0.04575610044111615,1,2525,0.7446181067531702,0.13897977717525528,-0.0036202577810491576,0.35326732673267325,5.317029354053327,0.48484848484848486,-28.501694206259323
dow,4.0,-1,2963,0.8737835446770864,0.13897629438593428,-0.003623740570370154,0.347283158960513,6.239193337356413,0.48484848484848486,-35.68319208805344
is_weekend,0.0,-1,2963,0.8737835446770864,0.13897629438593428,-0.003623740570370154,0.347283158960513,6.239193337356413,0.48484848484848486,-35.68319208805344
since_hi24,22.0,-1,2809,0.8283692126216455,0.13897431388487416,-0.0036257210714302768,0.352438590245639,5.914831025797144,0.5,-31.55635462880705
kyle,3.3995181878861526e-07,1,3137,0.9250958419345325,0.13882136711174708,-0.003778667844557354,0.3481032833917756,6.598221645902282,0.5,-32.56909725295864
flow_eff,-2.7228531201916257,1,3027,0.8926570333235034,0.1387561255054791,-0.003843909450825328,0.34852989758837133,6.363860483410383,0.48484848484848486,-34.66632508535673
since_lo24,5.0,1,2146,0.6328516661751695,0.13870481339038726,-0.0038952215659171785,0.35228331780055916,4.5100080232692585,0.45454545454545453,-29.29691158602263
accel,-1.3304006017737409,1,2556,0.7537599528162784,0.13866962569690336,-0.00393040925940108,0.35563380281690143,5.370296413352804,0.48484848484848486,-30.321181844612784
rpt_z,-1.225282782086698,-1,719,0.21203184901209082,0.13866309127812185,-0.003936943678182592,0.3560500695410292,1.5105873125601454,0.4696969696969697,-13.338362547638303
dq_z96,0.6726597684187481,1,879,0.2592155706281333,0.13862661029787138,-0.003973424658433061,0.3640500568828214,1.8462544007852875,0.45454545454545453,-14.405065336341544
to_hi24,4.184813127283203,-1,2344,0.6912415216750221,0.13861363525100917,-0.003986399705295268,0.3553754266211604,4.922884258005539,0.5303030303030303,-31.556110055769647
tbi_ma96,-0.005762582963819038,1,1483,0.4373341197286936,0.13857765382171908,-0.004022381134585362,0.3526635198921106,3.113797888145597,0.42424242424242425,-22.85242628685635
disp6,-2.3526060353428186,-1,709,0.20908286641108817,0.1384664535956098,-0.004133581360694638,0.33709449929478136,1.5103494707582672,0.3230769230769231,-13.78702201583405
body_frac,0.10230098366511656,1,1616,0.4765555883220289,0.13845953162886795,-0.004140503327436484,0.36695544554455445,3.3901606532159185,0.4090909090909091,-29.18115679350758
since_lo480,410.0,1,986,0.2907696844588617,0.1384524148485902,-0.004147620107714245,0.3539553752535497,2.1668901752493643,0.38095238095238093,-15.750035909114981
gap,0.0011041369879925644,-1,2944,0.8681804777351814,0.13836195247082314,-0.004238082485481298,0.34952445652173914,6.171781637486414,0.5,-34.55484012355977
to_hi480,16.8844989110855,-1,2410,0.7107048068416396,0.13834604260227482,-0.004253992354029623,0.34522821576763485,5.209593166741912,0.46875,-38.75049466928266
rv_vs_range,0.5851252172498379,1,1473,0.43438513712769095,0.13833743346136898,-0.0042626014949354585,0.34419551934826886,3.087439992251463,0.4696969696969697,-18.47040521039762
since_lo480,240.0,-1,1465,0.43202595104688885,0.1382740195771815,-0.004326015379122944,0.34197952218430033,3.267281269041466,0.41935483870967744,-25.714585952628966
efficiency,0.04008418913638213,1,2631,0.7758773223237982,0.13824065765148558,-0.004359377304818862,0.35271759787153173,5.5107753072887675,0.48484848484848486,-30.56233514615846
disp6,0.34179902486786307,-1,1761,0.5193158360365674,0.1382338249207683,-0.004366210035536139,0.3321976149914821,3.688329783113227,0.3787878787878788,-22.094843022681978
tbi_z24,1.3009657453116488,-1,3083,0.9091713358891182,0.13821482012115202,-0.004385214835152418,0.3480376256892637,6.456307430810782,0.45454545454545453,-34.65237035427762
updn_ratio,0.4808510638297872,-1,1116,0.3291064582718962,0.13817926031948535,-0.004420774636819086,0.34587813620071683,2.336485674493116,0.3787878787878788,-15.051169517183522
persist6,0.34439588523403963,1,2694,0.7944559127101151,0.1381159427618259,-0.0044840921944785395,0.3526354862657758,5.637641663641802,0.48484848484848486,-30.028328500165394
extreme_late,0.9790794979079498,-1,3078,0.9076968445886169,0.13808459503708104,-0.004515439919223402,0.3492527615334633,6.439763386729325,0.4696969696969697,-35.28069129608021
vol_per_trade_z,-0.8174702528527148,1,3032,0.8941315246240047,0.1380831941715479,-0.004516840784756532,0.3532321899736148,6.343458253456565,0.4696969696969697,-36.32665693863581
m1_jump,0.23969787323676933,-1,1069,0.3152462400471837,0.13797411681632535,-0.0046259181399790905,0.3414405986903648,2.234762589040179,0.4696969696969697,-14.925713680913272
kyle,5.730182043973953e-07,1,2590,0.7637864936596874,0.13796174702658034,-0.004638287929724094,0.3474903474903475,5.4139534060430785,0.5,-28.551579860119496
tbi_z96,-1.034229517444235,1,2969,0.875552934237688,0.13794728251666477,-0.004652752439639668,0.3489390367126979,6.205537602908753,0.5,-35.446203301833606
pos480,0.8901346261872949,1,640,0.18873488646416986,0.1378599162562764,-0.004740118700028051,0.375,1.4004816889526488,0.23809523809523808,-22.974928270003435
absorb_z,0.6234533527321288,-1,2878,0.8487171925685638,0.13782657358137754,-0.004773461374926902,0.34920083391243917,6.01007392071522,0.5606060606060606,-34.55889799423555
lo_pos,0.8200836820083682,-1,2691,0.7935712179298142,0.13781440069246734,-0.004785634263837102,0.35154217762913414,5.619068973688329,0.5151515151515151,-34.3084311060133
to_lo96,11.63628922545841,-1,3203,0.9445591271011501,0.13777750263836347,-0.00482253231794097,0.3484233531064627,6.686383953798154,0.5,-38.75049466928266
to_lo96,1.0598160463150803,1,2684,0.7915069301091123,0.13774710122686418,-0.004852933729440262,0.3472429210134128,5.601715449892477,0.5303030303030303,-31.556110055769647
kyle,4.010027937933209e-07,1,2985,0.8802713063992923,0.13771290622483015,-0.004887128731474288,0.34807370184254605,6.228379167895729,0.48484848484848486,-29.555569168469482
hi_pos,0.891213389121339,-1,2869,0.8460631082276615,0.13770127302906754,-0.0048987619272369,0.3450679679330777,5.985832610915072,0.4696969696969697,-29.284525267041843
flow_eff,-0.2051720110742911,1,2644,0.7797109997051017,0.137698358586093,-0.0049016763702114385,0.34795763993948564,5.5162796985095435,0.5151515151515151,-31.594070900982903
efficiency,0.014592104830993144,1,3136,0.9248009436744323,0.13760732700586006,-0.004992707950444375,0.3510841836734694,6.538432992278443,0.5,-35.672916958802446
atr_pct,0.022346851692784636,1,1946,0.5738720141551165,0.13759991710861405,-0.0050001178476903885,0.3345323741007194,4.057112707475196,0.4696969696969697,-21.10327210010181
wick_skew,-0.5630899507978139,1,3214,0.947803007962253,0.13759695409993875,-0.005003080856365694,0.3518979464841319,6.700554704200047,0.48484848484848486,-38.75049466928266
tbi_z24,1.6725972426439892,-1,3242,0.9560601592450605,0.1375930504236151,-0.005006984532689329,0.34855027760641577,6.758737416263034,0.45454545454545453,-38.75049466928266
to_lo480,12.628787979984967,1,1148,0.3385432025951047,0.13755973601818014,-0.005040298938124299,0.3710801393728223,2.5066440785535047,0.4126984126984127,-34.55518807402621
disp6,-0.14061318096250616,-1,1623,0.47861987614273077,0.13753925157117947,-0.005060783385124973,0.3333333333333333,3.3822152318185497,0.4090909090909091,-22.079575432156574
range_per_trade,2.565880979817283e-08,1,2666,0.7861987614273076,0.13751526324678037,-0.005084771709524066,0.3480870217554389,5.554783209332068,0.48484848484848486,-30.144609352288732
disp6,-0.6687736223752903,-1,1444,0.4258330875847833,0.13750331400349008,-0.005096720952814354,0.3344875346260388,3.008405839712723,0.4090909090909091,-17.90134621569885
gap,0.0022372448471644235,-1,3129,0.9227366558537304,0.13749478638826693,-0.005105248568037513,0.34963247043783957,6.5185028274073815,0.4696969696969697,-38.65514775734767
atr_pct,0.01981247670562547,-1,1172,0.34562076083751103,0.13747085066213796,-0.005129184294166478,0.37457337883959047,2.5573942377146945,0.3968253968253968,-25.496328435641388
persist24,0.5109088344163476,1,774,0.22825125331760543,0.1374619911042706,-0.005138043852033841,0.35012919896640826,1.6120542593137193,0.4393939393939394,-15.762246916452927
pos24,0.9288640245717961,-1,2868,0.8457682099675612,0.13744253865572859,-0.005157496300575853,0.344839609483961,5.97250304340348,0.45454545454545453,-32.55785730829938
disp6,-1.4070373711675228,1,2228,0.6570333235033913,0.13740635618005748,-0.005193678776246963,0.35727109515260325,4.638505478320728,0.4393939393939394,-28.262155006200082
tbi,0.03119911285365471,-1,3206,0.9454438218814509,0.13740476647313887,-0.005195268483165566,0.34809731752963197,6.674540625952777,0.4696969696969697,-37.71811450200749
avg_trade_usd,1369.9234942994403,1,1662,0.4901209082866411,0.13730924342116474,-0.0052907915351396995,0.3471720818291215,3.457696402514785,0.48484848484848486,-24.96241282083082
atr_pct,0.021022399638202172,1,2086,0.6151577705691537,0.1372863708171439,-0.00531366413916054,0.3350910834132311,4.339081356432761,0.48484848484848486,-22.11871364816986
avg_trade_usd,799.7807178434915,1,2527,0.7452079032733707,0.13727627106415435,-0.005323763892150085,0.3494261970716264,5.256017226956334,0.5,-34.288412757175536
efficiency,0.019419666530521785,1,3020,0.8905927455028015,0.1372754249921871,-0.0053246099641173494,0.3519867549668874,6.281390658733408,0.5151515151515151,-35.672916958802446
range_per_trade,3.1395097197989997e-07,-1,3246,0.9572397522854615,0.1372277248916994,-0.005372310064605035,0.34935304990757854,6.749109015128126,0.4696969696969697,-38.75049466928266
close_loc,0.8461159800620611,-1,2819,0.8313181952226482,0.13721722134584907,-0.005382813610455367,0.3448031216743526,5.860838590514372,0.45454545454545453,-30.10880345172171
to_hi24,1.7532743045111798,1,1856,0.5473311707460926,0.13720488645625772,-0.005395148500046715,0.33189655172413796,3.8583677161032486,0.4696969696969697,-26.60090407349969
to_hi480,8.086578135535163,-1,1422,0.4193453258625774,0.13718618260734572,-0.00541385234895872,0.34528832630098455,3.048105494806963,0.421875,-36.694422162607225
pos24,0.5727513513013501,-1,1706,0.5030964317310528,0.13717475351906672,-0.005425281437237722,0.33294255568581477,3.5457595379322395,0.4393939393939394,-23.50755509608366
disp6,-1.1213056157059338,-1,1270,0.3745207903273371,0.13716967474343594,-0.005430360212868496,0.3362204724409449,2.6394770746085414,0.4090909090909091,-17.330866686060887
since_hi96,83.0,-1,2686,0.7920967266293129,0.13712175872082563,-0.005478276235478807,0.34996276991809383,5.580440059456631,0.5151515151515151,-35.67839362113744
close_loc,0.713466086048745,-1,2296,0.6770864051902094,0.137107386220543,-0.005492648735761441,0.343205574912892,4.769675132763131,0.4696969696969697,-26.69754577060147
absorb,-0.13057791339905833,1,3253,0.9593040401061633,0.13705292118573117,-0.005547113770573264,0.35075315093759607,6.755047766927022,0.4696969696969697,-38.75049466928266
