feature,thr,dir,n,frac,exp_r,lift,wr,monthly_R,pos_months,worst_month_R
to_hi96,7.68053127900449,-1,2484,0.7325272780890593,0.16357405540855027,0.020974020452245834,0.35507246376811596,6.156332630830893,0.5454545454545454,-34.63823061373668
disp96,-0.866290999093434,1,1885,0.5558832202890003,0.16354299812417025,0.020942963167865813,0.36923076923076925,4.670887143394862,0.5,-31.229334788251677
to_hi24,3.4043885030417327,1,1316,0.3880861102919493,0.16345306679445668,0.020853031838152236,0.34498480243161095,3.2591550894167423,0.36363636363636365,-17.668502429620524
body_frac,0.26661574295601564,1,1392,0.41049837805956946,0.16334801753204825,0.020747982575743812,0.3757183908045977,3.445158187948654,0.3787878787878788,-23.028418899597355
ats_z96,-0.6229980594451449,1,2956,0.8717192568563845,0.16333173493003666,0.020731699973732226,0.36502029769959404,7.31528194626043,0.5,-37.342374029781084
to_lo480,8.99336791954173,-1,1462,0.431141256266588,0.1633206102607555,0.020720575304451067,0.3378932968536252,3.7900751143051523,0.4126984126984127,-23.673828270531377
ats_rank480,0.6666666666666666,1,2046,0.603361840165143,0.16329487121772995,0.020694836261425514,0.3680351906158358,5.220332914241804,0.53125,-33.121416680763765
kyle_z,0.9576297526449475,-1,1563,0.46092598053671485,0.16320246179776815,0.02060242684146371,0.36148432501599487,3.8649310271198716,0.4696969696969697,-23.009524991050256
rpt_rank,0.5229166666666667,1,1206,0.35564730168092007,0.16315978148546523,0.02055974652916079,0.35323383084577115,3.074542132366736,0.515625,-17.535859817908083
hi_pos,0.16317991631799164,1,2272,0.670008846947803,0.16315314331409866,0.020553108357794225,0.3653169014084507,5.6164233577216995,0.5,-31.230030538000626
since_lo96,12.0,-1,1103,0.32527278089059275,0.16313228588028558,0.020532250923981143,0.34632819582955576,2.768229405014692,0.3076923076923077,-15.203077885329984
atr_rank,0.7979166666666667,-1,1870,0.5514597463874963,0.1629424060435569,0.020342371087252453,0.37593582887700533,4.760973426585178,0.546875,-31.92885618315695
avg_trade_usd,887.7269339793753,-1,1091,0.32173400176938954,0.16293362861693148,0.020333593660627036,0.35838680109990834,2.6933422548647306,0.5454545454545454,-23.16427744600996
to_lo480,9.88153842620067,-1,1616,0.4765555883220289,0.16291404738762774,0.020314012431323303,0.33972772277227725,4.178874612355657,0.4444444444444444,-24.68963015179933
pos24,0.3845268564741985,-1,1423,0.41964022412267765,0.16281366165193997,0.020213626695635534,0.3492621222768798,3.5103612201622827,0.36363636363636365,-20.392917654641675
atr_rank,0.68125,-1,1520,0.4482453553524034,0.1627551686711489,0.020155133714844453,0.3782894736842105,3.8654352559397855,0.5625,-30.269398839856578
accel,-0.49459214337155116,-1,1341,0.3954585667944559,0.1626036572892682,0.020003622332963766,0.33855331841909025,3.303810673104676,0.5151515151515151,-17.359877390677177
to_hi96,6.45866712024482,-1,2195,0.6473016809200826,0.16260056166632034,0.020000526710015898,0.35854214123006833,5.407700497842015,0.5454545454545454,-32.58105505245861
disp6,1.1882094632080153,1,1315,0.387791212031849,0.16257828690634346,0.019978251950039022,0.38022813688212925,3.289083804336026,0.4307692307692308,-21.066746361671598
pos96,0.556802143603867,1,1685,0.4969035682689472,0.16239610824134376,0.019796073285039323,0.3744807121661721,4.146021854343398,0.48484848484848486,-25.15100380843158
body_frac,-0.4712643678160915,1,2483,0.7322323798289591,0.16238036719504087,0.01978033223873643,0.3588401127668143,6.108946238564946,0.48484848484848486,-31.226256392548457
dq_cum24,-0.12759225651863015,1,1030,0.30374520790327336,0.16236023049784945,0.01976019554154501,0.36019417475728155,2.533803597163408,0.5151515151515151,-16.719678269113608
kyle_z,0.3263628845977126,-1,876,0.2583308758478325,0.16232110617472845,0.019721071218424008,0.3675799086757991,2.154443772864577,0.5606060606060606,-16.437923884342087
range_per_trade,5.353823923324493e-08,1,1882,0.5549985255086995,0.16216703477238167,0.019566999816077235,0.35866099893730075,4.624217567297308,0.5151515151515151,-24.415967486990404
trade_intensity,2.2599556840226707,1,1800,0.5308168681804777,0.16197599358852402,0.01937595863221958,0.35833333333333334,4.417527097868837,0.5303030303030303,-20.491811401674788
to_lo480,13.553693738980575,1,1015,0.29932173400176937,0.1618849429831024,0.01928490802679797,0.3783251231527094,2.6081463036166497,0.3968253968253968,-32.50411285778398
body_frac,0.3482894577706121,1,1264,0.37275140076673546,0.1618551412452174,0.01925510628891297,0.375,3.0997711899084055,0.3787878787878788,-18.91436081110861
range_z,1.2437528522627257,1,2305,0.6797404895311118,0.1617905954776993,0.019190560521394867,0.361822125813449,5.65041397842571,0.5,-22.925915240553756
efficiency,0.09783922417587963,-1,1908,0.5626658802713064,0.16172781460148708,0.01912777964518264,0.350104821802935,4.67540409484299,0.5,-20.518251275308366
disp96,0.773101113699829,1,1657,0.4886464169861398,0.16152119050700728,0.01892115555070284,0.3723596861798431,4.055160798031986,0.42424242424242425,-25.105168996111676
efficiency,0.11002693136669259,-1,2132,0.6287230905337658,0.16145377419913953,0.018853739242835094,0.349906191369606,5.215446160493416,0.4696969696969697,-25.653402269292783
since_hi96,72.0,1,994,0.2931288705396638,0.16135605033882738,0.018756015382522945,0.3591549295774648,2.4301199096484005,0.3333333333333333,-22.30657086024034
ats_z96,-0.7744318384890202,1,3010,0.8876437629017989,0.16131578112895442,0.018715746172649983,0.3637873754152824,7.356977290881103,0.5,-38.35506037048699
range_per_trade,2.565880979817283e-08,-1,725,0.21380123857269243,0.16129796789091297,0.01869793293460853,0.3627586206896552,1.8861455922727726,0.41935483870967744,-17.410867148287238
to_hi24,1.0018194477073432,-1,1170,0.3450309643173105,0.16127264226731472,0.01867260731101028,0.38290598290598293,2.902907560811665,0.4153846153846154,-19.43128502977877
lo_pos,0.016736401673640166,1,3000,0.8846947803007962,0.16126143034165433,0.018661395385349888,0.35533333333333333,7.33006501552974,0.5303030303030303,-32.58735738036678
range_z,0.8362595496028876,1,2802,0.8263049248009436,0.16119712116688975,0.018597086210585312,0.35974304068522484,6.843550507721592,0.5,-28.460913584837815
up_wick,0.21642333840549963,1,1455,0.42907696844588616,0.16118986200330906,0.018589827047004626,0.35532646048109967,3.553503775982041,0.5303030303030303,-18.887858357595206
vol_of_vol,0.12797187903127671,-1,1876,0.5532291359480979,0.16102615797192685,0.01842612301562241,0.3742004264392324,4.720079255552106,0.59375,-24.378656328774184
to_lo96,1.0598160463150803,-1,707,0.20849306989088764,0.16102333641290645,0.01842330145660201,0.36633663366336633,1.7249014976352257,0.3484848484848485,-11.206955195062665
close_loc,0.4300422094916155,1,2063,0.6083751105868476,0.16100101156083668,0.018400976604532243,0.36354823073194376,5.032501315909185,0.5,-29.16331058716036
since_hi480,146.0,1,2124,0.6263639044529637,0.16099738953980033,0.018397354583495895,0.3578154425612053,5.343100865352124,0.546875,-28.972720406728516
wick_skew,-0.24036571731188913,-1,838,0.2471247419640224,0.16097516109078144,0.018375126134477004,0.3496420047732697,2.0438967423344674,0.5606060606060606,-13.001693446861252
hi_pos,0.7740585774058577,1,896,0.2642288410498378,0.16097368427009925,0.018373649313794815,0.37611607142857145,2.1853397137274078,0.4696969696969697,-17.93462470879978
tbi_ma24,-0.004817950284339468,-1,2030,0.5986434680035387,0.1609653621211565,0.018365327164852063,0.35517241379310344,4.950904319787086,0.48484848484848486,-23.10045358372507
flow_eff,-0.9837107284578752,-1,558,0.1645532291359481,0.16096260276726235,0.018362567810957908,0.36379928315412186,1.3608656415777638,0.5,-8.438854663105724
pos96,0.41847046454773884,1,1900,0.5603066941905043,0.16090642727791263,0.01830639232160819,0.3631578947368421,4.63215472466718,0.5,-29.274762763104583
ats_rank480,0.6083333333333333,1,2182,0.6434680035387791,0.16068887861987136,0.018088843663566917,0.3675527039413382,5.478486455446239,0.53125,-36.19834627843765
tbi_ma96,-0.0043095607843782234,1,1161,0.34237687997640814,0.16046669207122746,0.017866657114923024,0.35658914728682173,2.8227549923438655,0.42424242424242425,-18.362951667571117
since_hi24,3.0,-1,1399,0.4125626658802713,0.1602915682523676,0.017691533296063156,0.3774124374553252,3.4499677536163422,0.5076923076923077,-22.491567980347654
tbi_ma96,-0.006454758662362795,-1,1737,0.512238277794161,0.1602690990432588,0.017669064086954372,0.3546344271732873,4.217991288456674,0.5303030303030303,-18.16869232987132
wick_skew,-0.14501207444209632,-1,1152,0.3397227956355057,0.16022780251398616,0.017627767557681723,0.3480902777777778,2.796703462062304,0.48484848484848486,-15.208990923811644
accel,0.8786310275126469,1,1177,0.3470952521380124,0.16015304332618896,0.01755300836988452,0.37383177570093457,2.8560626059837024,0.4393939393939394,-27.11873508940327
accel,-1.0808900372931887,-1,990,0.29194927749926275,0.16010335527166109,0.017503320315356646,0.33636363636363636,2.4015503290749165,0.4696969696969697,-17.028840296657865
since_hi24,23.0,1,582,0.17163078737835447,0.16009943442305286,0.017499399466748417,0.34536082474226804,1.4117859217305573,0.3181818181818182,-11.355019670442632
pos24,0.10167929974942036,-1,529,0.1560011795930404,0.16007151434123731,0.017471479384932875,0.3610586011342155,1.2829974407047657,0.3333333333333333,-14.795942529267686
avg_trade_usd,2137.7312583322123,-1,2166,0.6387496313771749,0.16005086568716498,0.01745083073086054,0.3591874422899354,5.252578410278777,0.5454545454545454,-27.192002211290045
range_per_trade,4.5461211564842985e-08,1,2045,0.6030669419050427,0.16001272479575243,0.017412689839447992,0.35794621026894863,4.9579700334441466,0.5303030303030303,-24.415967486990404
ats_z96,-0.9393992349977238,1,3080,0.9082866411088174,0.15996819987409858,0.017368164917794138,0.36233766233766235,7.465182660791267,0.48484848484848486,-38.35506037048699
flow_eff,-0.2051720110742911,-1,747,0.22028900029489826,0.15994947581686547,0.017349440860561033,0.3627844712182062,1.8103372490181586,0.5454545454545454,-12.466214743738606
atr_pct,0.04231207241335986,-1,2781,0.8201120613388381,0.1599387090920792,0.01733867413577475,0.36497662711254947,6.739235605834427,0.45454545454545453,-38.75049466928266
persist6,0.34439588523403963,-1,697,0.205544087289885,0.1599316624626534,0.01733162750634895,0.34576757532281205,1.6889752838859,0.5757575757575758,-14.63985000287705
to_lo24,0.9849387971016438,-1,882,0.2601002654084341,0.15990125225170068,0.017301217295396243,0.36054421768707484,2.136862189181818,0.3333333333333333,-19.738187751264928
close_loc,0.4782608695652139,1,1900,0.5603066941905043,0.15980869206778098,0.01720865711147654,0.3642105263157895,4.600553256496724,0.5303030303030303,-27.114933808410132
vol_of_vol,0.5072977449897554,-1,2204,0.649955765260985,0.15969946418375902,0.017099429227454582,0.3738656987295826,5.499650297828201,0.578125,-29.14075299242756
tbi_z24,0.5397216897909024,-1,2345,0.6915364199351224,0.15969673484706964,0.017096699890765205,0.353091684434968,5.6740733820663385,0.48484848484848486,-24.84108583528025
accel,0.5101544496072172,1,1410,0.41580654674137424,0.15960775878498415,0.01700772382867971,0.37375886524822693,3.4098021194973884,0.5151515151515151,-25.277886085585777
to_hi96,7.031530716900206,-1,2340,0.690061928634621,0.15945680286076136,0.01685676790445692,0.35512820512820514,5.653468465063359,0.5606060606060606,-32.58105505245861
since_hi24,15.0,-1,2148,0.63344146269537,0.1593831477278096,0.016783112771505154,0.36312849162011174,5.187196989686894,0.48484848484848486,-21.887329959694846
to_hi24,3.760247991607922,1,1200,0.3538779121203185,0.15936365454111487,0.01676361958481043,0.3441666666666667,2.897520991656634,0.3484848484848485,-18.906362601568215
body_frac,-0.5490252496907702,1,2654,0.7826599823061043,0.15932926308245804,0.0167292281261536,0.3579502637528259,6.406967639709752,0.48484848484848486,-31.226256392548457
to_hi480,15.055234686849968,1,1087,0.3205544087289885,0.1592284505408517,0.01662841558454725,0.36798528058877644,2.837398782588619,0.3442622950819672,-28.263307065173848
dq_cum24,-0.22778544313486077,-1,2026,0.5974638749631377,0.15919121011630302,0.016591175159998583,0.3548864758144126,4.886687752964089,0.48484848484848486,-24.122025575468527
wick_skew,0.24061230964466568,-1,2751,0.8112651135358301,0.15915604051646884,0.0165560055601644,0.3569611050527081,6.633913143345542,0.48484848484848486,-31.571440921746422
dn_wick,0.05863039435447296,1,2787,0.8218814508994396,0.15913292543557064,0.016532890479266205,0.3534266236096161,6.719749442256598,0.5303030303030303,-35.26099794247531
accel,-0.16302258476152232,1,1823,0.5375995281627839,0.15910055002187182,0.016500515065567378,0.3691716950082282,4.394550040755641,0.5151515151515151,-25.694809279793102
persist24,0.23094232692746722,1,2373,0.6997935712179298,0.1590691530350265,0.01646911807872206,0.36283185840707965,5.719259093213907,0.4696969696969697,-22.983219055589256
lo_pos,0.15481171548117154,1,2265,0.6679445591271012,0.15904907328729254,0.016449038330988097,0.34966887417218545,5.458275015086631,0.5151515151515151,-23.331983269618043
disp6,0.5221842452369401,1,1580,0.46593925095841937,0.1589808733530783,0.016380838396773872,0.37531645569620253,3.864458152274826,0.46153846153846156,-25.277886085585777
persist6,0.5215433577037136,1,2177,0.6419935122382778,0.15897170732922697,0.01637167237292253,0.3587505741846578,5.243657679632229,0.48484848484848486,-22.734354539403455
since_hi480,114.0,1,2269,0.6691241521675022,0.15885425826617808,0.01625422330987364,0.35786690171881885,5.6318798750930945,0.515625,-28.972720406728516
since_lo24,2.0,-1,1128,0.33264523739309937,0.15881339646699738,0.016213361510692942,0.3528368794326241,2.714265321435955,0.3787878787878788,-18.487822296007927
tbi_z8,0.5908655765995333,-1,2407,0.7098201120613389,0.15879921241087053,0.016199177454566088,0.3531366846697133,5.79135915565099,0.5303030303030303,-25.416466000497707
tbi_ma96,-0.007147512506304163,-1,1555,0.4585667944559127,0.15878903982839163,0.016189004872087187,0.35434083601286176,3.7411660141386207,0.4696969696969697,-15.760867192293677
persist96,0.055382633479629795,-1,586,0.17281038041875552,0.15866912024248359,0.016069085286179147,0.3464163822525597,1.4087894615468994,0.5,-12.543714741995059
range_per_trade,3.86989495346301e-08,1,2207,0.6508404600412857,0.15863990396306768,0.01603986900676324,0.3584050747621205,5.304822243128643,0.5303030303030303,-25.43545953371853
wick_skew,-0.10261397437214179,-1,1305,0.38484222943084634,0.15858485124273547,0.01598481628643103,0.3478927203065134,3.1356550132086336,0.4696969696969697,-16.26648121341736
lo_pos,0.8200836820083682,1,711,0.2096726629312887,0.15854960642383636,0.015949571467531926,0.3488045007032349,1.7080116692022376,0.42424242424242425,-11.313676293672282
tbi_z96,0.5232969931176937,-1,2337,0.6891772338543203,0.15854958800799465,0.015949553051690213,0.3508771929824561,5.6140967753739925,0.4696969696969697,-25.88920562305295
pos480,0.7416095272464814,1,987,0.29106458271896196,0.15853511115148486,0.01593507619518042,0.3728470111448835,2.483716741373262,0.31746031746031744,-31.465965687603685
rpt_z,-0.004761763443920161,1,1154,0.3403125921557063,0.15848103420744114,0.0158809992511367,0.35181975736568455,2.7710168708391976,0.5,-12.410459877618228
lo_pos,0.33472803347280333,1,1825,0.5381893246829844,0.15840482571121867,0.015804790754914227,0.34794520547945207,4.38013343822688,0.5,-22.718442539134507
extreme_late,0.4686192468619247,1,2642,0.7791212031849012,0.1583951189244351,0.015795083968130674,0.360333080999243,6.340604609066026,0.5151515151515151,-29.52367539413442
atr_pct,0.05310040301669059,-1,3053,0.9003243880861103,0.15835353530939678,0.015753500353092337,0.36390435637078283,7.325050656054371,0.4393939393939394,-38.75049466928266
kyle,2.0195157950989687e-06,1,1373,0.4048953111176644,0.15832891168165267,0.01572887672534823,0.3525127458120903,3.2937211475592285,0.48484848484848486,-15.721336859042994
atr_rank,0.8541666666666666,-1,2120,0.6251843114125627,0.15817398975936525,0.015573954803060813,0.3721698113207547,5.239513410778974,0.53125,-30.556958810912345
avg_trade_usd,799.7807178434915,-1,864,0.25479209672662934,0.15817081198809066,0.01557077703178622,0.35648148148148145,2.0705997205713684,0.5,-18.8382252469444
hi_pos,0.016736401673640166,1,3005,0.8861692716012975,0.15806015215898048,0.015460117202676038,0.3577371048252912,7.1965266248141875,0.48484848484848486,-36.694422162607225
tbi_z8,0.0032082580223338655,-1,1667,0.49159539958714243,0.1580059306292774,0.015405895672972958,0.3509298140371926,3.9908467630152344,0.45454545454545453,-15.271474868155305
pos480,0.28423661815861195,-1,1097,0.3235033913299912,0.15795229249729062,0.01535225754098618,0.3527803099361896,2.7947365301536737,0.3225806451612903,-29.592931572309922
to_hi480,4.332179347171553,-1,941,0.2774992627543498,0.15784243101676915,0.015242396060464708,0.36769394261424015,2.320776993543434,0.234375,-27.092400736646418
gap,0.0,-1,2424,0.7148333824830434,0.15783437046150486,0.015234335505200425,0.3584983498349835,5.796825969677087,0.5303030303030303,-25.313916810802898
persist96,0.11976477499283229,1,2113,0.6231200235918608,0.157759331676064,0.015159296719759574,0.3610979649787033,5.050688906538232,0.42424242424242425,-24.75777245931597
rv_vs_range,0.47725302442485323,1,2496,0.7360660572102624,0.15775926223992617,0.015159227283621735,0.3525641025641026,5.966168462891755,0.4696969696969697,-26.416925828647173
tbi_ma96,-0.00508705845042552,1,1315,0.387791212031849,0.15769379396875022,0.015093759012445779,0.35665399239543727,3.1419293798319172,0.4090909090909091,-21.581041646934036
efficiency,0.04008418913638213,-1,760,0.2241226776762017,0.15769151086285493,0.015091475906550494,0.3460526315789474,1.8158416402389355,0.4393939393939394,-10.688929897986174
body_frac,-0.31527900313527163,1,2179,0.6425833087584784,0.15765598753033835,0.015055952574033915,0.36209270307480496,5.205036315584959,0.4696969696969697,-30.20438979156271
efficiency,0.08756725686588135,-1,1734,0.5113535830138602,0.15762271902916458,0.015022684072860143,0.34832756632064593,4.14117870903896,0.45454545454545453,-20.518251275308366
kyle,5.730182043973953e-07,-1,801,0.2362135063403126,0.15759774499124246,0.014997710034938022,0.36329588014981273,1.9724342771560186,0.4375,-18.582299886494408
pos24,0.7120252023541678,1,1460,0.4305514597463875,0.1574946559189838,0.01489462096267935,0.3780821917808219,3.5375722714110207,0.46153846153846156,-19.62897792790225
avg_trade_usd,1175.5312313481109,-1,1516,0.44706576231200235,0.15719705496524428,0.014597020008939837,0.3575197889182058,3.6107687170804597,0.5151515151515151,-23.397944885556225
persist96,0.10797671797022496,1,2233,0.6585078148038926,0.15697544096103566,0.014375406004731223,0.35960591133004927,5.3110024191817065,0.42424242424242425,-25.774760821220823
accel,1.0903939203788127,1,1056,0.31141256266588024,0.15695924158619162,0.014359206629887183,0.3731060606060606,2.5499839863848974,0.4307692307692308,-23.041147420445466
rpt_z,-1.473919665562632,1,2914,0.8593335299321734,0.15693995923888657,0.014339924282582128,0.3548387096774194,6.9291369882138705,0.5303030303030303,-29.53095026261057
dq_z96,1.0365895935811453,-1,2899,0.8549100560306694,0.15689843884966884,0.014298403893364398,0.353570196619524,6.89164506401803,0.48484848484848486,-32.550380674340616
dq_z96,0.5235408617363934,-1,2332,0.6877027425538189,0.15689503721249137,0.014295002256186934,0.3507718696397942,5.543624648174695,0.4696969696969697,-25.88920562305295
range_z,1.9826136875438816,1,1529,0.4508994396933058,0.15674202691573244,0.014141991959428002,0.3597122302158273,3.6311902902144677,0.5606060606060606,-16.007482613053806
dq_cum24,-0.17925013413459776,-1,2182,0.6434680035387791,0.15669997894725704,0.014099943990952601,0.3547204399633364,5.180596273680528,0.5151515151515151,-26.55656129454017
range_per_trade,3.3247796050780574e-08,1,2363,0.6968445886169271,0.15668801216856365,0.014087977212259212,0.35674989420228526,5.609905647792666,0.5151515151515151,-27.48798087929028
body_frac,0.18556701030928086,1,1517,0.4473606605721026,0.1566356101835032,0.014035575227198754,0.37376400791034936,3.6002457673996116,0.4090909090909091,-25.0788437322333
atr_pct,0.02379844165543854,-1,1598,0.4712474196402241,0.15654524107307025,0.013945206116765807,0.37484355444305384,3.970782464043909,0.4603174603174603,-32.65536379300122
since_lo96,39.0,1,1798,0.5302270716602772,0.15649017667844237,0.013890141722137928,0.3620689655172414,4.263171782846051,0.48484848484848486,-29.80213041599503
gap,0.0001262654065854814,-1,2583,0.7617222058389855,0.15644463955284066,0.01384460459653622,0.35694928377855206,6.122674302499808,0.5606060606060606,-27.144634505364703
to_hi24,1.5614549619511493,-1,1464,0.4317310527867886,0.1564057154282739,0.01380568047196945,0.3770491803278688,3.5227379597998913,0.4461538461538462,-20.93376840605736
efficiency,0.03466090217732579,-1,671,0.19787673252727808,0.15638930656144767,0.013789271605143233,0.3412816691505216,1.5899579500413843,0.4090909090909091,-8.112725108035356
tbi_z96,1.0369351488515282,-1,2901,0.8554998525508699,0.15638832576696643,0.01378829081066199,0.3533264391589107,6.873977773484387,0.48484848484848486,-32.550380674340616
since_hi96,59.0,-1,2195,0.6473016809200826,0.15630897617106546,0.013708941214761017,0.3548974943052392,5.198457616598312,0.5303030303030303,-33.484482412550925
vol_per_trade_z,-0.23972235647409934,-1,630,0.1857859038631672,0.15623871256327845,0.013638677606974015,0.33650793650793653,1.4913695290131121,0.3787878787878788,-16.138215088064634
up_wick,0.14210206631985756,1,1971,0.5812444706576231,0.1562363154464956,0.013636280490191166,0.35362760020294265,4.6657845112885274,0.5,-23.729181005802648
since_lo480,363.0,1,1334,0.39339427897375406,0.15619051530406272,0.013590480347758283,0.3575712143928036,3.2555960533690573,0.453125,-20.85768445202297
since_hi24,21.0,-1,2682,0.7909171335889118,0.15616865082780687,0.013568615871502432,0.3586875466070097,6.346126083639061,0.5,-29.49394824629042
persist24,0.20721976807623885,1,2491,0.7345915659097612,0.1560862329701082,0.013486198013803768,0.3608992372541148,5.891072823159691,0.45454545454545453,-25.028510743917014
disp6,0.9324855352471455,1,1427,0.42081981716307876,0.15598448773940837,0.013384452783103934,0.3770147161878066,3.424459446217473,0.4461538461538462,-24.252730108098863
updn_ratio,0.4895397489539749,1,2024,0.5968740784429372,0.15597729461328227,0.013377259656977836,0.358695652173913,4.783303701473988,0.48484848484848486,-27.135047540950296
since_hi24,12.0,-1,1970,0.5809495723975229,0.15596515941818018,0.013365124461875738,0.3649746192893401,4.655323697785075,0.4696969696969697,-20.863044124170205
ats_rank480,0.49166666666666664,1,2448,0.7219109407254497,0.15594947681381488,0.013349441857510441,0.36437908496732024,5.96506748812842,0.515625,-39.274590697716086
since_hi480,57.0,-1,846,0.24948392804482453,0.15592565896238914,0.013325624006084696,0.3557919621749409,2.061142304409082,0.28125,-30.43666139047538
atr_pct,0.036479856037702006,-1,2564,0.7561191388970805,0.1558670864979019,0.013267051541597463,0.3662246489859594,6.1483570735480075,0.49230769230769234,-38.75049466928266
persist24,0.0853564838855289,1,3038,0.8959009141846063,0.15578473377021532,0.013184698813910878,0.3578011849901251,7.1708185029380935,0.45454545454545453,-34.55080839243054
kyle,1.1800197259951547e-06,1,1987,0.5859628428192274,0.15570533919197713,0.013105304235672688,0.35430296930045296,4.687674378400887,0.5,-24.415967486990404
pos96,0.2914572864321608,-1,1249,0.36832792686523147,0.15558569847652254,0.0129856635202181,0.35388310648518817,2.944341475714798,0.3181818181818182,-18.27851994104801
pos24,0.6671822977341608,1,1554,0.45827189619581243,0.15551517863052336,0.01291514367421892,0.3758043758043758,3.718009039874359,0.4153846153846154,-20.919074816171438
persist96,0.09735806312629122,1,2368,0.6983190799174285,0.15541099423247146,0.012810959276167017,0.3589527027027027,5.57595809609837,0.42424242424242425,-23.798991287986983
atr_pct,0.029346308483993437,-1,2145,0.6325567679150693,0.155410972917123,0.012810937960818558,0.3701631701631702,5.128562106265059,0.5076923076923077,-34.69457165515676
persist24,0.10427199177927475,1,2960,0.8728988498967856,0.15520846784227932,0.01260843288597488,0.3581081081081081,6.960864618381012,0.45454545454545453,-33.518295463324776
kyle_z,-0.08897894737424719,1,2883,0.8501916838690652,0.155154070471742,0.012554035515437573,0.353451266042317,6.77741189651564,0.5,-30.542798154168388
up_wick,0.07231721995005641,1,2583,0.7617222058389855,0.15513234788860578,0.012532312932301337,0.3554006968641115,6.071315978731344,0.5,-32.32914339104208
to_hi480,9.459790958033281,1,1730,0.5101739899734592,0.15501196135612152,0.012411926399817086,0.3601156069364162,4.190167080407661,0.390625,-28.972720406728516
ats_rank480,0.55,1,2331,0.6874078442937187,0.15490072852412526,0.01230069356782082,0.3642213642213642,5.641774971714626,0.53125,-39.274590697716086
range_z,0.5563270164411794,1,3065,0.9038631672073135,0.1548660147239667,0.01226597976766225,0.3569331158238173,7.19188386559027,0.5151515151515151,-35.672195069226746
tbi_ma24,-0.0038015854793306664,-1,2183,0.6437629017988794,0.1548470465744442,0.012247011618139764,0.35364177737059094,5.121683373818359,0.5151515151515151,-26.55656129454017
to_hi24,5.484548328569173,-1,2836,0.8363314656443527,0.15475827230283312,0.012158237346528683,0.3571932299012694,6.649916064406586,0.48484848484848486,-36.694422162607225
pos480,0.43232390898746764,-1,1508,0.44470657623120025,0.15469020926402502,0.01209017430772058,0.34681697612732093,3.7624650898411245,0.3709677419354839,-28.972720406728516
accel,-1.3304006017737409,-1,835,0.2462400471837216,0.1546313236593333,0.012031288703028858,0.3377245508982036,1.9563205341748982,0.4696969696969697,-15.993928374108199
extreme_late,0.9372384937238494,-1,2733,0.8059569448540254,0.15455705170407602,0.011957016747771582,0.35382363702890596,6.400067004655146,0.4696969696969697,-29.033381653617834
atr_pct,0.0322115910198762,-1,2356,0.6947803007962253,0.15453689470651671,0.011936859750212275,0.367572156196944,5.601368060439282,0.5076923076923077,-35.709404896725566
range_per_trade,6.250599983008629e-08,1,1704,0.5025066352108523,0.1545188935388973,0.011918858582592867,0.35563380281690143,3.9893968877315307,0.5151515151515151,-24.415967486990404
pos24,0.4297265749882284,-1,1509,0.4450014744913005,0.15450756668645033,0.011907531730145887,0.34327369118621603,3.532604820149295,0.3787878787878788,-21.440896180989764
vol_of_vol,0.29447156418738696,-1,2039,0.6012975523444412,0.15449893079304786,0.011898895836743417,0.3722412947523296,4.92223937323476,0.5625,-27.072307697557708
avg_trade_usd,2428.0392892343016,-1,2318,0.6835741669124152,0.15434809089983578,0.011748055943531344,0.3559102674719586,5.420892040997263,0.48484848484848486,-27.192002211290045
ats_z96,-1.1280907455849856,1,3146,0.927749926275435,0.1542384643819564,0.011638429425651964,0.35982199618563254,7.352033468873255,0.4696969696969697,-38.35506037048699
persist6,0.4304541311160921,1,2444,0.7207313476850487,0.15421961773310863,0.011619582776804194,0.35801963993453356,5.710799177874507,0.5151515151515151,-23.89744476483867
close_loc,0.713466086048745,1,1095,0.32291359480979065,0.15411704088991932,0.011517005933614877,0.3680365296803653,2.5569418147645706,0.4696969696969697,-18.53838537191543
since_lo24,11.0,1,1780,0.5249189029784724,0.15399948873360064,0.011399453777296203,0.36179775280898874,4.153319544633472,0.48484848484848486,-27.119451939838942
rpt_z,-0.13794622735382514,1,1293,0.3813034503096432,0.15398227523947294,0.011382240283168504,0.34957463263727767,3.0166527558278564,0.48484848484848486,-12.912302550960163
kyle,1.3325708998580056e-06,1,1885,0.5558832202890003,0.15396961881841412,0.011369583862109678,0.353315649867374,4.397465628374404,0.5303030303030303,-22.333123979488576
up_wick,0.049083100441177994,1,2818,0.831023296962548,0.15396398679779563,0.011363951841491193,0.3530872959545777,6.5737956787301215,0.5151515151515151,-31.338387478532287
persist96,0.08647624595076657,1,2497,0.7363609554703627,0.15387415737224344,0.011274122415939003,0.3576291549859832,5.821572287249877,0.42424242424242425,-24.831470910797574
close_loc,0.5746921182266022,1,1596,0.47065762312002357,0.15383144805241916,0.011231413096114723,0.36278195488721804,3.7199241074494087,0.4696969696969697,-20.906463059274387
body_frac,-0.7421069906875876,1,3075,0.9068121498083161,0.15383018495581807,0.011230149999513633,0.3551219512195122,7.1670881627142515,0.4696969696969697,-35.669388872729456
body_frac,0.6685573578268519,-1,2795,0.8242406369802419,0.1537546201666928,0.011154585210388368,0.3499105545617174,6.511275202513734,0.5151515151515151,-34.2058949226237
disp6,0.7149324050376802,1,1511,0.44559127101150103,0.15374554436327426,0.011145509406969817,0.3759099933818663,3.5739925774293444,0.4461538461538462,-25.277886085585777
