feature,side,bin,lo,hi,n,exp_r,lift,wr,n_test,exp_r_test
persist96,long,9,0.26354186353312103,inf,867,0.46343189424810816,0.44462329600931416,0.42675893886966554,162,-0.17372785806580282
to_lo96,long,8,9.137172348829573,11.48572580007687,867,0.37927008759653547,0.36046148935774147,0.4232987312572088,310,-0.07675307692030542
disp24,long,9,4.243089271256354,inf,875,0.3786692520787809,0.3598606538399869,0.408,246,0.160578274057711
pos480,long,7,0.796112505193789,0.8739881025689143,828,0.37227144586226923,0.35346284762347524,0.392512077294686,365,-0.2135880030474823
disp96,long,9,9.598565625143438,inf,867,0.3539806395675288,0.3351720413287348,0.4140715109573241,117,0.31941910714335625
to_lo24,long,9,5.380773368718427,inf,875,0.3283081013401635,0.30949950310136953,0.3942857142857143,269,0.13615075160104317
to_hi96,long,4,3.3604410362712,4.358958469130034,867,0.3243800378923961,0.3055714396536021,0.40945790080738176,353,0.20634613045667927
since_hi480,short,6,280.0,355.0,826,0.3230263705385347,0.3713710564260221,0.4043583535108959,268,-0.47631419572660816
vol_of_vol,long,2,-0.7203019051498344,-0.5853181162439783,826,0.28510744104324,0.266298842804446,0.42857142857142855,204,0.0353069266537785
since_lo480,short,2,111.0,176.50000000000045,838,0.27423019358800005,0.3225748794754874,0.4200477326968974,373,-0.050988013090859784
dq_cum24,long,9,0.2675339650052798,inf,875,0.27245966483282663,0.25365106659403264,0.3931428571428571,529,0.008154923822865956
tbi_ma24,long,9,0.005514033581752368,inf,875,0.2721558574450883,0.2533472592062943,0.3942857142857143,530,0.0061540747746628
pos96,long,8,0.8399926079556,0.909131041130446,867,0.2631799793402828,0.24437138110148882,0.3886966551326413,260,0.1275472884764199
since_lo480,long,4,249.0,316.0,826,0.24926570863722255,0.23045711039842856,0.3837772397094431,286,0.30315903300510333
persist24,long,9,0.46544431995907726,inf,875,0.24323464196703176,0.22442604372823777,0.37257142857142855,265,0.008132962415721189
absorb_z,long,2,-0.16077695321819727,-0.088541607076107,847,0.22484607832117612,0.20603748008238212,0.36481700118063753,262,0.07351627650755328
to_lo480,short,9,25.484712895199703,inf,829,0.22323227249308342,0.2715769583805708,0.4101326899879373,249,-0.03665994239181027
to_lo480,short,2,6.32392160129927,8.431407725710367,829,0.21324887885641167,0.261593564743899,0.3413751507840772,463,0.07248568363275874
tbi_ma96,long,3,-0.003994503230319841,-0.003074124309458409,867,0.20585539635210776,0.18704679811331376,0.39215686274509803,215,-0.1973354931623383
to_hi480,short,8,22.051911477403223,30.382761438644796,829,0.20257260149927372,0.25091728738676106,0.35102533172496986,504,-0.023853121556739167
to_hi24,short,9,4.790134118284894,inf,875,0.2010777850600632,0.24942247094755057,0.35085714285714287,386,0.3039930693759432
atr_rank,long,9,0.9083333333333333,inf,845,0.20037085629686674,0.18156225805807275,0.27692307692307694,334,-0.25618328910720867
to_hi480,long,2,3.0011919642799527,4.7998143696449915,829,0.19878997631507725,0.17998137807628325,0.353437876960193,291,-0.2537727232832936
to_lo480,long,6,15.868379882089577,18.747682216231087,829,0.19797552894501244,0.17916693070621845,0.36308805790108567,256,-0.2321838045453655
to_hi480,short,4,7.102057272876573,9.848374878703964,829,0.197843649965651,0.24618833585313835,0.3546441495778046,295,0.4232653397452329
since_lo96,long,7,82.0,90.0,870,0.1939838367006011,0.1751752384618071,0.38275862068965516,354,0.010622129453409176
to_lo96,short,6,6.379207564025311,7.596208370083321,867,0.19324332444543704,0.2415880103329244,0.3621683967704729,344,0.05450717070071134
pos96,long,3,0.34108142424222404,0.43698615688442133,867,0.18542901707233167,0.16662041883353768,0.34717416378316035,441,-0.3163242214165263
lo_pos,long,4,0.27615062761506276,0.39748953974895396,862,0.18429006095632136,0.16548146271752737,0.3642691415313225,300,0.09763406759771441
to_hi96,long,2,1.7493207730872482,2.5101534920313773,867,0.18122039775457868,0.1624117995157847,0.37139561707035756,275,-0.025074886406177475
to_lo96,long,9,11.48572580007687,inf,867,0.17998392813698944,0.16117532989819544,0.35409457900807384,192,0.3037041462876797
to_hi480,long,1,1.7428002563700233,3.0011919642799527,828,0.17982711724824763,0.16101851900945363,0.357487922705314,206,-0.4065230354400371
